DOY2,HR2,FC,CO2,H,LE,G_1_1_1,G_1_2_1,G_2_1_1,G_3_1_1,WS,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,TAU,PA,RH,VPD,TA,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,SW_IN,SW_OUT,LW_IN,LW_OUT
1,8.75,-0.185708375,390.614859035,-39.892094625,-0.7593204,-5.14285,-5.66795,-7.417725,-7.71,1.37455,0.08549075,0.21100775,0.167684125,0.05250175,-0.46905675,97.9900002,63.343000975,0.08567525,-37.916251925,-27.406886,0.001804175,-6.1434,-1.5059,-0.92765,-0.49445,0.758725,2.167475,-0.35005,-0.095025,0.15475,0.5328,1.562875,2.782475,2.047428375,1.99322335,129.67326125,160.4669061
1,9.25,-0.208971,390.7692428775,-41.961331075,-0.74479135,-5.1311,-5.64995,-7.407125,-7.70035,1.3094,0.0840084,0.25726245,0.1747374,0.11673495,-0.423218675,97.99250015,63.410248025,0.0880815,-37.731751,-27.3903594,0.002469075,-6.163375,-1.50985,-0.923775,-0.4925,0.758725,2.167475,-0.3491,-0.095025,0.1538,0.532775,1.56285,2.782475,11.0457887,8.97913095,133.176036075,160.384669775
1,9.75,-0.20229145,390.8229461425,-40.71107285,-1.014819925,-5.1497,-5.6228,-7.399575,-7.694775,1.17085,0.07877535,0.2664599,0.2042841,0.1176272,-0.5371579,97.98750025,63.97475,0.0925585,-37.2555,-27.38195365,0.002545475,-6.196925,-1.5138,-0.920875,-0.49155,0.7597,2.16845,-0.3501,-0.095025,0.153775,0.533775,1.561875,2.783425,24.007698325,20.019149575,133.65765195,164.43105575
1,10.25,-0.14791925,390.971145625,-44.8233732,-0.86408325,-5.168175,-5.600925,-7.392825,-7.68515,1.3218,0.1117398,0.26766035,0.2262395,0.1326776,-0.733467,97.99250015,64.0507461,0.09326775,-36.301000975,-27.4869387,0.0014016,-6.2402,-1.51955,-0.917975,-0.4906,0.760675,2.169425,-0.350125,-0.095025,0.153775,0.534725,1.56285,2.785375,39.250213875,32.468676075,130.540647825,168.466541675
1,10.75,-0.1369354,390.62974545,-43.544347125,-0.4065359,-5.187675,-5.57695,-7.386075,-7.677425,1.1151,0.07636485,0.290785625,0.204711725,0.104037225,-0.6750844,97.9950001,62.736248075,0.1045845,-35.321249075,-27.978426375,0.0045976,-6.265475,-1.52425,-0.915075,-0.493525,0.76165,2.16845,-0.350125,-0.095025,0.153775,0.53475,1.56285,2.784425,54.147170775,44.3616614,129.882752825,171.194871775
1,11.25,-0.1342844,390.6209144375,-35.45475175,-0.63675405,-5.21115,-5.5549,-7.383275,-7.66975,1.2054,0.109047875,0.289965,0.229672,0.114927,-0.7117624,98,60.86349905,0.11310875,-34.232750975,-28.47511855,0.004175025,-6.274575,-1.529925,-0.91805,-0.495475,0.76165,2.16845,-0.3511,-0.095025,0.1528,0.535725,1.562825,2.7854,67.26772675,55.77520845,129.67340415,173.7458993
1,11.75,-0.1898747,390.5893021,-46.851502475,-0.588705225,-5.2396,-5.532,-7.377525,-7.661075,0.86365,0.082233,0.228279,0.19147,0.104299,-0.8803014,98,60.0065,0.12114125,-33.17824805,-28.0911905,0.003030525,-6.28555,-1.535575,-0.921025,-0.498425,0.761675,2.169425,-0.351075,-0.095025,0.1528,0.53575,1.562825,2.7854,84.21958685,69.701835375,128.92898995,176.91855985
1,12.25,-0.264264025,390.68157956,-52.210201,-0.805556775,-5.26715,-5.54405,-7.3834,-7.654275,0.9028,0.058051,0.166945925,0.227168925,0.0995316,-0.75062275,97.9950001,59.638499975,0.12940825,-32.147499,-27.6623159,0.003494625,-6.298125,-1.542225,-0.92485,-0.502325,0.76265,2.16945,-0.351075,-0.09505,0.1528,0.536725,1.5628,2.786375,100.41350405,81.573561575,128.174203175,181.27597805
1,12.75,-0.12397025,390.7406524925,-50.922112,-0.40808935,-5.313125,-5.5599,-7.39415,-7.64555,1.421375,0.0803716,0.218354075,0.2049471,0.113334625,-0.7861427,98,58.82975195,0.14260525,-31.572,-27.6588577,0.003686,-6.309325,-1.5422,-0.9296,-0.50525,0.763625,2.1704,-0.351075,-0.0951,0.151825,0.5377,1.5628,2.786375,89.142483075,70.055571425,126.52488245,184.95509525
1,13.25,-0.235983775,390.6294853325,-55.829399,-0.837194,-5.314025,-5.587775,-7.404925,-7.64075,1.545475,0.0766403,0.24520275,0.244209175,0.1327418,-0.754787,98,59.152498075,0.156828,-31.099000025,-26.94174225,0.0031893,-6.323625,-1.535575,-0.93435,-0.5093,0.7636,2.170375,-0.352025,-0.0951,0.151825,0.537675,1.561825,2.786325,80.25697255,66.110488375,125.590130425,187.6847407
1,13.75,-0.1084172,390.550010715,-46.7462026,-0.7520486,-5.349675,-5.621525,-7.4147,-7.626175,1.041575,0.087329625,0.324186725,0.283935375,0.125315175,-0.6974883,98.0899982,58.262000025,0.16997425,-30.889249025,-26.737976425,0.0040403,-6.3349,-1.527975,-0.9391,-0.513075,0.763575,2.169375,-0.35205,-0.09605,0.150825,0.53765,1.560825,2.7863,74.897628625,61.8009093,125.87521795,188.02907285
1,14.25,-0.1819398,390.624606345,-54.96331965,-1.15596425,-5.382025,-5.64835,-7.429375,-7.620375,1.437925,0.09029365,0.308142575,0.253420075,0.128698775,-0.6381336,98.099998,58.20624905,0.18148675,-30.65624905,-26.345682325,0.00313025,-6.3413,-1.5194,-0.93815,-0.51505,0.763575,2.16935,-0.353,-0.096025,0.150825,0.53765,1.560825,2.7863,65.3887507,52.74834095,125.666228575,187.56925045
1,14.75,-0.1307541,390.4237182675,-47.026633975,-0.6955451,-5.411425,-5.681925,-7.443025,-7.619475,1.566975,0.094294525,0.3008952,0.20586575,0.131278275,-0.6049846,98.192497075,57.674999025,0.1874745,-30.411749025,-26.0583284,0.002847275,-6.351725,-1.511775,-0.933425,-0.512125,0.76355,2.16935,-0.353,-0.096025,0.1508,0.53765,1.559825,2.786275,50.098808525,41.80465525,125.80128365,187.309756925
1,15.25,-0.07598745,390.5600891,-57.4135098,-0.7200164,-5.44205,-5.7107,-7.458675,-7.636075,1.7199,0.07385385,0.291003725,0.2149153,0.11657675,-0.63877415,98.199997,56.658999975,0.179342,-30.30575095,-26.29338845,0.0022548,-6.359275,-1.50415,-0.929675,-0.509225,0.76355,2.169325,-0.352025,-0.09605,0.150825,0.53765,1.559825,2.7853,40.20675845,31.210967225,124.91025055,185.64750695
1,15.75,-0.103758375,390.3918152,-49.32855425,-0.7219828,-5.47075,-5.73555,-7.47425,-7.652675,1.247625,0.037182075,0.25431575,0.207365575,0.09403405,-0.51306845,98.192497075,57.07575195,0.182038,-30.4415,-25.985464325,0.001627375,-6.35905,-1.50725,-0.923975,-0.508275,0.762575,2.167375,-0.35205,-0.097,0.150825,0.53665,1.559825,2.7843,21.9558303,17.90630035,123.898071,183.069479575
1,16.25,-0.172033875,390.3688049,-53.0913256,-0.688655675,-5.500025,-5.766125,-7.49185,-7.668275,1.289475,0.03183345,0.2320173,0.18701975,0.07336375,-0.56517225,98.285002625,57.426749025,0.17443025,-30.64775095,-25.869485925,0.0019063,-6.35425,-1.51325,-0.919225,-0.510225,0.761575,2.166375,-0.353025,-0.097,0.149825,0.53565,1.558825,2.7833,8.491818325,7.009576325,123.835089975,179.3342057
1,16.75,-0.0929139,390.3063049,-61.741377625,-0.740427,-5.52935,-5.794925,-7.507425,-7.678025,1.63185,0.02903145,0.157234325,0.16108435,0.03601275,-0.47249125,98.3700016,57.75450005,0.16638175,-31.21675005,-25.87963025,0.002240625,-6.337725,-1.520225,-0.9145,-0.5122,0.761575,2.165375,-0.35205,-0.098,0.149825,0.53565,1.558825,2.782325,0.642452725,1.279929325,124.336381525,175.3600657
1,17.25,-0.07284165,390.3544006,-49.3628774,-1.010070875,-5.5505,-5.821725,-7.520075,-7.695575,1.53815,0.0360441,0.15534655,0.153351325,0.034867775,-0.42855525,98.3600018,59.99325,0.1506895,-32.031748075,-26.166486875,0.0020562,-6.31725,-1.526225,-0.909725,-0.513175,0.760575,2.164375,-0.351075,-0.09705,0.149825,0.53465,1.55785,2.781325,0,0.0382707,123.660434325,173.51605435
1,17.75,-0.17696265,390.3490906,-59.8334012,-0.75134555,-5.571775,-5.8475,-7.5386,-7.70435,1.236675,0.029847,0.134545475,0.122955375,0.026588325,-0.57258455,98.3600018,60.689499,0.14106,-32.619501025,-26.434638875,0.00346805,-6.2947,-1.53125,-0.9079,-0.514125,0.7596,2.164375,-0.351075,-0.098,0.149825,0.533675,1.556875,2.780325,0,0,122.376925425,170.4943509
1,18.25,-0.2165906,390.1696373075,-61.7553806,-0.65601405,-5.585625,-5.870425,-7.553225,-7.71795,1.640425,0.03182825,0.132764325,0.116725625,0.020534075,-0.4748715,98.277502775,61.94549905,0.1293445,-33.00600005,-26.4587155,0.0018374,-6.2701,-1.537225,-0.91095,-0.5151,0.7596,2.163375,-0.351075,-0.098,0.149825,0.533675,1.55685,2.780325,0,0,122.1247545,167.8359439
1,18.75,-0.2155544,390.52020267,-56.2645724,-0.72902025,-5.59945,-5.89535,-7.56025,-7.72965,1.47915,0.035522225,0.1458741,0.133304275,0.0188117,-0.52572975,98.2700027,62.867499075,0.11971,-33.651001925,-26.3482006,0.0031278,-6.24335,-1.5422,-0.91495,-0.51605,0.760575,2.16435,-0.3501,-0.09805,0.149825,0.53465,1.55685,2.7813,0,0,122.0419195,165.9697844
1,19.25,-0.0743031,390.573185765,-63.11703175,-0.80941225,-5.61155,-5.910425,-7.562425,-7.7394,1.252675,0.03127375,0.1384909,0.0979324,0.030329575,-0.479656425,98.2700027,64.280251025,0.1151325,-33.91175,-26.65409025,0.00082975,-6.213575,-1.547125,-0.91795,-0.517025,0.760575,2.16435,-0.349125,-0.0971,0.149825,0.53465,1.55685,2.7803,0,0,122.64719015,165.612823
1,19.75,-0.078503,390.48958284,-59.151898675,-1.128448375,-5.6348,-5.92675,-7.559,-7.7511,1.3019,0.031188025,0.15677235,0.102279475,0.03630815,-0.56632795,98.1799973,63.78674805,0.108046,-33.844252,-26.71645495,0.0024376,-6.186675,-1.550925,-0.92095,-0.51605,0.760575,2.164325,-0.349125,-0.097075,0.149825,0.535625,1.556825,2.7803,0,0,123.016226125,163.3301023
1,20.25,-0.03913215,390.43425293,-55.63676095,-0.7146746,-5.659425,-5.9408,-7.53845,-7.7608,1.54095,0.026179,0.153661125,0.137553875,0.0382807,-0.5722397,98.174997375,64.365502975,0.10194825,-34.337001975,-26.8052275,0.002538075,-6.158825,-1.553725,-0.923975,-0.516,0.760575,2.164325,-0.349125,-0.09705,0.148825,0.5356,1.556825,2.7803,0,0,123.4664995,164.9574193
1,20.75,-0.0644772,390.60242918,-54.46017925,-0.8676447,-5.6879,-5.9576,-7.515975,-7.7744,1.415425,0.017124,0.145186875,0.1345051,0.030212925,-0.5535541,98.099998,64.998747025,0.101825,-34.81449905,-26.9050939,0.00164225,-6.1211,-1.557525,-0.92695,-0.516,0.76055,2.163325,-0.34815,-0.09705,0.148825,0.534625,1.556825,2.7793,0,0,123.5904662,164.709540725
1,21.25,-0.06081375,390.8565391525,-52.6327402,-1.0680011,-5.695475,-5.9617,-7.4945,-7.79185,1.559525,0.0236475,0.18056835,0.09198815,0.03445805,-0.56995205,98.0899982,64.54599805,0.09829675,-35.023498025,-26.846516125,0.0015806,-6.08525,-1.560325,-0.929825,-0.515025,0.759575,2.163325,-0.34815,-0.097075,0.148825,0.53465,1.555825,2.7793,0,0,125.19213735,167.132545175
1,21.75,-0.1883311,390.7861770375,-49.209063,-1.1218221,-5.671675,-5.9706,-7.46915,-7.80645,1.51885,0.0417536,0.1348487,0.155988825,0.02269445,-0.5352057,98.0799984,63.971499975,0.097476,-35.10875,-26.813933,0.0013636,-6.047375,-1.56215,-0.9317,-0.514025,0.759575,2.16235,-0.34815,-0.097075,0.148825,0.534625,1.555825,2.7783,0,0,125.426618875,168.336230575
1,22.25,-0.0352125,390.667594145,-50.029091525,-0.8619347,-5.651725,-5.9776,-7.445725,-7.821,1.03955,0.027743,0.1392778,0.11906515,0.029110325,-0.5374078,98.0849983,64.659248,0.097863,-35.077998975,-27.045219875,0.001553375,-6.02295,-1.56495,-0.93455,-0.51505,0.759575,2.162325,-0.34815,-0.097075,0.148825,0.534625,1.555825,2.779275,0,0,125.963786725,168.093007
1,22.75,-0.0756678,390.53861385,-47.69216895,-0.9620085,-5.63095,-5.972875,-7.452425,-7.820525,1.2334,0.041014,0.152049,0.119853,0.042285,-0.5553822,98.0849983,66.07949905,0.10011275,-34.928749,-27.182375475,0.00169115,-6.001375,-1.56675,-0.936425,-0.514125,0.759575,2.16135,-0.34815,-0.0971,0.148825,0.53365,1.554825,2.7783,0,0,126.630174075,167.23239015
1,23.25,-0.084482425,390.4907432825,-48.9686808,-0.53209555,-5.63445,-5.9691,-7.44935,-7.822025,1.16115,0.048665575,0.198823,0.129786,0.045968,-0.6958242,98.0849983,66.3094971,0.0975475,-35.210498075,-27.0869382,0.001606,-5.977775,-1.567575,-0.9383,-0.513175,0.759575,2.16135,-0.34815,-0.0971,0.14785,0.534625,1.554825,2.777325,0,0,127.1659786,167.637738
1,23.75,-0.0818709,390.391048425,-49.097163775,-0.7155298,-5.717625,-5.96145,-7.445325,-7.820425,1.470975,0.043635525,0.160593,0.163658,0.033704,-0.6964716,97.99250015,65.51449995,0.09218225,-35.815749,-27.168805,0.001473375,-5.9551,-1.5694,-0.940175,-0.51125,0.759575,2.161325,-0.34815,-0.0971,0.14785,0.53365,1.55385,2.7773,0,0,128.678570575,166.533911525
2,0.25,-0.156573075,390.35319446,-40.6373116,-0.9200096,-3.4947,-3.12265,-5.723375,-6.13645,1.224775,0.02563075,0.1266672,0.1253434,0.0220628,-0.30714895,98.592498125,60.927251,0.08382125,-36.193998075,-26.75740695,0.00279565,-4.60235,-1.533125,-1.13865,-0.8561,0.4948,1.710675,-0.398525,-0.25425,0.02295,0.324875,1.216925,2.30765,0,0,126.30694065,156.944783775
2,0.75,-0.222015875,390.42035522,-39.0020454,-0.819511125,-3.49085,-3.12655,-5.727275,-6.1462,0.97,0.02850945,0.101353,0.113613625,0.0197695,-0.3116527,98.589997975,62.561001025,0.082607,-36.690999975,-26.7339397,0.003598175,-4.607025,-1.53505,-1.139625,-0.85605,0.4948,1.710675,-0.398525,-0.255225,0.02295,0.324875,1.216925,2.306675,0,0,126.52448535,155.991749325
2,1.25,-0.141746375,390.7745262025,-41.75503225,-1.5114319,-3.4841,-3.134325,-5.739925,-6.152975,1.038975,0.02519065,0.12385735,0.13656735,0.0203477,-0.2970584,98.589997975,63.24949905,0.08336075,-36.94825,-26.981037425,0.00224735,-4.612625,-1.53695,-1.1396,-0.855025,0.495775,1.710675,-0.39855,-0.255225,0.02395,0.3249,1.216925,2.30765,0,0,126.363757275,155.9561047
2,1.75,-0.1059426,390.659767125,-46.999183325,-0.941793125,-3.4785,-3.144,-5.7487,-6.1616,1.122575,0.0240835,0.1046733,0.11143545,0.01852825,-0.27869725,98.492499925,64.666252,0.0841165,-36.85,-27.0028447,0.001606575,-4.618225,-1.53785,-1.141525,-0.8531,0.4948,1.71065,-0.39855,-0.255225,0.022975,0.3249,1.216925,2.306675,0,0,127.2582735,155.696082225
2,2.25,-0.06248095,390.689560655,-45.17315865,-0.874344875,-3.466,-3.147825,-5.760375,-6.174075,1.105125,0.028334925,0.1474021,0.134856,0.02109555,-0.3410669,98.492499925,64.821746125,0.083698,-36.95625,-26.568697625,0.00216955,-4.618125,-1.53875,-1.141475,-0.85115,0.4948,1.71065,-0.398575,-0.255225,0.022975,0.325875,1.216925,2.306675,0,0,127.878736875,155.134759675
2,2.75,-0.07175355,390.65582655,-50.19163915,-0.686418,-3.4578,-3.1526,-5.77005,-6.17955,0.958475,0.03337695,0.13758225,0.124982125,0.017212775,-0.2981,98.492499925,65.106502975,0.0822655,-37.23625095,-26.639999,0.002504,-4.6083,-1.53965,-1.142425,-0.8492,0.4948,1.71065,-0.3986,-0.256175,0.022975,0.3249,1.216925,2.306675,0,0,127.805297725,154.401355625
2,3.25,-0.07832215,390.537652575,-45.8879368,-1.27153745,-3.4465,-3.162225,-5.7797,-6.18905,0.63385,0.0173682,0.149281,0.1108744,0.0158608,-0.3318902,98.492499925,64.43350195,0.08095075,-37.421250025,-26.585926775,0.0010462,-4.599225,-1.54055,-1.142425,-0.8492,0.4948,1.71065,-0.3986,-0.256175,0.022975,0.3249,1.2169,2.30665,0,0,128.3326988,153.516881425
2,3.75,-0.0580221,390.5223373825,-48.1498145,-1.0512855,-3.43435,-3.167025,-5.7903,-6.196525,0.52975,0.0320662,0.130081,0.1257973,0.029063,-0.320244925,98.492499925,64.931248025,0.08048675,-37.5280019,-26.5680594,0.00186815,-4.597125,-1.5424,-1.144325,-0.849225,0.4948,1.71065,-0.398625,-0.256175,0.02295,0.3249,1.2169,2.306675,0,0,122.63627805,153.876023275
2,4.25,-0.0581845,390.501694485,-43.47482795,-0.914873875,-3.429075,-3.17085,-5.796025,-6.205075,0.91265,0.023928825,0.1384978,0.1324022,0.0237874,-0.29987875,98.495000075,64.143998075,0.079898,-37.385748025,-26.390973925,0.001655675,-4.585475,-1.543275,-1.1443,-0.84825,0.494775,1.709675,-0.3996,-0.25615,0.022975,0.3249,1.216875,2.305675,0,0,123.283610525,152.329461725
2,4.75,-0.1740144,390.5599976,-57.883064,-0.7529076,-3.432675,-3.1727,-5.810575,-6.2165,1.14555,0.0249696,0.1399088,0.1326588,0.0171618,-0.301921725,98.492499925,64.582496125,0.0794935,-37.82800095,-26.62258495,0.00246525,-4.57385,-1.54415,-1.14525,-0.848275,0.494775,1.70965,-0.399625,-0.257125,0.022975,0.3249,1.216875,2.305675,0,0,124.782161775,152.73366275
2,5.25,-0.06101955,390.6440125,-49.5316098,-1.14501025,-3.435275,-3.17845,-5.81635,-6.22015,0.9443,0.0247387,0.132331375,0.112217575,0.0226606,-0.325420875,98.492499925,63.4295,0.07925525,-37.851499975,-26.752885,0.00195,-4.572925,-1.546,-1.1452,-0.8473,0.4938,1.708675,-0.39965,-0.2571,0.022975,0.3249,1.2159,2.30565,0,0,125.3044196,153.1420126
2,5.75,-0.07677705,390.668701195,-42.9614977,-1.000235225,-3.43915,-3.186175,-5.82795,-6.23155,1.079775,0.0216429,0.1471396,0.1213214,0.02095,-0.3954565,98.49000015,63.314251975,0.07795375,-38.235249975,-26.7072653,0.002444675,-4.583825,-1.54605,-1.14615,-0.8473,0.4938,1.70865,-0.399625,-0.2571,0.022975,0.3249,1.216875,2.304675,0,0,126.622667375,153.96325625
2,6.25,-0.15125375,390.76533585,-49.380166725,-0.53157475,-3.43365,-3.191025,-5.8356,-6.238075,0.923375,0.026015725,0.1414467,0.0850436,0.0211364,-0.3134365,98.495000075,64.468751975,0.078287,-38.09275195,-26.95130325,0.001374725,-4.593725,-1.54805,-1.147075,-0.846325,0.494775,1.708675,-0.4006,-0.257075,0.022975,0.3249,1.2159,2.304675,0,0,125.794766425,154.43515815
2,6.75,-0.28167535,390.7868958,-52.9149959,-0.6947723,-3.426325,-3.189175,-5.841275,-6.2313,1.03905,0.0326477,0.15994485,0.12237455,0.025191125,-0.35032345,98.495000075,64.887502,0.07771175,-38.2425,-27.7876984,0.0021787,-4.60275,-1.5491,-1.14705,-0.846325,0.493775,1.708625,-0.400575,-0.25805,0.022975,0.323925,1.2159,2.30465,0,0,123.543134075,155.650006125
2,7.25,-0.1653244,390.6359863,-37.887083775,-0.6439591,-3.409325,-3.184275,-5.853875,-6.221675,0.8719,0.0283055,0.1567089,0.1308103,0.02718235,-0.387141625,98.49000015,64.74624995,0.075516,-38.80024905,-28.31618475,0.004258925,-4.608825,-1.55015,-1.14605,-0.845375,0.493775,1.70765,-0.40055,-0.258025,0.022975,0.323925,1.2159,2.304625,0,0,122.999925925,155.8615842
