DOY2,HR2,RH,TA,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_IN,PPFD_OUT
1,0.25,68.275,-30.8675,0.26175,0.2495,186.4,191.125,-0.033012995,0.01186098125
1,0.75,69.95,-31.1075,0.26175,0.19625,185.725,190.6,-0.0382282275,0.020217335
1,1.25,69.525,-31.1175,0.26175,0.2,185.775,190.85,-0.033984155,0.02029206
1,1.75,69.225,-30.8575,0.26175,0.23275,186.5,190.925,-0.0341744175,0.022052565
1,2.25,69.3,-31.07,0.26175,0.223,186.6,191.575,-0.03805272,0.02030916
1,2.75,69.275,-30.9975,0.26175,0.2045,185.575,191.525,-0.035878695,0.013500715
1,3.25,69.975,-31.0425,0.1595,0.175,182.225,191.975,-0.0270692725,0.027086875
1,3.75,70.45,-30.8075,0.05725,0.13625,183,191.55,-0.0381734225,0.03216068
1,4.25,69.9,-30.8275,0.097125,0.1315,182.55,191.625,-0.0297195275,0.02035208
1,4.75,70.8,-30.72,0.137,0.14125,183.4,192.55,-0.0371209575,0.02703935
1,5.25,69.95,-31.125,0.176875,0.12325,184.25,192.075,-0.0339263225,0.0238587645
1,5.75,69.3,-30.71,0.21675,0.176,183.625,194.15,-0.035359225,0.003467356
1,6.25,69.525,-31.275,0.256625,0.193,184.025,192.525,-0.03003904,0.02033841
1,6.75,69.375,-31.195,0.2965,0.206,183.9,192.625,-0.031391675,0.023718825
1,7.25,69.225,-31.21,0.336375,0.0985,185.4,192.4,-0.0295808225,0.0101085235
1,7.75,69.1,-31.3075,0.37625,0.171,186.125,192.375,-0.0339693125,0.02046658
1,8.25,69.3,-31.5225,0.416125,0.203,184.75,191.65,-0.0343188575,0.006863446
1,8.75,69.575,-31.455,0.456,0.1445,182.15,191.125,-0.0359661475,0.005213973
1,9.25,69.175,-31.4325,0.991,0.1775,181.9,192.375,-0.0272000925,0.00769914225
1,9.75,69.325,-31.275,1.45075,0.255,182.35,191.7,-0.032284,0.0152758
1,10.25,70.5,-31.8875,3.5265,0.3005,182.95,190.975,-0.0203416675,0.03394518
1,10.75,70.5,-31.6775,0.23275,0.333,182.95,190.575,0.0130085825,0.038951995
1,11.25,70.1,-31.52,0.292,0.42,181.825,190.7,0.257350525,0.2912743
1,11.75,70,-31.6975,0.9615,0.91275,183,191.45,1.0742795,1.2484165
1,12.25,69.15,-31.4375,0.8415,1.879,184.05,190.8,2.89564775,3.3050515
1,12.75,69.55,-31.6275,1.4595,2.70075,185,191.4,5.2152285,5.80380425
1,13.25,69.9,-31.6275,2.08575,3.9255,185.3,190.875,6.97029725,7.9349565
1,13.75,70.1,-31.425,2.033,3.987,185.55,191.625,7.30172775,8.41337125
1,14.25,69.175,-31.485,1.79425,3.6835,185.8,191.2,6.2568775,7.3240915
1,14.75,69.6,-31.4675,0.77325,2.55725,185.75,191.075,4.1275985,5.026771
1,15.25,70.4,-31.465,1.183,1.5145,182.525,190.425,1.98876875,2.474981
1,15.75,70.5,-30.95,0.81875,0.76625,182.925,191.25,0.62014295,0.781682175
1,16.25,70.475,-30.51,0.517,0.499,180.825,191.4,0.09347778,0.138133225
1,16.75,70.05,-30.525,0.5665,0.35675,182.5,192.05,-0.012107865,0.05989531
1,17.25,70.3,-31.005,4.62075,0.241,183.95,192.7,-0.022055355,0.023856855
1,17.75,70.175,-31.1725,0.82325,0.25,183.95,190.725,-0.03450993,0.02707062
1,18.25,69.95,-30.6,0.7575,0.21725,183.3,192.025,-0.029898,0.013596505
1,18.75,69.75,-30.61,0.3145,0.1475,181.8,192.375,-0.038275325,0.02044111
1,19.25,69.775,-30.7525,0.280166666666667,0.2,181.5,191.225,-0.0332679825,0.02706003
1,19.75,69.75,-30.8275,0.245833333333333,0.187,181.75,192.3,-0.0453976375,0.02036651
1,20.25,68.725,-30.355,0.2115,0.2,180.4,191.7,-0.0320683,0.00681178525
1,20.75,69.55,-30.9775,0.0755,0.199,184.175,190.875,-0.047548345,0.0186813275
1,21.25,69.2,-30.74,0.0806666666666667,0.184,185.175,190.95,-0.040637685,0.01368795
1,21.75,69.5,-30.82,0.0858333333333333,0.315,185.25,190.875,-0.035221225,0.02032779
1,22.25,70.05,-31.2,0.091,0.18725,185.9,191.1,-0.02622836,0.006899926
1,22.75,69.4,-31.07,0.091,0.23275,186.7,190.6,-0.04127141,0.0203413575
1,23.25,68.85,-30.76,0.091,0.2645,185,190.45,-0.047584155,0.02201939425
1,23.75,68.65,-30.775,0.091,0.225,185.45,191.1,-0.040333665,0.027049095
2,0.25,68.225,-31.1625,0.04775,0.162,183.35,190.575,-0.020383635,0.01346043
2,0.75,67.2,-30.745,0.04775,0.165,182.45,190.85,-0.047514615,0.015206775
2,1.25,68,-31.4025,0.04775,0.1035,181.425,190.15,-0.0271480325,0.01695312
2,1.75,67.75,-30.97,0.04775,0.15925,182.25,190.775,-0.03224561,0.00674987175
2,2.25,67.15,-30.5,0.04775,0.126,182.3,191.275,-0.047557005,0.00847415125
2,2.75,67.65,-31.015,0.0473,0.2345,182.825,191.425,-0.0271134425,0.01346856
2,3.25,67.5,-30.9375,0.04685,0.124,183.525,191.75,-0.0390074975,0.006774031
2,3.75,67.45,-30.8125,0.0464,0.128,183.825,189.775,-0.0338661,0.013567035
2,4.25,68.1,-30.6875,0.04595,0.15225,184.9,188.475,-0.0339110525,0.0169594775
2,4.75,68.225,-30.52,0.0455,0.072,185.125,189.35,-0.0339439725,0.02035192
2,5.25,69.425,-30.7025,0.04505,0.073,185.45,189.475,-0.0272157975,0.008494371
2,5.75,68.525,-31.1725,0.0446,0.163,185.65,188.475,-0.038894905,0.01361812
2,6.25,67.9,-31.3125,0.04415,0.1275,184.75,186.05,-0.027148585,0.01349608
2,6.75,67.225,-31.2925,0.0437,0.098,184.175,187.1,-0.0186639025,0.00852309775
2,7.25,67.25,-31.6,0.04325,0.133,184.65,186.825,-0.0136001375,0.01349063
2,7.75,66.475,-31.4475,0.180833333333333,0.0435,183.575,187.95,-0.0185569725,0.01346483
2,8.25,67.7,-31.2075,0.318416666666667,0.14575,182.45,186.225,-0.0136557125,0.0203333275
2,8.75,67.6,-31.1,0.456,0.339,184.9,186.75,-0.013571555,0.108302205
2,9.25,67.55,-31.3075,0.991,0.23975,185.3,187.625,0.052511345,0.2981267
2,9.75,67.2,-31.3725,1.45075,1.014,180.275,190.875,0.9037458,0.913785875
2,10.25,67.025,-31.1625,3.5265,3.621,180.525,190.775,5.71630725,5.77913725
2,10.75,67.1,-31.15,8.2325,9.9425,184.9,190.475,16.5147525,19.30654
2,11.25,67.525,-31.0375,16.91,18.84,183.675,190.55,29.25517,41.33575
2,11.75,67.475,-30.8325,24.155,30.87,179.225,192.6,47.6137325,57.7024375
2,12.25,69.4,-31.0425,32.4375,36.37,183.325,195.75,66.0609,76.16242
2,12.75,67.225,-30.9625,41.8225,46.48,184.95,196.4,79.4602525,96.7522325
2,13.25,67.6,-30.47,49.85,60.385,187.05,197.775,90.2532975,104.6385
2,13.75,66.6,-30.5975,51.5225,57.2575,189.4,198.55,91.7312275,110.6422
2,14.25,67.45,-30.26,52.9125,56.385,185.7,198.625,92.9816475,107.061125
