DOY2,HR2,FC_1_1_1,SC_1_1_1,USTAR_1_1_1,LE_1_1_1,H_1_1_1,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,CO2_1_4_1,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,RH_1_1_1,RH_1_2_1,RH_1_3_1,RH_1_4_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,SW_IN_1_1_1,SW_OUT_1_1_1,NETRAD_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,WS_1_2_1,WS_1_3_1,WS_2_1_1,PA_1_1_1,NEE_1_1_1
1,0.5,-1.586,-0.2,0.028,-13.65,-69.68,709.52,711.305,714.28,716.83,-20.2155,-20.5445,-21.386,-21.407,50.69,52.67,54.12,61.3175,-9.618,-7.703,-6.901,-4.8575,-10.73225,-8.518,-7.49025,-5.52,-3.45575,-1.9595,-2.083,-0.28775,-2.1,0,-80.955,164.745,214.8,1.00275,0.78,0.67225,95.82675,-1.7
1,1.5,-1.92375,-0.2225,0.0258,-13.185,-73.24,711.5875,713.2675,715.2675,719.06,-20.3255,-20.2565,-21.846,-21.105,52.745,54.5225,54.9,62.545,-10.084,-7.94075,-7.12,-4.9385,-11.015,-8.678,-7.8015,-5.53725,-3.54975,-2.01675,-2.1215,-0.28775,-2.2,0,-80.7325,160.75,215.6975,1.024,0.84625,0.709,95.769,-2.1
1,2.5,-2.68025,-0.3,0.036375,-15.72,-80.59,713.0275,714.5175,718.8,723.2075,-20.46325,-20.346,-21.77,-21.23125,52.39,52.96,55.14,62.32,-10.442,-8.25525,-7.284,-5.0965,-11.13,-8.755,-7.917,-5.7415,-3.56175,-2.0695,-2.18575,-0.2855,-2.1,0,-78.71,160.39,216.2475,1.12,0.94725,0.85575,95.7045,-3
1,3.5,-2.4095,-0.3,0.03375,-12.32,-58.385,713.52,716.96,720.3,722.34,-20.7465,-20.97575,-22.01,-21.575,53.935,54.3225,56.08,63.39,-10.364,-8.552,-7.36725,-5.24,-11.188,-8.7995,-7.96025,-5.959,-3.56025,-2.12675,-2.20575,-0.28775,-2.1775,0,-78.3325,158.9025,215.9925,1.08325,0.9435,0.83675,95.64675,-2.71
1,4.5,-1.99,-0.3,0.03075,-14.7375,-59.22,714.35,715.645,719.0225,721.5325,-21.264,-21.6925,-22.1575,-21.791,56.3,57.29,58.105,64.8225,-10.666,-8.8165,-7.615,-5.465,-11.18475,-9.0725,-8.23475,-6.0845,-3.64525,-2.17675,-2.2205,-0.2855,-2.1,0,-78.155,160.1125,213.9575,1.02975,0.8435,0.749,95.618,-2.3
1,5.5,-1.3235,-0.2,0.02815,-18.3875,-59.37,714.32,715.135,717.74,721.0125,-21.61325,-22.0275,-22.71875,-22.1645,58.1225,58.7125,59.7,63.48,-10.624,-9.01975,-7.952,-5.71125,-11.41375,-9.291,-8.3595,-6.205,-3.751,-2.22575,-2.24525,-0.28775,-2.2,0,-76.56,159.8675,212.4375,1.05,0.8725,0.78225,95.618,-1.5175
1,6.5,-2.41875,-0.2,0.03305,-23.82,-61.595,715.48,717.55,719.2,721.1,-21.863,-22.29625,-22.95,-22.08625,60.135,60.145,60.9175,65.9,-10.598,-9.272,-8.25525,-5.98125,-11.625,-9.401,-8.367,-6.375,-3.78725,-2.273,-2.26525,-0.2855,-2.3,0,-76.955,161.68,212.3675,1.13,0.93,0.749,95.69,-2.545
1,7.5,-2.11,-0.2275,0.035,-14.78,-58.34,715.74,717.135,720.715,721.325,-21.8975,-22.4115,-22.974,-22.3825,59.99,60.18,62.015,67.32,-10.778,-9.47875,-8.24625,-5.96375,-11.847,-9.523,-8.46225,-6.59125,-3.781,-2.324,-2.29525,-0.2855,-0.1,0,-76.485,160.9,211.5575,1,0.89675,0.75225,95.73225,-2.22
1,8.5,-1.576,-0.3,0.038175,-14.3,-52.22,716.43,717.2,718.72,720.2,-21.5955,-21.60775,-22.164,-20.5505,57.5225,59.9225,60.2225,66.4675,-10.666,-9.4085,-8.173,-6.1275,-11.223,-9.513,-8.429,-6.72125,-3.77,-2.365,-2.3305,-0.2855,11.06,1.6,-52.32,160.7275,216.135,0.946,0.81,0.66675,95.78225,-2.77
1,9.5,-2.098,-0.5225,0.056,-9.6,-41.035,711.42,711.2,711.57,711.34,-19.981,-20.3095,-19.77575,-18.1825,52.8475,52.5925,53.4,58.39,-9.08,-8.58,-7.92725,-6.18375,-10.06225,-8.7825,-8.11425,-6.68675,-3.82725,-2.396,-2.35575,-0.2855,34.3475,6.3225,-14.485,162.045,228.2925,1.1065,1.001,0.85,95.81675,-3.852
1,10.5,-1.492,-0.425,0.06655,-4.915,-37.32,702.605,702.5875,702.285,702.595,-18.27,-18.15425,-17.7475,-16.186,44.0125,43.735,44.22,46.86,-7.728,-7.75,-7.3505,-6.01625,-8.665,-7.692,-7.4295,-6.28125,-3.84925,-2.403,-2.36525,-0.28775,54.8425,8.645,12.865,166.945,239.4225,1.22,0.95,0.95225,95.8135,-2.3
1,11.5,-0.961,-0.3275,0.062,-4.295,-40.8675,697.225,697.185,696.85,694.88,-17.38,-16.952,-16.6395,-14.871,37.545,36.76,37.56,37.68,-6.57625,-6.6755,-6.40625,-5.56375,-7.3555,-6.814,-6.67425,-5.83725,-3.79975,-2.389,-2.3505,-0.29,62.41,10.345,31.9725,169.635,246.2675,1.425,1.3095,1.2445,95.75225,-1.24
1,12.5,-0.48275,-0.3,0.07425,0.4,-26.83,693.7125,692.92,691.61,687.4725,-16.6195,-15.79975,-15.86375,-14.0645,32.19,31.72,30.905,31.94,-5.8265,-5.7965,-5.6725,-5.01875,-6.255,-6.1125,-6.04125,-5.256,-3.70775,-2.348,-2.32625,-0.29,66.9975,8.745,34.975,173.2225,250.39,1.652,1.47,1.4045,95.659,-0.72
1,13.5,-0.865,-0.2,0.0742,0.6175,-25.8575,688.555,688.695,688.715,682.72,-15.86275,-15.352,-15.10375,-13.2205,29.9225,29.5,28.335,28.82,-5.17,-5.321,-5.1805,-4.715,-5.655,-5.55,-5.38475,-4.79175,-3.59,-2.284,-2.30625,-0.29,58.9025,8.145,31.27,174.6,253.29,1.63875,1.4395,1.4245,95.63675,-1.5925
1,14.5,-0.6725,-0.2,0.07535,0.0525000000000002,-32.1125,685.88,685.8125,685.72,683.345,-15.261,-14.83975,-14.511,-13.151,27.3,27.1225,26.88,26.545,-4.856,-4.74325,-4.71675,-4.318,-5.412,-5.122,-4.92,-4.367,-3.38625,-2.217,-2.27525,-0.29,51.1,6.9225,20.5,172.4025,251.46,1.4655,1.2705,1.229,95.6745,-0.715
1,15.5,-0.415,-0.1,0.0646,-1.5375,-40.44,686.435,686.1875,686.1,682.23,-15.13425,-14.8655,-14.6785,-13.4795,26.7675,26.4675,26.3,28.0225,-4.9075,-4.55425,-4.43575,-4.016,-5.454,-4.94,-4.8,-4.089,-3.2545,-2.1665,-2.22575,-0.29,34.835,4.4225,-10.94,168.2225,246.9225,1.30825,1.17,1.1125,95.669,-0.5025
1,16.5,-1.032,-0.1,0.041,-5.5175,-48.15,687.29,687.1875,690.005,690.54,-15.43875,-15.36875,-15.5995,-14.748,28.9225,28.5225,28.36,30.4225,-5.6615,-4.86525,-4.615,-3.88,-6.0015,-4.993,-4.88,-4.008,-3.1945,-2.14,-2.171,-0.29775,11.95,1.645,-48.7,167.535,240.2,1.145,1.019,0.9845,95.629,-1
1,17.5,-1.668,0,0.02675,-5.7,-59.42,693.08,695.035,702.1,706.46,-17.022,-16.962,-17.176,-16.99675,31.6,32.6025,35.42,40.86,-6.48,-5.48525,-4.8805,-3.85125,-7.1435,-5.502,-5.098,-4.012,-3.09625,-2.1,-2.1205,-0.29775,0,0,-80.4,166.19,230.6925,1.2855,1.04775,0.97,95.66225,-1.43
1,18.5,-1.3695,-0.1,0.03,-7.6875,-54.725,698.44,702.115,707.0275,712.125,-17.62875,-17.72975,-18.211,-17.82525,35.88,37.59,42.76,49.3,-7.334,-5.91425,-5.10575,-3.885,-7.819,-6.1225,-5.4445,-4.214,-3.0025,-2.082,-2.07525,-0.3055,-2.7,0,-82.6425,164.6675,225.345,1.1115,0.9065,0.83225,95.69225,-1.3
1,19.5,-2.58,-0.2,0.024,-10.225,-56.71,704.56,705.7325,710.225,715.5125,-18.14875,-18.35075,-19.234,-18.52125,39.3125,40.9225,45.48,53.525,-7.882,-6.40425,-5.47625,-4.13875,-9.039,-6.631,-5.934,-4.49,-3.0405,-2.07,-2.04,-0.30775,-2.5,0,-80.8875,162.5925,222.7225,1.2,0.99,0.75225,95.73,-2.62
