DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_2_2,H2O_1_3_2,H2O_1_4_2,H2O_1_5_2,H2O_1_6_2,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3,CO2_1_5_2,CO2_1_5_3,CO2_1_6_2,CO2_1_6_3,CH4_1_1_1,CH4_1_2_1,CH4_1_3_1,CH4_1_4_1,CH4_1_5_1,CH4_1_6_1
1,0.25,0.694173339578196,-10.0039749542203,0.0362989524527092,-0.428026467519873,-3.72538462260712,-0.192566241916534,-8.08022073937539,-24.0251649520972,0.0648216553509178,-71.7255598617191,-24.7012672078891,0.192952295963499,0.481,0.304,0.162,0.17,0.13,-10.29997,-10.171425,-10.451255,-10.444695,-10.396395,-11.11638,-7.39388,100.26747075,34.135,0.114155,-5.951,-8.995,-8.943,-8.842,-10.439,0,-5.143,0.7175,-0.223,172.69,266.25,231.26,260.94,-0.56,-0.0655,-0.22,-0.35,0.24,-0.45,-0.43,-0.21,-0.11,-0.32,-2.0095,-0.9343,1.2847,2.7213,3.9071,5.0578,7.0377,8.8841,9.8185,-1.3002,0.0559,2.0248,3.1395,4.4864,5.2125,7.0907,9.1374,10.1954,-1.2651,-0.0811,1.2942,2.382,4.0702,5.2797,7.6913,9.761325,10.856375,-2.8779,-1.1698,0.6937,2.4474,3.983,4.8734,7.3304,9.4916,10.4592,-3.749,-2.3004,0.1177,1.9862,3.5594,4.7799,6.9576,9.0098,10.2501,-22.325,-15.6246,-26.2419,-108.078,0.905093376710017,1.30668419178829,1.30359013522271,1.31252197698844,1.35865723583928,1.43771214421628,1.6828031090739,409.782750458757,401.800035134861,413.588856678446,401.151602812816,412.881665802257,400.761721785141,411.800072819599,403.663340321308,410.432634328975,404.843962823178,414.467227441738,408.001938799451,416.039152909245,2001.60320060309,2001.8126420725,2026.4935889849,2001.49728977126,2002.33160195885,1986.48101163575
1,0.75,0.928745311562884,-10.1202557057911,0.0374702541164305,-1.51376438245046,-5.10042085839076,-3.11626069886365,-3.52138476470581,-19.7298959650384,0.0436511210524769,-64.269998238326,-34.1344720095521,0.165730465247738,0.484,0.247,0.152,0.177,0.137,-10.43058,-10.302175,-10.487585,-10.475935,-10.5114425,-11.34653,-7.524225,100.22517425,34.5745,0.045535,-6.0995,-8.997,-8.969,-8.843,-10.453,0,-4.963,0.7175,-0.256,172.82,265.55,230.19,260.55,-0.57,-0.0655,-0.22,-0.35,0.247,-0.45,-0.43,-0.22,-0.103,-0.31,-2.082,-0.9741,1.2535,2.7085,3.9088,5.056875,7.0388,8.8834,9.8175,-1.331,0.0131,1.9915,3.1237,4.4813,5.2144,7.0915,9.136525,10.1937,-1.3079,-0.0916,1.2708,2.3644,4.0723,5.2778,7.689975,9.760325,10.85515,-2.9083,-1.1802,0.661,2.4197,3.9777,4.8731,7.3293,9.4906,10.4582,-3.7803,-2.3542,0.1034,1.9682,3.5593,4.7793,6.955575,9.0095,10.2491,-22.460375,-14.9887,-25.5298,-108.971,0.886829192961404,1.3022021176306,1.29804625669489,1.29282371704925,1.36331746502927,1.44884438180306,1.58596774253667,409.759697404461,401.371262920229,414.203360558796,400.440066566087,414.571852600889,400.324446185737,416.833746954658,401.694041891811,410.110284998236,403.265090512385,412.446994835314,410.053359082098,413.243296037459,2024.85886761958,2000.27653588096,1999.38604686878,2000.65590360465,2008.8436232488,1976.79254203381
1,1.25,0.94609077996245,-10.2795089245612,0.036064524469743,-1.24345583420982,-3.53381310285179,-0.603569829783296,-10.3299303301557,-13.6668952760496,0.0389638371300005,-56.3436480775222,-29.9595902702793,0.168389565176137,0.551,0.397,0.151,0.174,0.13,-10.56697,-10.4438,-10.622235,-10.61003,-10.605155,-11.34367,-7.65819,100.1576575,35.1435,0.0489,-6.2095,-8.874,-8.921,-8.858,-10.465,0,-4.81,0.7175,-0.24,173.12,264.94,229.79,260.83,-0.563,-0.07325,-0.22,-0.35,0.24,-0.45,-0.44,-0.223,-0.11,-0.313,-2.1306,-0.9938,1.2207,2.6949,3.9105,5.0568,7.0396,8.8834,9.8165,-1.3382,-0.0262,1.9605,3.1086,4.4774,5.21465,7.0923,9.13585,10.1927,-1.3501,-0.1038,1.2523,2.347,4.0744,5.2759,7.689425,9.7601,10.85415,-2.9032,-1.1889,0.6372,2.3941,3.9742,4.873025,7.3282,9.4899,10.4572,-3.8149,-2.3816,0.0617000000000001,1.9464,3.5588,4.778,6.953575,9.0088,10.2481,-22.310325,-15.229175,-27.57655,-108.666,0.887035444585165,1.31953443955128,1.31916293781233,1.32910531410103,1.39740566604615,1.48684590601274,1.60501650334835,409.983887156565,401.628495365946,411.325278967413,400.425192739234,411.268649971902,400.629611720591,411.896702253148,402.028361364038,410.904090419001,405.120308337248,414.545616051961,410.640448890156,415.698966323383,2000.44640334087,2020.45150030653,2018.02595001118,2026.57311346977,2004.25865011487,2031.49045291506
1,1.75,1.21636241755152,-10.3374667914317,0.0441320527517725,-2.13315327906454,-3.80070352968504,-2.96980506909785,-4.74880985249327,-27.4771084906571,0.0412722598715809,-74.762510956113,-37.4490410530739,0.172698359298405,0.457,0.29675,0.181,0.178,0.12,-10.65259,-10.5261,-10.679755,-10.67549,-10.718985,-11.63343,-8.24499,100.09955225,34.862,0.0771,-6.2965,-9.018,-9.045,-8.955,-10.644,0,-5.028,0.6175,-0.286,173.19,264.37,229.58,260.05,-0.57,-0.0755,-0.228,-0.35,0.237,-0.45,-0.44,-0.22,-0.11,-0.313,-2.1793,-0.9955,1.1928,2.6799,3.9119,5.056725,7.0404,8.8841,9.8165,-1.3398,-0.0583,1.9281,3.0954,4.4778,5.2167,7.0934,9.13585,10.191,-1.3837,-0.1056,1.2301,2.3315,4.0765,5.2731,7.688875,9.7591,10.852375,-2.9797,-1.2192,0.6091,2.3711,3.9717,4.872025,7.3271,9.4896,10.4552,-3.8663,-2.4137,0.0290000000000001,1.924,3.5587,4.7771,6.95185,9.0081,10.2471,-24.6135,-15.9058,-28.2304,-108.864,0.902953978932027,1.36412623322275,1.33906339150881,1.35595966954722,1.37049481282653,1.47128780143582,1.63988036596041,410.223746318101,401.885986213442,413.975600961966,400.421580585061,414.297328246337,399.518792597732,415.881408131126,401.9162348721,409.621611559322,404.419309921166,413.391379933362,406.295987735848,419.271262771187,2027.49449597553,2027.58846701389,2022.04429558123,2024.72407059011,2038.46002202254,2032.58296751341
1,2.25,0.86451836744283,-10.4108897163943,0.0446221191221243,-0.635032802153951,-10.0341712949234,-4.42938432410744,-2.18675981818504,-17.1356245208257,0.0392972788603721,-62.380895281121,-39.1906350191974,0.177682122783575,0.482,0.3235,0.181,0.16,0.137,-10.67766,-10.54275,-10.65992,-10.67902,-10.82735,-11.63449,-8.25739,100.0273165,37.018,0.0992925,-6.4355,-9.183,-9.173,-9.087,-10.864,0,-5.021,0.614,-0.419,173.39,264.23,229.41,259.35,-0.563,-0.06775,-0.22,-0.35,0.24,-0.45,-0.43,-0.22,-0.103,-0.32,-2.2386,-1.03,1.1683,2.665,3.9143,5.0574,7.0415,8.8834,9.8148,-1.3392,-0.0876,1.9,3.0822,4.4775,5.221,7.0942,9.1354,10.19,-1.4248,-0.1107,1.2096,2.3161,4.0795,5.2713,7.68755,9.758325,10.851375,-3.0701,-1.2721,0.5705,2.3519,3.9682,4.871675,7.326,9.4889,10.4545,-3.8983,-2.4341,0.00160000000000007,1.905,3.5602,4.7772,6.950575,9.0081,10.2454,-24.8267,-16.24845,-28.51795,-107.798,0.907471541396405,1.38879015982852,1.36567119174279,1.35694006155876,1.38763213796196,1.48558134753008,1.59492431507882,411.597219330145,402.318448391122,413.828792156487,402.480032393815,414.890836123231,402.605359452778,420.978608142173,401.503705508379,414.38423170217,403.77302874313,412.889898627827,402.623701762114,414.136032571466,2029.84595986426,2027.96265609539,2034.36523995589,2027.68159016582,2028.70197669916,1984.30762822462
1,2.75,0.90862801179712,-10.5451115513992,0.0402750801168959,-0.333075336764427,-5.33287359253716,-0.919050374493749,-5.12741054150796,-9.94681901746441,0.0413227679097275,-60.6736763806573,-27.236126820439,0.215480075010828,0.438,0.281,0.151,0.177,0.14,-10.80903,-10.6618,-10.769045,-10.739515,-11.07646,-11.23538,-8.62732,100.012947,39.0995,0.070015,-6.6715,-9.35,-9.289,-9.203,-11.089,0,-4.978,0.6105,-0.398,173.76,264.31,229.45,258.6,-0.57,-0.1475,-0.22,-0.35,0.24,-0.45,-0.44,-0.22,-0.1,-0.313,-2.3015,-1.0736,1.1462,2.6504,3.9167,5.0607,7.0423,8.8834,9.8145,-1.3731,-0.1204,1.8753,3.0694,4.4779,5.21675,7.095,9.1354,10.1883,-1.4717,-0.137,1.1855,2.2996,4.0785,5.2695,7.687,9.7581,10.85115,-3.1637,-1.3236,0.5475,2.3336,3.9616,4.8717,7.3249,9.4879,10.4532,-3.938,-2.4466,-0.0188999999999999,1.8853,3.5624,4.7761,6.949575,9.0074,10.2444,-25.956625,-16.333375,-27.600125,-107.094,0.904524454760548,1.31655814600619,1.28870841514177,1.30040582675085,1.30769206715839,1.37966459340715,1.56044758229069,411.979917203515,406.294324168326,415.35219933566,404.601415454598,414.801926184236,404.325683933009,416.448763596982,406.497501244747,414.69731148418,407.53818786584,418.106152705933,411.054464380628,418.110762336867,2035.11736331735,2027.65632069121,2027.13317591306,2023.62127420849,2023.14274862699,2039.43423640935
1,3.25,0.813630844138693,-10.6435312661492,0.0386630574565398,-0.615129613297659,-3.98835577171451,-0.945115357543952,-6.95009552527778,-20.4254928141284,0.039788217723837,-63.2057101736356,-29.2885469546523,0.163612502150028,0.498,0.297,0.181,0.187,0.137,-10.92016,-10.77465,-10.90973,-10.87323,-11.312475,-11.46578,-8.920425,99.997797,38.63,0.0998200000000001,-6.8235,-9.47,-9.442,-9.36,-11.231,0,-4.913,0.607,-0.232,173.96,263.86,229.72,257.9,-0.57,-0.1475,-0.23,-0.35,0.24,-0.45,-0.44,-0.22,-0.1,-0.31,-2.3357,-1.1115,1.1313,2.6344,3.9181,5.0647,7.0431,8.8834,9.8138,-1.4293,-0.14,1.8589,3.0555,4.4786,5.21475,7.0961,9.1347,10.1866,-1.5203,-0.1792,1.1568,2.284,4.0734,5.2667,7.68645,9.7571,10.84915,-3.2054,-1.3426,0.5426,2.3163,3.9533,4.8724,7.3241,9.4869,10.4522,-3.9748,-2.4348,-0.0171999999999999,1.8628,3.563,4.7762,6.9483,9.0071,10.2434,-25.6691,-16.345675,-29.113525,-108.239,0.893679392140061,1.30332388345803,1.29464259132164,1.30520248388773,1.34862858125915,1.36231251669166,1.51913787386906,410.849199102278,404.884160148851,414.381203447331,404.384310065804,415.207970379983,404.294456625762,422.337618530179,404.981389304431,414.522840156211,407.119503347289,414.088565749827,411.557044931315,416.396977257424,2024.55531954128,2025.99336299982,2025.61945385957,2034.1430151147,2023.16594954694,1968.53085585576
1,3.75,0.911238027529127,-10.662373660959,0.0373224405974759,-1.1180054499985,-2.07383598231289,-0.925270318998852,-4.25038170299207,-14.0668924007565,0.0512466277380464,-53.4327316879268,-24.5539384659598,0.166850362112244,0.407,0.27,0.172,0.177,0.14,-10.89413,-10.7725,-10.93725,-10.939555,-11.08304,-11.51105,-9.079375,99.971603,36.3295,0.13254,-6.8005,-9.584,-9.58,-9.505,-11.181,0,-4.823,0.6035,-0.448,173.88,263.92,229.58,257.64,-0.56,-0.14525,-0.228,-0.35,0.24,-0.45,-0.433,-0.22,-0.1,-0.313,-2.3619,-1.1445,1.1193,2.617,3.9202,5.0686,7.0442,8.8831,9.8128,-1.4676,-0.1354,1.8454,3.0417,4.4787,5.212075,7.0969,9.1344,10.1856,-1.5671,-0.2154,1.136,2.2668,4.0684,5.264,7.6859,9.7561,10.848925,-3.2489,-1.3489,0.5486,2.3004,3.9454,4.8717,7.3227,9.4859,10.4512,-3.9952,-2.4143,-0.00969999999999994,1.8396,3.5636,4.7781,6.9466,9.0064,10.2424,-25.652125,-16.7266,-28.9094,-107.679,0.888591228536894,1.30605014865365,1.31096009617896,1.33319860665328,1.35170487775649,1.35181268675678,1.47446682279777,410.490660099824,406.653330874379,414.504074244595,404.02343513548,415.437316519813,404.079653879352,416.616120872544,406.72234865405,414.569126128311,408.601854032224,416.42280162103,411.237049492329,418.56848569302,2022.18368838243,2034.28450327658,2025.43380363563,2023.68823924808,2021.33312467496,1965.72118092216
1,4.25,1.08019392086468,-10.8005819499796,0.0406178954067226,0.144541982467032,-3.5272602937984,-0.719870633627133,-2.9792291770421,-11.3987199071938,0.0485298855571286,-61.2185913165521,-29.3048553774742,0.212673275352757,0.457,0.29,0.182,0.19,0.147,-10.96818,-10.8798,-11.07885,-11.057115,-11.07123,-11.65602,-9.156115,99.928954,36.687,0.1344475,-6.9215,-9.718,-9.604,-9.519,-11.242,0,-4.576,0.6,-0.333,173.76,263.2,229.14,257.28,-0.57,-0.14525,-0.22,-0.36,0.24,-0.45,-0.43,-0.22,-0.1,-0.32,-2.3907,-1.173,1.1122,2.6013,3.91815,5.06795,7.045,8.8834,9.8118,-1.5152,-0.1628,1.8307,3.0282,4.478,5.2094,7.097,9.1337,10.1839,-1.629,-0.2645,1.1232,2.2497,4.0625,5.2622,7.68435,9.755875,10.84715,-3.2862,-1.3992,0.5565,2.2819,3.9393,4.8717,7.3234,9.4859,10.4495,-4.0217,-2.4035,-0.00219999999999995,1.8231,3.5643,4.7803,6.9453,9.0061,10.2414,-23.59955,-16.3515,-29.057475,-108.028,0.893599565256502,1.32637928458889,1.30641350980411,1.33206397389851,1.36190040268359,1.42158969479512,1.5412297553077,411.833118126203,406.185919608372,414.428305282687,404.660976045142,415.605947188263,405.013687649723,420.568621853209,406.121478288083,414.973159245847,407.468314920551,413.98285417736,411.248755264634,417.350518729519,2022.2274153139,2019.56033565548,2018.94341480423,2018.44527538202,2033.2768640805,2024.85883539206
1,4.75,0.915760731678477,-10.9932905518589,0.0334280735300342,-1.43644963321047,-1.53442374098085,-1.63731441685876,-8.15862614091833,-7.99155262736067,0.037805315910596,-58.6427134439749,-35.7573985970709,0.160292054176905,0.464,0.297,0.192,0.19,0.147,-11.06935,-11.0162,-11.312055,-11.275915,-11.391415,-11.82686,-8.96864,99.903818,37.534,0.1556875,-7.135,-9.785,-9.669,-9.567,-11.409,0,-4.706,0.32,-0.365,173.29,262.51,229.44,256.94,-0.563,-0.15525,-0.23,-0.35,0.24,-0.46,-0.44,-0.22,-0.1,-0.32,-2.4251,-1.2091,1.11,2.5881,3.919925,5.065625,7.0447,8.8831,9.8111,-1.5544,-0.2058,1.8173,3.0153,4.4735,5.20605,7.0981,9.1334,10.1832,-1.684,-0.309,1.1354,2.2344,4.0566,5.2595,7.6838,9.7551,10.84615,-3.3148,-1.4372,0.5547,2.2612,3.9346,4.8717,7.3235,9.4849,10.4485,-4.0466,-2.4283,0.00360000000000005,1.8133,3.5621,4.7797,6.9433,9.0054,10.2404,-23.1262,-16.562625,-29.239825,-107.046,1.02290979051418,1.35302368379084,1.33538851458043,1.36332945986026,1.36477877296979,1.38077061946095,1.51447719702541,411.60263056532,407.084252899305,414.42808705295,405.407197682998,414.910229128616,405.145410612527,415.924703939025,407.75746141069,415.848744418848,409.88729188323,415.693982720768,411.822949555342,416.795120473112,2021.00461638804,2022.18087720464,2038.47080685471,2019.80127584928,2018.61631204309,2020.63041538629
