DOY2,HR2,CO2,FC,H2O,SC,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,H,LE,PA,T_SONIC_1_1_1,T_SONIC_1_2_1,T_SONIC_1_3_1,T_SONIC_1_4_1,T_SONIC_1_5_1,T_SONIC_1_6_1,T_SONIC_SIGMA_1_1_1,APAR,LW_IN,LW_OUT,NETRAD,SW_IN,SW_OUT,TAU_1_1_1,USTAR_1_1_1,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1
1,0.5,550.0923705,-5.13955384090909,0.698954536501003,-0.766516342426944,-11.12337075,-5.940995525,-13.5732065,-25.02869425,-103.66104475,-20.4450584658192,92.019613975,-9.73169819,-11.7479752,-11.9860972,-11.7509004,-11.8747618,-11.687226725,0.0668326275,0,192.78345,260.89672375,-87.60276125,0,-0.21283679375,-0.71087951,0.055808534375,0.0466143860692392,0.0439739080290233,0.0447684117137419,0.0559191600975339,0.0709159552671047
1,1.5,549.246755,-3.94480815909091,0.377462440215783,-0.736754797031721,-11.34895625,-5.976380375,-13.6892645,-25.00022525,-116.51701575,-17.4667703307381,92.0171375,-10.15375595,-12.20158915,-12.4472576,-12.284148,-12.482525175,-12.33446075,0.0616398425,0,194.4648275,259.77866,-88.110637875,0,-0.16404876875,-0.9700897575,0.050818505,0.0448437481155767,0.0514732198798208,0.0380974094155872,0.0517785594552482,0.0533069720253636
1,2.5,549.53719,-4.10842815340909,0.295459260147609,-1.58541556030084,-11.606929,-6.01132615,-13.80185025,-24.80068075,-111.39223125,-20.5113986274411,92.006381,-10.3790578,-12.0520577,-12.9472078,-12.6623911,-12.7374486,-12.69533725,0.0605394725,0,191.27891125,257.34464875,-88.389742625,0,-0.109733805,-0.91197015,0.05626038,0.0628681967382593,0.0521871427964682,0.0461528017256476,0.0496741934916188,0.0521040713382923
1,3.5,548.8564475,-8.39778877272727,0.198845302301174,-1.27520243890775,-11.826781,-6.063260725,-13.91021,-24.54551575,-94.974421375,-30.4690490962901,91.9758845,-10.7282524,-12.2157213,-13.255414025,-13.082632025,-13.104355,-12.918796,0.057356275,0,191.05417,256.96672,-88.71821375,0,-0.2134678275,-0.83581037875,0.056921195,0.0508865702426622,0.0410244785890125,0.0256276004352973,0.0405975164802445,0.0380113773358236
1,4.5,554.4516175,-1.67622067727273,0.511543813927931,-1.07988874861752,-12.117995,-6.196471825,-14.09823975,-24.51168525,-92.924888875,-23.8320586651094,91.9165485,-11.1981635,-12.471805475,-13.86795185,-13.5736185,-13.5170955,-13.190882875,0.0535654025,0,191.71544,256.83323,-88.353672625,0,-0.2052193025,-0.71728412,0.050325715,0.0516696825886237,0.0693633278498323,0.0702038197367655,0.0441009090791564,0.0494478692501955
1,5.5,552.7257725,-1.4142400875,0.513950559967646,-0.815900540335126,-12.23563175,-6.252074325,-14.261969,-24.51427875,-93.2617025,-22.4479162262038,91.906282,-11.127539,-12.785459625,-12.8679098,-14.06432125,-14.0330579,-13.679522275,0.07011365,0,191.22970375,254.49812,-87.641289875,0,-0.27814899125,-0.81488071375,0.0480571075,0.0373491490787687,0.0572987057399942,0.0502871842312507,0.0401985333111751,0.0377121568460951
1,6.5,550.218115,-2.807643125,0.420609952630617,-0.746529608097532,-12.034110625,-6.35605555,-14.4553085,-24.59229175,-91.62396425,-25.1783385719128,91.955468,-11.759717,-12.308328725,-13.2174772,-13.05508055,-14.220295,-13.89602805,0.0450112375,0,190.1651675,252.72564125,-86.832933375,0,-0.24093671125,-0.81278109,0.05472325,0.0446007186293475,0.0297491208818008,0.0337338004576688,0.043389051928071,0.042470699661577
1,7.5,564.06909975,-4.34162795454546,0.407809426008803,-1.62927074368457,-12.04106375,-6.3796234,-14.54133325,-24.6617925,-84.1698845,-30.5236013955402,92.012999,-12.575845,-13.030880475,-13.48592655,-14.95037875,-15.0205772,-14.6800105,0.0611067275,0,189.15704875,251.376095,-82.574866625,0,-0.0561316224,-0.6487947775,0.04789133,0.0517449226996021,0.0567254375670267,0.0567904683076848,0.055560931549788,0.0539637387575577
1,8.5,546.048355,-2.75346844375,0.509153658648489,-1.74462097904139,-12.1059925,-6.29581625,-14.6637195,-24.54772225,-166.5266075,-37.2984584768517,92.0240445,-12.4144205,-13.5081506,-15.040341925,-15.14774825,-15.3535337,-15.0526577,0.071101875,8.052217825,188.662135,252.7205,-62.955672375,4.0783611375,1.3925363,-0.70112593625,0.058643245,0.0287680188411579,0.0379207696337713,0.0438945843809816,0.0440669412301531,0.0372773729206348
1,9.5,550.579425,-2.2415524125,0.566319247190737,-2.25333171636576,-12.05755525,-6.308295025,-14.72425,-23.98738275,-121.178362,-45.270749658037,92.0440778,-10.4790138,-12.99767285,-13.334551975,-13.6063691,-13.7397863,-13.6734545,0.099630516625,34.8785557,192.71840375,265.59938625,10.8234905875,17.51831785,3.064415575,-0.72710785,0.07074852425,0.0459795409106368,0.0359571734021883,0.0500821475747128,0.0368510419442018,0.0351984828614521
1,10.5,545.0564825,-3.11737273863636,0.329013723398571,-2.37009610772198,-11.8451235,-6.34241905,-14.654428,-22.858348,-129.918438,-10.2714744900834,92.0654437,-8.5870899625,-10.3084984125,-10.6763319,-10.85223275,-11.0685772,-11.2797629,0.11750577675,38.94067205,202.1890725,282.6970075,14.0631896625,20.42003075,2.8633692375,-0.75192017,0.101836589125,0.0828482479632107,0.069354513402925,0.0725494473284757,0.0817964496680635,0.0867794919798748
1,11.5,542.752865,-1.34345692613636,0.330753577247566,-1.478144671913,-11.63331525,-6.3857222,-14.38571875,-21.738472,-36.1938992,-6.96394124396972,92.0134105,-6.0066882325,-7.6806207525,-7.6902784675,-7.7313120675,-7.62920925,-7.50672445,0.087343649125,65.72430745,208.38521625,290.8262575,25.089770625,33.155888625,3.8807236125,-1.0138157475,0.10498649075,0.120691071074311,0.0854402172674633,0.083973475372797,0.0895810825150237,0.0817889434054338
1,12.5,537.6609975,-5.01599477272727,0.278526257400156,-1.94152567756658,-11.3584815,-6.37114545,-14.04346875,-21.264768,-31.332935625,-18.7648234824975,91.9741284,-4.830604985,-5.8708229275,-5.91465167,-5.54837539,-5.36902942,-4.92874971,0.11511662,106.95456435,212.82465375,295.96971625,41.622112875,56.7427325,5.7145105375,-1.4873285625,0.1317696065,0.162248655856516,0.127135428701203,0.0961546317968069,0.102985483523413,0.0717360718381227
1,13.5,531.9603775,-2.73434335454545,0.407460635403978,-1.01724975268773,-10.913333,-6.3106326,-13.654234,-21.686464,-44.296056625,-18.4425407822374,91.87487555,-3.9244196525,-4.2082007125,-5.173851095,-5.10873061,-4.7614993,-4.288758105,0.100419755125,110.74671975,216.01853125,300.163025,38.426554375,54.478156875,6.5036315,-1.233739175,0.1211884295,0.206580899462943,0.113844209438615,0.102456822194826,0.0756549658967729,0.0701288233338711
1,14.5,528.97767,-1.38983984318182,0.39980357306567,-0.543482683099284,-10.54541,-6.2267660125,-13.23768175,-20.67370425,-39.042768,-22.1813227930198,91.824613225,-3.3992798825,-3.71777315,-4.325474145,-3.94373005,-3.7973178575,-3.31064557,0.08671394175,100.129295625,217.90961875,300.83698875,26.9414891,43.27421925,5.177315325,-1.260231475,0.12750979625,0.200367469835922,0.165422708311055,0.103200950531543,0.0689679711755292,0.0570060699388909
1,15.5,529.1485385,-8.69643554545454,0.320664117136851,-0.219103644080786,-10.3963931,-6.145831,-12.843819,-19.371641,-49.961153,-14.0479522984496,91.77743175,-2.96731864,-4.13112311,-4.196707765,-4.0479402625,-3.85177956,-3.35452302,0.080974589,58.58495105,215.93712,300.117835,16.32056155,27.825648,3.8758327,-0.99305822,0.1092324075,0.125419747223164,0.0842076969730793,0.0853032755645171,0.0896074595910406,0.0970580982400416
1,16.5,528.492911,-3.84515105113637,0.367195051964172,-0.516776267593096,-10.2569924,-6.0779642,-12.482915,-19.987386,-77.631645,-34.6685042793351,91.69377595,-2.84463347,-4.20639698,-4.190436425,-3.98719689,-3.86769636,-3.4774294,0.087385895625,39.6839758,216.8928,298.901165,4.01232486,15.2887122,2.2446807,-0.990036275,0.103658332375,0.134915948357697,0.0846277918698919,0.0650453104920804,0.109648411976289,0.0808145638474674
1,17.5,526.71330175,-2.58322997784091,0.420027746420354,-0.480807960050587,-9.9874768,-6.0079489,-12.162375,-19.758116,-69.7772725,-29.9917036328112,91.7124182,-4.0996058,-4.386472405,-4.4439629475,-4.200482325,-4.30387514,-4.31413395,0.06769366,0,212.36754,291.554295,-85.213751,1.16497371,0.44238563,-0.640193425,0.11273295525,0.0579485379959486,0.0574423810173766,0.0523207615245206,0.0502832058904375,0.0482027222642487
1,18.5,527.4813455,-1.87374141818182,0.47335199170108,-1.15076222208276,-9.9691752,-5.9301387,-11.926354,-19.903353,-101.404013125,-12.8935383143998,91.8083108,-4.93972294,-6.34194897,-6.4326359375,-6.1858058375,-6.2504052,-6.23772009,0.095835153,0,206.87084,284.9685,-91.7546115,0,-0.05563797,-0.56231081125,0.105082528,0.123321348112125,0.063495564730208,0.0447049808389722,0.0705651724405219,0.0914201537509735
1,19.5,530.1253205,-1.98573857784091,0.452086870336487,-0.61498024366154,-10.0189012,-5.855495,-11.822742,-20.857872,-97.788842875,-15.0288156573298,91.8635684,-5.9065649,-7.77408988,-7.980140485,-7.78440996,-7.880961025,-7.85451615,0.076903233,0,203.23418,278.552775,-89.6172095,0,-0.000209925799999986,-0.64953472375,0.085956009,0.093715008212979,0.0931594912222189,0.0780867828218245,0.0911918035447694,0.0766212282461893
