DOY2,HR2,USTAR,TA,WS,NEE,FC,H,LE,TS_1_1_1,TS_1_2_1,RH,PA,CO2,NETRAD,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O,SC,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1
3,4.75,0.349365,-2.7957,2.65125,0.61458,0.47081,-15.4285,-0.3085,0.434,0.425,79.918,98.483,410.295,-49.781,0.013,-1.5323,0.63724,259.03,304.15,4.0235,0.0737955,0.5,0.61667,1.1917,1.5,3.0167,4.2833
3,5.25,0.33406,-2.931,2.6582,0.690335,0.471,-15.928,-0.249,0.439,0.425,80.665,98.49,410.22,-50.796,0.013257,-1.59275,0.589225,254.7,304.64,3.985,0.10872,0.5125,0.6125,1.1917,1.5,3.0167,4.2833
3,5.75,0.338415,-2.9303,2.62765,0.73839,0.45574,-15.631,-0.2298,0.434,0.417,80.56,98.502,410.45,-50.002,0.015,-1.52725,0.555,254.74,304.27,3.9356,0.150175,0.50833,0.61667,1.1917,1.5,3.025,4.29165
3,6.25,0.3387,-3.077,2.64385,0.687,0.49854,-15.016,-0.243085,0.436,0.425,80.844,98.515,410.42,-47.1055,0.099,-1.1013,0.6056,260.78,304.639,3.972,0.116065,0.5,0.61667,1.1917,1.5,3.025,4.2833
3,6.75,0.338,-3.0889,2.641,0.669,0.472455,-14.7605,-0.18936,0.436,0.425,81.043,98.536,410.91,-39.844,5.3506,1.4537,1.1607,259.13,303.93,3.9886,0.126905,0.50833,0.61667,1.1917,1.5,3.025,4.2667
3,7.25,0.34264,-2.9297,2.69,0.658155,0.539,-11.271,0.0405,0.433,0.43333,80.937,98.53,411.07,-13.741,36.068,19.469,4.999,259.75,304.61,3.9675,0.0732455,0.504165,0.61667,1.1917,1.5,3.025,4.2833
3,7.75,0.382,-2.936,2.626,0.586,0.64823,-2.849,0.49333,0.431,0.43333,79.534,98.562,411.325,13.692,122.78,66.197,12.678,256.57,306.445,3.9905,-0.103758,0.50833,0.6125,1.1917,1.5,3.01665,4.2833
3,8.25,0.444,-2.665,2.5552,0.6355,0.81907,10.7555,1.753,0.415,0.425,77.446,98.551,410.795,53.8625,245.63,131.8,22.391,256.59,306.36,3.9615,-0.31659,0.508335,0.61667,1.1917,1.5,3.0167,4.2833
3,8.75,0.51085,-2.2785,2.6898,0.563445,0.8174,34.781,3.4413,0.39,0.425,74.071,98.55,410.805,105.52,394.18,205.544,35.1125,260.09,307.59,3.949,-0.5205,0.50833,0.6125,1.19185,1.5,3.0167,4.2833
3,9.25,0.55691,-1.9726,2.7684,0.66616,0.92576,61.61,6.2095,0.378,0.417,70.583,98.551,410.67,170.32,557.63,278.15,47.4845,259.3905,310.33,3.953,-0.56888,0.504165,0.61667,1.1917,1.5,3.0167,4.2833
3,9.75,0.60105,-1.38,2.904,0.58,0.88609,103.61,9.167,0.366,0.425,67.285,98.567,410.315,235.11,728.96,364.36,60.359,261.851,311.89,3.91205,-0.56284,0.51667,0.61667,1.1833,1.5,3.0167,4.2833
3,10.25,0.641,-1.012,2.8935,0.50015,0.86075,137.11,10.127,0.383,0.425,64.262,98.572,409.99,287.443,853.02,429.37,71.131,260.25,314.48,3.8673,-0.53592,0.50833,0.61667,1.1875,1.5,3.0167,4.2833
3,10.75,0.675,-0.597,3.08605,0.638275,0.906145,163.6655,13.226,0.387,0.425,61.88,98.571,409.565,336.96,1001.691,497.24,81.3755,263.285,316.79,3.75765,-0.50004,0.50833,0.61667,1.19585,1.5,3.0167,4.2833
3,11.25,0.68684,-0.267,3.0435,0.60846,0.85052,183.744,15.249,0.367,0.425,58.966,98.565,409.05,369.99,1084.093,537.73,86.4645,259.045,319.62,3.67425,-0.49513,0.50833,0.61667,1.1833,1.5,3.0167,4.2833
