DOY2,HR2,FC,LE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,H2O_1_5_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_2_3_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_4_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,1.02835920728558,-0.351569469792237,0.244704122746825,-10.1398948110914,-0.205629463787406,0.57877978443107,426.853460665588,7.2481860674652,427.12506878923,6.26372229574654,429.115176565916,6.06707808544634,426.104573781388,5.05829944812372,430.531710165982,5.23982112121625,430.237602294428,6.56280270969765,430.364181403226,5.55254455815195,431.996628340779,5.6291274923087,435.179973085686,5.75699300230226,432.426864436082,5.49232891443288,435.770045495146,5.95388682017763,2.59123948733428,5.01237690204456,0.190034757557417,2.075,1.49,0.51,0.175,5.19455,4.915,4.9815,4.3201,3.5342,1.42435,98.83468,68.705,2.5214,3.535,3.34,4.04,3.94,0.7,-2.48,1.7,-1.16,0.365,282,329.6,314.3,330.15,-0.29,-0.06,-0.07,-0.18,-0.3,0.035,0.17,-0.27,-0.06,7.291,7.807,9.3055,10.7125,11.789,12.0505,14.322,5.1275,6.8875,7.8105,8.655,9.3935,10.786,10.929,7.2155,7.98,8.9855,9.529,10.2165,10.9565,11.6865,12.424,13.527,5.6905,7.9605,8.5095,9.633,10.173,11.562,12.268,13.4735,6.768,7.6225,8.376,8.803,9.6165,10.909,12.4345,13.74,-20.33,-9.039,-11.299,-52.875
1,0.75,1.51490876741827,1.62075419878712,0.24670073427395,-8.93189275728581,-1.96688358192813,0.561919043499983,427.310083951047,7.56149812337778,428.873665783306,5.96587178473907,428.139022455128,6.4107189938423,426.566503361149,6.1314482026348,425.699169418831,6.5084390251175,430.852471802885,5.99117578568082,427.989301432692,6.35393772254399,432.608289408522,5.42541348757248,433.231713479167,5.90950204095304,434.853349665161,5.29965140756449,438.875595272186,5.83566217943505,2.6073772878121,4.4125892821692,0.179711174990886,2.08,1.4,0.47,0.17,4.9799,4.575,4.8634,4.235,2.8262,0.6937,98.84996,70.09,2.3844,2.99,3.04,3.69,3.665,0.7,-2.5,1.7,-1.15,0.35,274.4,327.6,313.85,329.45,-0.285,-0.05,-0.07,-0.19,-0.3,0.03,0.17,-0.27,-0.055,7.1925,7.739,9.2965,10.714,11.789,12.0505,14.321,4.8895,6.7975,7.741,8.625,9.4,10.79,10.929,7.0795,7.951,8.9485,9.5155,10.2125,10.9515,11.684,12.424,13.512,5.656,7.8995,8.489,9.6315,10.173,11.5595,12.267,13.47,6.7115,7.5645,8.344,8.803,9.621,10.906,12.4325,13.7385,-19.187,-8.788,-11.319,-56.7
1,1.25,0.999283116012998,1.95979357134025,0.223164926874887,-10.0458178210769,-1.46866927798296,0.535775264925014,428.040551891189,7.62421589407451,426.501865043741,5.8012035790599,431.329251666667,6.09616031493648,428.900799686819,5.67263588622104,425.639270933037,5.24628632206369,428.321056397524,5.89624387862306,431.837528055016,6.47052893120874,429.784362268106,5.44600325907581,431.736572378641,6.16943033021017,430.348058139862,5.35922552817327,437.86074374026,6.01034867720905,2.58166683169567,4.34523743498158,0.180779975132999,2.035,1.42,0.45,0.18,4.36,4.353,4.183,4.00095,2.9067,0.9874,98.86094,71.11,2.3387,2.93,3.19,3.65,3.37,0.7,-2.485,1.6,-1.15,0.37,271.1,327.75,312,327.8,-0.285,-0.05,-0.07,-0.19,-0.3,0.04,0.17,-0.27,-0.055,7.149,7.732,9.2875,10.716,11.787,12.0505,14.3185,4.7215,6.699,7.6975,8.601,9.405,10.793,10.9285,6.97,7.9215,8.9155,9.5115,10.208,10.9475,11.6815,12.424,13.511,5.684,7.8445,8.442,9.6315,10.174,11.557,12.265,13.4685,6.629,7.51,8.3105,8.789,9.625,10.903,12.431,13.7375,-22.13,-9.217,-12.5815,-54.55
1,1.75,0.969713217486172,0.0951706311272199,0.204393752471318,-9.35666050085606,0.0871692284295764,0.516508523400954,428.550235993022,7.49833754394855,428.116511185135,6.25189904545144,429.695201398509,6.48938360036457,430.234175293157,4.34551274417984,425.428467374966,6.28625341951684,429.719577229008,5.79386190451068,432.273914520861,6.37043039615498,430.792534764823,5.5088151377879,436.7296495,5.94297769906276,434.371374039162,5.28681885070516,439.435398420712,6.34659966718224,2.60393845962043,4.58267552057032,0.199652457326331,1.99,1.36,0.45,0.19,4.3499,4.005,4.1544,4.17175,3.0025,1.26365,98.83483,72.765,2.2303,3.33,3.39,3.69,3.7,0.7,-2.625,1.6,-1.135,0.455,273.9,329.1,312.9,328.55,-0.29,-0.06,-0.07,-0.18,-0.3,0.04,0.17,-0.27,-0.055,7.14,7.681,9.2775,10.718,11.7855,12.05,14.3175,4.603,6.6005,7.6585,8.566,9.41,10.792,10.928,6.9095,7.894,8.8795,9.5075,10.2075,10.942,11.6795,12.424,13.51,5.6515,7.805,8.4015,9.6315,10.175,11.5535,12.264,13.466,6.555,7.4465,8.2855,8.77,9.628,10.9,12.429,13.736,-20.119,-9.133,-12.79,-53.89
1,2.25,0.79075646275367,1.03785396099089,0.208397338852531,-8.89149554205556,-0.681418442854007,0.513714090264094,428.902709213987,7.50786439779139,426.623644705816,6.37581691349982,427.80138102105,6.4044633720056,426.064406336982,6.2792755906279,426.15484461039,6.43165754027461,426.821314669401,6.48906011554604,430.958648,5.65221315072004,430.909242328448,5.49735575493509,433.956733231511,5.86176157712416,431.299031248464,5.8520680314928,433.419648724927,6.64446917659738,2.55333937181924,4.51072464087275,0.185152997273169,2.035,1.44,0.47,0.18,4.0969,3.933,4.398,4.1261,2.8941,1.27305,98.83057,73.205,2.2065,3.35,3.37,3.97,3.68,0.7,-2.65,1.7,-1.11,0.37,274.75,329.75,312.1,328,-0.29,-0.06,-0.07,-0.18,-0.3,0.04,0.17,-0.27,-0.055,7.0735,7.652,9.2665,10.72,11.783,12.05,14.316,4.431,6.573,7.647,8.5165,9.414,10.763,10.9275,6.882,7.872,8.8275,9.4965,10.205,10.937,11.677,12.4245,13.5215,5.484,7.739,8.3835,9.631,10.176,11.5505,12.2625,13.4635,6.507,7.3685,8.268,8.769,9.6365,10.898,12.4275,13.735,-20.009,-9.304,-13.054,-54.12
1,2.75,1.09384171618695,-0.779524784554458,0.202280146229615,-11.8415515146062,-1.27400354017239,0.555958964865191,427.286470724816,7.58473680246805,428.836074253327,6.17178504531041,431.476906664407,6.15995608252286,426.123806886991,5.40542220999692,430.366092123022,5.49092269036926,431.23967855646,6.00759740744043,431.183070406667,5.81847897901885,431.885982213849,5.27974757129069,435.618511993031,5.70467163257566,432.445019577333,5.16908489115401,436.487015258852,5.86301434241938,2.49835912968534,3.75367873097849,0.186078061583566,1.995,1.32,0.43,0.195,3.51715,3.166,3.9777,3.4961,2.5295,1.2544,98.81334,74.565,1.9839,3.295,3.14,3.87,3.69,0.7,-2.71,1.7,-1.03,0.335,276.25,327.6,312.9,328.6,-0.29,-0.05,-0.07,-0.19,-0.3,0.035,0.17,-0.27,-0.06,7.0685,7.609,9.2365,10.722,11.779,12.0495,14.314,4.242,6.541,7.6415,8.4645,9.4175,10.761,10.927,6.827,7.831,8.81,9.4685,10.2035,10.936,11.6755,12.4245,13.52,5.4075,7.6715,8.3455,9.632,10.1785,11.5495,12.2615,13.4645,6.4425,7.259,8.246,8.7525,9.6465,10.8945,12.425,13.733,-20.4575,-9.446,-13.102,-54.21
1,3.25,1.0529580510308,2.19949617994699,0.212908434078935,-10.8828052857308,-0.356896234289051,0.541349213579509,426.924232137418,7.78033893284482,426.375646621445,6.31684156772241,429.924168365696,6.51956677188171,429.457322087481,6.21560406300559,426.551579717042,6.43931672389226,428.266162215479,6.33805306945489,432.106361237785,7.11458613955029,431.932182996968,5.55183913353227,433.828020138669,5.9222020392952,433.73415109988,6.15256474129904,434.547269029239,6.18389331426457,2.51664142291551,3.48303192201823,0.187834715282326,1.99,1.38,0.43,0.19,3.5295,3.372,3.8212,3.23265,2.2148,1.16385,98.80201,75.59,2.0464,3.18,3.03,3.61,3.405,0.7,-2.51,1.7,-1.065,0.335,277.15,327.5,315.3,327.2,-0.29,-0.06,-0.07,-0.19,-0.3,0.03,0.17,-0.27,-0.065,7.017,7.602,9.1975,10.7245,11.7755,12.0495,14.313,4.059,6.4715,7.6385,8.41,9.422,10.762,10.927,6.74,7.7335,8.7985,9.4385,10.2015,10.9365,11.6735,12.424,13.519,5.3465,7.608,8.338,9.632,10.18,11.5505,12.258,13.4635,6.3375,7.239,8.2025,8.7145,9.656,10.892,12.423,13.732,-22.175,-9.652,-13.365,-53.93
1,3.75,1.66106681619777,1.58716132108395,0.229512452600367,-8.32585592660039,-0.211753896252886,0.529930764830268,425.179867411158,7.46760331774327,426.269733895929,5.81189430421827,430.460987456975,6.61185457847954,430.521701277749,5.43358559587963,429.133936153846,5.76233798837559,428.047400659163,5.84747154092364,430.87023096303,6.56529279916199,431.772896184713,5.0035528308033,433.718760764516,7.33858746913996,432.353395446636,4.92042020395425,434.645021915816,6.89144807198159,2.46633372989979,3.34281121984742,0.191956324223427,1.9,1.26,0.43,0.18,3.6066,3.193,3.7826,3.5188,2.452,1.02325,98.77817,75.61,1.96685,3.18,3.1,3.54,3.335,0.7,-2.405,1.8,-1.1,0.34,275.75,327,313.4,327.3,-0.29,-0.05,-0.07,-0.18,-0.3,0.03,0.17,-0.27,-0.06,6.989,7.509,9.174,10.727,11.7735,12.049,14.3115,3.9185,6.404,7.63,8.3725,9.428,10.7845,10.9265,6.6505,7.6695,8.757,9.4075,10.198,10.9375,11.6715,12.425,13.5175,5.266,7.5765,8.364,9.632,10.1815,11.5515,12.259,13.464,6.266,7.175,8.1575,8.666,9.6645,10.8895,12.4215,13.7305,-20.597,-9.638,-13.234,-49.965
1,4.25,0.858706969885481,1.73947276371056,0.194749073611247,-9.68194207771714,-1.81177803953687,0.587588647444426,426.385744102707,7.46533632825512,428.38027266274,6.1536635858588,430.240122623377,6.25730981885721,429.363556451399,4.38215843274469,426.9157335,5.09277643513678,430.322618267876,6.32744564829571,433.489309275862,5.70811191131244,434.211078558546,5.49419674857494,432.637548129468,6.02515703241135,435.599744203656,5.95939126574501,435.366595317152,6.05779495005907,2.44319539502675,3.12390000258495,0.178942124440697,1.875,1.26,0.43,0.18,2.9995,2.7685,3.1651,2.859,2.438,0.95,98.84869,77.16,1.8545,2.895,3.23,3.59,3.295,0.8,-2.84,1.8,-1.08,0.295,274.8,326.5,313.35,327.2,-0.29,-0.05,-0.07,-0.18,-0.3,0.03,0.17,-0.265,-0.06,6.9725,7.456,9.1495,10.725,11.7695,12.049,14.309,3.84,6.3795,7.6165,8.3695,9.4235,10.783,10.927,6.5995,7.6015,8.701,9.3765,10.1955,10.938,11.6695,12.4245,13.516,5.2205,7.497,8.367,9.6375,10.183,11.5505,12.2595,13.4625,6.2345,7.14,8.115,8.618,9.673,10.887,12.419,13.7295,-22.265,-9.6745,-14.076,-56.585
1,4.75,1.13472629268178,2.84034379922528,0.231116575377427,-10.0350366141775,-1.85178555171365,0.549127246679585,426.522489208488,7.40187154896821,428.786758774276,6.05491412035605,431.760242665164,6.49187293968452,430.005864942355,5.89803437924719,431.169302218771,6.14173706115251,430.581592322995,5.70028622007791,434.451492382637,6.14500125923716,432.868856774669,5.19391312938598,435.307303870883,5.9320984989143,433.546837030192,5.26133419088936,435.695849735828,6.51458878165677,2.44429994509403,3.09008885060592,0.183624429986316,1.84,1.255,0.42,0.18,2.5977,2.527,2.9346,2.5745,1.8414,0.93755,98.85302,78.89,1.6823,2.81,2.85,3.67,3.195,0.7,-2.55,1.6,-1.025,0.31,272.95,325.5,313.2,326.65,-0.29,-0.06,-0.07,-0.19,-0.3,0.035,0.17,-0.27,-0.06,6.918,7.407,9.1445,10.7235,11.766,12.0485,14.3075,3.7725,6.359,7.548,8.3895,9.4215,10.784,10.928,6.5685,7.5525,8.6425,9.3615,10.1935,10.939,11.668,12.425,13.5145,5.1705,7.4425,8.369,9.632,10.185,11.548,12.2605,13.4635,6.2415,7.1555,8.0705,8.5695,9.676,10.884,12.417,13.7285,-22.373,-10.224,-13.782,-49.24
