DOY2,HR2,USTAR_1_1_1,TA_1_1_1,WS_1_1_1,FC_1_1_1,H_1_1_1,LE_1_1_1,G_2_1_1,TS_2_1_1,RH_1_1_1,PA_1_1_1,CO2_1_1_1,VPD_1_1_1,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,H2O_1_1_1,PPFD_DIF_1_1_1,T_SONIC_1_2_1,TA_1_2_1,TA_1_3_1,RH_1_2_1,RH_1_3_1,CO2_1_2_1,H2O_1_2_1,SW_IN_1_2_1,SW_OUT_1_2_1,LW_IN_1_2_1,LW_OUT_1_2_1,U_SIGMA_1_2_1,V_SIGMA_1_2_1,W_SIGMA_1_2_1,T_SONIC_SIGMA_1_2_1,T_SONIC_1_1_1,T_SONIC_SIGMA_1_1_1,PPFD_IN_1_1_2,TA_1_1_2,RH_1_1_2,WS_1_1_2,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,T_SONIC_2_1_1,CO2_2_1_1,H2O_2_1_1,LW_BC_IN_1_1_1,LW_BC_OUT_1_1_1,PPFD_BC_IN_1_1_1,TA_2_1_1,G_2_1_2,U_SIGMA_2_1_1,V_SIGMA_2_1_1,W_SIGMA_2_1_1,T_SONIC_SIGMA_2_1_1,WS_1_2_1,WS_2_1_1
1,0.5,0.06577403,-14.36,1.3955,-1.42681,-75.7369,-23.679,-17.0450725,0.0415,45.90614,96.9525,381.7517,0,-90.6406,-0.579175,-2.580025,-0.30406275,173.7726,250.5226,1.17526875,-1.350375,-15.180105,-14.76921,-14.4729875,48.727345,46.030705,408.23035,1.697305,-2.5013005,-0.236221925,181.157675,250.1625,0.235044675,0.247215875,0.136552225,0.03912532,-15.562375,0.03287951,-0.516392975,-16.442935,45.2031225,1.01351825,0.231247125,0.250710775,0.132780725,-14.9967775,411.865,1.46191125,220.360125,245.7326,-1.2809095,-15.038255,-22.06752,0.09343999,0.10321065,0.0308882975,0.028060195,0.9328156,0.119799125
1,1.5,0.06056817,-14.637625,1.37190375,-1.2184,-76.7885825,-19.4592,-17.38991,0.04,46.8102425,96.91181,378.47825,0,-89.835,-0.579175,-2.482875,-0.249271625,176.069725,248.545375,1.166946,-1.32925,-15.716095,-15.094515,-14.7780375,48.33865,46.81751,408.872925,1.6831575,-2.46329125,-0.7250363,178.499925,249.039225,0.281954325,0.236351425,0.139503925,0.0331107225,-15.672945,0.0296791,-0.5845431,-13.24189,45.40735,1.089988,0.252432825,0.22579105,0.11999275,-15.31305,412.25015,1.449991,220.10015,244.320225,-0.785386,-15.4714,-23.84059,0.09276995,0.104308625,0.03233825,0.027994425,0.86106115,0.124039
1,2.5,0.0571,-14.9735825,1.4616185,-1.32888375,-73.80345,-19.5209,-17.80483,0.0274427,46.8736175,96.8942475,380.426875,0,-89.6669,-0.58,-2.54317975,-0.20923845,174.8081,247.10835,1.17318625,-1.277375,-16.35196,-15.2088075,-14.9557875,49.173075,45.2259075,409.2174,1.685114,-2.56825875,-0.411795225,174.945875,246.10985,0.2624004,0.2477975,0.119444925,0.03256625,-16.29242,0.029586885,-1.03781325,-13.48638,45.628175,1.189573,0.24549565,0.24032825,0.11436365,-16.03128,410.610425,1.3453785,220.048125,244.6621,-0.8672139,-16.271575,-25.5767325,0.08272994,0.09075828,0.03472605,0.0261210675,1.08426375,0.1200173
1,3.5,0.0487978025,-15.22975,1.42696,-1.406251,-70.983275,-18.2746,-18.2532,0.009972015,47.420825,96.88005,377.7028,0,-90.418,-0.580175,-2.5734755,-0.176948825,174.03455,245.15115,1.16956875,-1.088125,-16.7025,-15.90891,-15.629895,50.6091875,47.90028,408.7204,1.6346295,-2.56800775,-0.321109575,173.167075,244.2357,0.291424825,0.2490866,0.1214099,0.0350374575,-16.9244725,0.03115845,-1.6531665,-13.62794,47.83995,0.930962425,0.23904345,0.250385625,0.122544875,-16.704975,410.180975,1.3248005,222.670125,243.20925,-0.938792125,-16.6138625,-25.4673525,0.0882616,0.09850475,0.03259675,0.02997405,1.057153,0.14209275
1,4.5,0.045475,-15.679085,1.49425,-1.73978575,-69.6908375,-22.87407,-18.65565,0.0011504,48.097,96.8202175,376.89005,0,-89.32,-0.58,-2.56115,-0.1659242,172.0116,244.7924,1.144375,-1.499325,-16.936815,-16.4377,-16.1585,52.1381,49.30553,408.3726,1.667648,-2.53414,-0.27302165,171.888975,243.33445,0.249299175,0.23249375,0.12586415,0.03229144,-16.9338,0.0301263575,-1.28385025,-13.63048,53.104375,1.007088825,0.21883875,0.2059985,0.108358875,-17.39428,409.82405,1.35592575,223.934,245.0065,-1.165362,-17.14654,-25.9209575,0.08358055,0.0948552,0.03445283,0.0294519,0.9828754,0.1422773
1,5.5,0.0570454,-16.18124,1.40555,-1.60925,-70.90679,-17.951875,-18.7318525,0,50.1949825,96.802075,376.45275,0,-89.6278,-0.581,-2.56481425,-0.251094,171.092875,243.5955,1.165757,-1.594175,-17.264195,-16.437605,-16.554575,53.2746,50.89228,407.391,1.6568045,-2.4679815,-0.390126125,167.34515,242.37235,0.298692,0.2782941,0.1393556,0.03564585,-17.20126,0.03243526,-1.3124655,-13.74148,55.00888,0.5659815,0.24940335,0.2227712,0.1073678,-17.496525,409.199775,1.35026525,223.029025,244.243475,-0.979315975,-17.2543675,-26.393535,0.091557675,0.09839675,0.032920465,0.029384325,1.01160475,0.1072774
1,6.5,0.0327582125,-16.5249675,1.218212,-1.67125,-71.2255,-15.97,-18.74615,-0.00293306,50.2215325,96.8466,376.7268,0,-89.1965,-0.581,-2.573788,-0.22915,170.0075,242.491125,1.16445425,-1.66745,-17.7981975,-16.91499,-17.0333875,52.53376,49.069225,407.2692,1.59898125,-2.48027,-0.299204725,168.66015,240.96005,0.2475574,0.2642291,0.1229937,0.03619346,-17.84606,0.031028115,-0.809639675,-14.4029,55.574245,0.861111575,0.2199372,0.21689365,0.10720675,-18.215775,410.32135,1.34290825,223.016575,243.35775,-1.01346575,-18.0594925,-26.4424325,0.09245839,0.09536118,0.03094701,0.02651923,0.889536375,0.1111202
1,7.5,0.0367418725,-16.305135,1.205765,-2.005347,-73.33884,-15.61205,-19.10584,-0.00688485974999999,51.3897775,96.858365,378.150525,0,-87.68355,-0.552275,-2.3121495,-0.33336975,173.2883,242.9311,1.177383,-0.9232,-18.199055,-16.550665,-16.57136,52.1171425,48.822075,408.32305,1.5417245,-2.4432,-0.329558725,174.1992,242.4828,0.2406429,0.2351655,0.1162296,0.03583352,-18.3035375,0.0310944775,-0.767046249999999,-14.91005,56.862095,0.7691633,0.2102089,0.19282345,0.10112875,-18.6788725,411.00625,1.28864625,221.2356,243.4912,-1.0756063,-18.47549,-26.46467,0.090246735,0.089804705,0.0280163725,0.0309049175,0.8456235,0.0917260825
1,8.5,0.044675,-16.52682,1.15286125,-1.80440125,-72.3298775,-18.344015,-19.403035,-0.0215113,50.62945,96.8588,378.3844,0,-52.332,0,1.448541,0,173.9101,241.8699,1.1664325,2.599487,-19.172625,-16.62733,-16.803755,53.972625,50.441525,408.8336,1.544008,1.25887525,0.05676441,170.0848,241.9418,0.2650695,0.23545275,0.131512,0.0365633,-17.6609,0.0321241625,3.0639365,-15.45196,58.277335,0.67571085,0.230141,0.219143,0.111534,-19.023995,411.24155,1.3003525,225.19395,241.854,0.29180915,-18.5967175,-26.2115925,0.08083734,0.097956305,0.03348571,0.03503731,0.831102875,0.10789265
1,9.5,0.1359091,-16.14955,1.03331475,-1.5870275,-44.73352,-21.6233675,-19.4329375,-0.04921145,51.7358,96.889425,378.87325,0,4.5579,19.49996,8.27671,0.39914715,170.7707,244.75385,1.1606825,16.66835,-17.554085,-16.541725,-16.58707,50.508265,47.20766,409.441075,1.5083365,7.595611,0.4751813,172.8405,244.057375,0.328257,0.3033085,0.18903075,0.05300012,-17.3722925,0.0414471225,19.3532175,-16.66692,56.62993,0.4788761,0.313520675,0.294764575,0.191900675,-17.91045,410.838725,1.279808,225.2572,248.229575,3.05850825,-17.57556,-26.42594,0.105809375,0.119931,0.0433984375,0.04554168,0.776472725,0.1616255
1,10.5,0.14597985,-15.001325,0.73765225,-2.0593,-41.74661,-18.2304,-18.532525,-0.04145215,49.914975,96.8718,376.653,0,14.57445,52.046,21.123375,1.76956175,172.17,253.2026,1.1406,39.3135775,-16.310855,-15.3489325,-15.497055,48.4643875,44.4245,406.87555,1.506155,20.656555,1.4918035,174.51175,249.56135,0.350486825,0.3681251,0.27314535,0.06468826,-16.073825,0.049833575,51.22233,-16.09293,49.280715,0.42290725,0.37627615,0.3883313,0.27782835,-16.047985,410.4565,1.2891985,227.50425,248.1622,8.309473,-15.9328975,-25.900675,0.14513195,0.18159745,0.06485184,0.0555851075,0.6477375,0.125148925
1,11.5,0.2108128,-13.5204175,0.7479344,-2.20725,-41.15395,-16.2102,-17.06575,-0.07055,45.1359175,96.88155,380.2678,0,23.20915,73.8265875,31.017,3.3480025,177.4874,262.8372,1.109095,62.89828,-15.08094,-14.129,-13.7728,44.7395,39.20563,407.7722,1.513538,33.44158,2.459306,178.93005,258.47215,0.3763849,0.3825314,0.3216248,0.06759459,-14.81124,0.059895395,77.440995,-15.5225475,49.06257,0.34081,0.3916454,0.414958,0.3267791,-14.61078,409.9718,1.2985405,234.2652,257.7703,15.25488,-13.9459,-24.62003,0.1822048,0.219897,0.08713177,0.062433645,0.585162275,0.1714086
1,12.5,0.1734,-12.2,0.8901252,-2.28355,-26.7002,-16.26985,-16.1634,-0.0753617,41.21525,96.84485,378.2632,0,26.32865,79.88605,33.79692,3.845266,181.1275,268.2439,1.135425,73.3137,-14.2946,-12.48321,-12.161555,41.2297925,39.93858,409.54485,1.498232,31.50132,1.951576,183.8054,263.00935,0.4632114,0.4526748,0.3473398,0.069776795,-13.71294,0.0575993075,76.21939,-14.6647125,44.98663,0.6679178,0.5178856,0.5056759,0.3728757,-13.87546,408.6901,1.355062,240.963625,269.6401,17.00788,-12.6068375,-23.993355,0.1823907,0.2220924,0.08768379,0.06228694,0.57365175,0.1725594
1,13.5,0.22999815,-11.255,0.884078,-2.1739615,-12.97125,-12.688875,-14.95242,-0.05866376,37.467,96.6998675,376.872,0,25.223,80.0025,33.626,3.900358,183.1741,272.28705,1.21958025,67.34088,-13.23615,-11.8737,-11.2607,39.4588325,35.1524375,408.32195,1.528032,33.630785,2.190889,184.22555,268.225475,0.4719588,0.505998225,0.3600337,0.06643031,-13.10364,0.05201093,82.36736,-13.90698,41.5746,0.8953112,0.5139414,0.5434906,0.400128,-12.17595,409.9975,1.37104975,236.4076,271.71025,17.74576,-11.65795,-22.625585,0.1904967,0.2167029,0.09312702,0.05711821,0.691018,0.1947946
1,14.5,0.23897525,-10.9567175,1.0041,-1.711425,-28.579275,-16.20712,-14.464425,0.01071195,35.323925,96.7570625,377.13425,0,20.2907,65.4392375,26.633425,3.34373875,186.19925,274.3279,1.1640305,56.143125,-12.4088375,-11.13196,-10.70398,36.1784,36.22051,408.1098,1.518007,29.9157975,1.8714815,183.91875,268.89755,0.534993625,0.559588875,0.363175875,0.0744658625,-12.22366,0.05729879,71.2995975,-13.17396,38.76842,1.122535,0.5507448,0.5977235,0.3843967,-11.51828,408.85395,1.389988,240.6182,276.18255,14.38802,-11.1562775,-21.739195,0.1926902,0.2238968,0.0859769,0.05294448,0.750273,0.2163774
