DOY2,HR2,LE,USTAR,TA_1_1_1,WS,FC,H,RH,CO2,VPD,NETRAD,PPFD_IN,SW_IN,PPFD_OUT,SW_OUT,H2O_1_1_1
1,0.25,-0.11025,0.18525,-29.5775,1.13375,0.052,-26.7945,67.786,365.086,0.175,-40.01,-1.46,-2.577,0.46475,0.155,0.816
1,0.75,-0.22875,0.171,-29.791,1.08975,0.077,-26.261,67.673,365.14,0.165,-35.091,-1.423,-2.1955,0.55025,0.176,0.752
1,1.25,-0.155,0.146,-29.8765,0.9685,0.07325,-23.161,67.764,365.119,0.165,-37.996,-0.649,-2.528,0.5395,0.21,0.7395
1,1.75,-0.09675,0.1395,-30.08,1.04425,0.078,-22.359,67.745,365.315,0.165,-32.759,-2.064,-2.3555,0.54275,0.134,0.73325
1,2.25,-0.0665,0.159,-29.6795,0.97325,0.02525,-22.65775,67.817,365.377,0.16,-30.172,-0.317,-2.364,0.58625,0.207,0.748
1,2.75,-0.127,0.135,-29.9915,0.9575,0.04,-24.618,68.156,365.371,0.17,-32.748,-0.172,-2.1735,0.553,0.182,0.72575
1,3.25,-0.16575,0.13775,-30.4155,0.86875,0.04675,-24.901,68.389,365.333,0.16,-31.512,-3.272,-2.3255,0.53325,0.114,0.611
1,3.75,-0.174,0.1275,-30.6515,0.8145,0.06925,-24.7815,68.585,365.328,0.16,-32.403,-3.635,-2.337,0.56625,0.069,0.62025
1,4.25,-0.072,0.114,-30.8015,0.937,-0.005,-9.46,67.796,365.964,0.17,-30.744,-2.129,-2.374,0.5915,0.124,0.4925
1,4.75,-0.0015,0.11875,-30.8945,0.883,-0.046,-9.9705,67.4085,366.0645,0.17,-28.58,-2.514,-2.232,0.608,0.164,0.5025
1,5.25,0.0135,0.13175,-30.846,0.84475,-0.023,-7.122,67.5665,366.5195,0.17,-27.176,-1.568,-2.136,0.5985,0.11,0.50175
1,5.75,0.006,0.12425,-30.761,0.86825,0.03975,-9.92975,67.6815,367.752,0.17,-27.105,-4.422,-2.3865,0.56825,0.184,0.504
1,6.25,-0.0235,0.1285,-30.8625,0.80675,0.09525,-14.884,67.6225,367.791,0.17,-25.89125,-3.194,-2.191,0.44625,0.1315,0.5005
1,6.75,-0.007,0.151,-30.32625,0.876,0.044,-11.26025,67.253,367.82825,0.17,-25.79275,-2.6385,-2.16175,0.415,0.13775,0.4955
1,7.25,-0.0255,0.139,-30.23225,0.658,0.006,-16.043,67.158,367.992,0.17,-26.956,-3.29375,-2.484,0.605,0.16025,0.525
1,7.75,-0.0095,0.115,-30.55925,0.649,0.0645,-21.803,67.0875,367.15025,0.15,-27.41975,-3.6485,-2.519,0.52875,0.12575,0.541
1,8.25,-0.0825,0.109,-30.63925,0.603,0.0045,-16.782,67.3215,367.414,0.15,-31.63375,-4.0615,-1.982,0.59025,0.36275,0.545
1,8.75,-0.16,0.12025,-30.37325,0.71375,-0.014,-13.196,67.076,367.385,0.15,-26.35675,1.8295,-0.03925,1.28625,1.20325,0.546
1,9.25,0.007,0.1605,-29.991,0.79775,0.091,-12.449,67.021,367.6075,0.16,-20.0855,16.52675,6.19325,4.96425,4.66325,0.5745
1,9.75,-0.31675,0.15675,-29.535,0.73775,0.0115,-14.882,67.394,367.25175,0.17,-4.27,42.4035,25.9405,12.64975,13.4475,0.6005
1,10.25,-0.03375,0.21,-28.89725,1.017,0.0685,-4.935,66.129,366.61075,0.1725,4.465,74.45875,48.79275,20.383,23.33475,0.6735
1,10.75,-0.3925,0.235,-28.09925,1.204,0.0935,5.61575,66.84925,366.6295,0.19,10.193,105.57975,67.65025,28.80775,31.5375,0.7095
1,11.25,-0.0435,0.2605,-27.2855,1.223,0.0875,13.07325,65.842,366.575,0.2225,19.09375,137.32575,84.9985,39.52275,41.46475,0.7695
1,11.75,0.053,0.273,-26.40725,1.477,0.068,20.986,64.956,366.4885,0.225,20.7235,160.54275,101.69575,41.35125,46.84975,0.785
1,12.25,0.192,0.299,-25.563,1.4805,0.0525,21.18,65.196,366.45,0.25,22.9965,186.33025,115.77675,44.613,53.59325,0.834
1,12.75,0.217,0.27225,-24.98425,1.356,0.081,25.82,65.401,366.4245,0.265,23.4545,184.96725,124.866,48.6125,49.65075,0.845
1,13.25,0.207,0.27425,-24.4255,1.3215,0.1005,20.2945,64.868,366.402,0.275,18.948,184.45425,149.074,46.4315,52.34625,0.877
1,13.75,0.426,0.2725,-24.29825,1.512,0.122,21.0175,64.39,366.297,0.28,17.3,163.20625,122.03325,39.07775,47.574,0.889
