DOY2,HR2,FC,SC,LE,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_2_3_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,G_1_1_1,G_2_1_1,NETRAD
1,0.25,-0.0454172625985384,-0.188369714764536,-2.91806596604474,-2.18669624698605,0.0417605423906982,-119.636726651693,-11.2136374622018,0.175299080961414,414.157319347634,0.506975023863258,417.075998793943,0.584435905368831,418.61494657728,417.766111750272,0.572314307167531,418.958664821119,417.714528564114,0.385903932659139,419.282792381984,417.277178592205,0.255535079911429,418.457399653541,417.272378047276,0.228628490848821,419.954734350863,0.466686826390608,-30.5115293556432,0.0414934346166979,0.463,0.251,0.12025,0.055,-32.047605,-31.876875,-30.846375,-37.89336,-40.1982125,-38.71277,91.780624,48.1785,0.113285,-35.25825,-33.026,-30.465,-31.75625,0,-4.4105,0,-2.38,150.4825,185.4275,166.6175,180.1225,-0.43,-0.74,-0.43525,-0.443,-0.5625,-0.48025,-0.11025,-0.31,0,-6.795475,-5.786875,-4.803,-3.7221,-4.04365,-3.10735,-2.690475,-2.2031,-1.221825,-22.0153,-19.5497,-4.442325,-2.744025,-1.83935,-1.3848,-0.80895,-15.1423,-12.7932,-9.199575,-7.4873,-6.740575,-6.0032,-5.492175,-13.659,-12.87625,-10.5918,-9.4831,-8.657125,-7.49865,-6.79085,-10.621775,-9.497725,-8.46915,-7.7096,-7.02005,-6.3621,-11.3868,-3.8125,-94.6705
1,0.75,-0.0863494655716798,-0.192543237681326,-1.93930604998147,-1.4210257350083,0.0394417565185486,-104.46962545129,-13.2786677770505,0.198606242930369,414.152292367728,0.499164902635773,417.073761735779,0.592374298222549,418.976765351199,417.108973864501,0.590941389598884,419.258991623954,417.249727089257,0.382777720137777,419.709071100902,417.529287651084,0.249026824464989,418.278240986875,417.327013396324,0.229270172986871,419.361894095516,0.586411302132156,-30.437159412659,0.045065731176071,0.399,0.242,0.13,0.0475,-31.7807475,-32.353225,-30.3836375,-37.689365,-40.4418375,-37.73575,91.769867,47.032,0.1157825,-34.98775,-33.0655,-29.4765,-31.86475,0,-4.16125,0,-2.4765,151.46,184.285,167.97,179.73,-0.43,-0.74,-0.43,-0.44,-0.56,-0.48,-0.12,-0.31,0.01,-6.79565,-5.792225,-4.804725,-3.72195,-4.04755,-3.100525,-2.6925,-2.2045,-1.22375,-22.066275,-19.567325,-4.4421,-2.748125,-1.8386,-1.385425,-0.81135,-15.174025,-12.822225,-9.1833,-7.46825,-6.7363,-6.0009,-5.4893,-13.67965,-12.89595,-10.566675,-9.492425,-8.66705,-7.488125,-6.788725,-10.60525,-9.500375,-8.45955,-7.713375,-7.0104,-6.356175,-11.31495,-3.616,-91.59875
1,1.25,-0.0947488515322179,-0.506406235989005,-1.25448641625699,-2.00955781957043,0.0370018278389926,-132.343002612167,-34.8582980899525,0.195100248599532,414.232558530093,0.498731196581818,417.078430766675,0.612080217018485,418.869410500866,417.238677235565,0.600549018726447,419.404748781877,417.508797075281,0.392697339549842,419.352539769891,417.364886859861,0.248751999957261,418.738696101384,417.408170093745,0.24023095767003,420.058452567647,0.502346043310293,-30.5303844217295,0.0518623590936711,0.427,0.205,0.12025,0.04,-31.566005,-31.151,-31.018775,-37.249495,-40.0432625,-37.86185,91.7850745,47.0195,0.11655,-34.4765,-32.2205,-29.464,-31.902,0,-4.071,0.0975,-2.644,155.0825,183.47,172.555,179.465,-0.42,-0.74,-0.44,-0.443,-0.56,-0.48025,-0.1005,-0.31,0,-6.788175,-5.795625,-4.807425,-3.722275,-4.051425,-3.10055,-2.694525,-2.20575,-1.225675,-22.129475,-19.59515,-4.434175,-2.7505,-1.8369,-1.386425,-0.813275,-15.1269,-12.84555,-9.168975,-7.45115,-6.73205,-6.00115,-5.4864,-13.699375,-12.9137,-10.54155,-9.50075,-8.676975,-7.478575,-6.78855,-10.58575,-9.501025,-8.4509,-7.719125,-6.99975,-6.356075,-11.384225,-3.6502,-91.469
1,1.75,-0.0198292660906616,-0.381444775099456,-1.40385771267869,-5.53577286669136,0.0595199850863321,-99.6932354284964,-13.0858918748399,0.187182331014903,414.26151347229,0.493804098964692,417.2016904772,0.628385757978023,419.124542812024,417.322027555246,0.617680125860423,419.199242523266,417.248117286786,0.395386539394765,419.559829773366,417.330280993442,0.249994130162883,418.903130149669,417.340843538829,0.236598457648738,419.315120932467,0.545948158727626,-30.410767700276,0.0390403568994504,0.3595,0.211,0.12025,0.05,-31.5723525,-31.2581,-30.941805,-36.50504,-39.7834,-37.87868,91.8253425,47.7955,0.1178125,-34.41,-32.1985,-29.437,-30.47925,0,-4.0825,0.1,-2.56,155.3125,185.84,174.7075,184.8575,-0.42,-0.74,-0.44,-0.443,-0.56,-0.48025,-0.11,-0.31,0,-6.7569,-5.799025,-4.809175,-3.7216,-4.05435,-3.104475,-2.69655,-2.207,-1.2276,-22.191225,-19.639425,-4.420475,-2.75285,-1.8356,-1.387425,-0.8157,-14.984575,-12.875325,-9.15065,-7.453525,-6.727775,-6.00045,-5.4835,-13.7211,-12.93345,-10.517425,-9.51005,-8.686925,-7.46805,-6.788375,-10.562425,-9.500625,-8.451975,-7.718125,-6.993025,-6.3589,-11.289,-3.8655,-89.09
1,2.25,-0.47380827209732,-0.43594033666336,-3.22259156096865,-7.47197071373088,0.0492030123723175,-109.758385595447,-12.746346495522,0.192611366313482,414.291080546088,0.502460637006738,417.241079987359,0.594688732776318,419.323639819452,417.296773245858,0.59164127850229,419.877435546014,417.130873047268,0.366616683611233,419.583726246875,417.356485729813,0.234487775887085,419.302924461648,417.380446400323,0.227470669692242,419.643138507995,0.573531662794051,-30.3322044029345,0.0278982644646218,0.5275,0.293,0.12,0.0475,-31.1611625,-31.17955,-31.07477,-36.2184,-39.57727,-37.88382,91.86600975,48.959,0.1216,-34.46,-32.26375,-29.4325,-29.173,0,-4.04075,0,-2.42375,155.7125,186.8625,174.93,188.46,-0.42,-0.74,-0.44,-0.46,-0.56,-0.48,-0.11,-0.31,0,-6.726525,-5.7985,-4.80615,-3.7233,-4.059225,-3.10935,-2.6976,-2.20925,-1.229525,-22.24215,-19.677675,-4.4301,-2.7551,-1.833775,-1.3904,-0.8168,-14.824675,-12.85435,-9.130375,-7.455875,-6.72255,-6.00245,-5.480575,-13.742875,-12.954225,-10.52255,-9.5184,-8.69685,-7.4585,-6.789175,-10.534225,-9.502,-8.45405,-7.712375,-6.9863,-6.3625,-11.3211,-3.8039,-84.6585
1,2.75,-0.0670393781905862,-0.657042871212154,-1.18788415327046,-3.15229839709615,0.037704279526919,-86.3487399569445,-9.16285924423491,0.206612361392226,414.363668286203,0.473163810053784,417.104877339591,0.612239768067392,419.045263201562,418.002263168112,0.616880103853441,419.12803507606,418.183896111807,0.393513176893159,419.342917103444,418.31160675653,0.241768711161519,419.168499296047,418.287429650238,0.22771004721455,420.046443241,0.488317923522618,-30.2987560633737,0.0455140808486374,0.497,0.232,0.11,0.05,-30.771255,-31.325925,-30.463985,-35.7209,-39.572875,-37.868415,91.8875255,51.4725,0.123725,-34.5,-32.28375,-29.321,-29.11475,0,-3.882,0.1,-2.56,153.8025,188.605,175.1275,188.66,-0.42025,-0.74,-0.44,-0.45,-0.56,-0.48,-0.11,-0.31,0,-6.69705,-5.797925,-4.7984,-3.725,-4.06215,-3.1123,-2.69965,-2.2088,-1.23145,-22.2832,-19.725375,-4.42345,-2.7567,-1.832925,-1.393375,-0.8204,-14.7152,-12.776025,-9.1355,-7.459125,-6.7212,-6.0011,-5.477675,-13.76565,-12.97405,-10.5394,-9.5277,-8.7068,-7.447975,-6.78995,-10.509,-9.503225,-8.455125,-7.70665,-6.98735,-6.36515,-11.43965,-3.46385,-73.64175
1,3.25,-0.120677735430743,-0.353481884724335,-1.52782966138768,-5.4651923212621,0.0547303287427997,-125.933473120728,-6.92739955175678,0.167382881035422,414.335072613807,0.517408864869245,416.758473962777,0.629686341486502,419.03120804825,417.554029090791,0.597548615823678,419.54719145207,417.579835213954,0.3753049761229,418.798059351634,417.66664179162,0.250449265889456,419.071293372121,417.519613322337,0.228186237439892,419.399110562164,0.54359102251605,-30.3320618789165,0.0473140792138795,0.598,0.237,0.13,0.06,-30.726375,-31.323625,-30.466185,-35.9364175,-39.5429125,-37.8385375,91.924298,48.3995,0.12422,-34.555,-32.26625,-29.3715,-29.78575,0,-4.09375,0.0975,-2.7305,154.1675,188.4375,175.17,188.375,-0.42,-0.74,-0.43,-0.44,-0.56,-0.48,-0.11,-0.31,0,-6.668575,-5.794475,-4.7897,-3.727175,-4.06605,-3.116225,-2.701675,-2.20655,-1.233375,-22.300925,-19.793025,-4.40615,-2.759775,-1.83205,-1.396325,-0.821125,-14.6923,-12.7541,-9.14085,-7.463325,-6.72375,-6.0007,-5.4738,-13.785525,-12.992875,-10.55525,-9.536975,-8.71575,-7.43745,-6.79075,-10.49165,-9.5043,-8.457175,-7.7009,-6.990375,-6.36775,-11.535675,-3.858,-71.52375
1,3.75,0.000175074162217195,-0.436118250411702,-2.1449943209075,-1.64593757780974,0.0440684311954548,-141.078160009324,-11.778515722794,0.174908083661627,414.408195423158,0.520254796050186,416.928252726643,0.636091775871826,419.072234626273,417.417253215018,0.618686360647526,418.938512907441,417.088428420065,0.393941456923314,419.455721451649,417.64661668935,0.245020332889171,418.682914933937,417.802523054794,0.223319273153682,420.373789747712,0.486213662982694,-30.4052829114267,0.0433386484104603,0.446,0.21,0.11,0.05725,-30.8605825,-31.043025,-30.46039,-36.36545,-39.745525,-37.84176,91.936199,50.034,0.12392,-34.5065,-32.2525,-29.29625,-29.99025,0,-4.1775,0.0975,-2.2505,154.9775,187.6725,175.1,187.2075,-0.42,-0.74,-0.43,-0.45,-0.56,-0.48,-0.11,-0.31,0.01,-6.63915,-5.792925,-4.780975,-3.72935,-4.068975,-3.120125,-2.702725,-2.20445,-1.235275,-22.301825,-19.85155,-4.38395,-2.76285,-1.830225,-1.3993,-0.823975,-14.751225,-12.787725,-9.1461,-7.466525,-6.7263,-5.99525,-5.471825,-13.803175,-13.009775,-10.5711,-9.54525,-8.7257,-7.426925,-6.791525,-10.483975,-9.5063,-8.4592,-7.69515,-6.994375,-6.3702,-11.468875,-3.5887,-80.34
1,4.25,-0.349964211060099,-0.751581023416228,-4.12299395586205,-4.5128084421708,0.0311128609085395,-105.909193931532,-12.3472450281357,0.14970529257243,414.385795051192,0.460121512913759,417.061074562222,0.62920405167992,419.18194871727,417.122553087367,0.617008807813977,419.002797279247,416.938594377167,0.379294991672781,419.632928545965,417.207349612438,0.238458939181419,418.633645361497,417.102245051457,0.220615927231345,419.178156904234,0.415336858993899,-30.4629993190795,0.0399598253605955,0.4975,0.212,0.11,0.05,-31.08492,-30.716475,-30.35153,-36.12147,-39.7343375,-38.0030525,91.943062,44.8525,0.1181125,-34.48775,-32.2375,-29.2395,-30.44125,0,-4.22,0.1975,-2.59275,156.1275,186.6925,175.0625,186.905,-0.43,-0.74,-0.4355,-0.456,-0.56,-0.48025,-0.12,-0.31,0,-6.611775,-5.794325,-4.772275,-3.731,-4.073875,-3.12405,-2.703775,-2.20265,-1.237175,-22.31915,-19.904375,-4.366625,-2.7659,-1.8284,-1.40325,-0.8253,-14.8403,-12.8466,-9.1532,-7.4707,-6.72885,-5.99305,-5.4832,-13.818575,-13.0267,-10.586025,-9.554575,-8.735375,-7.426125,-6.7923,-10.486025,-9.510225,-8.466125,-7.68845,-6.997375,-6.373025,-10.0664,-3.4033,-82.9975
1,4.75,-0.312584612328536,-0.701723027150667,-2.10203119047575,-13.1080381316786,0.0491225086131027,-129.864446460643,-10.0326979606325,0.170428559237588,414.388815732264,0.511349780496225,417.020099088403,0.626485762339109,418.959395281644,416.989400231496,0.617877109705548,419.03625056531,416.906812899166,0.393672940132563,419.199988978935,417.32733774268,0.236078581547513,418.562921729629,417.137846650921,0.22110255890787,419.394706790747,0.437427576073154,-30.4965591479276,0.0423186237724101,0.49,0.233,0.12,0.0475,-31.416945,-31.00895,-30.45195,-35.6468,-39.855085,-38.05824,91.971523,42.7435,0.117415,-34.58,-32.27625,-29.39825,-31.61175,0,-4.02,0.1,-2.316,159.905,185.5425,175.2925,183.8825,-0.43,-0.74,-0.4355,-0.45325,-0.56,-0.48025,-0.11,-0.31,0,-6.58255,-5.79865,-4.764575,-3.73265,-4.07875,-3.126025,-2.70485,-2.20055,-1.2391,-22.31745,-19.9648,-4.3571,-2.76895,-1.82655,-1.406225,-0.8276,-14.877975,-12.875475,-9.1593,-7.4739,-6.731425,-5.990825,-5.49175,-13.834775,-13.044575,-10.6019,-9.563875,-8.744825,-7.42535,-6.792125,-10.48615,-9.5138,-8.4789,-7.6817,-7.00235,-6.37015,-10.05475,-3.70045,-83.722
