DOY2,HR2,WS,U_SIGMA,V_SIGMA,W_SIGMA,RH,PA,T_SONIC,T_SONIC_SIGMA,CO2,H2O,FC,NEE,H,LE,USTAR,SW_OUT,LW_IN,LW_OUT,PPFD_IN,PPFD_OUT,G_1_1_1,G_1_1_2,G_1_1_3,G_1_1_A,TS_1_1_1,TS_1_1_2,TS_1_1_3,TS_1_1_A,TS_2_2_1,TS_2_2_2,TS_2_2_3,TS_2_2_4,TS_2_2_5,TS_2_2_6,TS_2_2_A,TS_2_3_1,TS_2_3_2,TS_2_3_3,TS_2_3_4,TS_2_3_5,TS_2_3_6,TS_2_3_A
1,5.25,6.2586,0.5737,0,0,0,101.8267,-18.40015,0.0407,524.8493,0.0543,-0.2763,-0.2763,0,-0.1014,0.1242,0.4445,195.1715,217.57,0,0,-9.07285,-9.44525,-5.36285,-7.90385,-9.98935,-10.0406,-10.2047,-10.08755,-12.105,-9.4748,-13.8008,-11.2712,-10.3637,-10.9244,-11.0802,-11.4952,-8.9321,-12.7461,-10.4461,-9.4655,-10.5825,-10.5872
1,5.75,6.2471,0.6178,0,0,0,101.7948,-18.3091,0.0263,524.33,0.0544,-0.257,-0.257,0,-0.0051,0.0778,0.4863,195.003,218.1465,0,0,-8.9781,-9.4318,-5.2954,-7.8461,-9.9958,-10.03515,-10.20745,-10.08715,-12.1266,-9.4692,-13.789,-11.2709,-10.3648,-10.935,-11.0812,-11.4846,-8.9253,-12.7498,-10.4438,-9.4801,-10.6017,-10.5836
1,6.25,6.2113,0.5825,0,0,0,101.7824,-18.1088,0.038,523.73545,0.0543,-0.17475,-0.17475,0,-0.049,0.1741,0.40925,194.206,218.0025,0,0,-8.98115,-9.43565,-5.4598,-7.9661,-10.00005,-10.03105,-10.21485,-10.08395,-12.1452,-9.4801,-13.7891,-11.2722,-10.3469,-10.9292,-11.0733,-11.4788,-8.9262,-12.7463,-10.4409,-9.4794,-10.6027,-10.5787
1,6.75,6.4892,0.5709,0,0,0,101.7911,-18.19035,0.0199,520.89635,0.0543,-0.08985,-0.08985,0,0.0379,0.11155,0.40965,192.191,217.2415,0,0,-9.04685,-9.35955,-5.44785,-7.86325,-10.0017,-10.0309,-10.2086,-10.0809,-12.1482,-9.484,-13.779,-11.2641,-10.3519,-10.9326,-11.0707,-11.4786,-8.9206,-12.7415,-10.4385,-9.4888,-10.6254,-10.5789
1,7.25,5.9783,0.5242,0,0,0,101.81325,-18.8032,0.0233,521.5954,0.0548,-0.4373,-0.4373,0,0.1414,0.1413,0.4143,194.286,216.557,0,0,-9.07075,-9.26945,-5.37915,-7.90475,-9.99445,-10.0317,-10.21175,-10.0747,-12.1467,-9.4956,-13.7774,-11.2598,-10.352,-10.912,-11.066,-11.4831,-8.9182,-12.7362,-10.4337,-9.4855,-10.6258,-10.5743
1,7.75,6.28945,0.6556,0,0,0,101.77935,-18.9015,0.0327,521.0573,0.05465,-0.4028,-0.4028,0,0.0149,0.1121,0.3834,193.124,215.5335,0,0,-9.10725,-9.32135,-5.38705,-7.98085,-9.9873,-10.0372,-10.22025,-10.07325,-12.1483,-9.4927,-13.7993,-11.2595,-10.3583,-10.9268,-11.063,-11.4809,-8.9152,-12.7337,-10.4425,-9.483,-10.6338,-10.5707
1,8.25,6.7958,0.68095,0,0,0,101.7808,-19.1455,0.0239,521.59125,0.05395,-0.141,-0.141,0,-0.0869,0.09365,0.4005,190.084,215.7965,0,0,-9.1446,-9.25805,-5.42495,-8.0113,-9.98155,-10.02845,-10.217,-10.075,-12.1388,-9.4964,-13.8227,-11.247,-10.3611,-10.9341,-11.0685,-11.4804,-8.9139,-12.7244,-10.4512,-9.4863,-10.6375,-10.564
1,8.75,7.0629,0.7992,0,0,0,101.7833,-18.7087,0.01875,519.5426,0.053,-0.09145,-0.09145,0,0.0461,0.1561,0.3648,191.4735,215.6175,0,0,-9.20255,-9.3476,-5.3978,-8.0429,-9.97115,-10.01785,-10.21295,-10.074,-12.1379,-9.4985,-13.8432,-11.2344,-10.3621,-10.9332,-11.0719,-11.4793,-8.9143,-12.7339,-10.4599,-9.4866,-10.627,-10.5745
1,9.25,7.2814,0.80655,0,0,0,101.7705,-18.5656,0.01905,518.7485,0.0543,-0.3903,-0.3903,0,0.3291,0.1309,0.26725,193.188,215.966,0,0,-9.1404,-9.36265,-5.3249,-8.052,-9.95415,-10.01395,-10.20395,-10.07675,-12.1319,-9.4953,-13.8427,-11.2367,-10.3693,-10.9387,-11.0764,-11.481,-8.9196,-12.7189,-10.4499,-9.4763,-10.6299,-10.5826
1,9.75,7.2989,0.83595,0,0,0,101.7802,-18.6404,0.0362,515.7387,0.054,0.0208,0.0208,0,-0.0765,0.23175,0.30955,195.75,215.83,0,0,-8.93395,-9.4511,-5.38695,-8.01235,-9.93305,-10.0156,-10.19075,-10.08125,-12.1521,-9.4971,-13.8663,-11.2337,-10.3687,-10.9306,-11.0772,-11.4843,-8.9218,-12.7282,-10.4502,-9.4753,-10.6294,-10.5841
1,10.25,7.4868,0.9208,0,0,0,101.78165,-18.3825,0.0224,524.2672,0.05455,-0.54,-0.54,0,0.0626,0.1612,0.3741,194.837,216.029,0,0,-9.06855,-9.31425,-5.3057,-7.97955,-9.9273,-10.01965,-10.1927,-10.08145,-12.1596,-9.4937,-13.8815,-11.2192,-10.3643,-10.9288,-11.0849,-11.4815,-8.9263,-12.7259,-10.4385,-9.4809,-10.6302,-10.5873
1,10.75,7.4711,0.76145,0,0,0,101.7896,-17.9995,0.02215,520.7236,0.05355,0.0268,0.0268,0,0.0565,0.2045,0.3398,196.198,216.0555,0.004,0.0092,-8.8949,-9.57295,-5.2793,-7.9497,-9.9309,-10.02645,-10.2029,-10.0883,-12.1593,-9.4933,-13.8976,-11.2185,-10.3641,-10.9209,-11.1008,-11.4831,-8.9314,-12.7255,-10.4444,-9.4772,-10.6336,-10.5908
1,11.25,7.52565,0.81945,0,0,0,101.8122,-18.3878,0.0203,522.40325,0.0543,-0.2407,-0.2407,0,-0.7933,0.144,0.44495,196.278,217.0115,0.05635,0.0933,-8.9311,-9.3776,-5.3537,-7.83,-9.93435,-10.03255,-10.20295,-10.0957,-12.1628,-9.4934,-13.8968,-11.2236,-10.3719,-10.9221,-11.1084,-11.4793,-8.94,-12.7222,-10.4403,-9.4816,-10.6263,-10.5836
1,11.75,6.9498,0.8601,0,0,0,101.7815,-18.8651,0.0241,522.64255,0.0528,-0.0242,-0.0242,0,-0.0812,0.11155,0.9811,193.204,217.279,0.40165,0.6058,-8.89175,-9.3325,-5.20505,-7.8267,-9.9415,-10.035,-10.1978,-10.09605,-12.1769,-9.4843,-13.9103,-11.2185,-10.3695,-10.9188,-11.0984,-11.4805,-8.9409,-12.7312,-10.4394,-9.4776,-10.6336,-10.5873
1,12.25,7.0338,0.9822,0,0,0,101.7843,-18.343,0.023,521.5312,0.05295,-0.13195,-0.13195,0,-0.83625,0.1512,1.68365,193.098,215.649,0.97535,1.2953,-8.8598,-9.38825,-5.29855,-7.83615,-9.94765,-10.0417,-10.18885,-10.11105,-12.178,-9.4894,-13.9226,-11.2083,-10.3647,-10.9087,-11.0914,-11.4759,-8.9425,-12.7408,-10.4338,-9.4844,-10.6491,-10.5888
1,12.75,6.9489,0.8488,0,0,0,101.7806,-19.3,0.0199,509.9269,0.0547,-0.2394,-0.2394,0,-0.0389,0.1669,2.0015,191.2715,215.803,1.8057,2.3949,-8.85425,-9.3423,-5.2871,-7.81455,-9.94885,-10.04915,-10.18665,-10.1176,-12.1776,-9.4874,-13.9264,-11.2079,-10.37,-10.9242,-11.0953,-11.4765,-8.9459,-12.7301,-10.4527,-9.488,-10.6556,-10.5868
1,13.25,7.2138,0.8732,0,0,0.3914,101.8661,-19.5104,0.0246,520.5415,0.0813,-0.63965,-0.63965,0,0.0571,0.1893,2.6289,193.325,216.293,2.3889,3.1902,-8.86325,-9.43485,-5.28745,-7.7231,-9.9478,-10.04925,-10.196,-10.11805,-12.1845,-9.4904,-13.9108,-11.2002,-10.3638,-10.9372,-11.0964,-11.4831,-8.9592,-12.7486,-10.4574,-9.4906,-10.65,-10.5866
1,13.75,7.157,0.7706,0,0,1.3358,101.8729,-18.26605,0.0315,515.9809,0.6583,-0.1511,-0.1511,0,0.3461,0.1605,2.6664,192.12,216.775,2.5474,3.2368,-8.8036,-9.3356,-5.3057,-7.7231,-9.92695,-10.02485,-10.18585,-10.09405,-12.1746,-9.485,-13.909,-11.1937,-10.3736,-10.9535,-11.0972,-11.4953,-8.9568,-12.7559,-10.449,-9.4942,-10.65,-10.5871
1,14.25,6.92865,0.827,0,0,0,101.8845,-18.4242,0.02765,519.079,0.49715,-0.1322,-0.1322,0,-0.3911,0.15625,2.4782,192.3345,216.4255,2.0283,2.7748,-8.82445,-9.31085,-5.2389,-7.80565,-9.92665,-10.04865,-10.18235,-10.09025,-12.1574,-9.4854,-13.8806,-11.1917,-10.3792,-10.9599,-11.1023,-11.49,-8.962,-12.757,-10.4438,-9.4965,-10.6503,-10.5898
1,14.75,6.8834,0.8056,0,0,2.1843,101.8997,-19.182,0.03845,521.1485,0.55805,-0.196,-0.196,0,-0.0859,0.1504,2.0638,188.997,216.325,1.2743,1.8284,-8.7634,-9.4637,-5.2884,-7.8477,-9.9338,-10.0395,-10.1812,-10.0574,-12.1577,-9.4804,-13.8794,-11.1875,-10.3866,-10.9615,-11.1667,-11.5271,-8.9682,-12.7645,-10.4505,-9.4957,-10.6544,-10.5896
1,15.25,7.04035,0.77165,0,0,0,101.9008,-18.74975,0.0227,521.6183,0.6983,-0.7629,-0.7629,0,-0.12585,0.1665,1.5586,190.028,215.868,0.5921,0.80675,-8.8124,-9.4461,-5.3056,-7.8471,-9.93,-9.9937,-10.1783,-10.029,-12.1463,-9.4843,-13.8807,-11.1768,-10.3746,-10.9592,-11.1672,-11.5269,-8.973,-12.7642,-10.4442,-9.4988,-10.656,-10.5904
1,15.75,7.0653,0.7882,0,0,0,101.8883,-19.01,0.0365,522.77595,0.3702,-0.2554,-0.2554,0,-0.4679,0.2153,1.0105,188.053,216.579,0.1484,0.2459,-8.7896,-9.3988,-5.2044,-7.9583,-9.9178,-9.9673,-10.188,-10.0092,-12.1354,-9.484,-13.8679,-11.1757,-10.3755,-10.9636,-11.1582,-11.5493,-8.979,-12.7703,-10.4391,-9.5034,-10.6659,-10.5884
1,16.25,6.8586,0.6844,0,0,0,101.8794,-18.8357,0.0313,521.64805,0.20675,-0.3052,-0.3052,0,-0.0695,0.1998,0.4839,190.288,216.265,0.0113,0.03285,-8.7965,-9.354,-5.3218,-7.8775,-9.9112,-9.9874,-10.1857,-10.0232,-12.1395,-9.4851,-13.8784,-11.1713,-10.3675,-10.9553,-11.1529,-11.5492,-8.9778,-12.7692,-10.4387,-9.5054,-10.6629,-10.5916
1,16.75,6.9506,0.7413,0,0,0,101.8671,-18.19635,0.0238,522.10845,0.0899,-0.68955,-0.68955,-0.01195,0.0569,0.23695,0.4303,190.875,216.49,0,0.0026,-8.7345,-9.4563,-5.3018,-8.0051,-9.9106,-9.9902,-10.189,-10.0287,-12.1184,-9.4836,-13.8898,-11.1723,-10.3596,-10.9606,-11.1492,-11.5401,-8.9814,-12.7654,-10.4298,-9.5117,-10.6447,-10.5958
1,17.25,6.3775,0.7937,0,0,0,101.8176,-18.2713,0.0209,524.1741,0.25805,-0.19245,-0.19245,0,0.014,0.1372,0.4452,191.506,216.65,0,0,-8.7158,-9.3035,-5.166,-7.9194,-9.9144,-9.9747,-10.1914,-10.0437,-12.1165,-9.4828,-13.9066,-11.1744,-10.3519,-10.954,-11.1428,-11.5281,-8.9801,-12.7605,-10.4208,-9.5096,-10.6473,-10.5972
1,17.75,6.9382,0.6236,0,0,0,101.7834,-18.32435,0.03285,524.7107,0.1144,-0.4455,-0.4455,0,0.1549,0.1985,0.3726,193.972,216.525,0,0,-8.7758,-9.4809,-5.1991,-7.997,-9.9147,-10.002,-10.189,-10.0521,-12.1115,-9.4992,-13.9093,-11.1628,-10.3509,-10.9554,-11.1372,-11.5213,-8.9763,-12.7564,-10.4151,-9.5228,-10.6288,-10.597
1,18.25,6.9873,0.6818,0,0,0,101.7812,-18.6523,0.0231,520.0271,0.0548,-0.31005,-0.31005,0,0.0242,0.195,0.49015,196.281,216.553,0,0,-8.8418,-9.4586,-5.1734,-7.9855,-9.9126,-10.014,-10.2013,-10.0533,-12.105,-9.5061,-13.9109,-11.1692,-10.3482,-10.9572,-11.1374,-11.5219,-8.9824,-12.7703,-10.4155,-9.5171,-10.6235,-10.6026
1,18.75,6.40605,0.6223,0,0,0,101.7834,-18.8274,0.03,520.3667,0.076,-0.0425,-0.0425,0,-0.2724,0.215,0.4856,199.462,217.039,0,0,-8.8328,-9.2877,-5.2498,-7.9096,-9.9117,-10.0118,-10.1996,-10.0609,-12.0964,-9.5088,-13.9228,-11.1804,-10.3422,-10.9624,-11.1518,-11.5071,-8.9828,-12.767,-10.4135,-9.5186,-10.6232,-10.5973
1,19.25,6.4214,0.5802,0,0,0,101.7814,-18.12715,0.02305,520.1941,0.0564,-0.213,-0.213,0,0.037,0.1717,0.3753,197.492,217.316,0,0,-8.8015,-9.4833,-5.2452,-8.002,-9.9117,-10.0274,-10.1992,-10.0802,-12.0875,-9.5113,-13.9451,-11.1909,-10.3537,-10.9668,-11.1517,-11.5078,-8.9844,-12.7662,-10.4125,-9.525,-10.6333,-10.5949
1,19.75,6.266,0.6113,0,0,0,101.7817,-18.1685,0.027,520.70085,0.1688,-0.391,-0.391,0,-0.05085,0.16385,0.42405,195.754,216.792,0,0,-8.8002,-9.3991,-5.1648,-7.9617,-9.9152,-10.0197,-10.1953,-10.0655,-12.0982,-9.5327,-13.9381,-11.1878,-10.362,-10.9462,-11.1473,-11.5202,-8.9781,-12.7713,-10.4113,-9.5347,-10.6255,-10.5949
1,20.25,6.4452,0.6638,0,0,0,101.7793,-16.5133,0.0271,522.4464,0.2901,-0.2357,-0.2357,0,-0.0905,0.18975,0.3,196.494,217.093,0,0,-8.8117,-9.3614,-5.208,-7.9257,-9.9234,-10.016,-10.1933,-10.0586,-12.1121,-9.5283,-13.9188,-11.1852,-10.375,-10.9457,-11.1461,-11.5053,-8.9807,-12.7774,-10.409,-9.5295,-10.6329,-10.5973
1,20.75,6.4184,0.7037,0,0,0,101.75005,-17.1439,0.0414,521.8826,0.0573,0.09235,0.09235,0,0.0304,0.18605,0.41575,196.293,217.374,0,0,-8.9008,-9.2955,-5.2774,-7.9687,-9.9301,-10.0081,-10.19,-10.0525,-12.1294,-9.5167,-13.9045,-11.1974,-10.3901,-10.9485,-11.1409,-11.5076,-8.9864,-12.7796,-10.4106,-9.5369,-10.6351,-10.5968
1,21.25,6.02545,0.53905,0,0,0,101.7575,-17.7525,0.0316,520.6902,0.16545,0.0555,0.0555,0,-0.0956,0.08475,0.4925,199.804,217.436,0,0,-8.9517,-9.5202,-5.1747,-7.9916,-9.9404,-10.0189,-10.1857,-10.0516,-12.1538,-9.5128,-13.877,-11.2046,-10.4009,-10.9449,-11.1381,-11.5188,-8.9818,-12.7855,-10.4138,-9.5367,-10.6413,-10.5999
1,21.75,5.4507,0.6023,0,0,0,101.7721,-18.0913,0.0276,521.0583,0.166,-0.3933,-0.3933,0,-0.2826,0.1614,0.34035,197.625,216.957,0,0,-8.8636,-9.2945,-5.1568,-8.0395,-9.954,-10.0243,-10.1823,-10.0623,-12.1696,-9.5104,-13.8563,-11.2168,-10.4085,-10.9457,-11.1365,-11.5067,-8.9796,-12.7901,-10.4142,-9.5431,-10.6475,-10.5984
1,22.25,5.1631,0.5846,0,0,0.91115,101.7418,-18.147,0.0297,523.8687,0.0862,-0.2701,-0.2701,0,-0.6499,0.1306,0.4227,195.98,217.103,0,0,-9.0266,-9.4276,-5.2141,-8.0611,-9.9648,-10.0395,-10.1864,-10.0632,-12.1948,-9.5159,-13.8622,-11.2203,-10.4023,-10.9367,-11.1344,-11.488,-8.9785,-12.7954,-10.4204,-9.5542,-10.6394,-10.6035
1,22.75,5.2597,0.54335,0,0,0,101.7543,-18.0156,0.0487,524.9818,0.05645,-0.2208,-0.2208,0,0.0081,0.13835,0.27725,196.299,216.261,0,0,-8.8839,-9.3131,-5.2223,-7.9924,-9.9704,-10.0628,-10.1958,-10.0697,-12.2241,-9.5184,-13.8424,-11.2127,-10.4013,-10.9375,-11.1309,-11.4727,-8.9918,-12.7881,-10.427,-9.5509,-10.6407,-10.6032
1,23.25,5.93595,0.6915,0,0,0,101.7634,-17.7094,0.0354,525.7347,0.072,0.0458,0.0458,0,-0.8563,0.17085,0.31405,195.1,217.047,0,0,-8.9837,-9.3131,-5.2713,-7.9871,-9.967,-10.0699,-10.1999,-10.0822,-12.2148,-9.5167,-13.846,-11.2367,-10.3913,-10.9334,-11.1278,-11.4748,-8.9851,-12.7771,-10.4368,-9.5472,-10.6366,-10.6033
1,23.75,5.77245,0.55625,0,0,0,101.7552,-17.5602,0.0579,526.53555,0.05775,-0.5088,-0.5088,0,-0.00085,0.1184,0.3106,196.685,217.567,0,0,-9.0354,-9.3302,-5.2801,-7.9995,-9.9795,-10.0703,-10.2167,-10.0898,-12.2103,-9.5081,-13.8725,-11.239,-10.3994,-10.9291,-11.1286,-11.4741,-8.9913,-12.7774,-10.4447,-9.5486,-10.6459,-10.5984
2,0.25,6.0704,0.5888,0,0,16.1146,101.8764,-18.07665,0.0274,525.27625,2.1196,-0.12935,-0.12935,-7.6725,-0.5308,0.2198,0.3463,203.545,219.165,0,0,-5.9953,-6.6492,-3.9383,-5.6914,-10.8912,-11.1726,-11.6581,-11.2371,-13.5687,-11.2154,-13.9695,-11.7396,-11.0011,-11.3826,-12.1138,-12.9235,-10.7986,-12.5672,-11.253,-10.8333,-11.1101,-11.6955
2,0.75,6.0822,0.6047,0,0,5.37155,101.8826,-18.05025,0.03385,525.32175,2.0776,-0.36485,-0.36485,-8.6793,-0.0254,0.20465,0.32485,196.512,220.332,0,0,-6.2262,-6.7185,-3.8883,-5.7759,-10.8883,-11.174,-11.667,-11.2407,-13.5782,-11.2106,-13.9297,-11.7434,-10.998,-11.3792,-12.1156,-12.92,-10.7958,-12.5449,-11.2524,-10.8332,-11.0994,-11.6978
2,1.25,6.097,0.54375,0,0,21.8755,101.8731,-17.9169,0.02835,517.65125,2.0949,-0.2111,-0.2111,-4.6527,-0.8079,0.1852,0.2812,196.974,219.957,0,0,-6.1178,-6.7868,-3.9137,-5.7894,-10.89,-11.1671,-11.6709,-11.2349,-13.5664,-11.2131,-13.8995,-11.7446,-10.991,-11.3743,-12.1274,-12.9346,-10.8016,-12.5564,-11.2524,-10.8298,-11.1053,-11.6956
2,1.75,6.4043,0.6142,0,0,18.57695,101.8741,-18.2234,0.0252,521.2843,1.9773,-0.191,-0.191,-5.0869,-0.5382,0.1949,0.2969,194.826,219.222,0,0,-6.0889,-6.7398,-3.7791,-5.6787,-10.886,-11.1639,-11.6699,-11.2285,-13.5781,-11.2182,-13.8632,-11.7434,-10.987,-11.3708,-12.138,-12.9334,-10.8062,-12.5443,-11.2413,-10.8328,-11.0938,-11.6963
2,2.25,6.9238,0.599,0,0,7.056,101.8648,-18.34025,0.0271,516.6816,2.0125,0.0532,0.0532,-5.9425,-0.81465,0.2208,0.34255,196.218,219.226,0,0,-6.086,-6.6388,-3.8516,-5.7259,-10.8775,-11.1732,-11.6691,-11.2404,-13.5664,-11.21,-13.8349,-11.7359,-10.9884,-11.3749,-12.1449,-12.9496,-10.8071,-12.5498,-11.2473,-10.827,-11.0978,-11.6977
2,2.75,6.8685,0.6181,0,0,5.9784,101.75295,-18.11565,0.02545,518.88875,2.08995,-0.14085,-0.14085,-5.32475,-1.0333,0.24305,0.3291,196.517,219.175,0,0,-6.1063,-6.6209,-3.753,-5.6758,-10.8761,-11.1823,-11.6771,-11.2466,-13.5598,-11.21,-13.8059,-11.7423,-10.9966,-11.3747,-12.1427,-12.9504,-10.8067,-12.5493,-11.2512,-10.8287,-11.091,-11.7015
2,3.25,6.623,0.6171,0,0,26.76495,101.7507,-17.0308,0.0193,519.43595,2.2678,-0.12915,-0.12915,-6.88525,-1.37635,0.22655,0.253,196.165,218.871,0,0,-5.9853,-6.7217,-3.7534,-5.6837,-10.8915,-11.1842,-11.682,-11.2481,-13.5661,-11.1984,-13.8022,-11.7342,-11.0008,-11.3761,-12.1408,-12.9498,-10.8102,-12.5567,-11.2439,-10.8301,-11.093,-11.7056
2,3.75,6.68185,0.6724,0,0,18.395,101.7562,-17.9473,0.0272,521.79125,2.3614,-0.1911,-0.1911,-3.4398,-0.0233,0.23775,0.3825,194.248,218.374,0,0,-6.1617,-6.762,-3.6294,-5.7214,-10.8855,-11.1869,-11.6825,-11.2493,-13.5563,-11.2095,-13.8242,-11.7402,-11.0057,-11.3773,-12.143,-12.9663,-10.7892,-12.5527,-11.2533,-10.8315,-11.0943,-11.7134
2,4.25,6.455,0.6384,0,0,9.18175,101.70745,-18.1103,0.02045,519.8177,2.6761,-0.20995,-0.20995,-4.34745,-0.6377,0.25135,0.37375,195.51,219.147,0,0,-6.046,-6.5585,-3.8456,-5.7975,-10.8718,-11.1932,-11.6958,-11.2541,-13.5512,-11.2038,-13.8554,-11.7478,-11.0064,-11.3853,-12.1457,-12.9622,-10.7819,-12.5571,-11.2475,-10.8398,-11.0782,-11.7185
2,4.75,6.3468,0.561,0,0,4.3864,101.6843,-17.7251,0.0192,518.6182,2.6056,-0.2021,-0.2021,-4.8324,-0.0169,0.2397,0.3268,195.882,217.968,0,0,-6.1603,-6.6301,-3.7972,-5.7629,-10.8699,-11.1979,-11.7103,-11.2531,-13.5601,-11.1986,-13.8754,-11.7484,-11.0237,-11.3884,-12.1424,-12.9663,-10.7789,-12.5681,-11.2482,-10.8425,-11.0805,-11.7125
2,5.25,6.2943,0.5535,0,0,9.8032,101.721,-18.3105,0.0304,517.1724,2.7697,-0.0971,-0.0971,-2.5135,-0.03065,0.2345,0.3261,196.966,217.492,0,0,-6.2836,-6.7241,-3.797,-5.79,-10.8805,-11.1992,-11.7127,-11.254,-13.5573,-11.2058,-13.898,-11.7489,-11.0338,-11.3847,-12.1485,-12.9649,-10.7693,-12.5686,-11.256,-10.8438,-11.0713,-11.7117
2,5.75,6.43485,0.526,0,0,25.9959,101.7409,-17.7472,0.0269,515.88685,2.756,-0.3866,-0.3866,-4.8318,-0.7794,0.2402,0.3399,194.348,217.6,0,0,-6.0209,-6.7999,-3.7569,-5.7285,-10.8855,-11.2001,-11.7184,-11.251,-13.552,-11.2133,-13.9178,-11.7509,-11.0304,-11.3768,-12.1463,-12.9678,-10.761,-12.5659,-11.2512,-10.8511,-11.0719,-11.7068
