DOY2,HR2,FC,H,LE,USTAR,WS,NETRAD,PPFD_IN,SW_IN,TA,RH,VPD,PA,G,TS_1_1_1,TS_1_2_1
1,12.25,0.122,84.5425,22.62,0.5355,2.73025,251.2975,781.5,347.5175,5.99675,87.96925,3.5,90.925,-0.862,1.44175,0.6075
1,12.75,-0.454,82.46,9.33,0.6095,2.92175,250.6375,791,382.01,6.4875,86.3,3.64,90.85,-0.84725,1.50175,0.62875
1,13.25,0.38025,42.015,19.82,0.679,3.06575,233.27,748.75,378.425,6.41,84.375,3.95,90.85,-0.85275,1.57525,0.656
1,13.75,0.073,19.195,2.34,0.67,3.056,213.665,695.205,337.97,6.725,87.1,4.375,90.77575,-0.874,1.7455,0.67825
1,14.25,-0.109,-1.115,1.14,0.53625,3.032,180.15,574.1,195.015,6.445,88.85,4.125,90.77575,-0.89925,1.88175,0.7225
1,14.75,-0.5665,-1.78,2.22,0.575,2.80175,130.9175,453.125,127.2975,6.2475,90.85,4.38,90.77575,-0.87725,1.971,0.77325
1,15.25,-1.033,1.785,1.3,0.531,2.7445,80.25,338.175,119.61,6.38,90.5,4.3625,91.22525,-0.89825,2.01225,0.836
1,15.75,-0.8435,-0.345,5.56,0.511,2.5925,31.5475,205.375,75.43675,6.0475,92.55,4.06,91.22525,-0.9185,2.10775,0.858
1,16.25,-0.595,-1.625,-0.37,0.454,2.721,4.995,84.864,21.9635,5.6675,91.5,3.455,91.22525,-0.917,2.08425,0.91175
1,16.75,-0.52175,-0.75,2.79,0.4985,2.52675,-4.159,20.1675,7.97575,5.3325,92.1075,2.8225,91.22525,-0.926,2.012,0.97325
1,17.25,0.028,1.665,0.09,0.4755,2.53175,-7.545,1.1135,0.75925,5.06,92.57075,2.595,90.85,-0.92825,1.98525,1.03225
1,17.75,0.91075,-0.36,-0.32,0.439,2.62175,-8.195,0,0,4.84,92.9,2.41,90.801,-0.91925,1.8795,1.0785
1,18.25,4.572,-2.825,1.59,0.452,2.55225,-9.9025,0,0,4.51,95.125,2.115,90.77575,-0.9085,1.77775,1.09125
1,18.75,1.153,1.225,1.28,0.4165,2.489,-8,0,0,4.165,95.525,2.0375,90.77575,-0.912,1.72525,1.13975
1,19.25,0.706,-2.195,-0.31,0.375,2.49975,-7.97,0,0,3.855,96.3,1.9025,90.77575,-0.906,1.69325,1.1355
1,19.75,3.74675,2.56,3.67,0.408,2.60575,-7.665,0,0,3.59,96.15,1.91,90.801,-0.90875,1.68175,1.11525
1,20.25,0.46925,-0.59,3.55,0.3715,2.45875,-8.545,0,0,3.075,96.375,1.815,90.801,-0.90325,1.6875,1.086
1,20.75,1.992,-1.8075,2.17,0.3535,2.62975,-7.51,0,0,3.1675,96.675,1.715,90.87525,-0.91275,1.7455,1.085
1,21.25,0.492,-1.215,5.26,0.4135,2.8185,-7,0,0,2.9775,96.85,1.59,90.87525,-0.9125,1.646,1.06575
1,21.75,0.657,0.445,0.25,0.4005,2.7245,-9.06,0,0,2.8675,96.35,1.635,90.975,-0.90625,1.65925,1.05025
1,22.25,1.041,-0.145,8.01,0.4785,2.6185,-8.265,0,0,2.79025,95,1.735,90.975,-0.91025,1.6425,1.03875
1,22.75,1.425,0.86,-0.09,0.455,2.60925,-7.1225,0,0,2.5475,96.475,1.65,91,-0.90975,1.6515,1.03425
1,23.25,1.523,6.175,1.09,0.493,2.594,-5.768,0,0,2.5915,97,1.5725,90.975,-0.9055,1.65275,1.03925
1,23.75,1.523,1.805,0.58,0.4075,2.5175,-7.11475,0,0,2.495,97.45,1.47,90.975,-0.90725,1.59675,1.02975
2,0.25,1.255,-1.225,2.2975,0.301,1.96625,-6.215,0,0,1.8275,98.525,1.425,90.87525,-2.05825,2.15775,1.22125
2,0.75,2.213,0.6525,2.3425,0.2995,2.12325,-5.525,0,0,1.668,98.9,1.3725,90.87525,-2.059,2.13825,1.23675
2,1.25,1.051,1.4,1.025,0.33875,2.2815,-5.415,0,0,1.429,99.3,1.24,90.87525,-2.05825,2.1135,1.17425
2,1.75,1.219,2.2175,1.3225,0.34475,2.26725,-4.855,0,0,1.495,99.175,1.4,90.801,-2.05725,2.118,1.21225
2,2.25,1.387,1.2,1.0325,0.34475,2.10925,-4.875,0,0,1.405,99.775,1.4575,90.801,-2.0555,2.11225,1.16625
2,2.75,1.892875,-0.24,8.8625,0.43125,2.41225,-3.986,0,0,1.41325,99.675,1.3175,90.801,-2.05725,2.09825,1.16875
2,3.25,2.39875,-2.33,2.14,0.3795,2.06425,-3.247,0,0,1.27525,100,1.3625,90.77575,-2.056,2.11975,1.23325
2,3.75,3.3685,1.47,3.18,0.322,2.09875,-3.632,0,0,1.385,99.95,1.3625,90.801,-2.05675,2.13225,1.246
2,4.25,2.162,3.325,4.86,0.287,2.10425,-3.479,0,0,1.305,99.875,1.5,90.801,-2.05725,2.096,1.19175
2,4.75,0.9555,7.5475,7.24,0.322,2.31175,-3.902,0,0,1.3925,100,1.54,90.801,-2.05675,2.115,1.19125
2,5.25,4.4025,9.625,11.02,0.382,2.07325,-3.534,0,0,1.24,100,1.535,90.85,-2.054,2.1205,1.2285
2,5.75,2.3745,25.205,22.225,0.357,2.1925,-3.088,0,0,1.24425,100,1.5825,90.801,-2.0555,2.14375,1.12075
2,6.25,0.57125,60.29,42.635,0.46325,2.23925,-2.974,0,0,1.2875,100,1.57,90.801,-2.05575,2.0605,1.1195
2,6.75,0.504,104.4425,32.015,0.42,2.39175,-2.655,2.09425,0.606,1.43975,100,1.515,90.801,-2.0525,1.9785,1.015
2,7.25,-0.3015,69.33575,31.495,0.3675,2.2975,0.486,26.715,7.9025,1.435,99.85,1.43,90.801,-2.05325,2.001,1.045
2,7.75,-0.06125,86.27,48.19,0.362,2.36275,11.15,76.725,25.585,1.6175,99.425,1.5025,90.801,-2.045,1.836,0.79575
2,8.25,-0.10225,155.165,40.285,0.48,2.0705,27.82,137.05,52.4,1.6275,99.675,1.58,90.9,-2.03825,1.53075,0.78625
2,8.75,-0.0115,149.195,48.165,0.4825,2.35225,67.6225,252.8,121.275,1.995,99.475,1.75,90.975,-1.55775,1.03175,0.75225
2,9.25,0.122,184.465,45.89,0.48025,2.458,141,447.175,182.475,2.5025,96.975,2.04,91,-1.01775,0.99625,0.71625
2,9.75,-0.202,168.95,41.12,0.524,2.71125,200.225,593.275,216.775,2.9825,95.6,2.27,90.975,-0.6065,1.12325,0.702
2,10.25,0.06575,155.13,33.52,0.5245,2.80075,253.25,745.5,255.75,3.7625,93.625,2.675,90.95025,0.5085,1.56625,0.66225
2,10.75,0.47025,183.7,32.75,0.64925,2.8305,292.325,864.25,353.35,4.6175,89.575,2.91,90.95025,0.9755,1.79725,0.74025
2,11.25,0.83725,179.5725,26.38,0.723,2.985,348.6,948.5,473.6,5.295,90.675,3.435,91,2.67275,1.83975,0.8635
2,11.75,0.238,142.18,41.79,0.6725,3.082,376.525,1018.5,461.3,5.9275,88.3,3.8925,90.925,5.29075,1.827,0.80975
2,12.25,-0.111,84.5425,22.62,0.754,3.15475,374.825,1055,425.025,6.595,86.075,3.8,90.925,3.90175,1.908,0.919
2,12.75,1.1535,82.46,9.33,0.737,3.0425,353.1,996.5,362.1,6.7075,83.75,3.955,90.85,5.728,2.006,0.95925
2,13.25,0.9635,42.015,19.82,0.7365,3.3835,334.975,971.75,389.575,7.255,82.625,4.405,90.85,2.69175,1.976,0.867
2,13.75,0.259,19.195,2.34,0.74925,3.26425,311.5,937.25,399.4,7.5175,81.925,4.395,90.77575,2.821,2.08475,1.103
2,14.25,-0.283,-1.115,1.14,0.719,3.25525,292.7,882,347.9,7.705,84.35,4.535,90.77575,1.63325,2.2035,1.3405
2,14.75,-0.383,-1.78,2.22,0.643,3.09275,234.75,730.75,370.55,7.695,83.7,4.31,90.77575,0.98025,2.40825,1.45375
2,15.25,0.08,1.785,1.3,0.655,3.079,181.95,608.4,344.95,7.515,82.4,4.43,90.7,1.0635,2.433,1.34675
2,15.75,-0.379,-0.345,5.56,0.621,2.93,108.675,381.525,201.15,7.2575,84.65,4.055,90.77575,-0.3375,2.545,1.4165
2,16.25,0.0535,-1.625,-0.37,0.5735,2.87925,58.7575,260.5,147.2,7.0575,86.875,3.78,90.751,-1.753,2.54675,1.419
2,16.75,-0.37275,-0.75,2.79,0.5315,2.882,21.285,149.275,92.575,6.41175,89.275,3.51,90.85,-2.01225,2.57475,1.3755
2,17.25,-0.24375,1.665,0.09,0.43575,2.85775,-0.947,45.2175,29.2925,5.7775,89.6,3.11,90.85,-2.04225,2.45625,1.436
2,17.75,-0.472,-0.36,-0.32,0.354,2.84325,-6.991,5.50825,2.76125,4.8695,90.375,2.7,90.801,-2.06225,2.47675,1.4775
2,18.25,0.443625,-2.825,1.59,0.4345,2.62975,-9.16,0,0,4.5285,92.1,2.53,90.77575,-2.0615,2.32225,1.4155
2,18.75,1.35925,1.225,1.28,0.372,2.37675,-7.54,0,0,4.1075,92.375,2.24,90.77575,-2.0635,2.369,1.3915
2,19.25,2.134,-2.195,-0.31,0.3415,2.3335,-6.92375,0,0,3.7225,92.975,2.0175,90.77575,-2.06425,2.266,1.33475
2,19.75,2.29175,2.56,3.67,0.34475,2.49025,-7.225,0,0,3.524,93.55,1.855,90.801,-2.06125,2.2505,1.271
2,20.25,1.808875,-0.59,3.55,0.385,2.30625,-6.6695,0,0,3.1425,95.65,1.77,90.801,-2.06175,2.2235,1.286
2,20.75,1.326,-1.8075,2.17,0.409,2.426,-6.337,0,0,2.8775,96.475,1.65,90.87525,-2.06075,2.17975,1.305
2,21.25,2.4915,-1.215,5.26,0.367,2.31225,-6.213,0,0,2.6075,96.825,1.47,90.87525,-2.06025,2.17,1.2325
2,21.75,0.454,0.445,0.25,0.365,2.49375,-5.939,0,0,2.39,96.775,1.465,90.975,-2.06125,2.125,1.23275
2,22.25,1.08975,-0.145,8.01,0.37475,2.39975,-6.72,0,0,2.115,96.75,1.515,90.975,-2.06025,2.108,1.217
2,22.75,1.7255,0.86,-0.09,0.393,2.4635,-5.719,0,0,2.02,97.2,1.49,91,-2.06,2.1565,1.2025
2,23.25,0.7375,6.175,1.09,0.35,2.26675,-5.705,0,0,1.9825,97.4,1.615,90.975,-2.059,2.15275,1.257
2,23.75,2.206,1.805,0.58,0.3465,2.125,-6.22375,0,0,1.665,97.8,1.3825,90.975,-2.059,2.16875,1.2295
3,0.25,1.66475,0.735,0.365,0.32625,2.12525,-16.135,0,0,3.7075,90.175,2.0125,91.17525,-4.3675,2.3615,3.17
3,0.75,1.261,2.9,1.0275,0.33325,2.2295,-16.7675,0,0,3.5975,92.6,1.99,91.2,-4.35875,2.34375,3.08875
3,1.25,2.693,4.75,2.1,0.325,1.9855,-17.335,0,0,3.2975,93.1,1.985,91.2,-4.4255,2.28775,3.02075
3,1.75,2.081,2.94,0.02,0.2595,1.93425,-16.53,0,0,3.03,94.325,2.01,91.2,-4.42475,2.26975,2.929
3,2.25,0.879,1.31,1.97,0.27675,1.89075,-14.825,0,0,2.7425,94.725,1.9425,91.2,-4.349,2.2265,2.84475
3,2.75,1.29725,8.395,5.13,0.277,1.88375,-14.4625,0,0,2.705,95.8,1.925,91.27575,-4.27225,2.1735,2.7605
3,3.25,1.38,18.445,0.35,0.25875,2.02475,-14.615,0,0,2.735,95.95,1.92,91.2,-4.24175,2.20125,2.75
3,3.75,3.3635,5.8575,1.6125,0.29925,1.941,-13.7875,0,0,2.5725,96.1725,1.8825,91.2,-4.364,2.21175,2.68075
3,4.25,1.24175,3.105,6.31,0.2165,1.944,-13.305,0,0,2.465,96.95,1.88,91.2,-4.4695,2.15,2.5735
3,4.75,2.1005,9.4,15.775,0.295,1.95975,-12.125,0,0,2.6025,97.775,1.8975,91.2,-4.30975,2.17425,2.48225
3,5.25,1.367,38.1825,42.37,0.243,1.879,-11.735,0,0,2.445,97.725,1.88,91.2,-4.33375,2.1165,2.4245
3,5.75,0.6615,68.9,40.47,0.24525,1.80075,-11.4375,0,0.378,2.235,97.775,1.845,91.2,-4.35475,2.07975,2.39975
3,6.25,0.458,111.725,52.8425,0.257,1.89175,-6.11225,20.1825,9.3925,2.115,98.175,1.78,91.2,-4.0395,2.201,2.377
3,6.75,0.279,109.725,50,0.236,1.87025,3.92375,66.75,33.6875,2.0975,98.625,1.84,91.2,-3.898,2.24325,2.35225
3,7.25,0.226,182.52,73.485,0.261,2.05625,21.1325,121.625,51.5825,2.3,98.075,1.8175,91.2,-3.61225,1.9045,2.27975
3,7.75,0.49925,216.52,80.0625,0.316,2.169,54.4725,212,88.325,2.4325,96.775,1.89,91.2,-2.7925,1.85775,2.17425
3,8.25,-0.25275,226.2,95.87,0.31425,2.05875,150.7425,461.85,283.65,3.01,92.8,2.13,91.2,-1.2035,1.77525,1.98675
3,8.75,-0.43325,212.47,79.8625,0.38025,2.3525,260.45,723.25,377.125,4.185,85.95,2.5875,91.2,1.23425,2.246,1.726
3,9.25,-0.15025,203.78,59.48,0.52125,2.584,324.65,927.25,477.9,5.91,82.525,3.31,91.2,2.487,3.04675,1.283
3,9.75,-1.92,213.39,61.7075,0.576,2.86025,398.7075,1108.75,594.75,7.045,75.575,4.13,91.2,4.642,4.02275,1.08775
3,10.25,-2.253,177.315,74.59,0.605,2.87225,439.55,1194.5,621.1,8.0625,72.85,4.8525,91.101,6.74325,5.3455,0.926
3,10.75,-2.7835,150.54,50.765,0.6295,3.071,476.125,1302,691.575,8.825,68.89,5.74,91.17525,9.3115,6.25125,0.73475
3,11.25,-2.7175,172.2475,57.885,0.612,3.3625,530.27,1431.5,741.25,9.2775,65.82,6.43,91.17525,14.554,8.3755,0.64275
3,11.75,-3.4415,184.1825,49.11,0.747,3.67025,546.95,1476.75,778.25,9.755,64.82075,6.93,91.101,17.834,10.2075,0.789
3,12.25,-2.353,116.95,40.265,0.83275,3.99375,552.45,1480.75,770.75,10.27,63.5575,7.2975,91.17525,18.6665,9.19,1.0755
3,12.75,-2.67875,80.4,30.46,0.79175,3.904,538.125,1448.75,770.75,10.6225,63.92,7.3875,91.101,18.884,10.28,1.40775
3,13.25,-3.09275,67.56,32.9125,0.7925,3.603,517.1125,1419,755,10.7125,65.20825,7.65,91.101,18.377,10.27625,1.65525
3,13.75,-2.53925,46.82,17.6,0.7915,3.5925,481.925,1337,706.375,10.9975,64.6225,7.9675,91.101,16.12025,10.88875,1.816
3,14.25,-2.497,5.77,14.29,0.78275,3.6225,447.675,1278.25,658.775,11.1525,63.7475,8.0225,91.101,15.30875,10.30125,1.89375
3,14.75,-3.1815,-1.54,1.82,0.749,3.5875,401.225,1147.75,577.25,11.3275,63.115,8.3625,91.101,12.82875,9.96375,1.7355
3,15.25,-2.449,1.555,5.31,0.789,3.40425,333.875,964.75,516.725,11.3825,65.1975,8.3725,91.101,12.55525,9.42375,2.058
3,15.75,-2.099,-1.625,1.54,0.69,3.361,253.2,770.5,438.875,10.92,66.7375,7.8,91.101,11.696,9.01375,2.44525
3,16.25,-1.59025,3.765,2.84,0.68,3.296,182.55,578.65,318.275,10.73,68.185,7.5375,91.101,10.3855,9.09,2.6915
3,16.75,-1.694,-2.82,0.94,0.6335,3.05125,110.125,403.75,225.25,10.45,70.85,7.09,91.101,7.37075,8.49375,2.8935
3,17.25,-0.7975,-0.0649999999999999,1.325,0.60925,2.783,39.9375,235.45,148.2,10.1725,73.225,6.56,91,5.358,8.08125,3.064
3,17.75,-0.742,1.725,0.9125,0.54925,2.687,-0.2835,100.825,54.2175,9.375,76.275,5.8725,91.07575,3.548,7.61875,3.26025
3,18.25,-0.276,0.725,0.855,0.54725,2.52,-18.9675,19.4225,9.7425,8.515,78,5.235,91.07575,1.594,7.06,3.3795
3,18.75,0.36,-1.56,1.1575,0.42675,2.22625,-19.55,0,0,7.94,79.45,4.8325,91.101,0.57625,6.479,3.5615
3,19.25,1.5565,-1.315,2.8775,0.3685,2.15475,-17.1525,0,0,7.425,81.475,4.32,91.101,-0.75025,6.00375,3.6365
3,19.75,1.2355,0.985,0.2775,0.37275,2.28975,-18.05,0,0,7.09,81.45,3.805,91.101,-1.432,5.59875,3.71875
3,20.25,1.32975,0.22,-0.1475,0.36,2.25175,-16.0025,0,0,6.475,82.375,3.485,91.101,-2.27425,5.2695,3.68425
3,20.75,0.555,0.435,-0.3775,0.291,2.20325,-14.1025,0,0,5.9915,83.8,3.22,91.17525,-2.615,4.966,3.57375
3,21.25,0.746,2.335,1.675,0.2485,2.1385,-15.6475,0,0,5.5075,83.675,2.94,91.17525,-2.826,4.5815,3.62675
3,21.75,0.66675,4.27,-0.055,0.29,2.09025,-17.24,0,0,4.98,84.5,2.72,91.17525,-3.615,4.1115,3.54275
3,22.25,0.7645,0.495,0.65,0.35075,2.2275,-15.70725,0,0,4.77175,85.8,2.425,91.27575,-3.84625,3.6875,3.57075
3,22.75,1.776,0.85,0.9625,0.3175,2.09575,-15.695,0,0,4.4525,86.35,2.375,91.27575,-4.0855,3.31,3.472
3,23.25,1.732,2.595,1.275,0.29175,1.94675,-17.255,0,0,4.215,88.225,2.2,91.27575,-4.284,2.979,3.42125
3,23.75,1.218,3.37,1.325,0.28825,2.03625,-17.315,0,0,4,88.075,2.14,91.27575,-4.17825,2.6195,3.39825
4,0.25,1.0885,1.04,6.5,0.22575,1.8865,-20.7675,0,0,5.7775,85.275,2.57,91.301,-4.6735,7.495,7.793
4,0.75,1.27175,0.39,5.65,0.264,1.895,-21.235,0,0,5.6195,86.575,2.5,91.301,-4.774,7.25925,7.73425
4,1.25,2.758,0.18,3.76,0.26575,1.964,-20.765,0,0,5.435,88.55,2.29,91.27575,-4.86425,7.00675,7.67575
4,1.75,1.3515,1.12,2.23,0.2735,1.7825,-20.5675,0,0,5.1245,89.7,2.25,91.2,-4.86275,6.90925,7.60425
4,2.25,2.1715,0.87,4.04,0.245,1.82825,-20.8875,0,0,4.80425,90.4,2.17,91.2,-5.34375,6.8165,7.53
4,2.75,1.254,2.13,6.74,0.242,1.85825,-17.9675,0,0,4.6675,91.175,2.03,91.2,-5.456,6.797,7.35375
4,3.25,0.86875,3.64,10.7325,0.23475,2.043,-16.9,0,0,4.6475,91.775,1.99,91.17525,-6.05625,6.709,7.33825
4,3.75,2.3805,4.19,19.86,0.24525,1.8885,-18.0675,0,0,4.38,93.125,2.01,91.17525,-6.1875,6.53875,7.24475
4,4.25,1.772,15.19,25.045,0.24275,1.85575,-18.6225,0,0,4.3375,95.075,2.02,91.101,-6.12175,6.40725,7.12625
4,4.75,1.0785,69.8975,46.2175,0.20625,1.846,-16.745,0,0,4.28,94.95,2.045,91.101,-5.863,6.23675,7.12025
4,5.25,1.18825,130.4975,73.24,0.242,1.6345,-13.675,11.4275,5.031,4.2375,95.325,1.985,91.101,-5.76375,6.08475,7.073
4,5.75,0.36775,163.1125,72.6175,0.22,1.67975,-1.68175,55.3275,25.765,3.935,95.875,1.92,91.101,-5.77825,6.0125,7.04
4,6.25,-0.0035,181.105,92.39,0.26175,1.7855,14.635,108.175,49.0225,3.8225,96.15,1.93,91.17525,-5.63775,6.111,6.97975
4,6.75,-0.1705,214.62,115.5675,0.267,1.80875,41.9125,185.25,87.4,3.975,95.175,1.975,91.17525,-4.86075,6.2385,6.876
4,7.25,-0.015,257.46,111.3025,0.291,1.875,95.05,358.875,165.6,4.3875,92.275,2.28,91.17525,-3.417,6.45375,6.662
4,7.75,-0.244,265.54,120.9375,0.31075,1.892,211.725,623.1,292.8,5.363,85.1,2.75,91.17525,-2.39825,6.785,6.47225
4,8.25,-1.7,313.7025,134.8925,0.408,1.93825,299.725,820.75,472.85,6.993,77.2,3.44,91.17525,0.50475,7.3495,6.295
4,8.75,-1.696,288.7625,119.3275,0.487,2.39525,382.575,1054.5,549.45,8.32,71.1,4.6925,91.17525,4.0355,8.25625,5.943
4,9.25,-2.467,284.26,133.835,0.569,2.5875,453.625,1236.75,619.425,9.8875,67.5025,5.8075,91.17525,9.198,9.11375,6.0035
4,9.75,-2.888,294.84,125.23,0.6015,2.879,503.425,1377.25,701.15,10.6075,64.2575,7.065,91.17525,12.75125,9.77625,6.00775
4,10.25,-3.6015,285.8,137.9425,0.64825,3.14925,579,1501,767.75,11.56,61.8575,7.7675,91.17525,15.418,10.7175,6.1415
4,10.75,-3.557,281.3625,120.03,0.739,3.35175,626.825,1596,830.5,12.3075,60.375,8.52,91.101,18.89925,12.57,6.06175
4,11.25,-4.573,244.7375,103.3175,0.783,3.43575,645.075,1633.75,841.25,13.1325,58.05,9.185,91.101,22.902,16.15875,5.96875
4,11.75,-4.5275,241.105,121.965,0.81925,3.65625,670.225,1673.75,844.25,13.4975,57.925,10.13,91.101,29.11125,16.10375,6.10925
4,12.25,-3.7365,210.21,97.5475,0.87,3.66875,640.3,1671,840.25,14.1175,58.09,10.83,91.07575,33.4995,15.18875,6.365
4,12.75,-3.77175,139.4625,92.4675,0.7905,3.723,643.55,1654.75,828.25,14.53,57.1025,11.57,91.07575,31.495,15.3175,6.56225
4,13.25,-3.9955,116.535,75.2325,0.851,3.65525,647.875,1630.5,809,14.8575,59.04,11.6,91,29.6655,15.68,6.74375
4,13.75,-3.3975,81.79,54.4525,0.85225,3.72125,615.95,1558,770.75,15.09,57.9775,12.6175,91,27.9685,16.4765,6.81675
4,14.25,-3.2875,45.0325,47.08,0.794,3.797,570.575,1441.75,715.25,15.4325,59.98,12.7475,91,28.327,17.7075,6.87025
4,14.75,-3.497,11.625,42.6875,0.784,3.635,500.575,1320.75,653.425,15.8375,60.75,12.3275,91.07575,27.42175,17.92875,6.9995
4,15.25,-3.74775,0.3575,26.47,0.87125,3.69075,456.1,1194.25,603.225,15.98,60.54,12.5825,91.101,28.44825,18.48625,7.24425
4,15.75,-3.143,1.3125,24.5875,0.7965,3.50175,353.175,998.25,501.675,15.8875,61.695,12.3825,91.07575,21.45425,17.94625,7.334
4,16.25,-2.9145,0.7,8.53,0.7485,3.4025,289.975,840,415.75,15.79,63.155,12.0325,91.101,16.08475,17.12625,7.5635
4,16.75,-2.4765,-3.1625,10.0975,0.7045,3.18025,201.15,630.9,306.425,15.3975,64.84325,11.5675,91.101,13.2295,16.419,7.838
4,17.25,-2.526,-1.065,8.42,0.7115,3.17775,127.925,433.575,216.1,15.1,64.71575,11.3775,91.101,10.97575,15.72375,7.962
4,17.75,-1.65775,0.605,9.525,0.6455,3.0675,51.665,243.55,118.325,14.8925,66.5175,10.73,91.101,8.28125,15.0175,7.9995
4,18.25,-0.597,-0.97,4.26,0.5585,2.75775,1.306,101.075,46.015,13.6675,70.1775,9.705,91.101,6.24125,14.2425,8.12575
4,18.75,0.129,2.5,2.89,0.4945,2.78725,-20.5125,22.91,9.45,12.5,73.85,8.46,91.101,3.95675,13.39875,8.2145
4,19.25,0.944,-0.255,5.02,0.4565,2.36375,-27.2525,1.113,0.30825,11.6475,74.5,7.14,91.17525,2.01575,12.6575,8.358
4,19.75,1.228,-0.4825,6.38,0.4315,2.3265,-26.86,0,0,10.895,74.975,6.09,91.17525,0.42325,11.8875,8.40125
4,20.25,1.6765,-0.1725,4.24,0.3945,2.37375,-26.525,0,0,10.2325,75.575,5.4025,91.27575,-1.23925,10.99625,8.339
4,20.75,0.6865,1.28,5.24,0.3395,2.4475,-24.675,0,0,9.8075,75.8,4.805,91.27575,-2.1735,10.41875,8.245
4,21.25,0.8845,0.63,4.64,0.317,1.981,-26.4225,0,0,9.5325,76.175,4.405,91.27575,-2.53925,9.86875,8.1165
4,21.75,0.754,0.4,4.92,0.311,2.21475,-23.4525,0,0,8.9575,77.325,3.93,91.27575,-3.08575,9.2525,8.044
4,22.25,0.8995,1.29,6.45,0.264,1.86225,-23.685,0,0,7.8275,78.325,3.5,91.27575,-3.49075,8.735,8.02775
4,22.75,1.313,-1.08,2.81,0.295,1.836,-23.56,0,0,7.2575,79.025,3.335,91.27575,-3.78325,8.27,7.987
4,23.25,1.8635,0.63,3.67,0.278,2.17725,-24.21,0,0,7.115,79.75,2.99,91.301,-4.1895,7.93125,7.97875
4,23.75,1.438,1.42,3.38,0.2715,2.01475,-26.01,0,0,6.20575,81.075,2.855,91.27575,-4.59525,7.69125,7.90975
