DOY2,HR2,NETRAD,G,LE,H,FC,USTAR,CO2,H2O,T_SONIC,PA,TA_1_1_1,RH_1_1_1,WS_1_1_1,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_OUT,PPFD_IN,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_3_1_1,TS_3_2_1,TS_4_1_1,TS_4_2_1
1,0.25,-113.7684,-49.6545275,-6.31768,-92.85275,-0.2527325,0.0687225,377.024,2.06,-1.1308,86.541,-1.58065,11.59121,0.3479125,-2.76825,0,213.09778,288.42,-0.180435,-3.4010375,0.157885,1.75265,2.899875,3.8767475,5.8696925,8.041,0.843185,2.4381,7.9355,8.91,6.377,9.1875
1,0.75,-113.692465,-50.0786,-5.30335,-88.245,-0.25894,0.068045,377.013,1.882,-1.191745,86.53635,-1.8114,11.2926,0.4625625,-2.61829,0,213.65121,288.26,-0.191235,-3.6756125,0.0482900000000001,1.68045,2.86315,3.9127,5.8515675,8.04125,0.81186,2.3782,7.931125,8.90875,6.397375,9.1875
1,1.25,-113.786915,-48.332925,-4.961455,-86.5591575,-0.3146025,0.067605,376.959835,1.803025,-1.4871525,86.52079,-1.9035,10.60045,0.461555,-2.77238,0,212.53753,287.89,-0.18669,-3.5187675,-0.014635,1.6175,2.8349,3.9135,5.84139,8.04,0.62168,2.3379,7.931,8.90875,6.415375,9.1875
1,1.75,-115.13411,-52.6542,-5.24016,-86.15307,-0.2835975,0.0598,376.82235,1.780405,-1.313,86.5571,-2.007,10.474,0.4082875,-2.72637,0,211.64056,287.235,-0.183435,-3.495835,-0.13711,1.624175,2.84115,3.9249,5.8234425,8.04125,0.452935,2.297425,7.93225,8.89875,6.42925,9.1875
1,2.25,-112.645435,-50.214425,-6.04381,-88.290225,-0.2380375,0.06122,376.82983,1.8215,-1.30395,86.5474,-1.824,10.856,0.40232,-2.65212,0,211.758175,287.959615,-0.18756,-3.5124975,-0.137585,1.529825,2.80985,3.947875,5.8234425,8.04125,0.412965,2.252275,7.934625,8.8975,6.43825,9.1875
1,2.75,-112.642855,-53.2199,-6.364855,-85.3963675,-0.29516,0.0667475,377.0726075,1.9202,-1.444995,86.5627475,-1.8848,10.74392,0.3908575,-2.71301,0,211.9909,286.885,-0.18756,-3.1366825,-0.37197,1.4838,2.77585,3.969,5.803885,8.04125,0.50606,2.24255,7.936,8.89625,6.4585,9.19625
1,3.25,-112.668085,-53.00075,-5.2288125,-85.70784,-0.239145,0.06733575,377.11427,1.9525,-1.43575,86.5700225,-2.0222,10.64923,0.3581175,-2.615765,0,212.128875,286.835,-0.176145,-3.33568,-0.38887,1.49495,2.74465,3.9908,5.802585,8.0416375,0.416065,2.2091,7.941,8.8875,6.476375,9.19625
1,3.75,-112.501,-52.856775,-6.1411,-82.56781,-0.2781375,0.063247,376.8736,1.922,-1.677715,86.5766,-2.1828,10.661,0.42636,-2.62601,0,212.536725,286.62,-0.177435,-3.5792575,-0.604425,1.504,2.7478,4.0385,5.795635,8.0328875,0.228315,2.1817,7.937875,8.88625,6.47025,9.19625
1,4.25,-112.50868,-48.0526,-5.8424275,-93.6598,-0.2825,0.0661575,377.4078825,1.901825,-1.412055,86.5682,-2.0772,10.902,0.4254,-2.711575,0,212.072175,285.520025,-0.1788,-3.448345,-0.872,0.72285,2.4793,4.0268,5.817565,8.0328875,0.017475,1.41345,7.94375,8.885,6.465875,9.19625
1,4.75,-112.98333,-47.108375,-5.87422,-87.6361375,-0.32706,0.07024,377.1729225,1.7637775,-1.44092,86.554275,-2.0254,10.89625,0.48258,-2.763005,0,211.736085,284.79858,-0.17787,-3.099365,-0.92125,1.01135,2.5148,4.0391,5.818065,8.0328875,0.00547500000000002,1.4444,7.93875,8.87625,6.46,9.19625
