DOY2,HR2,FC,LE,H,SW_IN,TA,TS_1_1_1,RH,USTAR,PA,SW_OUT,NETRAD,PPFD_IN,PPFD_OUT,TS_2_1_1,WS,G_1_1_1,G_1_1_2,G_2_1_1,G_2_1_2,SG_1_1_A,SG_2_1_A,CO2
1,0.25,0.347574702,3.802669325,-0.540664,0,-8.26,-3.548,75.28,0.281261309,90.6,0.73975,-1.296,0,0.91083375,-2.753,5.164,-3.345,-5.7045,-4.609,-2.9175,-4.533125,-3.753375,417.5
1,0.75,0.3207094865,3.425547316,-1.529024091,0,-8.21,-3.504,75.52,0.2932965,90.6,0.779,-1.13925,0.0942599,0.735928,-2.644,4.956,-3.226,-5.599,-4.511,-2.741,-4.47,-3.6145,417.175
1,1.25,0.314221693,3.304136558,0.476012,0,-7.871,-3.502,75.84,0.29355313,90.6,0.824,-1.311,0.08796393,0.734132,-2.637,4.748,-3.429,-5.673,-4.616,-2.909,-4.527,-3.7735,417.025
1,1.75,0.276917,3.68479,0.32079,0,-8.05,-3.5,75.24,0.31586,90.6,0.809,-1.044,0.094143834,0.744875,-2.681,4.762,-3.498,-5.717,-4.686,-2.958,-4.5835,-3.8485,417.225
1,2.25,0.341454872,2.91644506075,1.97609579175,0,-7.81,-3.483,75.03,0.302629495,90.6,0.737,-1.00825,0.085765293,0.735871,-2.724,4.931,-3.458,-5.729,-4.716,-2.98,-4.6185,-3.8295,417.15
1,2.75,0.303523439,4.5759344165,2.633575,0,-7.702,-3.499,75.33,0.294009,90.6,0.797,-1.17375,0.0891304,0.726623,-2.715,4.889,-3.477,-5.699,-4.723,-2.97,-4.646,-3.8495,417.1
1,3.25,0.350102239,3.23623451875,-0.003465,0,-7.824,-3.441,75.36,0.28519548475,90.6,0.724,-1.287,0.0820569,0.723547,-2.6855,4.73,-3.485,-5.716,-4.74,-2.994,-4.6635,-3.8915,417.1
1,3.75,0.27371227,3.601044462,1.42899,0,-7.834,-3.471,75.4,0.2769894755,90.6,0.81,-1.291,0.0995482,0.713145,-2.719,4.905,-3.52,-5.73,-4.725,-2.933,-4.6795,-3.837,417.1
1,4.25,0.191958262,3.4649675,2.61934533325,0,-7.742,-3.49,75.59,0.306884,90.6,0.749,-1.188,0.0829829,0.761424,-2.702,4.964,-3.517,-5.729,-4.715,-2.953,-4.693,-3.845,417.4
1,4.75,0.3322303675,3.94832,3.7439325175,0,-8.1,-3.506,75.88,0.329740729,90.6,0.664,-1.036,0.095269085,0.740022,-2.717,4.818,-3.524,-5.724,-4.712,-2.934,-4.7005,-3.8605,417.225
1,5.25,0.321923101,3.8442225,3.7166625,0,-8.06,-3.507,75.96,0.306019099,90.55,0.719,-1.321,0.0831192,0.739685,-2.692,4.693,-3.534,-5.728,-4.707,-2.936,-4.702,-3.8945,417.3
1,5.75,0.3073801825,2.927105,3.631302195,0,-7.999,-3.578,75.36,0.281439107,90.5,0.755,-1.162,0.093004688,0.712471,-2.692,4.73,-3.496,-5.67,-4.708,-2.965,-4.688,-3.92,417.45
1,6.25,0.306309168,3.9527625,3.39796,0,-8.12,-3.571,75.68,0.321451815,90.55,0.678,-1.20575,0.0894999,0.729946,-2.695,4.811,-3.506,-5.683,-4.705,-2.966,-4.6815,-3.942,417.35
1,6.75,0.25007342625,3.388655,2.7655,0,-8.01,-3.539,74.99,0.300312,90.55,0.686,-1.05875,0.09831932725,0.698984,-2.7085,4.987,-3.488,-5.668,-4.698,-2.952,-4.6625,-3.9655,417.25
1,7.25,0.16293723075,4.04267,4.8808625,0,-8.24,-3.518,75.08,0.30425325,90.55,0.738,-1.229,0.091197751,0.734431,-2.6895,4.773,-3.475,-5.635,-4.722,-2.899,-4.623,-3.959,417.425
1,7.75,0.31957977375,3.47805295425,3.5276946565,0,-8.39,-3.536,75.05,0.3089985,90.5,0.747,-1.37,0.09752415,0.681131,-2.6665,4.76,-3.498,-5.708,-4.744,-2.91,-4.75,-3.965,417.3
1,8.25,0.303208757,3.99236,0.35234558625,0,-8.33,-3.453,75.2,0.279086709,90.5,0.787,-1.26175,0.0326396,0.869891,-2.6435,4.82,-3.561,-5.736,-4.718,-2.85,-4.8145,-3.991,417.3
1,8.75,0.2769079115,3.14513,-0.0685,0,-8.32,-3.4145,75.26,0.2787925,90.5,0.809,-1.104,0.053698966,0.837081,-2.5935,4.717,-3.543,-5.736,-4.732,-2.823,-4.713,-3.9405,417.5
1,9.25,0.24074939125,3.365075,1.568935,0,-8.25,-3.3875,75.03,0.2700248605,90.5,0.761,-1.003,0.06076745,0.923263,-2.5545,4.783,-3.517,-5.755,-4.741,-2.843,-4.571,-3.9595,416.9
1,9.75,0.26214084325,3.791562862,3.312605,0,-8.05,-3.444,75.41,0.307572946,90.5,0.926,-1.36475,0.103737,1.0716,-2.548,4.529,-3.477,-5.757,-4.739,-2.847,-4.5985,-3.976,417.05
1,10.25,0.37013155,4.43916,2.1614098065,0.0235,-8.22,-3.4565,75.89,0.313994,90.5,1.378,-1.125,0.36089252,2.34483,-2.5215,4.699,-3.495,-5.765,-4.793,-2.851,-4.5395,-3.98,417.3
1,10.75,0.2479781755,3.12364659625,1.5357425,1.2595,-8.51,-3.4295,74.96,0.296634,90.5,2.752,-1.013,3.411836402,6.49638,-2.5315,4.607,-3.505,-5.778,-4.824,-2.867,-4.648,-3.9615,417.325
1,11.25,0.177891,3.565910672,2.74426,4.1,-8.11,-3.3865,74.98,0.270910629,90.5,5.521,-1.29125,9.71142541425,13.3415,-2.5045,4.596,-3.509,-5.773,-4.83,-2.899,-4.676,-3.948,417.15
1,11.75,0.1849971345,2.71458,2.351500003,7.653,-8.07,-3.323,75.27,0.29000184,90.5,8.69,-1.255,17.43009197,22.1982,-2.525,4.637,-3.52,-5.78,-4.847,-2.923,-4.71,-3.902,417.1
1,12.25,0.25284812325,3.7003,4.1321275,10.58,-8.1,-3.3315,75.49,0.312673,90.525,11.47,-0.978,25.2351,30.4725,-2.52,4.523,-3.524,-5.783,-4.886,-2.932,-4.6825,-3.9265,417.1
1,12.75,0.2764024435,3.6483737635,0.26129325,13.94,-8.05,-3.331,75.15,0.2995123505,90.525,13.68,-0.5535,28.00892007,36.1706,-2.5685,4.711,-3.532,-5.713,-4.884,-2.93,-4.7495,-3.9895,417.2
1,13.25,0.2555043575,3.95028926875,0.740741397,14.725,-8.05525,-3.3855,75.205,0.29961,90.55,14.2425,-0.714,29.9175909925,36.09775,-2.584,4.881,-3.502,-5.7435,-4.847,-2.95175,-4.684625,-4.011375,417.425
1,13.75,0.2720882995,3.4364555745,2.341245,14.36,-8.05075,-3.37725,75.4925,0.291843206,90.5,15.585,-0.434,27.03006524,36.05405,-2.514,4.854,-3.50975,-5.767,-4.85925,-2.96475,-4.652875,-4.0545,417.6
1,14.25,0.29030122975,3.025795863,-0.567454,9.02,-8.14,-3.35975,74.8075,0.2914918815,90.5,11.1525,-0.33,20.96406708,27.9246,-2.553,4.98125,-3.5345,-5.75075,-4.8425,-2.9855,-4.6125,-4.018375,417.2
1,14.75,0.316720374,3.417695,-0.0228079785,5.148,-8.267,-3.4435,74.6675,0.3246225,90.5,7.6865,-0.468,12.1848,18.67355,-2.5535,4.9315,-3.562,-5.77375,-4.85425,-2.989,-4.599875,-4.013,417.4
1,15.25,0.356247401,3.641615208,1.674269791,2.38675,-8.255,-3.485,74.65,0.30432195725,90.5,4.4515,-1.1145,5.15961,10.31245,-2.667,5.0045,-3.5975,-5.819,-4.884,-3.0385,-4.64525,-4.03925,417.65
1,15.75,0.277776,4.1306732255,1.375347204,0.419,-8.34,-3.512,74.91,0.290136,90.5,2.122,-0.818,1.0112449445,3.85136,-2.6535,4.954,-3.622,-5.813,-4.848,-3.026,-4.6155,-4.024,417.85
1,16.25,0.294103,4.1204668615,1.562595,0,-8.2,-3.445,75.02,0.29223096225,90.5,1.141,-0.9825,0.1619595,1.35642,-2.6625,4.889,-3.614,-5.822,-4.869,-3.053,-4.617,-4.022,417.7
1,16.75,0.284667928,4.58050963,0.41828491375,0,-7.777,-3.466,74.99,0.31050425,90.6,0.829,-1.2295,0.11096948075,0.775542,-2.7125,4.987,-3.588,-5.799,-4.861,-3.059,-4.665,-4.0185,417.4
1,17.25,0.2583114505,4.26465544225,0.38879776,0,-8.25,-3.485,74.92,0.30174,90.6,0.883,-1.1935,0.08432889925,0.725859,-2.709,5.137,-3.568,-5.764,-4.857,-3.071,-4.6895,-4.0175,417.425
1,17.75,0.189813,3.4273141475,0.162622777,0,-8.15,-3.5185,74.9,0.312116,90.6,0.877,-1.09725,0.09112049125,0.696637,-2.707,5.007,-3.562,-5.777,-4.847,-3.063,-4.685,-4.014,417.1
1,18.25,0.2256219835,3.199615224,1.63395598025,0,-7.991,-3.4875,75.07,0.303925728,90.55,0.862,-1.196,0.0835119,0.73231,-2.678,4.855,-3.582,-5.864,-4.848,-3.03,-4.6875,-4.037,417.2
1,18.75,0.256022766,3.5138865685,1.096366495,0,-8.18,-3.467,75.16,0.307537992,90.5,0.768,-1.0005,0.09162415425,0.724154,-2.7145,5.113,-3.597,-5.844,-4.83,-2.994,-4.6885,-4.0935,417.45
1,19.25,0.253561551,4.53911,2.58227,0,-8.35,-3.493,75.18,0.309496,90.575,0.749,-1.0875,0.0791777095,0.707401,-2.7345,5.03,-3.585,-5.811,-4.823,-3.001,-4.663,-4.064,417.4
1,19.75,0.27683946325,4.04442097525,0.601359871,0,-8.46,-3.517,75.06,0.310014,90.575,0.766,-1.043,0.0920816,0.688444,-2.7285,5.178,-3.58,-5.792,-4.822,-3.01,-4.7065,-4.083,417.625
1,20.25,0.336569,3.490695,0.77101052675,0,-8.34,-3.571,74.78,0.3120745,90.6,0.774,-1.0065,0.0758163,0.720084,-2.7125,5.08825,-3.595,-5.776,-4.812,-3.02,-4.6965,-4.0655,417.4
1,20.75,0.2848868115,3.895157608,-0.3996155,0,-8.4,-3.604,75.1,0.3175095,90.6,0.786,-1.16125,0.08972024775,0.697957,-2.7335,5.016,-3.599,-5.761,-4.799,-3.028,-4.7185,-4.0405,416.8
1,21.25,0.184992448,3.7244902705,0.6494385,0,-8.55,-3.5675,75.15,0.3018115,90.6,0.766,-1.348,0.08331125,0.703555,-2.7235,5.022,-3.579,-5.744,-4.797,-3.038,-4.7085,-4.0075,417.45
1,21.75,0.3184817965,4.00824,1.3554675555,0,-8,-3.5965,75.11,0.31869639875,90.6,0.742,-1.604,0.0906946,0.684146,-2.7275,5.134,-3.595,-5.784,-4.799,-3.032,-4.714,-3.965,416.9
1,22.25,0.332394347,3.559712409,0.74699537675,0,-8.35,-3.5495,75.33,0.330576,90.625,0.819,-1.22025,0.079202931,0.701159,-2.7005,5.161,-3.583,-5.776,-4.797,-3.001,-4.726,-3.94,416.9
1,22.75,0.23566575,3.200305688,0.468152,0,-8.23,-3.5955,75,0.3160055,90.7,0.795,-1.019,0.099366875,0.679197,-2.7365,5.083,-3.574,-5.765,-4.806,-3.033,-4.7435,-3.911,416.9
1,23.25,0.2924870665,4.185792094,0.685377,0,-8.32,-3.558,75.39,0.32208555675,90.6,0.767,-1.10275,0.07729685,0.706969,-2.7575,5.225,-3.553,-5.754,-4.787,-3.064,-4.734,-3.881,416.9
1,23.75,0.356071603,3.2143,0.8492375,0,-8.15,-3.6015,75.38,0.29410939475,90.6,0.739,-1.09675,0.0905112,0.779625,-2.78,5.114,-3.55,-5.717,-4.757,-3.074,-4.7465,-3.8435,417.3
2,0.25,0.3384676535,2.216197568,1.67594,0,-8.88,-4.818,76.36,0.2933222835,90.675,0.78,-0.5735,0,0.753391,-4.627,4.874,-2.212,-3.6935,-3.325,-2.0705,-3.05575,-2.6705,421.4
2,0.75,0.223983,2.430943629,4.34375862,0,-8.6,-4.8475,76.53,0.305537583,90.7,0.794,-0.771,0.092812204,0.513451,-4.602,4.746,-2.098,-3.666,-3.261,-2.0045,-2.97475,-2.601,420.7
2,1.25,0.2313244745,1.633939179,2.2387,0,-8.75,-4.8715,76.96,0.32548175575,90.7,0.663,-0.556,0.0811827,0.544316,-4.577,4.836,-2.346,-3.7415,-3.4425,-2.103,-3.11625,-2.74775,421.1
2,1.75,0.27475996,2.30264813375,1.443487912,0,-8.95,-4.8745,77.22,0.310234,90.7,0.733,-0.99825,0.085693664,0.524593,-4.624,4.832,-2.4335,-3.7715,-3.501,-2.1635,-3.139,-2.8065,421.15
2,2.25,0.29890125,1.3149561775,2.0368265125,0,-8.95,-4.859,77.41,0.31392623,90.7,0.773,-1.053,0.07182420775,0.538225,-4.624,4.881,-2.463,-3.7625,-3.5785,-2.2475,-3.16725,-2.8815,422.7
2,2.75,0.206437663,1.42261,0.99480116725,0,-8.71,-4.912,77.03,0.29246025275,90.7,0.751,-0.8585,0.09231845,0.510896,-4.67,4.847,-2.4815,-3.7965,-3.5825,-2.2085,-3.197,-2.88575,422.325
2,3.25,0.240518331,2.2707808765,3.94004,0,-8.84,-4.9125,76.73,0.31028040525,90.7,0.822,-0.7175,0.07237105,0.542886,-4.638,4.887,-2.51,-3.823,-3.5885,-2.2185,-3.24075,-2.913,422.2
2,3.75,0.2714545,2.47615932075,1.240925,0,-8.99,-4.9185,77.07,0.2810752575,90.625,0.751,-0.9115,0.08907174525,0.499945,-4.681,4.997,-2.5205,-3.8285,-3.6235,-2.23,-3.172,-2.96725,421.65
2,4.25,0.262055398,2.9093281075,4.6317125,0,-8.97,-4.929,77.14,0.316953755,90.7,0.758,-0.87425,0.076048,0.526227,-4.643,4.775,-2.527,-3.8145,-3.624,-2.2445,-3.1835,-2.991,421.3
2,4.75,0.207123152,1.825069787,5.942921158,0,-8.59,-4.938,76.44,0.29784,90.7,0.736,-1.1755,0.10166125,0.501447,-4.723,4.866,-2.525,-3.8285,-3.6265,-2.2635,-3.17575,-2.989,420.9
2,5.25,0.226543184,2.0381315525,2.85922448175,0,-8.54,-4.891,76.92,0.280779,90.625,0.694,-1.31575,0.0847911,0.566464,-4.708,4.607,-2.515,-3.8635,-3.621,-2.278,-3.21,-3.00425,421.3
2,5.75,0.2539273615,1.7471625,3.639452673,0,-8.47,-4.9415,76.93,0.2755989415,90.625,0.705,-0.86875,0.0907306,0.535729,-4.68,4.518,-2.5195,-3.903,-3.6165,-2.291,-3.2035,-2.98175,421.15
2,6.25,0.23883978975,2.012600539,3.495824863,0,-8.3475,-4.90025,75.99,0.26788666275,90.6,0.752,-0.936,0.07868805,0.54026625,-4.67075,4.812,-2.513,-3.9075,-3.63,-2.30025,-3.229125,-2.9895,420.75
2,6.75,0.2808563925,1.6997775895,2.30343604275,0,-8.18,-4.86325,76.3225,0.26887665025,90.6,0.72575,-1.098,0.093194525,0.524549,-4.713,4.79,-2.52525,-3.94475,-3.61625,-2.298,-3.247625,-2.959375,420.8
2,7.25,0.199454509,1.864645,3.81441,0,-8.12875,-4.83975,76.61,0.293636921,90.625,0.749,-0.944,0.0880084585,0.57783675,-4.611,4.847,-2.531,-3.964,-3.623,-2.30075,-3.298625,-2.974,420.6
2,7.75,0.195413365,1.7091748165,4.69846,0,-8.04,-4.886,76.74,0.311423499,90.6,0.794,-0.986,0.143226952,0.766933,-4.657,4.737,-2.534,-3.974,-3.616,-2.3275,-3.2905,-2.9845,420.2
2,8.25,0.255324257,0.954908042,5.6789543415,0.2595,-8.33,-4.839,76.7,0.299674,90.7,1.468,-1.169,0.583937713,2.34356,-4.648,4.551,-2.5625,-4.001,-3.627,-2.3485,-3.307,-2.95625,420.8
2,8.75,0.30180589,1.53700154525,2.22095398425,3.6875,-8.47,-4.7905,77.07,0.28545689,90.7,4.314,-1.12725,6.9926118665,11.2947,-4.646,4.645,-2.574,-4.019,-3.6135,-2.326,-3.32125,-2.91975,420.35
2,9.25,0.2671615595,2.20601294525,1.7662922475,11.765,-8.46,-4.8085,76.43,0.3022525,90.675,11.89,-0.93825,24.2340631875,32.8095,-4.586,4.769,-2.575,-4.014,-3.6215,-2.346,-3.32475,-2.91875,419.9
2,9.75,0.3714033945,2.0123878095,0.917054,28.35,-8.53,-4.837,76.7625,0.286693141,90.7,24.1625,-0.48,55.363794785,60.41285,-4.62775,4.70675,-2.6125,-3.9935,-3.62425,-2.353,-3.323875,-2.927375,419.45
2,10.25,0.2379682775,1.5804828735,3.532915,63.845,-7.97175,-4.8395,76.545,0.283058071,90.6,40.115,3.842,99.6423,101.06825,-4.68075,4.83425,-2.61275,-4.01475,-3.60975,-2.34275,-3.318,-2.915625,419.2
2,10.75,0.249673817,0.9965335,2.6326576585,103.3,-7.76925,-4.85475,75.8775,0.27102525,90.65,60.395,10.2075,148.301493325,148.51225,-4.74525,4.8885,-2.563,-3.9755,-3.59325,-2.3425,-3.2865,-2.900625,419.6
2,11.25,0.3080419405,1.159877885,4.372342654,128.7,-7.933,-4.8395,75.35,0.292869,90.7,79.23,18.33,203.19752465,199.972,-4.759,4.927,-2.5145,-3.984,-3.564,-2.3605,-3.21825,-2.91075,421
2,11.75,0.263625833,1.306595414,2.7261199975,148.8,-7.737,-4.8875,75.42,0.28544820025,90.7,96.75,24.4825,244.23975,243.219,-4.757,4.8955,-2.4905,-3.995,-3.574,-2.3695,-3.212,-2.89675,421.1
2,12.25,0.250513,1.61061,2.6183125,171.575,-7.688,-4.872,75.83,0.287084,90.7,112.2,26.745,263.569,280.9855,-4.753,4.78725,-2.4975,-3.9885,-3.5485,-2.3375,-3.213,-2.88825,419.925
2,12.75,0.324654,2.3123108225,2.245799835,175.6,-7.71125,-4.8665,75.3025,0.2862955,90.7,125.6,28.15,276.9302237,299.852,-4.71975,4.7985,-2.541,-3.92525,-3.531,-2.37675,-3.21925,-2.865,419.8
