DOY2,HR2,USTAR,TA,WS,NEE,FC,SC,H,LE,SLE,G,TS_1,TS_2,TS_3,RH,PA,CO2,NETRAD,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O,TAU,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC,T_SONIC_SIGMA,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1
1,0.25,0.05559238956,-9.04525,0.72526855,-1.2172235558,-1.270968,-0.28252777735,-76.38169,-16.7634625,-1.8170962072,-8.0496157234,-1.8954,-1.39485,-1.074,25.1958171436,79.6985225,348.87686404775,-91.70915,0,0,0.09980564,177.5175,252.61,1.38068213734,-0.9530327,0.27904448452,0.23236205406,0.082831785585,-8.8297,0.077879651315,-1.129825,0.339975,1.52515,2.668875,3.49755,4.22495,4.650825
1,0.75,0.0607692375,-9.39625,0.515666225,-1.0814133998,-1.05951105,-0.497583333,-101.926625,-14.1637625,-1.3258149022,-8.02675614,-1.8872,-1.40715,-1.1042,24.5510198911,79.68735,348.84538540175,-93.28295,0,0,0.057425,177.635,252.475,1.56402804473,-1.0895551976,0.2703630843525,0.22252794132,0.094666774255,-8.98185,0.0797284809675,-1.129825,0.339975,1.52515,2.668875,3.49755,4.22495,4.650825
1,1.25,0.06879962,-9.6815,0.5441374,-1.33753466125,-1.37852355,-0.652767051775,-84.08735,-22.677675,-1.4332718891,-8.044010555,-1.8784,-1.41945,-1.118,23.3823942748,79.67705,349.04921422275,-96.4007242375,0,0,0.11135,178.61,252.3575,1.515334911905,-0.856163,0.2220124715875,0.23671748693,0.07967067831,-9.296,0.0689720975825,-1.151675,0.3454625,1.51595,2.6653875,3.488225,4.2239,4.6411
1,1.75,0.0669479,-9.54,0.532239825,-1.237037778,-1.285053,-0.567388889,-95.08405,-14.0944,-1.5657077851,-8.318186759,-1.87,-1.4308,-1.1182,24.00195407675,79.6683,348.820053964,-94.975625,0,0,0.210175,178.5325,250.86790575,1.4477521504,-0.84027375,0.2991388372575,0.2584552395975,0.092249001955,-9.3036,0.0696919942525,-1.173525,0.35095,1.50675,2.6619,3.4789,4.22285,4.631375
1,2.25,0.0627949975,-9.25,0.3899213,-0.97298299985,-0.99681985,-0.540225000325,-82.92165,-15.07238,-2.2677266746,-8.815950653,-1.862,-1.44405,-1.1356,23.985189712375,79.7132,349.35210387,-94.44665,0,0,0.080216085,177.4875,250.1925,1.4987467079,-0.7315145,0.2770835834125,0.29070216289,0.0929596325225,-9.1212,0.0748001868425,-1.1906625,0.3484125,1.5060875,2.66075,3.483625,4.222,4.63055
1,2.75,0.0558566975,-9.34475,0.4647085,-1.741451333025,-1.7120805,-0.32799861155,-87.3398925,-12.0490375,-2.0171981532,-9.3531680146,-1.8534,-1.45725,-1.1596,24.450795816475,79.7043,349.3907351455,-96.0474323675,0,0,0.014194935,178.14,252.1975,1.33906647566,-0.706495475,0.25482168265,0.21477996535,0.08293755695,-9.29205,0.085835318635,-1.2078,0.345875,1.505425,2.6596,3.48835,4.22115,4.629725
1,3.25,0.06584962,-9.218,0.466161,-1.9482676671,-1.934151,-0.3147277777,-96.31174784,-29.42931,-2.23227926385,-8.7058627835,-1.8485,-1.4802,-1.185325,24.8373277496,79.6955075,349.638222848,-95.61366118,0,0,0.0398,178.4,253.145,1.45391141825,-0.7218344,0.2251780103375,0.218154384795,0.089591045185,-8.4877,0.07531060133,-1.2195125,0.3408875,1.4946,2.6501625,3.4882375,4.2212625,4.6340375
1,3.75,0.063384575,-9.3035,0.4366149,-1.9077979443,-1.9432315,-0.2187694444,-85.32822,-16.208205,-3.1698867765,-8.539008118325,-1.84055,-1.496275,-1.20665,25.47230904225,79.67997,349.419850647,-94.01825,0,0,0.08685,177.175,252.383088,1.4832474822,-0.689927975,0.273692593,0.30011693525,0.08963504805,-9.277675,0.07460136068,-1.231225,0.3359,1.483775,2.640725,3.488125,4.221375,4.63835
1,4.25,0.06708415,-9.168,0.43759415,-1.8711085553,-1.77990775,-0.22702361145,-93.81534,-23.3615,-2.647471627325,-8.740542226,-1.839125,-1.512375,-1.22575,26.0092252683,79.674335,349.41627897,-95.06938807,0,0,0.08598767,176.74,253,1.472491762195,-0.5917646,0.2593126447925,0.2613316760775,0.1009686681575,-9.083,0.077682258715,-1.2433875,0.346325,1.4898875,2.6422875,3.4922375,4.2230125,4.632675
1,4.75,0.07982614,-9.305,0.6500337,-0.613969377525,-0.7423296,-0.277165971875,-86.0241425,-15.92826,-2.475181468,-9.031139009475,-1.863725,-1.529425,-1.244625,26.82408210935,79.6516375,349.3822701775,-95.79355,0,0,0.10163901,177.505,249.79,1.3844182654975,-0.813311225,0.2682165169975,0.27587863055,0.0885939212825,-9.311,0.069160211005,-1.25555,0.35675,1.496,2.64385,3.49635,4.22465,4.627
