DOY2,HR2,CO2,H2O,FC,NEE,CH4,FCH4,H,LE,G_1_1_1,G_2_1_1,WS,USTAR,W_SIGMA,V_SIGMA,U_SIGMA,T_SONIC,T_SONIC_SIGMA,PA,RH,TA,TS_1_1_1,TS_2_1_1,NETRAD,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT
1,0.25,400.560067833007,10.3602084858644,1.87145023894232,1.87145023894232,2306.09915,12.539154523225,18.851283,36.1323790643039,13.3005264999999,25.7266722499998,7.797261,0.528989,0.649897,1.486587,1.844195,5.7918,0.467056,101.799,95.620941935,9.50373289999999,4.13121737499999,4.98918452499999,6.62948972499998,0,0,0,355.957855,356.73684
1,0.75,400.190085583023,6.05029263855772,1.64423723641279,1.64423723641279,2313.534675,36.5139031872625,18.19309025,48.7790178471774,11.888551825,27.7548754999998,7.509871,0.516205,0.62779,1.35982425,1.84793025,8.86408374999999,0.38572025,101.47525,96.0973125175,9.195336375,4.024252325,4.97059959999999,4.36302317499998,0,0,0,357.9064725,357.8245625
1,1.25,399.80940867618,10.4304862058556,3.68591550806033,3.68591550806033,2320.9702,60.4886518513,26.5385,49.6880449305682,10.965492025,33.8337587499998,7.743363,0.51441825,0.661849,1.39369675,1.99366575,7.59840725,0.6184515,101.3819,95.55723775,9.09473725,3.91411025,4.95251882499999,4.08075287499999,0,0,0,358.306645,356.9541525
1,1.75,403.834769986397,9.28762027209008,2.17875242077284,2.17875242077284,2310.7305,50.29107481,16.31758,51.2812439145451,10.182323225,38.2128309999998,8.14427475,0.651400499999999,0.73260875,1.386924,2.0808695,7.73928674999999,0.391481,101.81635,95.6880615,10.069645975,3.8381289,4.93060799999999,4.686359,0,0,0,363.7270975,361.9546525
1,2.25,403.516089243178,6.2474113473186,1.37745424158431,1.37745424158431,2323.6375875,48.8392267447875,18.3514,46.5101583547145,10.58030325,36.9806099999997,8.312683,0.5152815,0.69902725,1.35329725,1.86027975,8.56698799999999,0.446823,101.8766,95.97757576,9.8935531,3.988453075,4.83131577499999,5.19990827499999,0,0,0,363.199285,360.9959975
1,2.75,401.469671725024,10.3850318756579,2.15462914107152,2.15462914107152,2336.544675,47.387378679575,15.0211575,47.3797928246832,11.2248279,34.3361804999998,7.563773,0.53858,0.7355305,1.39230475,1.85642525,11.63333575,0.50483125,101.9031,95.79338849,10.191157125,4.15260405,4.72532039999999,3.72730029999999,0,0,0,365.56252,362.4921625
1,3.25,405.599128807095,9.83848137426971,2.18909159813524,2.18909159813524,2347.575525,18.257223972505,15.76259,52.9002109776006,11.7208494,38.4467374999997,7.430542,0.507254,0.720115,1.559754,1.849208,11.189444,0.531458,101.7399,95.67705395,9.255410075,4.3905254,4.61309444999999,2.267550125,0,0,0,360.6290775,358.8127125
1,3.75,399.374559234423,10.3929156630538,3.08102668670375,3.08102668670375,2327.549675,46.57470162505,16.85247,64.3200938104973,10.56842455,34.2387254999998,9.44549849999999,0.635958249999999,0.78041325,1.62337125,2.180445,11.47719475,0.6424905,101.605275,95.34975793,9.2833739,4.629113875,4.49855584999999,4.68155659999998,0,0,0,360.9560075,359.3360375
1,4.25,401.669117117731,9.35204337467842,2.20566514256144,2.20566514256144,2334.3418,40.870499204,20.7744175,41.9367588853016,9.17623659999999,29.1682202499998,9.47835,0.56626,0.79908,1.51374,1.97558,7.03026,0.69474,101.675,95.730203,9.133776,4.85849645,4.384783,2.97748847499999,0,0,0,357.103395,354.08694
1,4.75,400.874603680587,6.25871500263793,2.27546550460111,2.27546550460111,2356.599475,27.15125594055,20.23619,49.7502284394988,12.10734175,29.2506624999999,6.573617,0.581301,0.722628,1.191023,1.636011,5.148177,0.357145,101.536,95.547440195,9.21611647499999,4.883814475,4.29445225,2.785384375,0,0,0,356.344005,354.6324775
