DOY2,HR2,CO2,H2O,CH4,FC,FCH4,H,LE,WS,USTAR,TAU,V_SIGMA,W_SIGMA,T_SONIC,T_SONIC_SIGMA,PA,RH,TA,VPD,TS_1_1_1,TS_2_1_1,TS_3_1_1,TS_1_2_1,TS_2_2_1,TS_3_2_1,TS_1_3_1,TS_2_3_1,TS_3_3_1,TS_1_4_1,TS_2_4_1,TS_3_4_1,TS_1_5_1,TS_2_5_1,TS_3_5_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD,PPFD_IN_1_1_1,PPFD_IN_2_1_1,PPFD_OUT,PPFD_DIF,SW_IN,SW_OUT,LW_IN,LW_OUT
1,0.25,545.12785,12.4908125,3180.456,7.58331199999999,77.220155,11.817685,114.145125,6.587945,0.8942154,0.00914677424999998,1.36159,1.018271,17.28083,1.01126875,102.8335,99.0129275,12.442,6.31557499999998,10.796,10.746,10.718,10.8245,10.7245,10.79,10.82,10.7845,10.7605,10.86,10.8015,10.766,10.99,10.853,10.8115,2.07664499999999,2.20049999999999,3.38985449999996,-0.851000000000002,0.18587,0.1488125,0.12346,0,0.108213499999998,2.384811,362.46925,366.439
1,0.75,553.3756,12.35758,3348.63,5.041941,101.9968,16.7109,101.489975,6.35822,0.8886125,0.008515035,1.410514,0.9907652,17.02679,0.94756,102.8495,99.2171675,12.304,5.3926,10.7875,10.7215,10.6655,10.8245,10.71,10.7375,10.8215,10.776,10.756,10.86,10.81,10.776,10.9915,10.863,10.8245,2.009496,1.82885999999999,2.98473149999996,-0.513750000000002,0.18587,0.1488125,0.12346,0,0.309714499999999,2.438766,364.77225,366.073
1,1.25,552.584625,12.204385,3529.415,3.5293285,68.2086149999999,14.06543,93.2027,6.567694,0.8828978,0.012777595,1.314156,0.952372799999999,17.0619,1.0145712,102.8325,99.0575,12.2105,5.3753,10.783,10.693,10.705,10.8245,10.649,10.7035,10.8215,10.7745,10.7515,10.87,10.8115,10.783,10.9915,10.863,10.84,1.12744,1.52486499999999,2.73986799999997,-0.60475,0.37174,0.1488125,0.12346,0,0.14926,2.312871,364.02625,365.332
1,1.75,551.4524,12.2505,3452.63,2.978156,59.6744125,14.15023,97.3434,6.238428,0.839787,0.01574433,1.291184,0.951379199999999,16.98146,1.28418475,102.83475,99.09496,12.0135,5.603,10.77,10.6915,10.743,10.823,10.646,10.675,10.823,10.7715,10.723,10.8715,10.813,10.786,10.9915,10.8645,10.8415,1.12744,1.25265499999999,2.50313949999998,-1.0055,0.37174,0.1488125,0.141978999999999,0,-0.0634355000000006,2.44596,363.43025,366.7295
1,2.25,540.5863,12.17123,3524.796,2.83449,63.2672549999999,10.81392,94.22506,7.481231,0.809659599999999,0.0224516399999999,1.418544,0.925031699999999,17.31168,1.129505,102.85475,99.46595,11.9305,5.627125,10.7345,10.6715,10.7205,10.81,10.643,10.645,10.823,10.743,10.7045,10.8715,10.8215,10.776,10.9915,10.8645,10.8445,1.12744,1.11818,2.32010199999999,-0.808250000000001,0.288098499999999,0.13393125,0.12346,0,-0.07463,2.478333,364.4435,367.122
1,2.75,545.7778,12.1079975,3392.485,2.97592375,93.11537,7.306982,77.19755,6.582556,0.7763053,0.00691818649999999,1.3126,0.9129335,16.91866,1.251288,102.863,99.4425,12.2345,5.40725,10.7005,10.663,10.674,10.793,10.6415,10.6405,10.8245,10.7175,10.7045,10.873,10.8145,10.8015,11.0015,10.866,10.88,1.12744,1.1084,2.1988905,-0.796,0.292745250000001,0.1488125,0.12346,0,0,2.384811,364.51075,369.2075
1,3.25,537.2438,12.01706,3306.02,3.782902,63.7990349999999,9.3670345,70.95691,6.439831,0.7974266,0.00422151375,1.334098,0.9003842,17.06434,1.1974725,102.85325,99.51809,12.1345,5.2259,10.675,10.663,10.692,10.7675,10.6315,10.6515,10.8245,10.6935,10.6945,10.8645,10.816,10.803,11.0015,10.8675,10.8305,1.12744,1.25754499999999,1.88650649999998,-0.70375,0.37174,0.25298125,0.12346,0,-0.07463,2.1582,365.23075,368.156
1,3.75,542.65475,11.914725,3377.5655,3.719525,66.3908474999999,11.9786,61.5747025,5.669473,0.7283042,0.00430829375,1.400795,0.8482713,16.85894,1.248326,102.8385,99.6,11.9575,5.043825,10.682,10.6515,10.723,10.742,10.613,10.622,10.833,10.6665,10.673,10.8645,10.8245,10.7745,11.0015,10.8675,10.8305,1.12744,1.25591499999999,2.09232199999998,-0.702,0.37174,0.25298125,0.24692,0,-0.0522410000000013,2.107842,363.93,367.5685
1,4.25,546.463375,12.076525,3387.96,2.78193825,32.5903875,18.45659,65.6668299999999,5.39976875,0.75618275,0.01317869,1.2842525,0.868641125,16.9348,1.090296,102.84275,99.6685675,11.9105,4.9108,10.689,10.643,10.6945,10.7235,10.6215,10.6375,10.8315,10.648,10.6815,10.866,10.8175,10.776,11.0115,10.8675,10.8305,1.113347,1.13774,2.37704699999999,-0.702,0.18587,0.1488125,0.24692,0,0.07463,2.240931,364.394,365.329
1,4.75,539.447875,11.798475,3454.784,4.124242,44.5944075,5.74577124999999,65.45656,6.271065,0.814133,0.00843230074999999,1.33121375,0.938590375,16.61495,1.08697975,102.86325,99.82335,11.8645,4.7267,10.6945,10.6215,10.6845,10.7205,10.6,10.6415,10.83,10.652,10.6515,10.8645,10.8145,10.746,11.01,10.866,10.836,1.12744,1.1084,3.18892,-0.645999999999999,0.18587,0.1488125,0.24692,0,0,2.240931,364.788,365.166
