DOY2,HR2,CO2,H2O,CH4,FC,FCH4,G,H,LE,WS,USTAR,TAU,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,NETRAD,PPFD_IN,PPFD_OUT,SW_IN,SW_OUT,LW_IN,LW_OUT
1,0.25,399.596659025,5.547795025,1928.0177676,-2.5621542,-63.97474775,-35.825712275,-69.20074605,-8.7811715,0.308403875,0.028116325,-0.67947725,0.156404975,0.024905275,100.536,57.54,1.3098,0.0106218,7.416207425,0.09614335,0.9114,3.8016,5.2574,7.106,8.412,4.3394,4.5854,5.5012,7.174,7.9844,2.325,3.1602,4.7144,7.0326,8.214,-84.3753036,-0.352526,-0.353774,-4.4228572,-0.4233872,244.1597038,306.183376
1,0.75,404.7943561,5.200741,1976.0208758,-1.452976325,-52.554032025,-36.156636575,-87.7228104,-7.7076421,0.346249075,0.03384635,-0.411181,0.15021255,0.025654,100.518,57.544,0.8624,0.0103094,7.005952275,0.087146,0.9648,3.7592,5.1182,7.049,8.406,4.2144,4.4106,5.365,7.125,7.962,2.1908,3.061,4.5864,6.9212,8.212,-84.9324848,-0.352526,-0.353774,-4.56,-0.5947578,243.9655014,305.8313758
1,1.25,392.776795825,5.103871125,1974.368913775,-2.5708924,-58.511594025,-36.392488025,-73.0411479,-6.6470888,0.21868535,0.0262203,-0.5786445,0.14955775,0.02626615,100.556,57.974,0.6828,0.0101124,6.528322475,0.09294575,0.6704,3.6466,4.9906,6.9932,8.41,4.1124,4.3304,5.2256,7.0524,7.9368,2.0988,2.9354,4.4924,6.8234,8.202,-85.3283904,-0.352526,-0.353774,-4.2514282,-0.6250002,243.0865584,306.12197
1,1.75,409.41419825,4.92385675,1975.226029925,-1.0791186,-47.824257175,-36.538569425,-71.46160315,-7.0637803,0.309791475,0.026800275,-0.52687125,0.1397798,0.02486505,100.572,60.458,0.302,0.0101348,6.42425135,0.08218915,0.4646,3.4934,4.8644,6.9402,8.416,3.9828,4.2666,5.1088,6.9822,7.917,1.9544,2.7294,4.3636,6.7258,8.2,-85.3875314,-0.352526,-0.353774,-4.3085712,-0.4939514,241.1538142,305.5205092
1,2.25,403.67264935,4.4726167,1953.672539825,-1.465552,-64.778069125,-36.2189566,-78.43576965,-5.2956685,0.215752725,0.028007875,-0.5302112,0.149225625,0.02366965,100.5725,59.69,0.253375,0.010978,6.21036375,0.0761065,0.393269875,3.364375,4.724125,6.884125,8.41875,3.865625,4.1615,4.960375,6.937625,7.886375,1.7365,2.610375,4.228125,6.612375,8.20125,-86.778864,-0.352526,-0.353774,-4.342857,-0.270917125,240.12117175,304.382297875
1,2.75,402.447214725,4.609357475,1951.91380185,-1.236933,-64.718661125,-34.7361578,-80.2553206,-9.24742975,0.269237725,0.029569525,-0.530641375,0.1530836,0.0223475,100.56,56.06,-0.00262499999999999,0.010915375,5.988575175,0.07250435,0.343789375,3.262125,4.593375,6.825625,8.41875,3.7185,3.990125,4.843125,6.877,7.82575,1.604875,2.462875,4.12075,6.499,8.19125,-87.3865095,-0.352526,-0.353774,-4.342857,-0.472530125,239.632958125,303.435625875
1,3.25,399.737193,4.671010125,1929.5624889,-2.324418575,-51.1292431,-35.3208058,-75.04562825,-6.39544975,0.2074793,0.03145225,-0.452120175,0.15127075,0.02367015,100.5625,57.0775,0.104,0.011277625,5.9181677,0.064707875,0.356625,3.22475,4.486375,6.773625,8.42875,3.634875,3.880125,4.7495,6.7955,7.798125,1.492375,2.38725,4.003125,6.400125,8.1725,-88.26182275,-0.352526,-0.353774,-4.421428625,-0.352823,240.1154515,302.4113175
1,3.75,405.36426525,4.7110326,1927.94387895,-1.093888525,-50.937166875,-34.7623012,-69.4732516,-7.329304,0.320052975,0.02932645,-0.5328032,0.138803225,0.02467585,100.54625,59.00625,-0.045125,0.011267625,5.347548975,0.05442065,0.3824375,3.16175,4.403125,6.705875,8.435,3.47125,3.707375,4.655125,6.73375,7.783125,1.369625,2.266375,3.87425,6.305625,8.16625,-87.3571385,-0.352526,-0.353774,-4.19285725,-0.472530125,238.905354625,303.437744625
1,4.25,412.7762764,4.544834125,1944.4761488,-2.843411275,-60.4781838,-36.1229902,-73.1130501,-9.426571525,0.253065025,0.0289951,-0.3776625,0.13962265,0.024093475,100.535,61.84125,-0.221375,0.011011875,5.19451365,0.071282625,0.270315625,3.060125,4.31875,6.643125,8.42625,3.29375,3.5135,4.550625,6.64825,7.751125,1.257625,2.15075,3.745,6.2205,8.1525,-87.281939,-0.352526,-0.353774,-4.4,-0.44102825,237.60390025,302.191581375
1,4.75,410.760574,4.7009773,1946.1220958,-0.15084425,-70.463566825,-36.4356492,-74.490981,-5.12986055,0.268587175,0.027684025,-0.335787525,0.149563175,0.024507675,100.53375,60.71625,0.092875,0.010769375,4.62142645,0.06992575,0.214625,2.93025,4.215875,6.579375,8.42875,3.130625,3.359375,4.450375,6.572125,7.72225,1.11275,1.9975,3.641375,6.143375,8.1525,-85.850081125,-0.352526,-0.353774,-4.135714625,-0.453629,237.55252,302.183082625
