DOY2,HR2,H,LE,WS,USTAR,VPD,SW_IN,NEE,FC,CO2,SW_OUT,LW_IN,LW_OUT,NETRAD,TA,RH,H2O,CH4,FCH4,SC,SLE,SH,SCH4,PA,U_SIGMA,V_SIGMA,W_SIGMA
1,0.25,-33.5218135,-18.419661,0.023716,0.0203275,0.0109612575,0,-3.4698855,-3.36851675,396.513518,-0.501899,163.0276925,187.10771,-54.495358,-31.071649,73.416896,0.23736875,2015.676,-6.874014,-0.2409935,-0.60772625,-2.0516575,-1.521404,94.00568675,0.0878935,0.14387125,0.02465875
1,0.75,-27.884441,-22.5025725,0.02556025,0.02819125,0.0774925,0,-3.961335,-3.848547,398.8323605,-0.509001,163.006145,188.3371175,-51.888925,-31.048988,76.6082,0.23939625,2019.652625,-10.486467,-0.162948,-0.567136,-2.62988775,-1.078748,94.006637,0.08848625,0.11615645,0.02093125
1,1.25,-29.771825,-15.1325925,0.030762,0.01722375,0.076157,0,-1.5850715,-1.8871545,396.5927775,-0.42718125,162.2156875,188.2893,-49.058875,-30.4485965,77.86169675,0.2473515,2024.694275,-3.411922,-0.662867,-0.35845825,-2.09373725,-0.8026635,93.999748,0.09551625,0.13209,0.02079875
1,1.75,-27.43829125,-12.04764975,0.03991875,0.017582,0.074692,0,-1.84995275,-1.85999725,397.73247775,-0.4393125,161.25832,184.54188,-36.97575,-30.7365825,77.90588,0.241617,2021.955,-10.6212155,-0.12693168,-0.4203695,-1.5562575,-0.31772875,94.00144875,0.1114892625,0.11769,0.02342125
1,2.25,-22.25940775,-12.8626325,0.02464125,0.0213645,0.03781775,0,-6.27071375,-6.20979875,398.93119075,-0.5010125,160.292745,184.24399,-44.997035,-31.3557275,77.6226525,0.2318175,2018.924125,-17.75335,-0.22696475,-0.42313425,-1.73768475,-0.640117,94.00746925,0.1074595,0.1038575,0.027858
1,2.75,-31.1699695,-21.31113,0.0304255,0.01892425,0.0338290675,0,-2.053043,-2.182843,397.906266,-0.42453175,159.11068,183.95916,-59.051202,-32.2288565,76.6972625,0.214325,2020.4209,-15.416359,-0.522907,-0.45175,-1.6109725,-0.834711,93.991151,0.1264985,0.0997715,0.0203715
1,3.25,-33.1954,-19.0001835,0.0320325,0.02332175,0.0681,0,-3.708352,-3.7598,398.7248325,-0.351337,161.087165,187.97117,-59.6943,-31.17161825,75.8389,0.22926675,2022.68285,-2.499253,-0.15388475,-0.72794,-2.92723025,-0.9491225,94.004782,0.0914735,0.1063365,0.0197125
1,3.75,-32.1350565,-26.2048635,0.047747,0.02207325,0.070924,0,-2.624332,-2.601907,396.27242,-0.3940465,160.00607,187.7242,-57.46368325,-31.348475,76.2621515,0.227122,2027.52125,-13.02268125,-1.40273425,-0.442009725,-1.6449999,-1.2247825,93.970034,0.12025,0.112042,0.02332
1,4.25,-29.9437975,-13.76530325,0.0487225,0.02325875,0.066304,0,-1.913496,-1.961159,399.35462,-0.39540625,160.79722,187.07032,-43.2288125,-31.22564125,72.117425,0.23373925,2028.335625,-6.365919,-0.27815875,-0.35200975,-1.42705,-0.6782775,93.9780755,0.117824,0.10990896,0.021568
1,4.75,-31.366808,-20.308567,0.02861,0.021924,0.065115,0,-5.69644915,-5.173826075,400.105145,-0.3925625,159.835575,188.9525,-53.26925,-30.87871375,76.943409,0.233254,2019.8444,-17.01388,-1.399664,-0.311317,-2.06843775,-0.506282,94.004718,0.14103225,0.1194045,0.028701
