DOY2,HR2,FC,FCH4,LE,H,PPFD_IN,TA,TS,RH,VPD,USTAR,WS,V_SIGMA,TAU,T_SONIC,CO2,H2O,U_SIGMA,W_SIGMA,PA,LW_IN,LW_OUT,NETRAD,SW_IN,SW_OUT
1,8.75,2.032845,62.325,30.818,40.77725,402.275,19.34,16.835,76.352,10.26427,0.357475,3.933014616,0.74074074025,-0.033414675,19.573075,430.20675,1.1571305,0.96402125,0.3979985,102.83275,317.6688867745,256.295940170941,280.513243971905,352.749057315234,72.2358133433283
1,9.25,1.89730225,46.09025,47.6955,67.03425,529.975,19.7575,16.9625,73.885,10.84809,0.369675,3.97906208725,0.7520448315,-0.0224043,20.983375,429.521,1.11493125,0.9148865,0.405141,102.8625,320.352521408182,263.065527065527,364.043585107898,448.385935143288,86.9769490254873
1,9.75,1.269937,44.74475,51.955,89.90175,745.85,20.915,17.08,72.625,10.83189,0.38775,4.15378306425,0.88334296825,-0.04050255,22.163475,426.22575,1.0956065,0.9423605,0.43044375,102.89525,318.777117031399,264.194978632479,441.244946248595,535.938536953243,99.08452023988
1,10.25,1.5678915,34.086,61.167,107.887,906.1,22.8725,17.1925,69.367,10.7691,0.420275,4.31450462925,0.888520219,-0.0505711,22.7203,424.6675,1.09958675,0.99734225,0.451262,102.903,317.005470980019,273.476317663818,506.913564710857,621.461915535445,109.023425787107
1,10.75,1.587695,42.668,69.89175,126.049,1008.8,22.9575,17.175,66.086,11.55917,0.405425,4.56077471725,1.00450990175,-0.030198725,22.8911,423.0325,1.09875775,1.0497325,0.45593925,102.8975,311.956232159848,281.265669515669,538.280579450094,647.567873303167,114.831896551724
1,11.25,1.14198075,32.1775,83.384,148.08,997.7,23.58,17.54,62.833,13.13451,0.426275,4.4372322665,1.15737924075,-0.0431904,23.25145,423.91575,1.06080625,1.0619475,0.46926475,102.88425,315.330637488107,280.094907407407,593.973755769175,714.561274509804,120.587518740629
1,11.75,1.2747245,34.82625,90.8565,146.711,1112.25,23.73,17.8075,62.69725,14.1956525,0.4779,4.718507277,1.187723217,-0.056621025,23.69805,423.107,1.0757425,1.071145,0.4844575,102.865,323.072549952426,284.084757834758,619.800810567567,740.67326546003,123.19284107946
1,12.25,1.4000695,31.64525,93.9875,147.3665,1102,22.8775,18.22,61.788,13.49124,0.46225,4.92261626575,1.2190600945,-0.053091625,24.0935,421.3625,0.17266875,1.143805,0.469162,102.826,325.273073263559,301.587606837607,633.732816849494,763.393665158371,124.728635682159
1,12.75,1.18091175,31.9875,94.24775,139.243,1085.8,22.8,18.6325,57.928,14.89678,0.447375,4.6450576395,1.23448721075,-0.064762375,24.2945,419.41175,0.1744625,1.0906075,0.4817715,102.7995,327.901046622265,302.739316239316,627.710710255732,754.260935143288,123.026986506747
1,13.25,1.4573925,38.131,88.735,126.54725,1037.517184,22.0075,18.955,57.753,14.40878,0.419375,4.63263851325,1.31439099575,-0.0276111,24.4295,418.988,0.186022,1.13898,0.465061,102.763,328.894386298763,301.92735042735,601.667450211546,716.922322775264,115.254872563718
1,13.75,1.1327985,33.5725,90.461,114.8985,1026.9,23.2075,19.1525,55.442,15.05816,0.436175,4.42878773475,1.21033058075,-0.0682127,24.4237,415.289,0.190267,1.07971,0.465629,102.729,327.685061845861,300.85113960114,575.876668000841,693.934389140271,118.05772113943
1,14.25,1.39798725,37.44575,92.143,98.20475,880.625,22.6775,19.39,57.186,15.33562,0.423125,4.44006917925,1.19414902875,-0.0458721,24.2336,414.842,0.180887,1.08789,0.472785,102.678,326.111322549952,299.400284900285,526.293534228361,635.696832579185,109.403298350825
1,14.75,1.5129515,34.8735,65.8085,69.335,784.6850176,22.8475,19.6225,60.836,14.7454,0.37845,4.2351089195,1.128393152,-0.06005065,24.4234,413.73775,0.4668525,1.0464525,0.4537515,102.5695,324.290199809705,295.407407407407,466.762203739759,565.722473604827,98.9602698650675
1,15.25,1.383069,32.2485,69.945,53.11275,606.6,23.165,19.6675,61.371,14.29997,0.37915,3.8588578455,1.155905793,-0.0414416,23.8226,414.25,0.181082,0.96231,0.419377,102.605,323.232159847764,288.935897435897,403.331905314311,492.797888386124,85.7346326836582
1,15.75,1.3839495,40.611,52.013,25.31175,478.1,21.8625,19.6975,66.127,13.75282,0.356625,3.86400918,0.91956474375,-0.0346582,23.992,413.136,0.177982,0.976561,0.419889,102.568,321.647002854424,281.961538461539,312.646030717673,384.113122171946,71.4670914542729
1,16.25,1.5544175,25.6755,36.56,4.462,295,21.65,19.6575,64.748,13.6461,0.354175,3.39814290325,0.65921518775,-0.0437635,23.6593,412.051,0.17478,0.895605,0.40873,102.533,320.390104662226,275.70584045584,227.229933336499,282.478883861237,54.5613943028486
1,16.75,1.552711,20.143,17.427,-5.418,159.2,20.575,19.655,69.082,13.04152,0.320775,3.535296791,0.612419137,-0.046942575,23.5894,411.225,0.171577,0.932806,0.392298,102.54,319.983824928639,267.082621082621,131.137410254149,164.678733031674,33.8501499250375
1,17.25,1.74608675,23.365,6.8915,-8.25,44.223,19.525,19.4225,70.818,11.26463,0.286375,3.10970044825,0.36872426925,-0.0249169,23.5699,411.667,0.164621,0.851522,0.383449,102.544,318.961941008563,261.827635327635,40.1264557766366,50.0365007541478,10.7437031484258
1,17.75,1.6956395,25.827,15.34075,-8.5185,0.3980145664,20.295,19.1475,80.074,12.9744,0.275425,3.0483436635,0.455660681,-0.016782975,23.3851,409.79,0.152894,0.740385,0.331716,102.563,317.887725975262,256.242165242165,-1.53677696106695,-1.06982654600302,1.87070464767616
1,18.25,1.877447,22.7705,4.0745,-5.8635,0,20.52,19.12,73.21125,12.10541,0.27445,2.9911358585,0.39539419,-0.02125135,23.078,411.166,0.148343,0.757745,0.330411,102.573,316.032350142721,253.650284900285,-1.33656993222843,-0.651536199095023,2.36952023988006
1,18.75,1.9517485,25.0925,7.0065,-10.62725,0,19.24,19.0375,78.452,12.43186,0.2653,3.032245514,0.370560224,-0.0222741,22.899,411.066,0.145891,0.72749,0.30146,102.572,315.140818268316,248.84188034188,-1.41274321323499,-0.436610859728507,2.65781859070465
1,19.25,1.906388,32.805,11.456,-6.263,0,18.97,18.84,84.601,12.38409,0.3016,3.162838344,0.440897049,-0.021256,22.7641,412.705,0.143264,0.73187,0.337925,102.587,315.288296860133,248.918091168091,-1.41274321323499,-0.981606334841629,2.33253373313343
1,19.75,1.8032325,32.07575,6.3465,-9.211,0,18.68,18.6125,86.138,9.98053,0.2804,3.210286516,0.442561511,-0.0180678,22.9179,412.223,0.141668,0.747173,0.338169,102.603,314.933396764986,248.669515669516,-2.2182247677066,-1.29151583710407,2.54295352323838
1,20.25,1.87529725,25.854,11.8215,-9.449,0,18.47,18.3225,84.243,10.50725,0.2729,3.036025354,0.376274749,-0.0243285,23.0296,412.945,0.141621,0.795246,0.372931,102.635,284.289248334919,248.885327635328,-2.3481096454035,-1.53122171945701,2.42347076461769
1,20.75,2.09980925,45.95325,4.664,-8.4005,0,18.26,18.19,84.027,10.69957,0.2896,3.128034274,0.441981979,-0.01654445,22.8782,415.795,0.141578,0.884483,0.34692,102.659,284.937202664129,246.779202279202,-1.86089368098754,-1.46614630467572,2.12666416791604
1,21.25,1.9227015,37.551,7.41525,-8.0365,0,18.17,18.11,83.819,10.61077,0.2792,3.483474797,0.361653591,-0.0192628,23.128075,419.141,0.1386005,0.7405165,0.3478245,102.698,279.730732635585,248.848290598291,-2.10711983035634,-0.519279788838612,2.47047226386807
1,21.75,2.06681925,56.789125,11.19,-5.97,0,19.05,18.0275,84.59,10.7924,0.312,3.291919966,0.36659297,-0.0266444,23.1557,419.245,0.134971,0.827921,0.362834,102.687,278.917221693625,250.217236467236,-2.3027645385452,-0.337606334841629,2.76761619190405
1,22.25,1.8525245,76.02725,19.403,-6.30575,0,18.87,17.885,81.635,10.4223,0.2989,3.158795831,0.360563129,-0.0213364,23.1863,419.664,0.135435,0.689711,0.335122,102.713,284.756422454805,250.837606837607,-3.40754579384517,-1.2237556561086,2.62322338830585
1,22.75,2.306817,53.182,15.911,-9.562,0,19.89,17.68,79.971,10.9198,0.2969,3.180809751,0.48280032,-0.0149281,21.3246,419.332,0.134508,0.730472,0.364964,102.728,284.58039961941,246.061965811966,-3.15760430870534,-1.6293665158371,2.3859820089955
1,23.25,1.89704225,28.59025,3.3335,-7.6005,0,19.73,17.515,76.823,11.0658,0.2545,2.850185031,0.380477883,-0.014394425,22.385,419.4785,0.1182525,0.821609,0.38699,102.721,290.984776403425,240.23433048433,-2.89222143453156,-5.59671945701357,-2.44095202398801
1,23.75,1.932357,30.822,9.865,-5.483,0,19.75,17.4325,76.142,11.23266,0.254,3.14461492,0.264433915,-0.011905925,22.59305,419.627,0.116548,0.8229025,0.366172,102.71,285.333016175071,237.045584045584,-3.92851415920995,-7.36973604826546,-3.16949775112444
2,0.25,2.143465,90.7976,20.910475,-0.873,0,20.47,17.82,77.28625,10.146825,0.28617475,3.807234523,0.50990825,-0.01150511,22.0685,419.76075,0.13916775,0.79621125,0.35957,102.70825,300.363939105614,265.493411680912,-1.73304409079395,-3.25904411764706,-0.329383058470765
2,0.75,1.9106045,48.9615,15.3234,-0.145,0,20.31,17.73,76.615,8.334105,0.27880675,3.89866103025,0.56662749775,-0.0111338,21.5327,420.02725,0.1379155,0.8106375,0.35438375,102.6865,306.811132254995,265.938924501424,-2.2854110066008,-1.3655637254902,2.82161356821589
2,1.25,1.95461,42.11,16.4999,0.2025,0,20.7175,17.6375,78.9905,8.912385,0.27712225,3.59512221525,0.5726727475,-0.011660405,20.9578,422.653,0.1375635,0.77332125,0.35712025,102.66875,306.651046622264,265.245904558405,-2.42980932836749,-1.66890082956259,3.79645052473763
2,1.75,1.609947,51.5995,14.91765,-1.140475,0,20.95,17.5375,76.103,10.39577,0.2417,3.125327499,0.447908,-0.0081206975,20.85725,430.428,1.892947,0.8292035,0.37321,102.673,310.525214081827,264.423433048433,-1.83887096101273,-0.687859728506787,4.53249437781109
2,2.25,1.978617,42.5695,16.36885,0.443659,0,20.57,17.3625,78.404,10.10435,0.25645,3.377261283,0.4394339375,-0.007766,20.36895,427.5755,0.75489925,0.85982875,0.37335725,102.61475,319.625118934348,264.590277777778,-1.88130334973915,-1.04605203619909,4.47234257871064
2,2.75,2.68479675,51.70315,21.75105,-0.242,0,20.42,17.215,79.445,10.6686,0.2631,3.171237498,0.51134890375,-0.00655819,20.54005,422.2915,0.3279025,0.85562275,0.3865515,102.599,322.726688867745,264.403133903133,-1.55278826282563,-0.82255467571644,4.3860476011994
2,3.25,1.995715,58.05165,19.09185,-1.109,0,20.2425,17.13,77.766,9.99795,0.24175,3.30925241975,0.474112273,-0.006896485,20.648425,425.89725,0.45473875,0.7629325,0.37281675,102.60075,317.911750713606,264.185541310541,-2.13700577511015,-1.04870098039216,3.5675356071964
2,3.75,2.03705275,41.1095,18.4611,-1.0447355,0,20.155,16.925,75.619,9.68674,0.2527,2.8515165635,0.439278696,-0.00649955,21.054425,424.62475,0.1332055,0.76568525,0.34823375,102.6545,317.805899143673,263.860754985755,-2.12903548508548,-1.21728129713424,3.56124062968516
2,4.25,2.1692985,50.025,23.005775,-2.133,0,19.75,16.885,80.006,9.41474,0.276766,3.458307228,0.54701,-0.0076317375,21.4601,430.045,0.12979325,0.7703125,0.368019,102.696,317.716936251189,263.648326210826,-1.49576745196402,-0.845816365007542,3.54563343328336
2,4.75,2.449575,38.342,17.619025,-1.065,0,20.1625,16.88,80.157,10.3856,0.24568375,3.37612364325,0.50202775,-0.01198895,20.0711,444.952,0.1277855,0.711006,0.31034125,102.66725,316.679590865842,263.413995726496,-1.78303562867888,-1.05746229260935,3.70048538230885
2,5.25,2.181447,51.8775,23.07945,2.3241925,0,20.3925,16.7725,78.58975,9.3671575,0.27365,3.538363418,0.522423512,-0.019043725,19.831675,446.48275,0.131251,0.68636575,0.309878,102.69275,319.022597526166,263.29967948718,-1.71108028734503,-0.412218325791856,3.27555472263868
2,5.75,2.3312285,43.433,32.760575,6.9151425,0,20.035,16.64,80.948,9.447555,0.27198025,3.4812414175,0.4384602315,-0.01428715,19.4526,444.6845,0.130099,0.8051355,0.34743775,102.7215,319.582302568982,263.191595441596,-1.19269450710166,-0.67549302413273,2.96856071964018
2,6.25,2.452953,56.067,16.8747,3.16418,0,20.2175,16.6225,79.97025,9.0008325,0.28003425,3.67196,0.49299128675,-0.01141695,19.217925,446.0465,0.1310115,0.90125875,0.368978,102.739,318.420789724072,263.04504985755,-1.35406915374331,-0.606475490196078,3.54522488755622
2,6.75,2.0089265,63.8581,21.491125,3.06134,16.8677013675,20.2025,16.635,80.967,8.79809,0.296401,3.64268519825,0.4723344505,-0.014139175,17.480875,442.12625,0.2886965,0.827173,0.35815825,102.7565,317.451712654615,262.957799145299,1.12900055062967,6.52420814479638,5.84410044977512
2,7.25,1.589997,61.489575,21.4511,3.16225,83.36161004,20.2525,16.515,80.30225,8.9488175,0.2868,3.99342507,0.6544005,-0.012900925,17.16305,441.81525,0.3060565,0.861699,0.3838255,102.78525,315.725737392959,262.916844729345,34.6815044372611,67.6035256410256,29.0385494752624
2,7.75,1.62627125,41.3705,26.006,9.16675,253.1819268,20.415,16.3875,80.138,8.9971125,0.30728675,3.8995336285,0.56337007275,-0.0098782325,17.196125,445.807,1.00638525,0.8561475,0.355392,102.79875,322.16555661275,264.040598290598,121.776106432078,164.273944193062,40.5290104947526
2,8.25,1.2127405,57.30375,32.4637,28.4695,434.9258616,20.8525,16.455,80.75425,9.40378,0.34755,3.99151102175,0.66556112375,-0.019515275,17.8849,431.879,1.20009875,0.94705775,0.37156525,102.84325,331.665556612749,266.999821937322,214.255740059834,275.345588235294,59.7930472263868
2,8.75,0.916534,47.247,41.467,31.258,624.3675892,21.075,16.5125,78.91125,8.82152,0.358625,4.0385475,0.743244332,-0.033414675,19.573075,430.20675,1.1571305,0.96402125,0.3979985,102.83275,336.819457659372,269.757122507123,332.809966707822,387.558823529412,56.3690592203898
2,9.25,0.9877525,51.72975,52.990675,47.67265,816.3301336,21.5825,16.595,78.529,9.3901675,0.36455,4.261517849,0.6933062485,-0.0224043,20.983375,429.521,1.11493125,0.9148865,0.405141,102.8625,336.951712654615,273.4650997151,439.739171138413,493.188725490196,53.7231634182909
2,9.75,0.4473535,36.876,59.5808,62.7285,962.9995826,22.335,16.535,72.95,10.13496,0.39244975,4.57010799,0.78727871,-0.04050255,22.163475,426.22575,1.0956065,0.9423605,0.43044375,102.89525,324.058039961941,278.676282051282,526.896816015069,587.972850678733,56.7912293853073
2,10.25,1.0462,41.6152,69.644,78.703375,1121.402282,22.1375,16.7725,70.98575,10.8822225,0.3822,4.67706908525,0.888852906,-0.0505711,22.7203,424.6675,1.09958675,0.99734225,0.451262,102.903,323.41412940057,282.070156695157,614.258471923541,668.095399698341,55.3731259370315
2,10.75,0.266326,40.73,84.77375,78.881,1236.180902,22.5275,16.8625,70.549,10.73504,0.40995275,4.949951722,1.036455,-0.030198725,22.8911,423.0325,1.09875775,1.0497325,0.45593925,102.8975,329.245718363463,286.024394586895,680.060776625262,733.625,55.6377436281859
2,11.25,0.07571525,40.419,96.0151,95.110975,1324.09205,23.4625,17.0625,66.587,11.28261,0.41900275,5.154078961,1.1027975,-0.0431904,23.25145,423.91575,1.06080625,1.0619475,0.46926475,102.88425,334.985490009515,288.17004985755,726.587258152598,785.622171945701,60.9315029985007
2,11.75,-0.073505775,39.62265,86.938,94.55975,1378.203596,23.0825,17.4275,66.397,11.46726,0.400125,5.2379375,0.991723785,-0.056621025,23.69805,423.107,1.0757425,1.071145,0.4844575,102.865,337.628449096099,293.846688034188,754.717518418393,814.920814479638,58.6785607196402
2,12.25,0.070839,42.94875,107.864,94.7945,1397.45518,23.97,17.8175,63.64325,12.87384,0.422007,5.45755806,1.01787,-0.053091625,24.0935,421.3625,0.17266875,1.143805,0.469162,102.826,339.160561370124,296.655626780627,763.740568262249,824.670060331825,58.6285044977511
2,12.75,0.029832,39.63145,118.14925,105.736,1367.501366,24.36,18,61.653,14.0066875,0.4214,5.31146,1.148592691,-0.064762375,24.2945,419.41175,0.1744625,1.0906075,0.4817715,102.7995,352.892245480495,297.556801994302,755.464762245574,819.449472096531,60.8770052473763
2,13.25,0.0779525,54.772,114.398,103.795,1337.811068,24.965,18.3325,61.402,14.83373,0.4283575,5.348821845,1.02757,-0.0276111,24.4295,418.988,0.186022,1.13898,0.465061,102.763,345.709562321599,299.079594017094,737.417962511957,795.199849170438,59.9708583208396
2,13.75,0.2046355,40.817,121.169,87.9135,1275.406108,25.1775,18.2125,61.227,14.45844,0.398209,5.245355777,1.0070285,-0.0682127,24.4237,415.289,0.190267,1.07971,0.465629,102.729,339.98715509039,301.066773504273,698.667684907546,759.807692307692,60.0781859070465
2,14.25,0.074792,35.776575,134.173,74.4675,1166.677314,22.91,18.6175,60.684,13.6265475,0.38865,5.3210987795,1.0126299305,-0.0458721,24.2336,414.842,0.180887,1.08789,0.472785,102.678,341.090865842055,300.326745014245,638.316268195088,704.72209653092,60.5160982008995
2,14.75,0.10783125,37.646,137.67775,65.414,1030.839788,24.06,18.9675,61.60625,14.0384625,0.378159,5.07839,0.920536,-0.06005065,24.4234,413.73775,0.4668525,1.0464525,0.4537515,102.5695,355.517602283539,298.826566951567,570.233295201946,631.586349924585,59.9811094452773
2,15.25,0.240454,35.61145,111.32075,48.2527,876.8783276,23.905,19.1725,61.634,14.03929,0.3969755,4.8864585295,0.9602585,-0.0414416,23.8226,414.25,0.181082,0.96231,0.419377,102.605,367.411988582302,297.861823361824,489.742389325699,549.655920060331,54.1383245877061
2,15.75,0.1831955,35.610275,112.4535,39.442,701.9440558,23.4775,19.3225,64.073,13.24885,0.3690315,4.6635650855,0.9588454525,-0.0346582,23.992,413.136,0.177982,0.976561,0.419889,102.568,365.966936251189,294.584401709401,399.192832627804,448.914215686275,49.8016866566716
2,16.25,0.4201615,32.57525,79.7844,21.8985,513.8357894,22.93,19.395,63.61325,12.729005,0.34017,4.7688865755,0.7301973835,-0.0437635,23.6593,412.051,0.17478,0.895605,0.40873,102.533,360.656517602283,293.037393162393,293.995536564297,333.69947209653,42.9404985007496
2,16.75,0.8121785,30.897725,84.95905,8.67483,321.1094106,22.4925,19.4325,65.73725,11.9734025,0.318416,4.463410364,0.7793426055,-0.046942575,23.5894,411.225,0.171577,0.932806,0.392298,102.54,346.787583254044,290.713141025641,190.021398152734,220.606900452489,29.4610007496252
2,17.25,1.2155775,35.8645,83.67525,2.300155,142.7625,22.025,19.365,69.185,9.9385,0.3202175,4.082411243,0.649833113,-0.0249169,23.5699,411.667,0.164621,0.851522,0.383449,102.544,348.071360608944,288.409900284901,85.0961053692611,101.850301659125,15.6629872563718
2,17.75,1.809811,39.01935,42.993625,-1.787,38.01,21.69,19.2725,72.026,9.184,0.28935,3.9305120545,0.58843449,-0.016782975,23.3851,409.79,0.152894,0.740385,0.331716,102.563,344.401998097051,285.860220797721,4.625880553445,6.14325980392157,3.46297976011994
2,18.25,2.1957385,43.390675,42.8312,-0.4245,0,21.4975,19.1525,72.591,8.93369,0.30185,3.821859001,0.6261735,-0.02125135,23.078,411.166,0.148343,0.757745,0.330411,102.573,326.031398667935,283.758547008547,-2.94791677012176,-1.690407239819,3.67552473763118
2,18.75,1.507258,36.5771,33.600925,1.10575,0,21.2675,19.065,75.529,9.62687,0.306,3.8721329945,0.5488510775,-0.0222741,22.899,411.066,0.145891,0.72749,0.30146,102.572,333.278306374881,281.815170940171,-2.43014481899318,-1.07175904977376,3.81830022488755
2,19.25,1.6518615,41.690525,49.52375,-0.31300675,0,20.9175,18.9775,77.28425,8.48492,0.2952,3.844770176,0.575583,-0.021256,22.7641,412.705,0.143264,0.73187,0.337925,102.587,330.836584205519,279.594195156695,-1.99104943144941,-0.984085595776772,3.72762931034483
2,19.75,1.704317,25.683,30.45615,-0.0566455,0,20.7775,18.8825,77.252,7.827025,0.29285,3.988701431,0.5490873855,-0.0180678,22.9179,412.223,0.141668,0.747173,0.338169,102.603,340.240723120838,278.427172364673,-1.62991351750595,-0.996985294117648,3.9905715892054
2,20.25,2.03930375,39.778,32.83,2.8569125,0,20.7425,18.71,77.945,7.88683,0.29625,3.880601261,0.5608001295,-0.0243285,23.0296,412.945,0.141621,0.795246,0.372931,102.635,332.602283539486,276.568376068376,-1.46965206084741,-0.637547511312217,4.06643178410795
2,20.75,2.356861,29.5545,35.7833,1.57663,0,20.795,18.6875,79.099,8.0469,0.3008675,3.7614560175,0.494614874,-0.01654445,22.8782,415.795,0.141578,0.884483,0.34692,102.659,334.75071360609,278.700854700855,-1.57013640182171,-1.0828487933635,4.10974325337332
2,21.25,2.0827875,28.14765,33.61125,-0.075144,0,20.8275,18.7,78.374,8.16238,0.28507675,3.89746409675,0.5424857935,-0.0192628,23.128075,419.141,0.1386005,0.7405165,0.3478245,102.698,332.265461465271,277.262642450142,-2.02139082353623,-1.29259803921569,3.57403298350825
2,21.75,1.869001,41.5525,30.413,1.38303,0,20.7925,18.7125,79.367,8.34287,0.2899,3.7197527305,0.5226882895,-0.0266444,23.1557,419.245,0.134971,0.827921,0.362834,102.687,331.076831588963,275.045584045584,-1.96363426148919,-1.05446832579186,3.54662668665668
2,22.25,2.09259575,37.17825,32.6049,-1.191375,0,20.8725,18.555,78.21475,8.034,0.31428,3.7452444165,0.528092746,-0.0213364,23.1863,419.664,0.135435,0.689711,0.335122,102.713,331.043529971456,273.029202279202,-1.57250495368829,-0.655487933634992,3.66340517241379
2,22.75,2.032928,37.843625,33.8084,-1.76544,0,20.8275,18.4225,76.0085,9.157495,0.30015,3.8341413205,0.4990155,-0.0149281,21.3246,419.332,0.134508,0.730472,0.364964,102.728,325.605375832541,271.178418803419,-1.57173052133434,-0.569869720965309,3.65522113943029
2,23.25,2.837904,52.064,27.8518,-1.87529,0,20.755,18.3375,75.5325,9.1433825,0.3022705,3.992898731,0.5370819525,-0.014394425,22.385,419.4785,0.1182525,0.821609,0.38699,102.721,306.916270218839,265.996438746439,-1.99972397285518,-5.11772247360483,-1.40999250374813
2,23.75,2.300676,44.04215,23.306,-1.84807,0,20.9175,18.0875,76.99575,9.030445,0.2970445,3.844057914,0.5456062175,-0.011905925,22.59305,419.627,0.116548,0.8229025,0.366172,102.71,323.929590865842,264.222222222222,-0.784351082377384,-6.35429864253394,-2.33492503748126
3,0.25,3.149755,46.5271,10.6388,-7.940635,0,22.83,22.825,86.6405,8.990325,0.2542,2.80720043,0.414905,-0.0104858,22.58695,425.691,13.7394,0.8544625,0.33155775,102.33575,336.022835394862,294.086894586895,-3.13125566176188,-5.40938159879336,-1.07808095952024
