DOY2,HR2,CO2,CO2_SIGMA,H2O,H2O_SIGMA,FC,SC,H,SH,LE,SLE,PA,T_SONIC,TAU,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,WS
1,0.25,426.547,0.0750967793137099,7.6731,2.30049275824843,9.78661,0.29351975,8.46458,0.0663,8.173535,1.09889,99.8029,3.435,-0.112082,0.583245,1.19442873374681,0.99668901870142,0.753051127082352,4.48562
1,0.75,426.4105,0.0778043923695842,7.89217,2.28463805375834,9.07861,0.478202,7.758215,-0.0551682,8.53961,0.8539,99.7912,3.48500000000001,-0.10812,0.52517,1.27529996471418,0.966687126220268,0.692865066228627,4.32561
1,1.25,426.974,0.063964559692373,7.87755,2.03759929386203,8.94694,0.2163775,6.14963,0.591641,9.5770975,0.62571475,99.7901,3.06700000000001,-0.142773,0.539126,1.28390809639943,1.03328118147966,0.68912480727369,4.48067
1,1.75,426.6085,0.0702832309118567,7.66905,2.39819956432485,8.88865,0.66734725,4.8751725,0.505716,8.7033825,1.149675,99.814125,2.90175000000002,-0.138709,0.56690075,1.2444917642847,1.0216603929892,0.707968726091498,4.7126275
1,2.25,426.586,0.0638417838487849,7.9033725,2.12920244899806,9.027195,0.67276775,5.6091,0.571414,9.1191025,0.755478,99.85585,2.66600000000001,-0.139845,0.57086975,1.26947182428039,1.00237116505893,0.723726928691257,4.6889
1,2.75,426.9835,0.0690106908960271,7.69742,1.84208034569614,8.9161725,0.6282975,9.23956,0.778334,8.434975,0.9132975,99.8508,2.69800000000004,-0.132936,0.590791,1.22923146721844,1.01214129448412,0.757227178593056,4.63875
1,3.25,427.622,0.0768915610686128,7.77166,2.22522727966733,7.3406525,0.510461,5.5324475,0.685572,8.583965,0.87210225,99.8695,2.67000000000002,-0.13857,0.523944,1.25343129049821,1.03206104470617,0.750247292564258,4.62129
1,3.75,427.809,0.0661146059162905,7.70866,1.87054695498054,8.40263,0.50796675,5.9632,0.709478,7.60872,0.717625,99.8878,2.64625000000004,-0.1230835,0.56243025,1.19866654083554,1.02353797037959,0.764227518769413,4.4347425
1,4.25,428.8145,0.0566236699623046,7.5733525,1.87230440821836,8.86998,0.5617855,7.09867,0.2651175,6.80136,0.715475,99.8942,2.572,-0.112669,0.579403,1.19504811618612,1.03652785780219,0.758048811093323,4.4474
1,4.75,429.143,0.0756586923028071,7.61254,1.736701084668,9.579085,0.59172625,5.34907,0.60581275,7.25614,1.49056,99.882075,2.45400000000002,-0.11926225,0.56441525,1.24279878727542,1.05020340767167,0.751457697170901,4.4631425
1,5.25,426.92025,0.0833265289980182,7.52551,1.94737002133647,11.110375,0.7754795,8.297345,0.57199625,6.7856175,0.68264175,99.8758,2.39500000000001,-0.1147785,0.573131,1.3195547484364,1.04486360361497,0.766098678609004,4.511855
1,5.75,428.552,0.097492510657255,7.48828,2.15451267588583,14.4867,0.94177625,6.25451,0.9001405,9.06322,0.9951235,99.86095,2.36575000000003,-0.1094459,0.59811675,1.36383101745839,1.05506538280743,0.779501000330502,4.470095
1,6.25,429.98375,0.113156970620462,7.443375,1.8444203782076,15.6018,1.26292,9.6357275,1.146861,7.3909675,1.0702325,99.84105,2.34850000000003,-0.117076,0.5764,1.33243419677922,1.08263183662877,0.772893888486903,4.45906
1,6.75,431.517,0.147844070802875,7.6006,1.85116990036031,23.9934,1.62711,11.201425,1.001884,8.053335,1.4646375,99.849625,2.26175000000003,-0.1017195,0.6386195,1.31941585872023,1.0281032110546,0.754012489167268,4.459465
1,7.25,431.79325,0.159135435040094,7.47292,1.76865770362973,29.045,1.47014,11.785375,0.92500025,6.5351425,0.996342,99.877325,2.20100000000002,-0.1118295,0.5555755,1.3110422347279,1.03027412427092,0.78061205431007,4.514205
1,7.75,431.467,0.181194922666172,7.4209775,1.99705917131368,29.8894,1.6374175,11.309325,0.64238625,9.43825,0.576275,99.894675,2.10800000000002,-0.118438,0.57462575,1.3184723412157,0.997370624156677,0.763329174842547,4.51967
1,8.25,433.06375,0.161864140562386,7.342895,2.05293533944044,30.3022,1.1534775,15.2107,1.88433,10.44515,1.3186375,99.93035,2.20900000000003,-0.138485,0.587664,1.31757905889554,1.03739031856846,0.80732999045542,4.812895
1,8.75,434.235,0.158429795177549,7.481245,2.51195939457627,33.8085,0.757343,23.073575,3.5011625,9.69132,2.102795,99.927525,2.08025000000002,-0.12261925,0.62729175,1.42180548032171,1.0816071038565,0.863969740346255,4.5489325
1,9.25,432.9255,0.154083238771738,7.48475,2.28932959619186,30.8463,0.638127,33.3658,8.5807,15.395225,2.29525,99.9224,2.41500000000002,-0.141009,0.647324,1.45813959194055,1.13286583097713,0.877382465684715,4.601805
1,9.75,431.316,0.122065556157337,7.4417675,2.39136990028728,28.070675,0.297352,52.829,10.68555,15.93345,2.5778925,99.939125,2.01950000000002,-0.12614825,0.61009125,1.44921308134276,1.21478854378515,0.839359181432611,4.727625
1,10.25,430.592,0.117461468226762,7.5204,2.72724456623183,31.21675,0.220671,79.8461,13.08475,20.74415,3.10542,99.92465,2.66200000000002,-0.15288275,0.6692195,1.42684528849736,1.22686528847834,0.887079129268828,4.5862775
1,10.75,430.4285,0.114667788633993,7.57868,2.87033984717952,30.4147,0.302031,72.039,13.51025,23.1115,3.2600225,99.9605,3.08050000000004,-0.15253,0.70622275,1.41271870391212,1.26640205982885,0.89149110311354,4.9303175
1,11.25,428.8785,0.107056606883114,7.6339725,3.13072001311147,29.9419,0.123992,103.025,15.38965,25.3252,3.347395,99.9521,2.90150000000003,-0.176271,0.699003,1.4059444082852,1.24233431530006,0.877480145685081,4.98674
1,11.75,428.839,0.113957886958297,7.6589425,3.15744041907365,31.1385,0.272527,125.44625,15.26905,29.1214,3.042495,99.9527,3.22900000000004,-0.167688,0.703847,1.54171008947856,1.32182827931619,0.859044818388424,4.80913
1,12.25,427.5965,0.103175793456074,7.465815,3.34339647663869,30.543,0.372917,126.545,14.3975,32.5288,2.273245,99.895,3.48950000000004,-0.21596475,0.693926,1.51241410855464,1.3287817696129,0.886798185324723,5.229765
1,12.75,426.98525,0.0998107395268495,7.483895,3.21469049002886,31.6075,0.272796,151.5565,12.80545,29.3295,2.6825,99.84175,3.69300000000001,-0.220721,0.7107325,1.55946945993877,1.39606006733651,0.913921493273707,5.18827
1,13.25,426.997,0.0984434207166507,7.45491,3.18180766232027,29.69425,0.2491315,139.28675,11.0157,39.13165,3.0334325,99.7887,3.98350000000005,-0.226539,0.68632,1.56999992339581,1.38384441654253,0.887954630357341,5.1793
1,13.75,427.00475,0.100540845558934,7.55341,3.33295347845783,33.36395,0.29619625,139.643,10.18635,34.37255,3.190825,99.741,4.41525000000003,-0.24525725,0.73420175,1.52792178869124,1.4275856269268,0.940162285351619,5.1360825
1,14.25,428.00625,0.109884724891798,7.6933,3.0045154205604,36.55365,0.22433575,141.171,10.2714,39.168025,2.7922075,99.7838,4.82300000000004,-0.227981,0.702126,1.49704041361615,1.38149918566751,0.919705931262814,5.33872
1,14.75,426.825,0.114278689320828,7.693555,3.3165046239571,38.0668,0.35219675,104.24725,7.8168,35.56645,2.0657475,99.782675,4.63125000000004,-0.20631525,0.73796875,1.54507016916661,1.33869267114719,0.862657981801967,5.317755
1,15.25,427.5335,0.127782269805145,7.78096,3.06830952542912,40.80495,0.39863325,104.5375,5.8413,32.56945,2.32603,99.77135,4.70500000000004,-0.242433,0.7197625,1.52360398885911,1.30720474591703,0.880386771659979,5.473035
1,15.75,426.27125,0.12668982438696,7.88603,2.80206280173202,40.2919,0.5917045,86.41165,4.773795,24.9133,2.00082,99.7743,4.76950000000002,-0.19279925,0.689065,1.51491643570897,1.28808122182496,0.848926095916147,5.41206
1,16.25,426.61,0.136747943311773,7.79822,2.83749060681705,39.097375,0.551961,61.6984,3.71305,23.2106,1.56633,99.81965,4.60700000000006,-0.191475,0.6795965,1.46686952280222,1.28100418123469,0.82901657422739,5.140225
1,16.75,427.79425,0.148910941573594,7.7225525,2.43713000566633,39.135575,0.505496,50.2276,1.7621675,20.98245,1.514065,99.8351,4.6995,-0.1888725,0.6531795,1.47518607962482,1.25561028032659,0.821912085317856,5.038995
1,17.25,428.702,0.151997367304913,7.57731,2.76080966384863,38.3736,0.947952,32.778,0.833247,18.78365,1.97632,99.8127,5.32350000000002,-0.163112,0.6251185,1.48516061965966,1.20253609262376,0.828894316278328,5.05361
1,17.75,428.13075,0.163401346383682,7.63161,2.30347561731204,36.420125,0.9510385,22.67105,-0.68300475,14.12495,1.41985,99.83865,5.07925000000004,-0.120622,0.6315355,1.40531387504625,1.17704545892327,0.800197501427925,5.17997
1,18.25,427.946,0.137956176368942,7.89432,2.56480018714909,29.3788,0.898399,14.8473,-0.78459175,13.001,0.891176,99.86415,4.67600000000002,-0.129787,0.6119885,1.41873027008599,1.12565532649018,0.780976724050318,5.161655
1,18.75,428.35225,0.139299775790132,7.5964225,2.28313321611954,25.5886,1.02632,10.1943225,-0.56529875,11.2855,1.28436,99.885175,4.35975000000003,-0.114973,0.63042925,1.44161693342879,1.16730498955441,0.817192581050672,5.092285
1,19.25,428.379,0.128843076112164,7.599025,2.28403002718539,21.8526,0.910439,13.47165,-0.452349,11.45495,1.232405,99.8539,4.37300000000002,-0.1224585,0.5932565,1.37081331365902,1.12745033753657,0.791060582346324,4.832755
1,19.75,429.14475,0.128452325786651,7.456965,2.24774514629564,22.7768,0.992018,10.7767,-0.04113255,10.1503,1.20828,99.8596,4.16600000000003,-0.1197995,0.6085525,1.36626557875594,1.1332052274358,0.776875344258799,4.992505
1,20.25,427.79,0.105356537528527,7.870725,2.23723274843619,17.165075,0.2743455,11.430075,-0.04501775,11.274025,1.34369,99.8713,3.94675000000001,-0.11763625,0.60304325,1.37180472502929,1.10931934075671,0.776690282449603,4.8490425
1,20.75,427.7975,0.10770329614269,7.83546,2.36048088321003,16.9119,0.404491,7.67661,-0.498295,12.1363,1.03764375,99.8795,3.83600000000001,-0.148311,0.625664,1.41798095896948,1.13975874640206,0.856667963682546,4.9501
1,21.25,428.2525,0.0880570258506516,7.634475,2.29303947257561,15.08445,0.53093825,6.51273,-0.5961475,9.228395,0.839948,99.8625,3.77250000000001,-0.15094675,0.650535,1.34641309119468,1.10515805320303,0.837971282154801,4.7720625
1,21.75,427.357,0.101855412030353,7.71771,1.95345410038798,15.1077,0.803159,7.70555,-0.47088075,11.977,0.9718165,99.84655,3.62925000000004,-0.14122775,0.66710275,1.43220566900357,1.11837593718561,0.837987563343037,4.56992
1,22.25,427.1455,0.0929348831981197,7.55695,2.02071027116705,14.656925,0.5495135,7.7767175,-0.268318,9.11555,1.14796,99.831,3.59200000000004,-0.160581,0.625376,1.36511904242817,1.04352767093163,0.837225776000715,4.99241
1,22.75,428.027,0.0838301815144172,7.558115,1.99613029448059,13.1491,0.436677,9.021955,-0.437419,7.9673875,1.34479,99.8314,3.53000000000003,-0.107302,0.594207,1.35729142043999,1.07328933657239,0.81052575529714,4.63658
1,23.25,428.597,0.0855569985448297,7.5451525,2.08309249147919,11.5822,0.76559775,7.66304,-0.0114403,9.42166,0.780712,99.813725,3.31725000000004,-0.125409,0.63449875,1.32265617730381,1.13160613737865,0.824480574524606,4.3148375
1,23.75,427.737,0.0874070935336486,7.50193,2.06374476789243,11.27675,0.207279,9.6471225,-0.129304,9.9992375,1.11245,99.8099,3.267,-0.100892,0.601902,1.38144127634873,1.0898899026966,0.805774782429929,4.54781
2,0.25,431.83725,0.0822159466047774,7.4785025,2.3697442910644,9.6383575,0.5992215,1.57572,0.402933,7.9617725,1.30186,99.94685,8.99525000000001,-0.10395325,0.5839595,1.31341633493911,1.13784816488101,0.840705006388197,4.5252925
2,0.75,431.135,0.0788437291192949,7.43252,2.49412971160259,8.1122775,0.42429725,1.5964275,0.47511475,7.77048,1.77429,99.96055,9.14725000000002,-0.08755,0.57698675,1.41484637614097,1.06811683430334,0.795922116438791,4.8188625
2,1.25,430.83075,0.0832020339139421,7.2854125,2.36146693869634,8.71037,0.388251,3.43129,0.211595,7.39902,1.3717825,99.973675,8.55300000000003,-0.082863925,0.61402575,1.38631615557048,1.05136868040068,0.811459801632161,4.5716375
2,1.75,429.711,0.101184728804767,7.52885,3.11888998831562,6.8018975,0.351907,1.212365,-0.4353375,7.38734,0.973987,99.9698,8.50550000000004,-0.08595,0.5873075,1.41527073936001,1.03642017298378,0.823586894709587,4.785525
