DOY2,HR2,CO2,FC,G_1_1_1,G_2_1_1,H,H2O,LE,LW_IN,LW_OUT,NETRAD,PA,PPFD_IN,PPFD_OUT,RH,SC,SH,SLE,SW_IN,SW_OUT,TAU,TA_1_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_6_1,T_CANOPY,T_SONIC,USTAR,U_SIGMA,VPD,V_SIGMA,WS,W_SIGMA,TA_1_1_3,TA_1_1_2,TS_1_5_1
1,0.25,404.9081343,0.740140463,-0.0905,0.02525,-1.04513756025,5.4178070465,10.4961215,289.9,308.9,-7.21,99.610308925,5e-04,0.01375,88.6,0.039343863,0.17313920325,0.097068155,-0.318,1.308,-0.01802922,-0.14725,-0.23325,-0.1,0.91275,2.28225,4.87925,0.05025,0.37525,0.755,2.2,4.49175,-0.8285,0.95864979525,0.3605867115,1.02501872414655,1.20820722425,0.738385052495854,5.521348603,0.421168944122697,8.69,-0.05378679,4.05375
1,0.75,404.4837835,0.7318716235,-0.1215,0.0245,-1.240842486,5.24088652325,10.685125725,290.5,309,-5.7615,99.6373813075,0.00025,0.014,88.8,0.05219775675,0.06201693525,0.092370909,-0.258,1.314,-0.020026969,-0.1555,-0.204,-0.1,0.9,2.288,4.87925,0.0955,0.3715,0.783,2.2,4.4915,-0.71375,0.925377801,0.3630266595,1.04944878756592,1.160560458,0.757973315659872,5.40256658325,0.424141024516212,8.49,-0.0485498,4.0375
1,1.25,404.88451825,0.78716191875,-0.1705,-0.91175,-1.342702077,5.13113996725,12.11665074,289.6,308.6,-4.89475,99.62311935,-0.001,0.014,87.7,0.03919488,0.16509330825,0.08456749025,-0.23875,1.299,-0.022060437,-0.27425,-0.2045,-0.1,0.9,2.3,4.88325,0.11725,0.359,0.77025,2.2,4.4835,-0.63725,0.86965091175,0.355962671,0.987866828101716,1.17851830275,0.717105940150593,5.219970064,0.409539174391383,8.33,-0.0926238575,4.029
1,1.75,405.2656703,0.679320282,-0.297,-0.94125,-1.081355362,5.01857054525,11.549951495,292.1,308.3,-4.62,99.64564834,0,0.012,87.65,0.05836477575,0.12416289225,0.06775039175,-0.1765,1.357,-0.01988255575,-0.4655,-0.21225,-0.1,0.9,2.3,4.875,0.1415,0.349,0.758,2.2,4.4705,-0.8475,0.71712679625,0.3497128885,0.90547716995676,1.178301791,0.712215427045313,5.25466570875,0.399386294577552,9.09,-0.140849,4.004
1,2.25,405.19269275,0.674548653,-0.46975,-1.01125,-0.760828086,4.92880895425,11.282383385,290.225,308.4,-4.978,99.641755385,0,0.0185,88.175,0.049334421,0.17219494675,0.080698638,-0.21375,1.37,-0.01747447375,-0.5985,-0.217,-0.1,0.9,2.28725,4.86225,0.11225,0.33775,0.783,2.2,4.48325,-0.921,0.60559648875,0.354771389,0.958620910320651,1.21178261,0.713722857337669,5.2884683705,0.402635280211252,8.26,-0.265247625,4.016
1,2.75,405.57550405,0.624683112,-0.728,-2.23825,-0.059211624,4.85118977175,11.186501545,290.525,307.8,-4.45275,99.6372969825,0.00025,0.01225,88.7,0.0371105535,0.1745168655,0.10505429175,-0.21325,1.282,-0.01697414075,-0.94775,-0.205,-0.11625,0.89175,2.3,4.87925,0.1165,0.33775,0.759,2.2,4.47025,-1.15425,0.46604116275,0.353960746,0.929032111036893,1.183001521,0.714671109532467,5.1251194565,0.420627480497707,8.08,-0.753257375,4.03375
1,3.25,405.590491125,0.60747730475,-0.72625,-2.61902,-0.2140327235,4.808042583,10.803850585,291.1,306.9,-4.7165,99.65642889,0.002,0.012,88.375,0.038813546,0.270711329,0.130041257,-0.191,1.243,-0.01557898425,-1.11875,-0.22075,-0.10425,0.89175,2.28725,4.87925,0.0995,0.32575,0.78625,2.2,4.47075,-1.333,0.2721751595,0.3466943275,0.929431693478719,1.12814482275,0.724199813425866,5.2136614925,0.407667453729354,8.09,-0.900497325,4.02475
1,3.75,405.6807637,0.67653293325,-0.71325,-3.2588825,0.099466596,4.768010057,12.1844257175,289.725,305.6,-4.759,99.62835746,-5e-04,0.011,88.675,0.043204603,0.349124817,0.1607184195,-0.1795,1.249,-0.01731158825,-1.1505,-0.2,-0.1,0.89575,2.3,4.87925,0.07875,0.349,0.77175,2.2,4.483,-1.39125,0.2979004265,0.35249249575,0.971706896161133,1.103610398,0.735940941443274,5.3194707695,0.410259058449067,8.72,-0.83194745,4.04225
1,4.25,405.35982075,0.6333615515,-0.6975,-3.4281075,0.851633236,4.82322818125,12.143087275,289.6,306.65,-4.834,99.6482771,0,0.015,88.95,0.068095249,0.37769503675,0.150089086,-0.1865,1.278,-0.01720120025,-1.246,-0.20025,-0.10425,0.9,2.3,4.875,0.07075,0.3455,0.768,2.2,4.4835,-1.322,0.18198239,0.3614707655,0.959710528165403,1.111485547,0.7469242733605,5.3549309135,0.410155429415639,8.42,-1.0364545,4.01625
1,4.75,405.5466456,0.606142532,-0.68075,-3.47485,0.4129101135,4.736713799,13.4737874025,292.25,306.1,-4.072,99.67364895,0,0.01325,89.35,0.05723026175,0.190481104,0.1011416055,-0.20425,1.332,-0.0126974375,-1.234,-0.22125,-0.121,0.867,2.3,4.8665,0.04975,0.34975,0.79925,2.2,4.4915,-1.25525,0.11728839,0.35946294575,0.965077013507212,1.128792597,0.75304776873715,5.299337945,0.424404992901827,8.09,-0.91293255,4.034
