DOY2,HR2,CH4,CO2,FC,FCH4,H2O,SC,SCH4,H,LE,SH,SLE,PA_1_1_1,RH_1_1_1,TA_1_1_1,VPD_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,TS_2,TS_3,TAU,U_SIGMA,USTAR,V_SIGMA,W_SIGMA,WS_1_1_1,NEE
1,0.25,2229.89771118164,577.967169189453,1.0618963971734,15.7340002059936,4.32604171037673,1.14373225867749,2.55808806419373,30.3414398193361,11.0450471639633,4.41659486293793,0.844676014780994,96.345297241211,96.3322298049927,-3.13837976455689,0.589630261063576,292.989700317383,301.325614929199,9.88851976394657,7.82006592750549,4.59988484382629,1.37641249597073,-0.213377386331558,-1.03911817073822,0.0833719979971621,1.56603287756443,0.72632992118597,1.21979015469551,0.807294358313083,6.68471548557281,1.21321330070496
1,0.75,2220.97747802734,585.974780273438,4.66993492841719,19.766418838501,4.60303115844726,1.15137353539466,1.38751797676086,49.8984737396237,10.3204401016236,4.52146458625793,1.20093269646168,96.3459581375122,97.6992193222046,-2.65577859878541,0.586970493197441,294.647506713867,303.881500244141,13.5235753059387,7.82024717330932,4.00118941068649,2.06504380702972,-0.231737524271011,-1.02837598323822,0.0876970971003174,1.7829459875822,0.781207025051117,1.21512721478939,0.835657520592213,7.41304950714111,4.84971120357513
1,1.25,2225.45793457032,590.601016235352,9.57218999862673,87.1908063888543,3.84260148406029,1.20517272949219,0.802657008171082,111.811877059937,7.13551704883574,2.67520540952683,0.899552829563617,96.3164613723755,96.2792951583862,-2.51225290298462,0.748714506626129,299.239799499512,304.431259155273,14.2207498550415,7.82031965255738,4.11721556186676,1.59206004440784,-0.232744604349136,-1.01923978328705,0.0669251008657739,1.62192216515541,0.713223531842232,1.27546066045762,0.876568287611007,7.28087108135223,8.26665451228619
1,1.75,2225.97995605469,603.906781005859,4.95461240410804,161.703097724914,4.66283690929413,2.72743792533875,0.93519376218319,163.023596191406,8.06923217773438,3.24798889160156,0.906421642005441,96.3016801834107,98.066520690918,-2.50807803571224,0.792720720171929,301.589508056641,305.046237945557,10.4398733973503,7.82072079181671,3.55342650413513,1.89290371537209,-0.233625799417495,-1.01000821590424,0.036725117493186,1.66823905706406,0.755909606814384,1.25490483641624,0.881066828966141,7.06698455810547,3.60732583999628
1,2.25,2223.07111816406,661.253135681152,14.2638249397278,58.822869253158,5.38489890098572,1.93588629961013,4.02715899944306,160.44984664917,10.1345085144043,4.10922002792358,1.23203405737877,96.2858535766602,97.9596935272217,-3.25037768781186,0.697914399206639,296.866024017334,301.722145080566,12.7891048431397,7.82071770429611,3.9985284268856,1.70316401124001,-0.206501775979995,-1.00220181941986,0.320191033929587,1.74038937687874,0.987175926566123,1.25702965557575,1.00577631443739,6.7480762720108,13.7444190740584
1,2.75,2224.95849609376,676.131011962891,9.55272493362427,80.219662475586,5.32046991586685,1.49609994888306,2.17216246128082,217.418299865723,6.41412122249603,2.43048891425132,0.318507999181747,96.2791179656983,97.7827571868897,-3.97347040176392,0.487285429984331,290.58720703125,302.663897705079,9.57242770195007,7.81984443664551,3.98127455711364,1.53148899078369,-0.248086553812027,-1.04939877986908,0.0636758619337343,1.40670599937439,0.625123429298401,1.05220483243465,0.738633236289024,6.17630879878998,10.5371599197388
1,3.25,2229.96260375977,627.467002868653,17.0139198541641,85.4990955352783,5.32566013932228,0.759636998176575,2.14050652980805,269.454502868653,23.2274680137634,1.6491454899311,0.425929009914398,96.2870538711548,97.4605651855469,-4.00174188613892,0.448976535350084,298.055336761475,302.694100952149,8.34144144058227,7.82079412937164,4.59925246238708,1.98928800821304,-0.248086553812027,-1.04899289608002,0.00865751763922095,1.34633292555809,0.59332799911499,1.10964296758175,0.725566057860851,6.34850080013275,13.874981880188
1,3.75,2263.07951660157,631.836860656739,11.7943798065185,63.3148736953735,5.35432630777359,0.79374137520789,4.23479101657869,252.334495544433,6.97324606180191,3.70022010803223,0.520642310380935,96.284080696106,97.1968421936035,-4.04692316055298,0.748070262372494,296.246742248535,301.758262634278,6.69709265232086,7.82087934017182,4.25707143545151,1.79375374317169,-0.235762029886245,-1.04862439632416,0.0307736005634069,1.35881669521331,0.558326005935669,0.971499240398407,0.726681447029114,6.04115266799927,11.4552216529846
1,4.25,2323.62623291016,633.324127197266,21.1726905822754,49.8589607238767,5.47318893671036,0.922342333197594,3.9728550672531,337.783463287354,6.00249861478805,3.69806796312332,0.500037572532892,96.3073749542236,96.9183986663818,-3.95981988906861,0.701658748090267,298.407249450684,301.948246002198,6.54022139310836,7.82093381881714,4.23094129562378,2.13512489199639,-0.236742407083511,-1.04487836360932,-0.00890360865741968,1.416659283638,0.622426427900791,1.18240551948547,0.82375031709671,5.44946866035461,18.6134769439697
1,4.75,2293.95825195313,621.08208618164,15.2487998962403,101.64137172699,5.20716614723206,2.76308403015136,2.29255101680753,357.983486938476,11.1451858758926,3.37936418056488,0.745453646779059,96.328944015503,96.6542516708374,-3.85822610855103,1.57236798107624,293.992492675781,301.978488922119,5.81645992398262,7.82072842121125,4.12142729759216,2.31202375888825,-0.23762360215187,-1.0417617559433,0.0735930382041257,1.26690775156021,0.726012098789214,1.12234017252922,0.935216248035431,5.60463553667068,12.8641545295715
