DOY2,HR2,USTAR,TA,WS,NEE,FC,H,LE,TS_1_1_1,TS_1_2_1,RH,PA,CO2,NETRAD,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O,SC,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TA_1_2_1,TA_1_3_1,RH_1_2_1,RH_1_3_1
1,0.25,0.4495,-6.27885,2.743,0.56329,0.46373,-11.964,-0.113075,0.769,0.742,82.406,98.192,410.42,-19.2055,0.013492,-0.68086,0.34731,267.9355,293.16,3.2668,0.015001,1.0792,1.30835,2.175,2.6,4.72485,6.3,-2.847,-2.42985,93.4165,90.65
1,0.75,0.423235,-6.2534,2.7305,0.52478,0.42876,-12.938,-0.139,0.804,0.75,82.3955,98.201,410.645,-18.995,0.014,-0.65768,0.37107,269.15,292.8605,3.284,0.034077,1.1,1.3417,2.2,2.7,4.7667,6.3,-2.9382,-2.51985,92.633,90.25
1,1.25,0.43872,-6.39965,2.8213,0.500465,0.413,-12.3635,0.053145,0.791,0.75,83.0005,98.182,410.665,-18.7835,0.013403,-0.668,0.36,269.1665,292.995,3.27365,0.0520095,1.1,1.35,2.1917,2.6667,4.75,6.3,-2.89485,-2.53015,92.75,90.183
1,1.75,0.439,-6.5404,2.785,0.606285,0.47761,-12.0705,0.167,0.792,0.758,83.1995,98.195,410.8,-17.845,0.013063,-0.63776,0.345015,268.099,292.4865,3.2825,0.054124,1.0917,1.3583,2.2,2.6667,4.7667,6.3,-2.8935,-2.5365,93.1,90.9
1,2.25,0.43325,-6.691,2.7917,0.59562,0.45515,-12.341,-0.036109,0.795,0.75,83.2665,98.208,411.04,-17.8375,0.013739,-0.646845,0.33579,269.346,291.815,3.28655,0.07093,1.0917,1.35,2.2,2.6667,4.7667,6.3,-2.86415,-2.4887,93.3335,90.8835
1,2.75,0.45,-6.68465,2.7073,0.58497,0.474815,-12.6795,-0.037,0.8,0.734,83.3895,98.209,411.1,-17.943,0.0135495,-0.647,0.35671,267.28,290.052,3.2405,0.10308,1.0917,1.3333,2.2,2.6333,4.7667,6.3,-3.067,-2.4222,93.7835,90.5335
1,3.25,0.443795,-6.731,2.7124,0.53383,0.423255,-11.673,-0.161,0.804,0.75,83.595,98.212,411.125,-17.254,0.0132335,-0.632,0.31129,267.23,290.95,3.224,0.080357,1.1,1.35,2.2,2.65,4.7667,6.3,-3.04935,-2.5183,92.55,90.55
1,3.75,0.44354,-6.8384,2.6731,0.57999,0.45602,-11.6505,-0.042,0.797,0.75,83.881,98.206,410.97,-17.2135,0.013,-0.64605,0.31047,268.1675,291.009,3.226,0.041824,1.1,1.3333,2.1917,2.6667,4.7333,6.3,-3.0947,-2.55885,92.5165,89.8165
1,4.25,0.436265,-6.7599,2.7035,0.571,0.47147,-12.078,-0.141,0.79,0.75,83.5545,98.205,410.9,-18.143,0.013396,-0.65658,0.32399,266.72,291.35,3.22535,0.085008,1.1,1.3417,2.2,2.6333,4.75,6.3,-3.1128,-2.4145,92.4665,90.433
1,4.75,0.44072,-6.6243,2.70165,0.55534,0.443005,-11.963,-0.0835,0.8,0.75,83.4485,98.174,411.15,-16.82,0.0139875,-0.618,0.29966,267.53,290.02,3.24505,0.0728935,1.0833,1.35,2.2,2.65,4.7333,6.3,-3.0242,-2.2345,92.3335,90.65
