DOY2,HR2,TAU,H,LE,FC,WS,USTAR,T_SONIC,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,PPFD_IN
8,10.25,-0.127485,110.484,37.6669,-1.494795,1.52096,0.383164,25.3705,398.006,18.901,0.846125,0.765589,0.491729,0.5062,1158
8,10.75,-0.199834,99.1092,23.5331,-0.516966,1.57966,0.439061,25.7365,397.31,18.867,0.867625,0.881503,0.500992,0.4935,1261
8,11.25,-0.172417,109.7585,25.76755,-0.621444,1.62858,0.405626,25.7931,396.4745,18.5104,0.933073,0.876294,0.498866,0.54695,1353
8,11.75,-0.182046,119.398,19.9761,-0.592576,1.69449,0.440488,26.0056,395.77,18.6467,1.0045,0.8863275,0.55815,0.5888,1280
8,12.25,-0.144251,110.545,46.5642,-0.775124,1.659925,0.43359,26.6414,396.2195,18.2909,0.981891,0.933256,0.542654,0.588345,1332
8,12.75,-0.157428,93.46825,33.55165,-0.299894,1.564685,0.461174,26.7878,396.334,18.1552,0.9997185,0.97018,0.5537135,0.586473,1367.5
8,13.25,-0.189901,92.7984,26.9475,-0.612269,1.69558,0.462414,26.8327,396.8245,18.4866,1.05804,0.929326,0.556368,0.4993,1263
8,13.75,-0.118858,85.4407,28.42945,0.991023,1.68643,0.456453,26.9398,397.0225,18.04675,1.0695,0.983672,0.564571,0.4759,1293.5
8,14.25,-0.202382,92.3131,30.1104,-0.517139,1.69911,0.478865,26.875,396.673,18.1812,1.07392,0.96154,0.59483,0.523846,1247.5
8,14.75,-0.160486,93.65665,36.3643,0.537895,1.85133,0.4687875,26.85835,396.8945,17.86225,1.05108,0.9042265,0.549663,0.5344065,1008.5
8,15.25,-0.184353,101.111,25.8905,0.442292,1.747185,0.4435935,26.76845,396.585,17.9006,0.995807,0.8503865,0.5441795,0.5291,1016.5
8,15.75,-0.226097,88.6447,36.4389,0.3095785,1.90155,0.481907,26.9162,392.501,18.51875,1.04203,0.927585,0.581797,0.5018,893.5
8,16.25,-0.228497,75.8439,40.4663,0.445844,2.031685,0.458233,27.3873,390.48,19.0747,1.0476,0.968606,0.562642,0.4329,844.5
8,16.75,-0.212563,75.5244,27.8415,0.518568,2.10944,0.486644,27.7597,390.131,18.8201,0.993726,0.927329,0.575509,0.4057,646.65
8,17.25,-0.208271,54.0526,29.4477,1.42515,2.10844,0.464264,27.6282,386.215,18.6441,0.988287,0.959185,0.573587,0.3725275,602.5
8,17.75,-0.213222,41.5397,18.6647,1.30741,2.03807,0.473083,27.6466,382.186,18.8351,0.977548,0.921654,0.591141,0.302437,432.45
8,18.25,-0.1800015,28.30675,15.35535,1.15631,1.98816,0.4364035,27.59175,380.7255,18.8685,0.957244,0.8374935,0.550188,0.27205,295.45
8,18.75,-0.1520395,14.78905,10.25999,1.236165,1.832715,0.3971055,27.4726,379.2505,18.2304,0.8862295,0.7494655,0.515121,0.2370185,159.8
8,19.25,-0.102859,2.99779,8.377965,1.0367,1.69465,0.338654,27.336,378.237,17.92745,0.818248,0.652979,0.4830585,0.243,63.815
8,19.75,-0.0908,-1.02761,7.49103,0.432468,1.63404,0.297255,27.6787,378.6815,17.79355,0.762498,0.607154,0.424451,0.265225,10.655
8,20.25,-0.075,0.0691,9.558815,0.868756,1.700105,0.289549,27.209,380.946,17.6334,0.734166,0.616194,0.440624,0.230227,0.202
8,20.75,-0.0572,0.305567,4.76059,0.426005,1.639585,0.3228295,26.9904,381.108,17.5879,0.723696,0.5645995,0.4532315,0.2350915,-0.275
8,21.25,-0.051,-3.06154,6.753165,0.940833,1.57532,0.301621,26.5094,383.277,17.6594,0.723482,0.6230065,0.436179,0.2304275,-0.2625
8,21.75,-0.0522,-0.1921045,6.75942,0.8895515,1.670225,0.266932,25.8067,383.864,17.5127,0.761893,0.596377,0.454614,0.2644,-0.2575
8,22.25,-0.0671,-1.23123,6.6094,0.924176,1.294265,0.272239,25.4888,385.065,17.78045,0.68048,0.665095,0.399496,0.2197875,-0.2465
8,22.75,-0.0474,-0.873105,4.074315,1.405455,1.26764,0.242424,25.12245,386.724,17.3721,0.6305745,0.521242,0.3615955,0.2216,-0.2235
8,23.25,-0.04295,-2.124765,6.7599,1.35062,1.2122,0.2307905,25.1611,387.5615,16.8612,0.5583835,0.5312905,0.346228,0.1917885,-0.212
8,23.75,-0.03655,-2.84729,2.04291,1.323065,1.258375,0.2482745,24.94255,389.854,16.57365,0.648451,0.5472045,0.372188,0.20495,-0.195
9,0.25,-0.0943,1.157025,2.38005,1.416385,1.45054,0.312584,21.7519,396.8675,14.89465,0.759612,0.683228,0.428589,0.1749,-0.096
9,0.75,-0.0729,-1.09127,3.548785,1.56676,1.5702,0.295704,21.8028,397.938,15.0259,0.731094,0.586917,0.413983,0.160844,-0.081
9,1.25,-0.0636,-1.75117,2.869075,1.74682,1.54166,0.304572,21.6205,398.9735,15.0116,0.698541,0.555107,0.41431,0.150442,-0.077
9,1.75,-0.0526,-2.324385,3.39082,1.40861,1.5191,0.251894,21.3336,396.703,14.7749,0.660376,0.552961,0.372791,0.1372625,-0.078
9,2.25,-0.05525,-2.534425,2.22191,1.38838,1.291235,0.2423295,21.08555,396.382,14.5629,0.5963705,0.501221,0.349474,0.141774,-0.07
9,2.75,-0.04825,-3.00334,2.32145,2.162645,1.30517,0.24776,20.18635,397.784,14.4488,0.5683,0.473416,0.3268305,0.146966,-0.041
9,3.25,-0.046,-2.144175,2.69824,1.976195,1.280745,0.232221,19.9003,399.6895,14.3431,0.530932,0.430701,0.319203,0.141519,-0.043
9,3.75,-0.0291,-2.35755,2.13602,2.63829,1.21628,0.216354,19.56125,404.066,14.2596,0.526473,0.427263,0.314052,0.1433885,-0.032
9,4.25,-0.03055,-3.610735,1.41258,2.27925,1.140105,0.2078815,19.3074,409.05,14.1167,0.4978665,0.4564955,0.2959545,0.141903,-0.03
9,4.75,-0.0426,-1.327445,1.901855,1.767465,1.29058,0.21773,19.267,409.991,14.4298,0.5165615,0.406084,0.299198,0.148212,0.003
9,5.25,-0.04345,-1.99854,1.397665,2.09037,1.14158,0.2182955,19.045,410.9445,14.1547,0.4999485,0.474343,0.3164815,0.133523,0.027
9,5.75,-0.04085,-2.61639,3.57488,3.35956,1.22185,0.2200605,18.8197,408.3715,14.65745,0.5354075,0.430471,0.3259475,0.13555,0.157
9,6.25,-0.0508,-1.44526,3.331835,2.96684,1.228685,0.215746,18.5734,411.274,14.1104,0.543286,0.440703,0.310211,0.14206,2.99
9,6.75,-0.0783,5.271555,8.34609,3.295015,1.39634,0.263177,18.5735,410.469,14.1632,0.628393,0.520914,0.359947,0.1582,34.71
9,7.25,-0.0942,4.162235,8.955165,2.057795,1.5147,0.313799,18.6846,411.945,14.4047,0.735692,0.5701425,0.427231,0.17845,100.3
9,7.75,-0.099,11.70405,17.73015,1.14132,1.73133,0.325164,19.139,407.032,14.3713,0.751825,0.628916,0.44636,0.2384,184.4
9,8.25,-0.1305625,18.4925,15.82865,1.284705,1.73196,0.363389,19.30355,408.1025,14.4054,0.7844125,0.6904545,0.461979,0.2754615,332.6
9,8.75,-0.148994,31.3762,14.85185,1.43,1.792395,0.3805045,20.1667,404.936,15.0137,0.8204535,0.743352,0.496257,0.307489,526.9
9,9.25,-0.144168,40.7003,25.7146,0.516441,1.78476,0.380358,20.76035,400.282,14.9802,0.8423265,0.790451,0.4981795,0.323412,643.7
9,9.75,-0.1650895,50.01715,23.6637,0.693865,1.659545,0.427253,20.9328,404.932,14.4366,0.8955475,0.8682965,0.519205,0.3321,784.7
9,10.25,-0.18246,41.5417,25.8982,0.7600375,1.86051,0.429444,21.5404,402.153,14.379,0.892267,0.812659,0.553488,0.3238,913
9,10.75,-0.231293,49.4356,18.67125,0.868386,2.00169,0.469546,21.9352,399.995,14.3461,0.962529,0.927464,0.55373,0.352487,1043
9,11.25,-0.214684,57.76635,17.14545,0.4471735,1.953835,0.481438,22.3098,398.668,14.3344,0.998622,0.943464,0.585597,0.3551155,1165
9,11.75,-0.204976,47.5244,16.79565,-0.0463,1.92694,0.487816,22.6452,399.083,14.1732,1.10349,0.938339,0.591259,0.3493,1158
9,12.25,-0.219589,76.42585,16.1031,0.781395,1.984555,0.479778,23.0517,398.296,14.3405,1.1233,0.984941,0.567468,0.3912,1165
9,12.75,-0.280087,61.34885,20.77855,1.2628,2.07416,0.507931,23.2459,395.882,14.3039,1.09403,0.984742,0.612174,0.3706,1092
9,13.25,-0.211175,52.7375,23.4564,0.744922,2.007525,0.471947,23.1424,395.334,14.5956,1.04456,1.01116,0.578867,0.3597,1032
9,13.75,-0.240654,55.49435,10.5698,0.903703,2.115995,0.501346,23.27335,395.4595,14.7646,1.06897,0.973865,0.591081,0.36865,912.5
9,14.25,-0.2354055,38.94565,20.9628,1.39824,2.07279,0.501217,23.39945,396.6275,14.6302,1.093785,0.9336885,0.6214125,0.3384,1015.5
9,14.75,-0.238828,43.4016,17.9024,1.20647,2.24275,0.502513,23.5766,396.969,14.9408,1.06484,0.851984,0.621868,0.3332905,862.5
9,15.25,-0.191737,49.2464,20.8493,1.011951,2.11113,0.456019,23.867,395.748,15.2548,1.04747,0.901769,0.653411,0.3379465,787.1
9,15.75,-0.2168425,48.19205,20.6936,1.414265,2.18969,0.48504,24.10475,395.123,15.13165,1.037425,0.9371445,0.614979,0.313501,737.95
9,16.25,-0.2164565,39.9963,24.1249,0.919701,2.21489,0.4852805,23.97425,394.4815,15.416,1.04601,0.947078,0.6143805,0.2851815,648.4
9,16.75,-0.232851,25.4714,21.28595,1.86601,2.18813,0.479477,23.7221,392.159,15.7104,0.987805,0.957494,0.59009,0.2512,438.7
9,17.25,-0.201184,23.7097,19.5066,1.11376,2.079645,0.453343,23.3479,391.779,15.50275,0.916796,0.878634,0.559367,0.218116,315.7
9,17.75,-0.1404915,13.0319,14.7486,0.702068,2.0565,0.419115,23.66035,389.428,15.4227,0.890964,0.8195435,0.5529615,0.25215,185.7
9,18.25,-0.1560365,7.59783,6.6328,0.5599585,1.84649,0.405475,23.8133,390.5995,15.401,0.8353765,0.6971875,0.5361825,0.2878425,78.255
9,18.75,-0.1310555,5.75021,11.6482,1.4521,1.906195,0.384674,23.381,389.752,15.6316,0.8294135,0.722934,0.5036245,0.26041,14.78
9,19.25,-0.114953,1.63924,7.745475,1.16481,1.695925,0.360647,23.4943,387.691,15.6892,0.818032,0.695006,0.486085,0.2417,0.244
9,19.75,-0.1010435,-2.40821,9.27672,1.712855,1.716505,0.385627,23.1741,388.3735,15.7251,0.838773,0.7576555,0.534846,0.2374,-0.1975
9,20.25,-0.160892,0.4443485,8.505,0.359406,1.86342,0.4033715,22.7776,389.244,15.725,0.9016495,0.8072855,0.552936,0.2146,-0.1945
9,20.75,-0.1370375,2.74319,8.75467,0.34831,1.776705,0.42669,22.5252,390.0015,15.3838,0.956013,0.8456925,0.5595545,0.2134695,-0.171
9,21.25,-0.129478,3.81424,16.2474,1.4118,1.7491,0.383087,22.6037,392.5855,15.0684,0.880089,0.77843,0.542941,0.22515,-0.155
9,21.75,-0.141974,3.90546,12.80855,1.51675,1.90099,0.414962,22.3485,392.595,14.9507,0.91419,0.761434,0.542984,0.204823,-0.1445
9,22.25,-0.1171525,2.628915,7.850735,1.25074,1.68874,0.4078745,21.88845,393.505,14.67095,0.970186,0.7782515,0.555753,0.2032,-0.1245
9,22.75,-0.101264,0.951307,9.64121,1.314665,1.689035,0.385307,21.7882,393.0935,14.8426,0.976365,0.772502,0.513598,0.196526,-0.1155
9,23.25,-0.114757,0.91091,6.003865,1.08434,1.58118,0.383406,21.64525,394.7635,14.87455,0.914529,0.731343,0.488178,0.193521,-0.1245
9,23.75,-0.097,0.563442,6.27037,1.91586,1.56983,0.318395,21.4011,395.762,15.0707,0.8671215,0.67251,0.477978,0.17695,-0.1065
10,0.25,-0.112368,0.4874995,8.234075,1.47673,1.88121,0.3344915,14.2284,406.1635,9.502055,0.84162,0.677533,0.472964,0.1378515,-0.1
10,0.75,-0.0766,-1.906485,4.61064,1.74756,1.74284,0.30576,13.8383,402.359,9.61627,0.738551,0.678914,0.433353,0.147382,-0.0815
10,1.25,-0.07105,-1.86476,3.981145,2.26828,1.76259,0.3161635,13.75695,404.189,9.346,0.80172,0.6660655,0.440774,0.130011,-0.0535
10,1.75,-0.05815,-0.9564025,4.17116,1.67267,1.61847,0.2660745,13.2122,404.787,9.764005,0.6436395,0.548194,0.374584,0.1458385,-0.033
10,2.25,-0.04845,-4.09487,4.88127,1.824395,1.48171,0.2428885,13.35625,405.639,9.41946,0.58957,0.5466725,0.3456845,0.142947,-0.025
10,2.75,-0.0767,-1.87309,2.03331,1.517875,1.45131,0.2604385,13.44875,407.1835,9.60331,0.606403,0.5226535,0.333808,0.140826,-0.0225
10,3.25,-0.04525,-2.88115,1.792865,1.880025,1.41323,0.234054,12.92815,410.8225,9.71914,0.572565,0.46198,0.3271295,0.130733,-0.0225
10,3.75,-0.0583,-5.89357,3.635695,2.20271,1.40411,0.2379655,13.34295,410.0695,9.63743,0.558907,0.481324,0.3298825,0.1436,-0.036
10,4.25,-0.0524,-1.888615,1.682825,2.29201,1.25788,0.237802,13.1511,408.3335,9.589445,0.5854975,0.492924,0.340956,0.1285,-0.0205
10,4.75,-0.05875,-1.160273,3.621105,2.16332,1.29139,0.241744,12.98875,406.645,9.59815,0.600213,0.516715,0.352732,0.134,-0.0285
10,5.25,-0.0545,-2.01746,2.304905,2.93534,1.28509,0.2467245,12.89645,406.7,9.43259,0.5403285,0.5047475,0.3269835,0.1321785,-0.0215
10,5.75,-0.0549,-3.22279,3.35728,2.909305,1.27288,0.252211,12.5834,409.174,9.57049,0.6207275,0.524391,0.357634,0.117207,0.0055
10,6.25,-0.0478,-3.20953,4.37104,2.50749,1.40587,0.2379355,12.4707,408.426,9.38005,0.5531955,0.475487,0.314337,0.122926,0.1465
10,6.75,-0.0615,-0.3787295,3.23734,2.23924,1.299735,0.2538625,12.14565,409.607,9.67729,0.582588,0.517228,0.3205165,0.133819,3.4205
10,7.25,-0.0728,5.076315,6.62083,3.3011,1.279025,0.2952835,12.266,408.575,9.838205,0.5906135,0.600227,0.398249,0.150169,25.135
10,7.75,-0.0985,12.35875,10.85565,1.884225,1.42028,0.302626,12.63,414.942,9.963255,0.714504,0.623641,0.441711,0.182979,86.38
10,8.25,-0.11885,12.6496,14.92955,2.29007,1.64528,0.3342,13.1613,416.084,10.0792,0.7936,0.647784,0.463011,0.191373,152.4
10,8.75,-0.125813,19.2011,17.5145,1.867075,1.78726,0.365647,13.17715,413.585,10.073745,0.809012,0.7242695,0.482996,0.2209595,215.2
10,9.25,-0.1538055,18.8657,23.4538,1.351465,1.79998,0.3709955,13.9055,413.3275,10.4791,0.876877,0.763105,0.514719,0.2423,359
10,9.75,-0.1785075,25.9941,17.14375,1.61154,1.89548,0.4003335,14.3235,409.003,10.02093,0.9110875,0.8703335,0.5696275,0.2742,513.35
10,10.25,-0.195822,26.5837,22.2021,1.227025,1.94241,0.4202735,14.9411,405.581,9.96439,0.9469615,0.852806,0.542351,0.246066,503.3
10,10.75,-0.195086,26.5223,26.2985,1.701255,2.072295,0.436453,14.9362,405.472,9.822845,1.01455,0.907367,0.547332,0.2399165,619.8
10,11.25,-0.1979875,30.9648,23.6802,1.74589,2.14283,0.449691,15.0514,404.61,9.77303,1.041225,0.940713,0.5762215,0.21706,617
10,11.75,-0.1899235,29.04195,19.4032,1.2554,2.11739,0.45213,14.9282,404.644,9.72083,1.091115,0.961104,0.5791795,0.23435,539.4
10,12.25,-0.225571,38.63565,18.7303,1.76434,2.22466,0.466564,15.1516,404.317,9.77338,1.098685,0.9624205,0.587197,0.252398,654.95
10,12.75,-0.2307425,31.1113,15.7567,1.98811,2.24348,0.466171,15.5869,403.821,9.9222,1.091285,0.905259,0.612224,0.212287,677.4
10,13.25,-0.219342,18.77395,20.5567,2.595335,2.08116,0.456671,15.35115,405.337,10.1335,1.085745,0.8905095,0.5996305,0.2197,583.3
10,13.75,-0.1852475,33.9353,17.7966,1.9002,2.192265,0.456392,16.03455,403.926,10.24195,1.099475,0.9194135,0.600423,0.2221,493.3
10,14.25,-0.231949,23.0734,12.2304,1.28077,2.189015,0.48993,15.9955,404.194,10.2437,1.042125,0.9086185,0.589605,0.2054,448.3
10,14.75,-0.184339,18.6212,10.53885,1.46618,2.1368,0.427693,16.0091,403.767,10.1867,1.01667,0.890689,0.59173,0.2046925,434.35
10,15.25,-0.170013,19.4561,12.0175,1.14143,2.09654,0.426159,16.13035,404.118,9.5965,0.999967,0.846007,0.584594,0.215076,353.4
10,15.75,-0.1507335,22.9035,14.4804,1.043378,2.09755,0.4074795,15.4341,404.164,9.39321,0.9978075,0.829731,0.5548975,0.213569,305.1
10,16.25,-0.164108,19.3816,14.5166,2.1063,2.097445,0.39378,15.2287,405.697,9.46283,0.904254,0.785043,0.507333,0.1774495,231.05
10,16.75,-0.168779,9.99468,12.3414,1.55158,2.02204,0.391777,15.45965,403.963,9.69652,0.8969225,0.774131,0.5158025,0.156,147.35
10,17.25,-0.139775,6.54129,8.45582,1.47027,1.93671,0.3679775,15.96865,403.3945,9.73151,0.8687695,0.7414325,0.4764265,0.1659015,81.25
10,17.75,-0.113831,7.505785,7.80887,1.99572,1.83624,0.344797,16.3662,403.202,9.45938,0.747472,0.722388,0.4564695,0.191825,24.85
10,18.25,-0.103289,8.01134,6.96462,1.11624,1.79151,0.335775,15.2414,401.8365,9.62763,0.796038,0.709672,0.47247,0.2027455,3.735
10,18.75,-0.089,4.603835,9.65706,1.50935,1.67924,0.359324,15.906,402.208,9.401065,0.787775,0.732887,0.448591,0.2247675,-0.146
10,19.25,-0.107178,7.12521,5.0548,1.7421,1.806395,0.341461,15.3418,402.075,9.422655,0.813156,0.66303,0.478217,0.2057,-0.179
10,19.75,-0.141632,3.4608,5.92807,1.400295,1.694675,0.373377,14.9128,400.566,9.44891,0.779225,0.671874,0.497522,0.184116,-0.168
10,20.25,-0.145259,2.75987,8.46094,1.16893,1.859725,0.374697,14.7145,403.389,9.52825,0.885641,0.75689,0.498393,0.1805,-0.163
10,20.75,-0.149092,1.757755,6.924565,2.069455,1.83662,0.361688,15.1671,404.409,9.44928,0.842921,0.7189,0.462189,0.178606,-0.164
10,21.25,-0.122554,2.98194,5.105665,1.25079,1.964785,0.359625,14.831,403.6445,9.42515,0.876874,0.73798,0.493456,0.180998,-0.139
10,21.75,-0.110237,2.18229,7.38289,1.7727,1.89686,0.352607,14.6888,404.062,9.0569,0.885291,0.694413,0.467419,0.174,-0.134
10,22.25,-0.122297,0.6563725,10.0546,1.89251,1.868895,0.360586,14.6222,404.147,9.05114,0.913339,0.712829,0.484046,0.1583,-0.123
10,22.75,-0.0816,1.51207,8.00087,1.819005,1.81714,0.34059,14.2652,403.5095,8.94044,0.79599,0.694335,0.490474,0.182397,-0.08
10,23.25,-0.0925,0.506355,8.134865,2.01281,1.74492,0.325645,14.3638,404.051,9.15632,0.783351,0.701518,0.463447,0.1572385,-0.085
10,23.75,-0.0927,3.043265,6.103415,1.89991,1.726415,0.348938,14.2627,405.8925,9.305725,0.818796,0.694548,0.462753,0.1456,-0.082
11,0.25,-0.105734,3.456045,4.77445,1.04125,2.02421,0.332517,5.7664,409.5995,4.26278,0.81288,0.7341645,0.4991135,0.1279955,-0.069
11,0.75,-0.0976,0.298373,2.983515,1.287985,2.13955,0.319281,5.69256,410.075,4.366135,0.843342,0.669737,0.486061,0.1280305,-0.069
11,1.25,-0.0827,-0.127309,3.37544,1.16605,1.79595,0.304051,5.8912,410.0265,4.375845,0.792692,0.635396,0.450347,0.129116,-0.068
11,1.75,-0.0653,-0.44092,3.10207,1.45607,1.76033,0.275193,5.91764,410.835,4.328325,0.749439,0.637433,0.423655,0.117,-0.093
11,2.25,-0.0546,-0.141844,3.889055,1.21641,1.65466,0.243248,5.55008,411.751,4.43114,0.677785,0.577948,0.381787,0.144948,-0.085
11,2.75,-0.0423,-1.57043,3.42698,1.31491,1.637205,0.25178,5.2716,412.8195,4.44764,0.640049,0.584221,0.386434,0.132476,-0.066
11,3.25,-0.0746,0.176869,2.4914,1.582505,1.717675,0.27438,5.09553,413.165,4.45338,0.761861,0.539409,0.387724,0.1151655,-0.066
11,3.75,-0.0718,-0.556414,3.003415,1.78059,1.83211,0.292061,5.17944,412.9705,4.31287,0.710185,0.581944,0.375798,0.130348,-0.034
11,4.25,-0.068,-0.05,3.256525,2.40562,1.731545,0.286853,5.3339,413.055,4.48112,0.70432,0.578439,0.405025,0.13505,-0.0325
11,4.75,-0.0625,0.373508,3.17074,1.56578,1.75209,0.2985525,4.69974,414.098,4.39214,0.7195,0.561205,0.4198405,0.132132,-0.035
11,5.25,-0.08765,0.293956,2.840755,2.12447,1.7525,0.304196,4.79824,413.179,4.45102,0.717743,0.628606,0.4062275,0.1252325,-0.043
11,5.75,-0.0871,0.6285715,3.18689,1.81462,1.86105,0.304623,4.71135,412.967,4.496175,0.779131,0.607357,0.462585,0.1342,-0.0515
11,6.25,-0.0698,1.84916,2.187075,1.778045,1.67533,0.29462,4.88714,414.354,4.47675,0.743028,0.643621,0.445291,0.135701,-0.0525
11,6.75,-0.0627,2.06521,2.903875,1.61293,1.90829,0.303307,4.85001,416.661,4.58029,0.769903,0.578085,0.430979,0.133065,-0.0285
11,7.25,-0.0829,1.33483,4.17051,2.471065,1.714475,0.293687,4.65696,416.645,4.57898,0.783713,0.599828,0.421763,0.132036,1.122
11,7.75,-0.0883,3.74981,5.345515,2.21206,1.57707,0.298297,4.7114,416.2845,4.37986,0.700765,0.621257,0.416499,0.1318355,12.305
11,8.25,-0.0865,7.52347,6.27008,2.21729,1.83093,0.294118,4.84944,416.23,4.55548,0.778156,0.616691,0.424429,0.150384,42.635
11,8.75,-0.123265,9.40364,5.79366,1.422095,1.94856,0.339894,4.9073,415.41,4.60305,0.892865,0.704556,0.473029,0.16546,94.95
11,9.25,-0.119449,16.3001,7.33907,2.20938,2.022665,0.390488,5.16042,414.939,4.62492,0.925594,0.742692,0.499534,0.175664,159.05
11,9.75,-0.134506,16.9808,8.20968,0.9701505,2.04896,0.358384,5.84491,414.4075,4.71997,0.967868,0.770385,0.509073,0.1980995,189.15
11,10.25,-0.142998,18.7612,6.449975,2.00316,2.076335,0.38749,6.14974,412.88,4.42641,1.006095,0.8142175,0.5108045,0.202331,247.8
11,10.75,-0.176727,18.55975,8.04089,2.21191,2.06996,0.430695,6.26859,412.475,4.36933,0.974995,0.837672,0.524557,0.2314275,328.3
11,11.25,-0.186389,26.5876,6.76469,1.362805,2.18842,0.4392205,6.553895,411.7305,4.253025,0.9490825,0.8451345,0.554536,0.247537,331.45
11,11.75,-0.209378,20.55925,4.83666,1.52967,2.09771,0.441647,6.76123,411.379,3.90215,1.00838,0.883911,0.572647,0.220167,374.35
11,12.25,-0.218948,31.1231,8.81963,1.192515,2.09968,0.461922,6.65546,410.656,4.16643,1.07429,0.915743,0.535393,0.250608,413.85
11,12.75,-0.20688,25.2134,8.51983,2.08201,2.20032,0.436096,6.889715,410.489,3.96066,1.07922,0.902309,0.565093,0.239742,412.4
11,13.25,-0.182416,24.71805,6.67399,1.498545,2.322935,0.464922,6.73315,410.947,4.0471,1.13571,0.9799,0.606348,0.2120125,374.4
11,13.75,-0.272902,26.94575,7.81582,2.45677,2.20138,0.490606,6.86608,409.867,4.09466,1.07874,0.93717,0.579054,0.2108,305.7
11,14.25,-0.185995,15.62765,9.24439,1.60014,2.40783,0.463449,6.542185,410.894,4.051445,1.057625,0.8864465,0.5933255,0.1822265,303.4
11,14.75,-0.2148035,19.35505,7.80874,2.022405,2.33528,0.468477,6.570325,411.413,4.03006,1.10047,0.8583095,0.572476,0.1862335,245.5
11,15.25,-0.2076505,13.54945,6.71697,2.1918,2.273895,0.445235,6.40002,410.81,4.03872,1.06398,0.907438,0.545874,0.163525,211.3
11,15.75,-0.230096,12.6753,8.07584,2.0034,2.29764,0.4658645,6.364795,410.729,4.16059,1.069325,0.866709,0.565645,0.1573,177.3
11,16.25,-0.1436675,8.22051,5.454515,1.6343,2.31043,0.4506655,6.314985,409.989,4.22417,1.080795,0.86491,0.5857295,0.127707,95.8
11,16.75,-0.166304,5.64571,6.108755,1.47043,2.201575,0.43453,6.298835,410.051,4.0278,1.04942,0.805397,0.565282,0.144038,47.9
11,17.25,-0.132767,4.65757,6.74556,1.60665,2.03499,0.3959185,6.26386,411.027,3.931185,0.929913,0.750014,0.4888575,0.164665,12.81
11,17.75,-0.1229465,2.96165,5.29799,1.68488,2.09797,0.372005,6.243575,411.664,4.157145,0.9362735,0.7729145,0.490235,0.173296,0.36
11,18.25,-0.127177,4.788575,7.526085,1.20302,2.13876,0.407635,6.16966,411.1105,4.09991,0.910395,0.776111,0.551195,0.168641,-0.141
11,18.75,-0.142926,2.48837,6.5001,2.01517,2.18594,0.4175985,6.19155,411.515,4.07446,0.972517,0.793231,0.5544555,0.151383,-0.13
11,19.25,-0.115296,3.39332,5.12499,1.00658,2.182205,0.414867,6.23251,410.342,4.19901,0.996362,0.831077,0.581453,0.16975,-0.107
11,19.75,-0.149938,2.68955,5.99932,0.583829,2.30267,0.456723,6.359775,409.883,4.27717,1.059195,0.866065,0.549359,0.14465,-0.118
11,20.25,-0.134817,4.926495,6.435295,1.11436,2.354295,0.4264,6.32123,409.5605,4.120935,1.06142,0.918058,0.541004,0.159565,-0.111
11,20.75,-0.131782,4.01237,3.623125,0.8723135,2.14683,0.426598,6.442655,409.967,4.11429,0.945673,0.8852225,0.5305515,0.150344,-0.09
11,21.25,-0.11521,6.508185,4.16072,0.995727,2.21257,0.42128,6.58992,411.055,4.23293,1.03645,0.872584,0.559393,0.158761,-0.079
11,21.75,-0.126699,5.814855,5.311055,1.13701,2.24451,0.444273,6.434255,410.349,4.1897,1.01879,0.835282,0.551736,0.1556015,-0.09
11,22.25,-0.134219,5.67956,4.13488,1.19875,2.1961,0.379944,6.47238,410.394,4.21019,1.01952,0.775633,0.516687,0.1465265,-0.08
11,22.75,-0.12067,3.898845,3.95124,0.943359,2.22621,0.395374,6.09979,410.1805,4.20967,1.040165,0.7854155,0.581331,0.147388,-0.083
11,23.25,-0.08705,3.702945,5.75657,1.69791,2.1482,0.41763,5.912105,409.7085,4.20722,0.9493055,0.7334735,0.555567,0.13465,-0.083
11,23.75,-0.0987,4.65695,3.4912,0.896274,2.1004,0.36,5.49606,409.843,4.22803,0.891643,0.710019,0.528841,0.125144,-0.072
12,0.25,-0.134992,5.60259,2.84263,1.61453,1.92744,0.37036,2.79729,407.485,3.26501,0.906473,0.716051,0.491321,0.11445,-0.057
12,0.75,-0.1171605,4.00819,2.94387,1.31376,1.8353,0.339618,2.45455,408.93,3.25632,0.791871,0.649936,0.4470315,0.1192,-0.05
12,1.25,-0.101598,3.768995,2.08704,1.20865,1.76529,0.3331035,2.163345,409.4255,3.30424,0.778418,0.619699,0.4177275,0.1257,-0.054
12,1.75,-0.0894,3.7296,2.363645,1.92307,1.71945,0.326463,2.100415,407.624,3.346625,0.74182,0.624924,0.408065,0.115559,-0.065
12,2.25,-0.08605,3.505635,2.52527,1.42313,1.622765,0.3223685,2.20774,408.61,3.23956,0.7369885,0.5872725,0.387127,0.1134,-0.0515
12,2.75,-0.07605,2.926825,1.673765,1.23184,1.74355,0.3176325,2.07308,408.378,3.22456,0.731923,0.6311175,0.4098425,0.121676,-0.045
12,3.25,-0.09145,3.24396,2.04902,1.541795,1.81743,0.30859,2.138245,409.8035,3.27691,0.6926715,0.6310845,0.435904,0.1247055,-0.058
12,3.75,-0.093,3.57547,2.28797,1.510105,1.75116,0.317059,1.97397,410.086,3.18138,0.761941,0.644471,0.446588,0.12095,-0.059
