DOY2,HR2,TAU,H,LE,FC,WS,USTAR,T_SONIC,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,PPFD_IN
4,16.75,-0.275202,40.0106,15.04435,0.88682,2.65168,0.567473,11.1382,409.83,4.39193,1.18908,1.078815,0.6679475,0.282267,504.2
4,17.25,-0.277982,28.7212,18.0689,0.591927,2.67918,0.557719,11.14215,410.261,4.22565,1.1917,1.06008,0.673532,0.2672435,367.85
4,17.75,-0.254409,25.0987,12.70095,0.6164725,2.60614,0.546574,11.0888,410.385,4.177605,1.150955,1.010735,0.6377795,0.2218,252.85
4,18.25,-0.2175145,13.6413,9.34854,0.589968,2.627185,0.5284735,10.7122,411.6085,4.33269,1.18204,1.03198,0.6171335,0.2126445,149.15
4,18.75,-0.2011005,10.4337,10.43375,0.8936365,2.33532,0.5249275,10.15115,411.927,4.32688,1.081705,0.963034,0.624345,0.21255,51.65
4,19.25,-0.162307,8.80509,6.37093,1.18381,2.20382,0.4519295,9.84628,411.907,4.35942,1.021315,0.9266175,0.564941,0.2286,11.02
4,19.75,-0.12384,10.4614,6.59305,0.148935,2.120415,0.4072255,10.5081,411.78,4.45209,0.9558905,0.8134335,0.5688375,0.2315,0.313
4,20.25,-0.195151,13.58485,6.152005,0.428638,2.079535,0.416451,10.1333,411.589,4.334935,0.909371,0.81614,0.536567,0.2166,-0.193
4,20.75,-0.1677235,5.66261,7.326185,0.945777,2.04658,0.3855265,9.644085,411.989,4.313755,0.942737,0.841559,0.526924,0.215,-0.2015
4,21.25,-0.153955,6.735425,7.74756,0.645534,2.09012,0.389177,9.42607,411.427,4.24444,0.905908,0.746872,0.483488,0.1917,-0.1955
4,21.75,-0.158527,11.4722,7.911695,0.407549,2.09623,0.446133,9.23195,411.9285,4.33492,0.965065,0.773399,0.525774,0.2022225,-0.198
4,22.25,-0.1778385,6.21172,2.17914,0.294385,2.131215,0.4413535,8.805335,412.1535,4.58916,0.964889,0.8280995,0.548706,0.2186055,-0.1895
4,22.75,-0.1219305,6.27786,7.128805,0.6783455,2.116565,0.422367,8.77865,414.3175,4.66795,0.9293755,0.7769825,0.5262535,0.183,-0.187
4,23.25,-0.16586,8.31806,6.687835,0.997115,2.17054,0.421064,8.90943,413.547,4.628485,0.925288,0.7577245,0.5366225,0.183046,-0.1855
4,23.75,-0.155323,8.37676,6.9182,1.27113,2.25035,0.447208,8.64542,414.015,4.66518,0.944563,0.800769,0.555329,0.16975,-0.1835
5,0.25,-0.04,-1.658325,5.352405,1.76285,1.58138,0.347727,16.8559,414.206,10.5083,0.901867,0.725023,0.483432,0.18715,-0.155
5,0.75,-0.0767,5.165995,4.144585,1.38126,1.68666,0.338475,16.4939,414.339,10.29025,0.803059,0.703041,0.494212,0.1911,-0.143
5,1.25,-0.07425,-0.5538975,3.69643,2.157505,1.633515,0.3259195,16.2977,414.412,10.1259,0.792208,0.7074985,0.4360035,0.186971,-0.142
5,1.75,-0.09185,4.07348,1.78356,1.26998,1.46303,0.3264265,15.9976,413.959,10.576,0.7405415,0.6891685,0.414228,0.1631,-0.131
5,2.25,-0.132976,4.1084,4.136905,1.698045,1.62422,0.3575055,15.1345,413.169,9.875065,0.8715745,0.7350295,0.47363,0.1666305,-0.126
5,2.75,-0.0844,2.038085,4.92344,2.060525,1.63819,0.336201,15.09795,412.791,9.23013,0.800269,0.6853085,0.4591055,0.1609,-0.118
5,3.25,-0.06475,1.38622,3.55893,2.2262,1.620755,0.2898005,14.7486,411.6445,9.46077,0.687571,0.5774065,0.4247305,0.161399,-0.1115
5,3.75,-0.07425,-0.610157,1.86818,1.052751,1.47785,0.2724715,14.65535,414.536,9.189745,0.640967,0.5504565,0.3830765,0.16376,-0.0975
5,4.25,-0.0584,0.3861465,2.12408,1.16395,1.36315,0.259777,14.4535,418.122,9.49198,0.666142,0.543918,0.3814665,0.1565,-0.0725
5,4.75,-0.06985,-0.4794125,1.2867,2.50451,1.437595,0.2750545,14.22555,417.203,9.41558,0.650629,0.5752965,0.426362,0.1480515,0.067
5,5.25,-0.0596,0.404646,2.96036,1.72203,1.35002,0.2592845,13.65125,418.006,9.50493,0.637337,0.5356445,0.3700895,0.1506915,3.175
5,5.75,-0.0501,2.86665,2.686935,2.91316,1.372775,0.2646245,13.32425,418.9085,9.56526,0.6868665,0.542091,0.3814585,0.1690355,20.765
5,6.25,-0.0857,7.12507,7.28124,2.82399,1.32763,0.305546,13.8327,418.7935,9.58111,0.635814,0.6062335,0.3880595,0.1762,72.575
5,6.75,-0.0961,10.56785,7.48434,2.65831,1.41093,0.3129775,13.79265,418.654,9.73803,0.6801105,0.6331575,0.4120415,0.20332,136.3
5,7.25,-0.0919,9.742915,8.986155,0.334505,1.79285,0.3241475,13.3758,414.454,9.50878,0.7526135,0.706939,0.472481,0.1963855,234.7
5,7.75,-0.1275795,16.9029,13.8827,2.07277,1.84277,0.366838,13.73405,410.283,9.48336,0.8161305,0.674334,0.517893,0.212493,317.35
5,8.25,-0.17859,30.4669,13.03035,0.899688,2.015115,0.418435,14.8222,408.109,9.42529,0.883701,0.829685,0.583571,0.2687,486
5,8.75,-0.192065,27.84855,20.4294,1.5944,2.02656,0.440274,15.5945,406.5755,8.891785,0.961792,0.875928,0.564333,0.243354,615.1
5,9.25,-0.224692,20.3679,10.97345,1.6915,2.234525,0.454769,16.0372,405.2405,8.78232,1.02863,0.892016,0.63854,0.27405,636.55
5,9.75,-0.212639,35.3506,14.20025,1.52314,2.43856,0.481883,16.6459,405.7095,8.667575,1.07456,0.899182,0.627649,0.3348,767.9
5,10.25,-0.2590485,30.676,18.0268,1.39894,2.2272,0.507972,16.87265,404.332,9.66936,1.05761,0.9942475,0.6330355,0.34157,949.5
5,10.75,-0.2339165,54.4596,18.5806,0.844282,2.3801,0.5218405,17.3218,403.9225,9.15871,1.087505,0.9709355,0.6463755,0.3649,1086
5,11.25,-0.2352445,60.1262,13.1141,0.982969,2.35098,0.5182195,17.50335,404.5955,9.15652,1.10245,1.011235,0.6394875,0.3745,1027.5
5,11.75,-0.2253415,68.8405,28.9474,1.58315,2.565605,0.520777,17.92055,404.899,8.3998,1.225835,1.039045,0.670205,0.3289,1138.5
5,12.25,-0.231199,47.5468,11.1155,1.079971,2.41495,0.532943,17.6956,404.6925,8.79037,1.2968,1.01294,0.685705,0.3240245,1136
5,12.75,-0.31062,50.60765,9.084255,1.64467,2.55797,0.548434,17.6106,404.4315,8.97374,1.219415,1.117395,0.6856185,0.284269,1261.5
5,13.25,-0.2735605,57.1163,14.94315,1.58902,2.35442,0.5771895,17.89355,405.745,8.92762,1.20437,1.121895,0.706932,0.3174,1343.5
5,13.75,-0.2283925,40.7713,21.4481,0.4010845,2.59275,0.5515265,18.14625,405.373,8.77653,1.19346,1.115375,0.7070595,0.3384,1331.5
5,14.25,-0.274209,58.8854,15.5434,0.377626,2.51494,0.521102,18.8224,404.4065,8.719355,1.15375,1.10013,0.674384,0.3791,1167
5,14.75,-0.317554,71.5652,20.90755,0.3643265,2.56411,0.5892725,18.5714,404.023,8.91073,1.20038,1.152375,0.6852185,0.389,1234
5,15.25,-0.341292,68.5123,15.6457,0.8667,2.473335,0.588095,18.4558,403.8605,8.97563,1.240225,1.13569,0.6732555,0.372838,926.5
5,15.75,-0.2737475,62.13845,23.94865,0.518868,2.42408,0.575214,18.49015,403.8255,9.385075,1.24348,1.091695,0.6626195,0.3832895,1075.5
5,16.25,-0.341751,68.30475,22.59655,0.509861,2.62976,0.559888,18.8852,405.364,8.84273,1.177345,1.087475,0.6692525,0.37122,980
5,16.75,-0.2762675,61.64545,13.835,0.946921,2.5312,0.5367335,19.1586,403.4385,8.77553,1.1204,1.0544,0.660675,0.327573,672.05
5,17.25,-0.276279,45.89245,11.3727,0.778066,2.54347,0.553199,19.0766,402.704,9.09158,1.14687,1.10804,0.685856,0.28715,633.35
5,17.75,-0.2780555,27.5389,13.4898,0.968214,2.43344,0.54959,19.4302,402.553,8.82159,1.09553,1.00374,0.637774,0.294484,397.4
5,18.25,-0.2120515,23.86575,9.116935,1.13076,2.309785,0.454474,19.4702,401.163,8.947785,1.01118,0.94086,0.5909285,0.2331785,285.25
5,18.75,-0.197042,12.1038,10.0038,0.973054,2.05413,0.471302,18.6373,400.9165,9.04854,0.959444,0.8833535,0.5753035,0.215789,169.6
5,19.25,-0.1535915,9.567475,8.255505,0.837995,2.06215,0.4155315,18.99895,401.852,9.71659,0.954926,0.845617,0.565731,0.2073955,83.2
5,19.75,-0.121373,2.87632,3.847875,0.35886,1.82185,0.401638,18.9191,402.265,10.055,0.872245,0.735111,0.497136,0.2431,19.175
5,20.25,-0.0813,7.41937,4.2733,1.19971,1.74484,0.3526585,18.46825,403.267,9.8816,0.825749,0.6599445,0.4518365,0.2472,0.8785
5,20.75,-0.107293,4.20627,6.93042,0.2224995,1.619445,0.341099,18.27245,405.0675,9.94743,0.755453,0.635353,0.4344005,0.2532955,-0.21
5,21.25,-0.0596,8.78723,1.568935,0.867331,1.71301,0.3456005,18.13745,406.015,9.94322,0.7863285,0.703029,0.4599985,0.2314155,-0.2085
5,21.75,-0.1042455,8.48081,2.724705,0.913983,1.799405,0.3886215,17.97205,406.26,9.95425,0.8729895,0.789422,0.5209165,0.2215515,-0.181
5,22.25,-0.1109335,1.1714255,1.35052,0.341569,1.70088,0.4021515,17.3328,408.6725,10.2118,0.9498815,0.747578,0.4971915,0.2188,-0.196
5,22.75,-0.0688,0.1627355,3.201885,1.10705,1.69151,0.349431,17.7202,411.099,11.1941,0.8418865,0.733035,0.508689,0.2208315,-0.176
5,23.25,-0.0803,5.67368,5.01054,1.004008,1.64235,0.398686,17.7324,412.2105,11.5143,0.8693285,0.809865,0.518621,0.2158,-0.166
5,23.75,-0.03825,4.91495,2.58198,1.81437,1.47043,0.3450405,17.5651,413.728,11.116,0.8472455,0.7415455,0.4919965,0.19385,-0.173
6,0.25,-0.069,1.81256,3.62845,0.800358,1.517795,0.290619,23.1999,404.5075,14.2609,0.749171,0.631373,0.401582,0.1724,-0.185
6,0.75,-0.0877,0.823877,3.44142,0.640166,1.501815,0.304234,23.1861,404.656,13.93025,0.711846,0.6206555,0.397782,0.164266,-0.173
6,1.25,-0.0705,-0.251206,6.83185,0.953198,1.42866,0.311717,22.92835,404.729,14.165,0.685049,0.61248,0.41194,0.1569,-0.17
6,1.75,-0.0596,4.93384,3.94654,1.17856,1.58765,0.3064155,22.51245,404.037,13.8316,0.7545355,0.6103855,0.39789,0.1734335,-0.169
6,2.25,-0.0424,1.70617,1.124,1.22656,1.393395,0.310058,22.98315,405.6915,13.5468,0.701805,0.592433,0.414601,0.1875,-0.149
6,2.75,-0.0466,1.32102,1.102493,1.73124,1.55256,0.277246,22.7866,411.35,13.2708,0.696146,0.573038,0.364323,0.1691,-0.1415
6,3.25,-0.045,-1.60636,1.286855,0.771422,1.430875,0.285528,22.6265,402.407,13.2922,0.6829255,0.571081,0.4103005,0.1623695,-0.13
6,3.75,-0.0639,-5.24336,3.593795,1.84441,1.42098,0.253082,21.9358,404.25,13.082,0.579711,0.4941965,0.346356,0.189,-0.1065
6,4.25,-0.03795,-4.451955,2.55221,1.444245,1.36057,0.2328695,21.5214,407.3475,13.6817,0.5475035,0.470301,0.3350245,0.172551,-0.106
6,4.75,-0.0335,-2.292735,0.84117,1.89424,1.27738,0.248326,21.4859,414.068,14.0167,0.528062,0.438198,0.315401,0.1777,0.838
6,5.25,-0.0509,0.112429,1.1616345,1.73261,1.2291,0.214661,21.2291,414.203,13.9471,0.5799495,0.4865255,0.309353,0.1794,13.8
6,5.75,-0.0734,3.308835,2.01779,2.30714,1.26104,0.258035,21.3604,414.851,14.0248,0.634219,0.524395,0.342138,0.2099,64.37
6,6.25,-0.0665,4.67198,11.0219,1.71964,1.246015,0.279306,20.7775,416.714,13.9505,0.659813,0.568293,0.36891,0.208985,141.75
6,6.75,-0.105058,4.42428,17.1643,1.4584,1.476685,0.3206965,21.1807,412.376,14.39075,0.694494,0.605179,0.409559,0.2395,264.2
6,7.25,-0.118853,10.0341,16.519,0.803321,1.52522,0.33042,21.5073,409.174,14.6524,0.73461,0.673121,0.412033,0.2505775,403.45
6,7.75,-0.110902,17.3684,15.4295,-0.132035,1.56101,0.3577845,21.58515,406.037,14.55345,0.7312695,0.6187125,0.4527355,0.303215,501.7
6,8.25,-0.111121,16.1385,14.4983,0.0497,1.76423,0.352831,22.0808,405.2165,14.4437,0.7654175,0.7090315,0.4602555,0.287636,762.75
6,8.75,-0.165198,39.5029,25.3777,0.315611,1.696075,0.386821,22.7366,405.366,14.4756,0.837851,0.776608,0.472523,0.31465,884
6,9.25,-0.146128,36.8766,15.16115,1.019615,1.739695,0.388538,22.7363,400.6575,15.07165,0.862691,0.782677,0.519877,0.3844,990
6,9.75,-0.162801,53.03075,18.4246,0.744667,1.887955,0.443793,22.8082,399.7235,15.1134,0.899637,0.8073645,0.5412975,0.285792,962.5
6,10.25,-0.170704,37.90265,18.4661,-0.238602,1.58985,0.427737,23.34975,400.395,14.6522,0.9002295,0.8109195,0.5139635,0.2598605,1148
6,10.75,-0.138183,51.08245,26.9924,-1.58148,1.60322,0.4370855,23.7967,400.394,14.1324,0.9468285,0.8660955,0.5318255,0.36985,1255.5
6,11.25,-0.151428,68.9145,25.7399,-0.457206,1.58941,0.433373,24.0307,401.061,14.1029,1.02838,0.898045,0.567292,0.350835,1455
6,11.75,-0.201761,60.21445,22.8079,-0.6103795,1.76463,0.4417455,23.7846,401.924,14.16555,1.01658,0.962948,0.5496265,0.3549,1433.5
6,12.25,-0.1562235,51.0268,25.9468,0.581615,1.72852,0.414552,24.0049,400.809,14.0254,1.03399,0.9769035,0.551687,0.3611115,1486
6,12.75,-0.15377,56.7035,12.91805,0.2866435,1.945625,0.473805,23.95975,401.036,13.9326,1.124205,1.020185,0.57789,0.3585,1418.5
6,13.25,-0.151472,43.535,18.09655,0.605023,2.05171,0.479325,24.06305,400.8545,13.8889,1.12582,0.9415905,0.6118745,0.3854775,1503.5
6,13.75,-0.1779115,71.54,25.8286,-0.428895,1.99721,0.460763,24.06175,399.3795,14.1978,1.095925,0.948505,0.5961325,0.4201115,1450
6,14.25,-0.19698,79.8632,22.6325,0.084,2.10266,0.490667,24.2296,399.592,14.17585,1.10897,1.01553,0.580222,0.4929,1481.5
6,14.75,-0.2531865,87.93965,35.2961,-1.791515,2.1948,0.5012335,24.67365,398.662,14.1833,1.135455,0.999993,0.590355,0.483477,1365.5
6,15.25,-0.2289675,78.66095,29.4224,-0.4438315,2.22441,0.4917255,25.0041,399.507,14.0773,1.10739,0.987362,0.6103495,0.496461,1222.5
6,15.75,-0.1878925,77.06865,31.7714,-0.7115,1.99812,0.4837115,25.37385,394.9475,14.2204,1.106375,0.988389,0.614611,0.48648,1135.5
6,16.25,-0.2137075,70.7089,25.4228,-0.12677,2.12815,0.492982,25.9129,394.159,14.5666,1.114045,0.9867455,0.6256985,0.4691035,894
6,16.75,-0.2353345,70.1595,24.0544,0.34291,2.27537,0.516528,26.2162,393.1545,14.88385,1.08134,1.044655,0.621692,0.455323,781.8
6,17.25,-0.2028645,73.8583,19.12635,-0.6582385,2.03927,0.4802185,26.2809,392.014,14.5414,1.07466,0.983907,0.6088885,0.412917,679.65
6,17.75,-0.206827,45.8875,25.93115,-0.273834,1.997645,0.4710535,26.4988,392.0135,15.02925,1.05182,0.993777,0.597854,0.370395,558.45
6,18.25,-0.2099105,37.2985,13.7187,0.0473,2.10411,0.4519295,26.406,391.8425,15.07205,0.9984245,0.959128,0.5802675,0.325222,346.75
6,18.75,-0.1796155,21.5802,9.09437,0.0269,2.09177,0.420098,26.1676,391.366,14.8495,0.990268,0.9323645,0.557415,0.254976,240.35
6,19.25,-0.1265695,7.99298,9.6614,0.318593,2.03699,0.4088945,26.4987,391.496,13.99845,0.940436,0.780893,0.54309,0.246855,137.15
6,19.75,-0.1284715,10.78244,9.54401,0.884782,1.844795,0.368067,26.05455,391.214,14.4625,0.850154,0.693943,0.5113455,0.2553,54.275
6,20.25,-0.0961,3.88854,14.1353,-0.0246,1.625655,0.363741,25.2619,393.117,14.4335,0.788441,0.730095,0.44226,0.270765,9.07
6,20.75,-0.0904,-0.092,10.6557,0.78243,1.54982,0.309246,24.7398,396.405,14.704,0.7383245,0.68183,0.421045,0.2844,0.1755
6,21.25,-0.0867,1.60446,10.4394,0.5402605,1.50853,0.345719,24.8834,396.331,14.5925,0.78387,0.709333,0.444904,0.260037,-0.252
6,21.75,-0.0895,1.538315,6.49361,1.063735,1.545515,0.351887,25.00375,399.1165,14.5708,0.7936605,0.663461,0.5014145,0.2346045,-0.246
6,22.25,-0.0768,2.55809,3.4826,1.56798,1.47669,0.3406845,24.97025,398.7045,14.5418,0.781672,0.6904235,0.4779625,0.22515,-0.2315
6,22.75,-0.06935,-1.0458085,5.32448,1.19897,1.72168,0.3150775,23.73675,399.286,14.894,0.745841,0.6190705,0.4247375,0.1959925,-0.217
6,23.25,-0.0815,0.920389,4.89464,0.8792345,1.54744,0.321545,23.6016,399.252,14.59345,0.730635,0.609994,0.432319,0.1846725,-0.1925
6,23.75,-0.0531,0.165772,3.0079,0.561229,1.539375,0.303088,23.3868,401.794,14.7199,0.665383,0.661923,0.431007,0.186256,-0.1895
7,0.25,-0.0421,-1.83519,3.50842,0.956593,1.379635,0.266171,26.3161,395.177,19.7475,0.638917,0.55222,0.349033,0.178637,-0.215
7,0.75,-0.0576,-1.30929,3.52727,0.78496,1.35193,0.30465,26.1717,395.359,20.1045,0.62064,0.540864,0.385582,0.182484,-0.206
7,1.25,-0.03985,0.493926,2.80585,0.999564,1.37498,0.267154,25.8979,394.099,19.7232,0.610674,0.563521,0.3602125,0.1618,-0.2
7,1.75,-0.0512,-0.860235,3.017875,1.69052,1.26874,0.25873,25.3728,394.237,19.5601,0.627803,0.547838,0.34607,0.1652,-0.195
7,2.25,-0.05415,2.03745,3.39958,1.14579,1.26176,0.252107,26.15035,394.667,20.0261,0.6293955,0.566873,0.3806305,0.1555425,-0.182
7,2.75,-0.0366,-1.47786,1.76497,1.746325,1.28836,0.2365015,25.9132,397.5575,20.0574,0.603228,0.5129615,0.347298,0.151538,-0.175
7,3.25,-0.047,-2.69316,2.68211,1.64696,1.3121,0.238139,25.6789,398.2175,19.8417,0.656083,0.540565,0.37299,0.1398665,-0.1535
7,3.75,-0.0472,-2.02144,2.771105,2.002815,1.14069,0.24102,25.5072,398.676,20.0097,0.521396,0.506176,0.340152,0.137689,-0.162
7,4.25,-0.0375,-4.446595,-0.0536,1.276245,1.19095,0.216765,25.2979,402.532,19.8524,0.545676,0.449376,0.336035,0.161,-0.1455
7,4.75,-0.03025,-4.56826,-0.699551,1.290455,1.1439,0.19775,25.09565,408.442,20.1997,0.452017,0.4014935,0.2490935,0.147468,0.032
7,5.25,-0.03885,-2.76605,-2.87186,1.65984,1.07766,0.196842,25.0469,412.67,20.4238,0.479104,0.405541,0.2702355,0.154993,6.4955
7,5.75,-0.0318,-2.54469,0.4606375,0.914647,1.14957,0.1983,24.8284,412.337,20.54905,0.480973,0.413501,0.282831,0.165254,47.43
7,6.25,-0.0367,0.858213,4.617655,2.069895,1.19048,0.210165,24.689,413.791,20.68405,0.537193,0.449723,0.297903,0.2048515,127.95
7,6.75,-0.0524,3.9714,10.0223,1.356905,1.3299,0.2418195,24.9549,411.917,20.8637,0.6013185,0.4992915,0.3408775,0.250734,248.5
7,7.25,-0.0773,12.2039,14.5546,0.732182,1.40166,0.280513,25.1115,412.1945,21.061,0.658226,0.550782,0.372308,0.263275,391.7
7,7.75,-0.0917,20.1232,20.9683,0.2345285,1.48107,0.302844,25.3996,407.803,21.133,0.664524,0.626041,0.4194965,0.294366,564.45
7,8.25,-0.1101685,32.51895,21.3381,-0.455025,1.47075,0.328372,25.831,402.443,21.5859,0.7364675,0.6778865,0.4407905,0.3367095,739.95
7,8.75,-0.1367795,39.8618,13.7214,-0.0495,1.65194,0.361205,26.2547,400.6495,21.5675,0.785286,0.686616,0.471125,0.375857,901
7,9.25,-0.143908,59.7149,14.6332,-0.559848,1.58017,0.3568275,26.3581,397.312,21.1807,0.7687415,0.8063995,0.4784105,0.432377,1063.5
7,9.75,-0.12955,73.10335,22.7885,0.361377,1.67656,0.37436,26.40455,395.505,21.4147,0.837764,0.746092,0.4750185,0.4429,1188.5
7,10.25,-0.1503585,95.4953,14.473,-0.4564865,1.700295,0.382648,26.595,393.282,21.30555,0.8109875,0.807836,0.485635,0.4833,1321.5
7,10.75,-0.166778,87.09405,15.4921,-0.80458,1.6804,0.4072355,26.76,393.56,20.944,0.856526,0.862604,0.5164095,0.461844,1390.5
7,11.25,-0.158184,87.35415,25.1387,-0.4273715,1.75507,0.407843,27.2015,393.587,21.1091,0.918654,0.891903,0.522439,0.537898,1507
7,11.75,-0.193792,118.2455,16.4816,-0.9478455,1.872205,0.46694,27.19415,393.457,21.2059,1.01853,0.921566,0.570991,0.5418,1599
7,12.25,-0.189435,111.9915,20.1637,-0.9354095,1.76813,0.457818,27.17675,394.7555,20.5901,1.02003,0.919228,0.567793,0.5936485,1514
7,12.75,-0.163222,95.61775,13.51855,-0.274501,1.84424,0.456122,27.1816,397.34,20.1191,1.04381,0.92292,0.55992,0.594853,1608
7,13.25,-0.133856,95.2502,12.3126,-0.402977,1.83984,0.420933,27.2322,395.695,20.1055,0.957258,0.90874,0.537135,0.5226,1490
7,13.75,-0.171975,90.4741,10.8451,0.539615,1.795945,0.478404,27.7007,395.04,20.3881,1.04861,0.875416,0.573712,0.538087,1510
7,14.25,-0.142351,91.5337,25.0585,-0.9612325,1.825975,0.433717,27.9561,396.221,20.47525,1.0123,0.955956,0.552546,0.5531,1498
7,14.75,-0.147711,104.0685,27.45085,-0.52734,2.00582,0.4340975,28.1753,397.718,20.5194,0.9776595,0.86994,0.559639,0.5594,1428
7,15.25,-0.202284,98.4063,39.16165,-0.095276,2.148655,0.4828735,28.2265,396.813,20.4349,1.054265,0.947768,0.5792305,0.5175055,1326
7,15.75,-0.217695,94.2762,41.2876,0.26996,2.0785,0.468675,28.1062,392.222,20.34825,0.9981465,0.906241,0.56738,0.49085,1111
7,16.25,-0.1749915,84.10255,35.2142,0.024,2.22179,0.446066,28.42975,392.93,20.3004,0.9607935,0.934427,0.557428,0.4516,1077
7,16.75,-0.184566,82.82335,28.9099,-0.782538,2.182325,0.444914,28.663,390.339,20.2665,0.984938,0.939511,0.570644,0.451148,912
7,17.25,-0.226721,68.22435,21.4669,-0.06915,2.11869,0.462797,29.2131,384.807,20.3124,0.969752,0.964879,0.577029,0.4292895,787.9
7,17.75,-0.199529,59.8941,26.62125,0.0497,2.07017,0.459953,29.373,382.626,20.25295,0.992938,0.92267,0.565565,0.36488,630.4
7,18.25,-0.194431,37.4374,17.7293,0.817754,2.09725,0.454261,29.2702,381.618,20.5517,0.975765,0.872485,0.554374,0.3205,458.8
7,18.75,-0.157349,23.8531,21.0193,0.625112,1.99619,0.409224,28.9522,379.99,20.7225,0.966172,0.82581,0.535706,0.27428,306
7,19.25,-0.1333535,10.8925,11.79955,0.58693,1.98208,0.3893935,28.7256,382,20.9188,0.9131485,0.770786,0.527101,0.262869,166.5
7,19.75,-0.1236795,5.47955,10.7832,1.33398,1.87606,0.357497,28.9582,384.2895,21.08775,0.8705565,0.7328245,0.500865,0.260314,63.34
7,20.25,-0.08135,2.963455,5.41428,-0.4954735,1.6531,0.319233,28.7718,384.212,20.9166,0.775662,0.6684815,0.453836,0.26325,11.53
7,20.75,-0.07095,-2.106745,10.2516,1.37003,1.55705,0.31622,28.35975,385.952,21.00215,0.7291725,0.5561535,0.4461305,0.267116,0.047
7,21.25,-0.07555,1.68512,9.88581,0.825869,1.71646,0.291855,27.96285,388.0365,21.06375,0.7693475,0.634243,0.4560415,0.247309,-0.286
7,21.75,-0.08905,-0.601746,10.53515,0.814893,1.72848,0.314172,27.36845,391.665,20.867,0.7936615,0.664402,0.466159,0.221188,-0.275
7,22.25,-0.07285,6.77078,6.02807,1.3263,1.679985,0.313332,27.1342,392.29,20.81935,0.8054145,0.67645,0.4778675,0.2158305,-0.271
7,22.75,-0.0411,-2.92627,3.306955,0.613243,1.412935,0.26069,26.4088,388.96,20.2531,0.688062,0.556395,0.397173,0.2035,-0.255
7,23.25,-0.043,-1.97441,2.94,1.246725,1.43946,0.257645,26.142,391.805,19.9959,0.696642,0.563664,0.377244,0.1786,-0.244
7,23.75,-0.0612,0.816298,3.509485,0.6010965,1.480775,0.283716,26.2507,393.715,19.84695,0.692519,0.59397,0.383622,0.1777,-0.226
8,0.25,-0.02935,-0.2016145,2.236305,0.822173,1.137695,0.229989,24.51685,389.254,16.79275,0.592803,0.560718,0.3567995,0.1856,-0.17
8,0.75,-0.0297,-2.375885,1.246875,0.535433,1.17852,0.231891,24.64515,389.886,16.76405,0.630161,0.5140015,0.3742135,0.195659,-0.152
8,1.25,-0.03535,-2.11128,2.20363,1.35824,1.23293,0.21723,24.2623,390.286,16.8813,0.62612,0.4935205,0.3313715,0.1732,-0.135
8,1.75,-0.0211,-0.101631,-0.142714,1.35374,1.30505,0.245836,24.2608,395.5385,17.1005,0.620055,0.479035,0.324256,0.1779,-0.122
8,2.25,-0.0247,-1.32552,2.309111,1.252295,1.248235,0.273089,24.1421,396.4885,17.8528,0.664172,0.457625,0.353721,0.1719,-0.094
8,2.75,-0.0304,-1.41409,0.753063,1.420985,1.098345,0.226016,23.977,391.958,18.0475,0.61846,0.412186,0.305313,0.1575,-0.091
8,3.25,-0.0312,-2.92098,0.4544415,1.497935,1.1669,0.236391,23.9895,398.946,18.2073,0.553372,0.435262,0.304987,0.1591,-0.064
8,3.75,-0.039,-3.43861,-0.7243635,1.991835,1.13264,0.214776,23.8459,397.333,18.187,0.503271,0.404567,0.276044,0.153899,-0.033
8,4.25,-0.0292,-2.47887,-0.329462,1.84445,1.220315,0.201437,23.3829,401.0565,18.4266,0.505825,0.409209,0.272077,0.1488,-0.057
8,4.75,-0.0278,-4.15784,-0.9569,1.19481,1.01396,0.194786,23.3199,398.8285,18.192,0.44894,0.384473,0.23547,0.148956,0.008
8,5.25,-0.0283,-1.73688,0.402682,2.531675,0.984144,0.178744,22.9019,405.9515,18.6708,0.431606,0.363041,0.225352,0.142289,0.361
8,5.75,-0.0367,-1.77073,0.6713065,3.38489,1.05691,0.205608,22.714,403.48,18.3013,0.444868,0.387939,0.257884,0.163315,6.838
8,6.25,-0.0315,-0.0185,2.28834,1.67819,0.944718,0.195558,22.6838,409.545,18.6246,0.454172,0.397883,0.266619,0.179,46
8,6.75,-0.041,7.26266,6.24714,1.58436,1.0392,0.212358,22.6008,411.342,18.7288,0.437007,0.418009,0.276921,0.210124,141.8
8,7.25,-0.0354,10.3581,13.08045,0.7794785,1.00626,0.251667,23.2364,408.784,18.723,0.515668,0.450526,0.302536,0.230576,282.7
8,7.75,-0.0494,22.2379,18.5595,-0.442172,1.095635,0.243249,23.5452,407.172,18.81215,0.542559,0.493266,0.332677,0.276236,426.2
8,8.25,-0.0598,39.0364,21.4394,0.501064,1.13363,0.272388,23.8659,407.0195,19.0947,0.576974,0.516966,0.35446,0.3122,597.1
8,8.75,-0.071,59.1374,20.7303,-0.0979,1.21035,0.313245,24.3166,405.514,18.83545,0.66121,0.613912,0.375071,0.3946,778.5
8,9.25,-0.107386,61.199,12.66695,0.959936,1.405515,0.3644965,24.69985,403.4105,18.9804,0.760966,0.6949925,0.442488,0.4143035,918
8,9.75,-0.136764,65.2373,18.3337,-0.26689,1.47451,0.402302,25.1551,401.033,19.2624,0.822157,0.815358,0.476531,0.4752,1023
