DOY2,HR2,FC,FCH4,H,LE,WS,USTAR,PA,RH,TA,VPD,T_SONIC,TS_8,TS_7,TS_6,TS_5,TS_4,TS_3,TS_2,TS_1,NETRAD,SW_IN,LW_IN,SW_OUT,LW_OUT,PPFD_IN,G,CH4,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA
1,0.25,0.962617,-6.948165,-10.6857,0.72787475,0.903585,0.072,101.285,82.25,8.0455,0.470075666925628,12.677,10.0767333333333,9.33273333333333,7.0324,7.43206666666667,6.6744,8.64666666666667,9.12666666666667,8.99,-64.5612825938007,-3.40747752011358,283.634677150125,0.441696113074205,339.229631582696,0,-23.3590543179254,2123.516609,432.5825,8.7744,0.312409987036266,0.30935416596516,0.0463680924774785
1,0.75,0.368361,-13.04485,-10.9044,-0.32708475,0.804871,0.0755,101.285,82.05,7.933,0.499224182798968,12.81,10.0807333333333,9.2464,7.00806666666667,7.3044,6.60506666666667,8.55433333333333,9.07,8.85333333333333,-63.1489837301279,-3.40747752011358,283.233476101151,0.485865724381625,338.326318212983,0,-23.1604759572154,2119.19951725,430.2885,8.723835,0.304959013639538,0.286705423736629,0.0490917508345343
1,1.25,0.30524175,-6.7820925,-10.462,0.261921,0.779415,0.0706,101.285,82.55,7.703,0.315245958368406,12.672,10.0847333333333,9.1854,6.86706666666667,7.1284,6.40473333333333,8.72533333333333,8.94666666666667,8.95666666666667,-63.0733557877561,-3.31282536677709,281.526136177122,0.596289752650176,337.818550157033,0,-23.6112364424371,2117.143166,434.688,8.61085,0.294957624075052,0.338292772609762,0.0458257569495584
1,1.75,0.271826,-10.1956,-11.8956,-0.4021915,0.877795,0.0664,101.285,81.95,7.6995,0.328965263047888,11.884,10.0834,9.10906666666667,6.8544,7.12573333333333,6.56506666666667,8.28333333333333,8.9,8.84,-62.275437711228,-3.26549929010885,280.425932906816,0.574204946996466,336.442998839231,0,-23.8135850984604,2105.22046825,435.978,8.2359,0.313209195267316,0.310966236109324,0.0439317652729776
1,2.25,0.538639,-11.94425,-10.6327,0.411257,0.7918205,0.076475,101.285,84.5,7.455,0.413862305990471,11.85825,10.0934,9.00956666666666,6.94956666666667,7.011275,6.47931666666667,7.72508333333333,8.45916666666666,8.57916666666666,-63.6385346173395,-3.33648840511121,280.097004786352,0.574204946996466,336.74106475976,0,-24.002525542627,2131.267503,436.571,8.36965,0.28403429045866,0.31524501056441,0.0446089914730862
1,2.75,0.130023,-8.1986825,-10.0113,0.508517,0.688514,0.06725,101.285,82.8,7.41925,0.566194691394188,11.72775,10.0934,8.92823333333333,7.04465,7.15515,6.65956666666667,7.57825,8.658,8.58333333333334,-63.0300175522691,-3.34831992427828,278.753726217191,0.662544169611307,338.544641832452,0,-23.8110098757149,2176.539526,436.272,8.36626,0.280157585698999,0.308463904345235,0.0448313420611162
1,3.25,0.51389175,-23.97985,-11.60875,0.7322285,0.76140275,0.068975,101.285,83.925,7.492,0.578154637199352,11.5795,10.1022333333334,8.85423333333334,6.9434,7.282275,6.80523333333333,7.7765,8.462,8.43225,-63.2563162760707,-3.21817321344061,277.779395647936,0.541077738515901,337.61562166112,0,-23.230454793062,2169.5759105,435.2955,8.2441525,0.30363791491094,0.274451439742345,0.0482687281801941
1,3.75,0.445052,-10.591975,-15.1303,0.16694,0.836317,0.0615,101.285,84.925,7.24125,0.572296467081084,11.2925,10.1075666666667,8.80898333333334,7.13798333333333,7.23215,6.88006666666667,7.80408333333333,8.19491666666666,8.19508333333334,-63.1486128952243,-3.1590156176053,280.373763033553,0.574204946996466,338.208020643815,0,-23.1082463946683,2149.359504,443.86375,8.2922225,0.266952769182234,0.270014774218618,0.0458918952466597
1,4.25,0.6141875,-3.9701,-12.89435,0.7000805,0.8935465,0.057825,101.285,85.65,7.05225,0.565438154302802,11.2465,10.1174833333333,8.76781666666667,6.85173333333333,6.97698333333333,6.5929,7.50808333333333,8.3075,8.26725,-61.4385024034382,-3.17084713677236,281.068930704232,0.49690812720848,337.084892871113,0,-22.6363394705157,2109.621696,436.2045,8.3714475,0.256854866649932,0.227799958128749,0.0510125446128854
1,4.75,0.853083,-8.97024,-10.824525,0.20635175,0.72239275,0.068225,101.285,85.15,7.2375,0.438238621571884,11.21475,10.1194,8.71698333333334,6.5739,6.81315,6.21973333333333,6.987,8.39025,8.2665,-62.5478516929925,-3.07619498343587,278.101093840226,0.541077738515901,337.309734327001,0,-21.8222399091787,2140.6138325,432.8635,8.143375,0.278835785284092,0.286792568226188,0.0439929883338537
