DOY2,HR2,USTAR_1_1_1,TA_1_1_1,WS_1_1_1,NEE_1_1_1,FC_1_1_1,SC_1_1_1,H_1_1_1,SH_1_1_1,LE_1_1_1,SLE_1_1_1,G_1_1_1,G_2_1_1,TS_1_1_1,TS_1_2_1,RH_1_1_1,PA_1_1_1,CO2_1_1_1,VPD_1_1_1,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,H2O_1_1_1,G_2_3_1,TS_2_1_1,TS_2_2_1,G_2_2_1
1,0.25,0.03753355,-16.28825,0.15972303825,-6.89235,-7.9456532917,-0.5715795039,-72.41509025,-2.337691899,-9.798580589375,-2.6930929632,-12.282525,-19.980073785,1.78931525,1.97403,29.038377,96.033794304,248.9513579125,0,-107.15462836,-0.6239546,-11.1837,-0.55643036,218.0024975,256.778214005,1.0150235,-13.9694465,-4.280003760475,-0.038814737,-25.527717899
1,0.75,0.04210515,-16.379125,0.1562476019,-5.13221,-6.878715327925,-0.7294239332,-71.358226034,-2.464944088,-12.871693,-2.667365555,-12.532635,-21.1615881165,1.74449075,1.92166,29.71005,96.006184065,248.5505644375,0,-109.26781276,-2.0541049678,-11.71475,-0.5057711325,215.94425,254.9447997975,1.02660775,-14.107297,-3.901240902,-0.01464942675,-26.24093012225
1,1.25,0.05055,-16.7687,0.145729030575,-11.061325,-14.25099933425,-0.4172709158,-69.797835,-2.85228392215,-9.89333144,-2.987448991625,-12.71765,-18.7662363065,1.7022555,1.87022,32.20396125,95.96896508375,248.72416731,0,-110.2394013155,-1.9336021526,-10.89535,-1.107002066,214.655585,257,0.991607,-14.23993675,-3.14587565825,0.016244140575,-26.98278748275
1,1.75,0.0456392,-16.8262,0.174140680775,-4.690465,-5.0725498538,-0.1933263935,-60.272255,-2.82990166175,-8.148,-3.084187770125,-12.9266,-20.0873805845,1.66598075,1.82095,32.48816175,95.9668743775,249.00072934,0,-110.367313692,-1.6173928158,-11.09485,-0.69866078,214.549685,255.62,0.95694125,-14.34492175,-3.786228322625,0.019840819875,-19.60045087
1,2.25,0.04474,-17.5504,0.1926677291,-7.3003275,-9.2946440938,-0.5242156541,-53.79962125,-2.430165027625,-12.05885375,-2.1120175754,-13.1411,-20.38187679725,1.623583,1.7733,34.2734175,95.962656508,249.02048216,0,-108.355466195,-4.7406347584,-10.826375,-0.4547139575,211.96704,254.5067617525,1.1014725,-15.40981925,-3.875050765,0.0248754173,-22.1578528375
1,2.75,0.0548776,-17.6542,0.1632910944,-5.74505,-6.97727272425,-0.277302781625,-57.7874667595,-2.1392002111,-8.707736435,-2.725911785325,-13.3283,-14.93721972875,1.58650075,1.72736,35.112229,95.95744318,248.74728114,0,-94.77835627775,-2.640041286,-11.82735,-0.635395355,213.292305675,253.533520465,0.850172,-16.41686025,-3.3358890682,0.04297681225,-17.254171728
1,3.25,0.04030175,-17.7331,0.14660060215,-4.535769306275,-4.4610216554,-0.3119235131,-59.48699075,-2.20245389575,-14.6986191725,-2.4055741521,-13.5168,-17.442364513,1.5486415,1.6829,35.75941925,95.966583108,251.40838651,0.0415,-97.884963615,-1.1114,-12.276,-0.7922278675,212.57523752,252.5389588825,0.580705,-16.21117275,-3.83331598165,0.0498476075,-10.2016260875
1,3.75,0.05026555,-17.3628,0.13496843355,-5.7059425,-6.3998108924,-0.249360896325,-64.876,-2.62838,-16.448165217575,-1.673924985,-13.6216,-13.048916835,1.5108055,1.64103,37.7796985,95.949336462,251.6401539,0.043795,-92.7548165935,-1.3775965478,-10.96335,-0.5864148125,212.98116096,254.651878585,0.97842525,-17.163003,-4.0058504519,0.062618384,-21.5104695665
1,4.25,0.043165825,-17.420525,0.1560005983,-9.3428,-9.1332649135,-0.38369770095,-69.13955225,-1.834295,-38.98734289,-3.0473886408,-13.6353,-13.05370494875,1.467115,1.60183,36.522875064,95.9261023,249.366971075,0.035344,-90.4058930035,-3.0611072516,-10.79185,-0.63664386,211.6341275,255.0340025,0.795062,-16.5095055,-3.792325,0.06580098525,-21.472504905
1,4.75,0.0484325,-17.511,0.208190496075,-5.21842,-8.01434021735,-0.335228854525,-60.9304,-2.387405,-9.95862,-1.525446911225,-13.5314,-13.37398326725,1.42821925,1.56502,39.1806315,95.94511933125,248.857383955,0.029,-90.142660668,-2.6751032278,-10.71335,-0.58028538,210.8569075,255.21587959,0.69188875,-16.4033325,-3.55705,0.05583867225,-21.6714079105
