DOY2,HR2,TAU,H,LE,FC,WS,USTAR,T_SONIC,TA,PA,RH,VPD,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,CO2_SIGMA,H2O_SIGMA,PPFD_IN
1,0.25,-0.0571,-25.5675,-1.604975,-0.655475,1.50155,0.08645,18.3241,16.6383,99.8895,79.099675,0,384.232,14.4708,0.365062,0.3157405,0.1075015,0.18755,0.0027,0.083981856,0
1,0.75,-0.089175,-27.455625,-1.3467725,-0.4563,1.494575,0.09525,17.84575,16.2315,99.9,82.56525,0,383.9145,14.959775,0.355325,0.29787775,0.118825,0.1946,0.00245,0.083540912,0
1,1.25,-0.09635,-24.6719,-1.3970775,-0.61,1.5079,0.1156,17.5564,15.7984,99.8988,86.1073,0,383.306,15.07515,0.3685,0.3314,0.1428,0.184147,0.00195,0.106264352,0
1,1.75,-0.07605,-20.095,-1.84205,-0.50295,1.36355,0.1057465,17.5889,15.95405,99.80675,89.2705,0,383.13375,15.3223,0.35945,0.33245,0.1227,0.189751,0.00215,0.0745,0
1,2.25,-0.0704,-19.82805,-1.41035,-0.4298,1.36329,0.1014805,17.0671,15.39725,99.75715,90.45875,0,383.3135,15.4207,0.3480225,0.3375705,0.11485,0.17675,0.002525,0.08348704,0
1,2.75,-0.0904,-19.6461,-1.4847175,-0.5634,1.5376,0.0984,16.4679,14.9512,99.7,93.756075,0,383.43325,15.1123,0.3422,0.2924,0.125768,0.1686,0.00215,0.071699712,0
1,3.25,-0.0703,-18.9175,-1.73575,-0.4468,1.5739875,0.098775,16.1348,14.53875,99.783975,95.7768,0,382.981,14.9359,0.363443,0.2889255,0.130225,0.17369975,0.0023,0.0776,0
1,3.75,-0.06735,-20.665925,-1.25335,-0.30525,1.62928,0.098925,16.022425,14.360175,99.795825,95.2143,0,382.44775,15.1094,0.3815405,0.30235,0.1328275,0.161275,0.002325,0.064635872,0
1,4.25,-0.0822,-19.581,-2.2167725,-0.3316,1.4929,0.0926,15.5738,14.1827,99.7981,95.0043,0,382.207,14.9443,0.338,0.2999,0.1127,0.1725,0.002075,0.068572912,0
1,4.75,-0.06605,-19.308,-1.858725,-0.4611,1.5460625,0.0957,15.52755,14.146625,99.8,96.7434,0,381.674,15.1461,0.34055175,0.31217875,0.11886525,0.17955,0.0029,0.086381336,0
1,5.25,-0.0779,-17.1518,-1.9096,-0.437425,1.4503,0.0824,15.519,13.8963,99.7967,98.2231,0,380.305,15.3121,0.3476,0.3026,0.1049,0.1668,0.0022,0.072186464,0
1,5.75,-0.0735,-18.9635,-1.7601,-0.39805,1.3081,0.10522375,15.317475,13.78735,99.783725,97.9521,0,380.247,15.5771,0.35935,0.31385,0.11566175,0.15025075,0.0024,0.074489408,0
