DOY2,HR2,CO2_1_1_1,H2O_1_1_1,FC_1_1_1,SC_1_1_1,G_1_1_1,H_1_1_1,LE_1_1_1,WS_1_1_1,USTAR_1_1_1,PA_1_1_1,RH_1_1_1,TA_1_1_1,VPD_1_1_1,TS_1_1_1,TS_1_2_1,NETRAD_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,PPFD_IN_1_1_1,T_SONIC_1_1_1,CO2_2_1_1,SC_1_1_2,G_1_1_2,G_1_1_3,SH_1_1_1,TAU_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,NEE_1_1_1,CO2_2_2_1,CO2_2_3_1,CO2_2_4_1,CO2_2_5_1,SC_1,SC_2,FCH4_1_1_1
1,0.25,368.2694540475,3.0357167224,-0.9174628,-11.19973265,-21.881,-86.987325495,-31.7590443,0.4558929,0.021887075,99.679675,34.88918339,-7.420738325,0.0001292842,3.14585,4.73795,-103.618,-2.757569,-0.0569308375,188.59,272.629,-21.735,-5.7439381,391.835416925,-0.778676,-24.6825,-32.91625,-19.58723235,-1.178945875,0.12038125,0.10218275,0.0362756,-9.1265507,393.186666975,396.813333,400.054583025,399.0400003,-14.468714075,-15.7589435,-3.302
1,0.75,364.597105655,2.924239475,-2.0614296391,-20.790730075,-21.7655,-84.881917089,-69.6940533,0.34389825,0.02186832565,99.738145,33.6943261625,-8.03196825,0.0002387162,3.155025,4.736175,-103.5710975,-2.93346,-0.11894055,188.98024,270.6965,-21.7755,-6.13591795,391.722083425,-0.7258101,-24.21,-32.917,-17.191792275,-1.2443974,0.1519023,0.10981085,0.0358029,-3.3020284,392.692500325,395.801250325,394.95325,397.95,-5.1901441,-7.7362526,-4.521
1,1.25,364.17154765,3.00288985,-8.11962515,-10.7147545,-21.61,-83.600883975,-40.2767779,0.3876881,0.02189535275,99.743297328,34.29163665,-8.3949418,0.00032296555,3.1695,4.7381,-104.5927,-2.82113095,-0.1292088,188.745,270.64,-21.765,-6.2418099,391.77083325,-3.31426025,-23.715,-32.646,-16.00716085,-0.94464025,0.1310509,0.1327709,0.0326043,-10.4772305,392.909583025,402.95375,404.264999975,404.673749975,-11.21850815,-6.7222171,-8.497725
1,1.75,368.67818142,2.809718538375,-1.164513225,-8.6498542,-21.5525,-79.874747154,-58.5698328,0.4063569,0.02123215,99.7032875,35.03245579,-8.5732789,0.0002722731,3.17825,4.7357,-103.1861,-2.82829405,-0.163885,187.636,269.9254,-21.7525,-6.307439,391.962083525,-2.48471165,-23.7025,-32.2315,-19.987721325,-1.24239405,0.106189475,0.106856,0.036379675,-5.839335,392.63125,404.435417,404.80624975,405.354166375,-12.629485,-4.814825775,-9.477225
1,2.25,369.49124549,3.16799602245,-0.61145,-7.50120779895,-21.46725,-85.07243396875,-81.7028956,0.409189825,0.025147068,99.73368,36.72099331,-8.5516154,0.00014151135,3.1774,4.734925,-103.19,-2.88692125,-0.12227705,188.895,270.1104,-21.77,-6.950152575,391.01333315,-2.0052264,-23.795,-33.135,-20.015329625,-0.8352193,0.113755325,0.086075525,0.030675125,-11.8668434,393.023333,406.904167,408.1108331,406.9008331,-2.4127154,-20.82355625,-1.190425
1,2.75,368.87616604,3.2189174062,-0.7334662825,-8.023606925,-21.335,-79.86229323,-47.5755259,0.461283925,0.025702187675,99.70924,38.03790763525,-8.67339025,0.00010250975,3.171325,4.731375,-103.295005,-2.8330475,-0.1636011,188.558915,269.1506875,-21.75375,-7.350043325,390.335833175,-0.9868047,-23.73375,-32.97875,-16.1144841,-1.154216425,0.110383625,0.106288725,0.027385075,-5.185964425,391.641249725,408.075833,409.652499725,407.841249725,-28.1155953,-5.75270925,-3.0424
1,3.25,368.9793835,3.21126593875,-0.9594951956,-13.14978625,-21.0195,-79.810729645,-76.205753175,0.468323625,0.019272325,99.6553875,39.1218319,-8.88502425,9.2596875e-05,3.152475,4.7222,-103.00009,-2.7364331,-0.2965944,187.598705,268.27927,-21.75825,-7.720314075,390.05,-1.91516475,-24.10125,-32.68,-15.45086845,-1.04714155,0.1135163,0.09632295,0.02760235,-24.555624,390.89708355,405.57083355,410.22625,408.8366664,-18.7675106,-23.030503475,-2.0115
1,3.75,368.9609105375,2.9948861,-0.602,-10.619085425,-21.09425,-82.3644972,-96.31193135,0.389926875,0.0181039744,99.5981,39.044,-9.063304,0.000247656675,3.13185,4.716175,-102.2609,-2.877793,-0.247955775,187.098,268.7182,-21.74,-7.416647975,390.64625,-1.45584315,-23.98625,-32.80875,-18.566920625,-0.9542677,0.136629575,0.09476925,0.04238485,-5.881188,391.14999975,406.395833,409.95833325,410.0833335,-1.3632076,-7.4647199,-6.1384
1,4.25,369.413588285,3.011444946175,-0.79,-10.490681742,-21.0825,-75.484239555,-109.571021825,0.365283,0.0177469751,99.534065,39.708143417,-9.0633096,0.00026396955,3.111,4.704,-102.3308675,-2.91133,-0.2210875,186.668425,268.34811,-21.781,-7.6295166,391.299583525,-1.2952197,-23.975,-32.65625,-12.3710491,-0.8489208,0.1101677,0.0920154,0.0297627,-5.7925614,391.93750025,395.870833,396.22083325,398.016667,-4.1378573,-11.3249816,-6.857375
1,4.75,369.28,3.01790018735,-1.476507125,-14.3147268,-21.016,-76.386077125,-69.1045,0.4975632,0.0199516743,99.51138,37.898934,-8.93537125,0,3.094625,4.702875,-102.7971,-2.9198784,-0.1720075,187.305,268.63,-21.73,-7.940107725,391.8166668,-2.52808215,-23.9225,-32.51,-9.7197916,-0.93074205,0.10710045,0.112746525,0.028115975,-1.8832287,392.27125,394.187916425,395.208333,395.19874985,-20.1687087,-7.0725732,-8.13885
