DOY2,HR2,WS,U_SIGMA,V_SIGMA,W_SIGMA,TA,RH,PA,T_SONIC,CO2,H2O,FC,NEE,H,LE,USTAR,SW_OUT,LW_IN,LW_OUT,PPFD_IN,PPFD_OUT,G_1_1_1,G_1_1_2,G_1_1_3,G_1_1_A,TS_1_1_1,TS_1_1_2,TS_1_1_3,TS_1_1_A,TS_2_2_1,TS_2_2_2,TS_2_2_3,TS_2_2_4,TS_2_2_5,TS_2_2_6,TS_2_2_A,TS_2_3_1,TS_2_3_2,TS_2_3_3,TS_2_3_4,TS_2_3_5,TS_2_3_6,TS_2_3_A,T_SONIC_SIGMA
1,11.25,5.059175,0.46675,0,0,-27.312,0,101.1554,-20.83515,501.357125,0.0486,-1.6754,-1.6754,-15.993725,-2.0944,0.246575,0.210125,165.64825,198.67775,0.0025,0.0195,-11.43855,-11.73835,-7.9952,-10.3778,-11.6992,-11.8529,-12.01105,-11.81555,-13.205,-10.6266,-15.1252,-12.6083,-11.5607,-12.3577,-12.5155,-12.4823,-10.0463,-13.93335,-11.8175,-10.35935,-11.74055,-11.6353,0.01015
1,11.75,3.6021,0.5124,0,0,-27.4476675,0,101.0245,-20.9059,503.10605,0.048625,-1.06195,-1.06195,-15.0753,-2.6497,0.2321,0.41155,165.48565,197.92,0.064125,0.108225,-11.46625,-11.79885,-7.99675,-10.3633,-11.70345,-11.8541,-12.0209,-11.82495,-13.1925,-10.635,-15.1195,-12.612,-11.5711,-12.3545,-12.5188,-12.4774,-10.0484,-13.9285,-11.802,-10.3592,-11.74625,-11.6459,0.00975
1,12.25,4.30795,0.4641,0,0,-27.583335,0,101.05825,-20.8702,499.690275,0.0142,-1.481325,-1.481325,-12.6321,-2.257625,0.2516,0.596,166.51755,197.6465,0.336075,0.50445,-11.39745,-11.7199,-7.99505,-10.3647,-11.69625,-11.85505,-12.02595,-11.82515,-13.1845,-10.6314,-15.1201,-12.6132,-11.5677,-12.3442,-12.5163,-12.4749,-10.0455,-13.93,-11.8068,-10.3523,-11.7426,-11.6567,0.008075
1,12.75,4.9972,0.4429,0,0,-27.583335,0,101.0947,-20.9462,499.344575,0.048725,-1.56815,-1.56815,-11.589525,-1.4399,0.2416,0.6799,164.9724,198.91,0.675825,0.745675,-11.5674,-11.79465,-8.084,-10.33395,-11.68835,-11.84885,-12.029,-11.8269,-13.201875,-10.637525,-15.134975,-12.614825,-11.5936,-12.3514,-12.515275,-12.480925,-10.046425,-13.92645,-11.804475,-10.466125,-11.82845,-11.59895,0.0081
1,13.25,4.7814,0.4824,0,0,-27.583335,0,101.12445,-21.07605,501.1157,0.049625,-1.24075,-1.24075,-10.993375,-0.47365,0.228,0.8984,164.60995,197.9025,0.7467,1.08535,-11.3434,-11.8014,-7.95025,-10.29865,-11.6752,-11.8415,-12.0323,-11.82915,-13.203025,-10.643975,-15.1303,-12.624975,-11.5969,-12.355475,-12.520525,-12.476025,-10.048825,-13.930725,-11.810575,-10.465125,-11.818,-11.601625,0.00885
1,13.75,4.51765,0.46065,0,0,-27.583335,0,101.121775,-20.51915,501.630025,0.04955,-0.65285,-0.65285,-13.060825,-1.065,0.21275,0.958025,164.1004,199.01875,0.781,1.1412,-11.4381,-11.91005,-8.118,-10.39535,-11.64105,-11.8333,-12.00835,-11.82115,-13.2287,-10.6437,-15.1351,-12.6264,-11.5702,-12.3591,-12.5232,-12.4779,-10.0499,-13.9281,-11.8211,-10.40185,-11.8157,-11.6048,0.01715
1,14.25,4.6191,0.4384,0,0,-27.583335,0,101.12055,-20.55705,505.87485,0.04995,-1.04595,-1.04595,-6.232225,-2.66235,0.22725,0.884225,163.76525,198.811,0.6759,0.8286,-11.540875,-11.733725,-8.235375,-10.374175,-11.6362,-11.85865,-12.019,-11.8461,-13.2213,-10.633575,-15.120675,-12.627725,-11.5983,-12.3541,-12.518125,-12.478,-10.0504,-13.928725,-11.821525,-10.4586,-11.80535,-11.6078,0.0088
1,14.75,4.203925,0.32395,0,0,-27.583335,0,101.1198,-20.810575,502.23245,0.050025,-1.05115,-1.05115,-13.10865,-0.7934,0.1984,0.62885,163.5718,198.147,0.462,0.623275,-11.4083,-11.6097,-8.2427,-10.4132,-11.6241,-11.8645,-12.0041,-11.8564,-13.212075,-10.64615,-15.118775,-12.629125,-11.588225,-12.35965,-12.5179,-12.4753,-10.065325,-13.9282,-11.82815,-10.452925,-11.80525,-11.60725,0.0087
1,15.25,4.10595,0.34975,0,0,-27.583335,0,101.1331,-20.7595,509.70905,0.05075,-1.12345,-1.12345,-20.6196,-1.181,0.19235,0.554625,164.4124,199.715,0.1015,0.1738,-11.4135,-11.9087,-8.2277,-10.4827,-11.6416,-11.8634,-12.0313,-11.8539,-13.206625,-10.640575,-15.1254,-12.635225,-11.576625,-12.35995,-12.52835,-12.46255,-10.06495,-13.916225,-11.829275,-10.451375,-11.7928,-11.6099,0.01115
1,15.75,4.18875,0.41155,0,0,-27.583335,0,101.0724,-20.893775,511.1726,0.0509,-0.996,-0.996,-18.186725,-0.9051,0.253875,0.398,164.264,198.2406,0.0113,0.0342,-11.4353,-11.8073,-8.2185,-10.4847,-11.6296,-11.8588,-12.0537,-11.827,-13.201825,-10.639125,-15.12075,-12.642175,-11.584525,-12.3603,-12.532,-12.47015,-10.0635,-13.9179,-11.8404,-10.454625,-11.7776,-11.609425,0.008475
1,16.25,4.37925,0.37185,0,0,-27.583335,0,101.129625,-20.95315,511.5322,0.050475,-0.9332,-0.9332,-21.82475,-1.614675,0.2236,0.22725,164.81,199.2471,0,0,-11.5397,-11.9052,-8.3577,-10.4077,-11.6092,-11.8537,-12.0615,-11.7988,-13.19835,-10.637725,-15.118,-12.658975,-11.5815,-12.3527,-12.53875,-12.469625,-10.0674,-13.91555,-11.8473,-10.458725,-11.786575,-11.61185,0.006975
1,16.75,4.624775,0.3884,0,0,-27.583335,0,101.1084,-21.00095,508.36965,0.050225,-1.13905,-1.13905,-20.54855,-1.19185,0.2399,0.19645,164.41,198.835,0,0,-11.4543,-11.75,-8.2845,-10.4968,-11.6257,-11.8542,-12.0848,-11.7732,-13.190675,-10.649375,-15.135575,-12.6689,-11.579425,-12.3659,-12.5388,-12.461675,-10.06655,-13.91515,-11.854,-10.4698,-11.7801,-11.613325,0.00705
1,17.25,4.6523,0.36235,0,0,-27.583335,0,101.0939,-20.7168,512.721525,0.04945,-0.62185,-0.62185,-13.04645,-0.6813,0.2108,0.2217,164.437,200.016,0,0,-11.621,-11.8971,-8.3671,-10.4526,-11.6283,-11.8577,-12.081,-11.7694,-13.207325,-10.65935,-15.16795,-12.67425,-11.5743,-12.362675,-12.54,-12.46355,-10.06155,-13.915825,-11.853625,-10.46845,-11.762375,-11.61375,0.0074
1,17.75,4.553525,0.292225,0,0,-27.583335,0,101.07935,-20.918675,514.168425,0.048675,-1.3076,-1.3076,-15.143125,-1.0426,0.249025,0.2367,164.92,200.656,0,0,-11.4946,-11.8253,-8.2954,-10.4333,-11.6395,-11.8565,-12.0573,-11.7776,-13.20535,-10.664175,-15.181925,-12.6871,-11.577225,-12.3682,-12.54025,-12.474125,-10.0511,-13.91905,-11.844225,-10.4722,-11.7445,-11.6141,0.01015
1,18.25,4.597825,0.29535,0,0,-27.583335,0,101.1224,-20.8062,517.3551,0.0481,-1.0165,-1.0165,-13.719375,-0.4473,0.221075,0.217875,164.55,199.939,0,0,-11.4944,-11.9466,-8.3719,-10.511,-11.6519,-11.8494,-12.0339,-11.7829,-13.217475,-10.6712,-15.18375,-12.67755,-11.57375,-12.377025,-12.540775,-12.488675,-10.050275,-13.917925,-11.848625,-10.482625,-11.74555,-11.612425,0.008225
1,18.75,4.4788,0.3135,0,0,-27.583335,0,101.16105,-20.991,515.523,0.04955,-0.57075,-0.57075,-20.80685,-2.568,0.22,0.197,165.569,200.903,0,0,-11.6018,-11.7676,-8.3017,-10.4456,-11.6672,-11.8464,-12.0105,-11.7987,-13.206475,-10.6697,-15.205375,-12.682925,-11.57925,-12.374325,-12.54085,-12.48325,-10.0473,-13.923175,-11.84135,-10.5001,-11.73125,-11.613575,0.0056
1,19.25,4.18355,0.35335,0,0,-27.583335,0,101.134625,-20.7327,509.439,0.05,-0.74385,-0.74385,-19.282875,-0.7707,0.22145,0.2459,167.028,200.418,0,0,-11.7456,-11.7732,-8.2382,-10.448,-11.6936,-11.84,-11.9938,-11.8159,-13.1932,-10.67745,-15.220125,-12.6757,-11.58395,-12.375,-12.545375,-12.483275,-10.043075,-13.928025,-11.83495,-10.506825,-11.732475,-11.61555,0.0044
1,19.75,4.3964,0.33135,0,0,-27.583335,0,101.12025,-20.788875,511.922275,0.0489,-1.1108,-1.1108,-17.1035,-1.000075,0.208075,0.217525,166.972,200.7663,0,0,-11.5806,-11.898,-8.2761,-10.4919,-11.6988,-11.8316,-11.999,-11.8224,-13.193,-10.670175,-15.242275,-12.6832,-11.583775,-12.37375,-12.543275,-12.473725,-10.053525,-13.929025,-11.824925,-10.520025,-11.74555,-11.6157,0.004325
1,20.25,4.3532,0.257425,0,0,-27.583335,0,101.1197,-20.514025,502.4398,0.0483,-0.89025,-0.89025,-13.0784,-1.174525,0.193275,0.1294,164.4204,199.683,0,0,-11.6874,-11.7739,-8.2437,-10.486,-11.7167,-11.8259,-12.0054,-11.8345,-13.19765,-10.673725,-15.25785,-12.675325,-11.585625,-12.369875,-12.5452,-12.478725,-10.04875,-13.92905,-11.824375,-10.526825,-11.749075,-11.613125,0.00255
1,20.75,4.1259,0.2453,0,0,-27.583335,0,101.120475,-20.562325,506.83385,0.0422,-0.584625,-0.584625,-12.1431,-1.3528,0.1942,0.1386,165.703,200.673,0,0,-11.6727,-11.8392,-8.2447,-10.4662,-11.7284,-11.8204,-12.0097,-11.8357,-13.193125,-10.682,-15.268625,-12.67615,-11.5773,-12.372775,-12.55445,-12.4695,-10.0502,-13.934475,-11.81715,-10.530125,-11.752725,-11.6158,0.0042
1,21.25,3.93555,0.2217,0,0,-27.583335,0,101.114375,-20.4276,514.3709,0.048475,-0.852225,-0.852225,-10.072125,-2.610625,0.188425,0.2333,166.641,200.509,0,0,-11.6972,-11.8786,-8.2398,-10.5745,-11.729,-11.8139,-12.0168,-11.8297,-13.1902,-10.683775,-15.257375,-12.676375,-11.577275,-12.371025,-12.548225,-12.470325,-10.059875,-13.933125,-11.82375,-10.524975,-11.7665,-11.61355,0.0054
1,21.75,3.7817,0.297925,0,0,-27.583335,0,101.10885,-20.552,510.924225,0.0485,-1.1045,-1.1045,-12.04355,-4.0808,0.16345,0.132225,167.139,200.243,0,0,-11.6228,-11.9401,-8.1772,-10.5329,-11.7282,-11.8092,-12.0226,-11.8251,-13.20785,-10.6826,-15.2437,-12.6761,-11.57505,-12.3671,-12.54235,-12.46325,-10.0641,-13.93465,-11.812,-10.51975,-11.764575,-11.612775,0.006575
1,22.25,3.71045,0.230375,0,0,-27.583335,0,101.0858,-20.3076,515.749175,0.04885,-1.3826,-1.3826,-14.5079,-2.32455,0.1501,0.1994,166.302,199.606,0,0,-11.7297,-12.017,-8.1221,-10.4532,-11.7478,-11.8045,-12.0294,-11.8207,-13.223175,-10.67795,-15.236075,-12.68035,-11.581575,-12.36495,-12.5365,-12.463475,-10.06855,-13.932075,-11.8081,-10.521675,-11.76455,-11.6126,0.0072
1,22.75,3.27205,0.2551,0,0,-27.583335,0,101.1002,-20.58265,508.5265,0.0434,-1.01425,-1.01425,-9.685175,-0.6082,0.14815,0.110625,164.771,200.3541,0,0,-11.5589,-11.938,-8.0754,-10.3854,-11.7611,-11.8012,-12.0337,-11.8119,-13.22215,-10.671125,-15.221925,-12.67025,-11.582075,-12.366475,-12.527375,-12.46265,-10.061775,-13.938975,-11.810375,-10.518475,-11.7566,-11.61295,0.0014
1,23.25,3.685375,0.295825,0,0,-27.583335,0,101.1111,-20.5803,513.11745,0.0486,-0.87535,-0.87535,-19.17795,-3.6862,0.2009,0.14255,164.431,200.1289,0,0,-11.6525,-11.9092,-8.2437,-10.3265,-11.7718,-11.7937,-12.0378,-11.8043,-13.2302,-10.6627,-15.219125,-12.667675,-11.586575,-12.35685,-12.52075,-12.467525,-10.078525,-13.928175,-11.81175,-10.518475,-11.7496,-11.6089,0.004125
1,23.75,3.5465,0.20175,0,0,-27.583335,0,101.1133,-20.6154,515.9764,0.048325,-1.0823,-1.0823,-19.640625,-0.9415,0.1489,0.2235,164.283,199.8521,0,0,-11.599,-12.0813,-8.1555,-10.3585,-11.7824,-11.7959,-12.0412,-11.7999,-13.229575,-10.65575,-15.233825,-12.668725,-11.584,-12.351525,-12.515625,-12.463475,-10.07795,-13.932025,-11.813325,-10.531175,-11.7578,-11.610025,0.005
2,0.25,3.76325,0.19495,0,0,-27.761835,0,101.3404,-21.582275,508.75575,0.05375,-0.676025,-0.676025,-17.85865,-2.7949,0.158,0.1579,155.069,189.587,0,0,-10.2699,-10.521,-7.8429,-9.4377,-12.9302,-13.223,-13.3074,-13.2067,-16.04155,-12.5432,-17.46885,-15.27655,-14.29705,-14.88075,-15.1248,-15.2926,-11.6779,-14.9765,-14.3292,-12.9788,-14.0374,-12.54035,0.00195
2,0.75,3.60355,0.1867,0,0,-27.911,0,101.348825,-21.417075,509.5955,0.053725,-0.9225,-0.9225,-19.496025,-1.6827,0.16595,0.2108,155.2741,188.799,0,0,-10.1852,-10.4543,-7.8941,-9.5458,-12.939,-13.2172,-13.2846,-13.2078,-16.04345,-12.54135,-17.4897,-15.2734,-14.29815,-14.8795,-15.12555,-15.28655,-11.6821,-14.9658,-14.3302,-12.975,-14.0367,-12.5435,0.00295
2,1.25,3.6575,0.199,0,0,-28.059335,0,101.366275,-21.554575,506.191925,0.0527,-0.7851,-0.7851,-19.1574,-2.56,0.157875,0.2073,155.3834,189.201,0,0,-10.3586,-10.4077,-7.8907,-9.4734,-12.9429,-13.2206,-13.2928,-13.2085,-16.03915,-12.54355,-17.49655,-15.28205,-14.2998,-14.88465,-15.12425,-15.2908,-11.67915,-14.9663,-14.32895,-12.9633,-14.0171,-12.54335,0.002475
2,1.75,3.5349,0.1806,0,0,-28.140665,0,101.375675,-21.5943,504.270375,0.0529,-0.7605,-0.7605,-26.4486,-3.1525,0.1552,0.11385,155.6072,188.211,0,0,-10.261,-10.4333,-7.6944,-9.5112,-12.9527,-13.2185,-13.3007,-13.2073,-16.0285,-12.5504,-17.4971,-15.29495,-14.3039,-14.883,-15.1247,-15.29485,-11.68295,-14.9667,-14.32995,-12.95,-13.9902,-12.5456,0.00125
2,2.25,3.6759,0.2037,0,0,-27.993835,0,101.40205,-21.912375,502.2437,0.0512,-0.4253,-0.4253,-20.248225,-3.51905,0.1684,0.101925,155.671,188.4308,0,0,-10.3509,-10.2853,-7.7721,-9.4661,-12.9608,-13.2184,-13.2994,-13.2084,-16.03465,-12.5502,-17.4998,-15.29715,-14.30375,-14.88555,-15.1237,-15.2918,-11.68445,-14.96435,-14.32855,-12.9329,-13.9867,-12.55005,0.001275
2,2.75,3.7079,0.2603,0,0,-28.078,0,101.39225,-21.881225,502.2589,0.0534,-0.7486,-0.7486,-20.7143,-3.9398,0.196625,0.11175,156.059,187.505,0,0,-10.2804,-10.3818,-7.6747,-9.3398,-12.9596,-13.229,-13.2983,-13.2087,-16.02975,-12.54625,-17.5054,-15.3109,-14.305,-14.88195,-15.1303,-15.2947,-11.68545,-14.96065,-14.32995,-12.9247,-13.9778,-12.54765,0.0014
2,3.25,3.978875,0.198425,0,0,-28.17283,0,101.411,-21.829925,500.7864,0.05195,-0.56965,-0.56965,-21.110625,-4.51685,0.1725,0.18115,155.533,186.638,0,0,-10.3518,-10.3722,-7.7274,-9.3933,-12.9591,-13.2352,-13.2919,-13.2036,-16.02755,-12.5446,-17.4949,-15.303,-14.304,-14.8933,-15.12815,-15.29775,-11.68005,-14.9545,-14.33525,-12.912,-13.9601,-12.5513,6e-04
2,3.75,3.9966,0.31555,0,0,-28.202165,0,101.398575,-21.748975,502.1718,0.0525,-0.6975,-0.6975,-24.157575,-4.1615,0.1959,0.25065,155.0471,186.7967,0,0,-10.1558,-10.3641,-7.7382,-9.3551,-12.9583,-13.2365,-13.2839,-13.2047,-16.035,-12.5465,-17.50145,-15.3066,-14.3044,-14.892,-15.131,-15.29625,-11.6831,-14.9554,-14.33115,-12.9074,-13.9671,-12.5515,0.0016
2,4.25,3.657225,0.21045,0,0,-28.305665,0,101.38715,-21.8106,504.4472,0.054,-0.68585,-0.68585,-22.3418,-2.641675,0.190775,0.179825,154.164,185.541,0,0,-10.1355,-10.3399,-7.7051,-9.3309,-12.9604,-13.2351,-13.288,-13.2085,-16.02125,-12.54705,-17.5069,-15.29675,-14.30585,-14.89585,-15.1333,-15.29075,-11.6846,-14.95105,-14.3228,-12.9053,-13.9693,-12.5546,0.001
