DOY2,HR2,FC,LE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,CO2_1_6_2,H2O_1_6_2,CO2_1_6_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,0.867251289247759,3.85576189683364,0.268737732778909,-9.64385585396708,-1.23706025274867,0.559746171208758,417.259252836782,5.08223756123398,414.259643430806,4.81543378634971,421.92170663784,414.207807536554,4.93081746122147,422.16389120607,416.227741410618,4.8574766498474,421.433144844086,417.784398179246,4.7210454063028,422.942154349727,419.050085471637,5.72818079583325,429.83906640625,421.756071823266,5.91582287158485,430.069460631746,1.8278770205988,4.41408927091257,0.245988079438431,1.475,1.17,0.795,0.82,0.47,3.7937,2.325,3.48855,3.26775,3.51295,2.22855,1.3801,95.35526,70.705,1.9677,2.96,3.34,3.315,3.08,3.85,1.4,-2.14,2.9,0.175,302.55,330.05,320.8,329.35,0.13,-0.04,-0.205,-0.125,0.21,-0.05,0.2,-0.02,-0.15,-0.075,4.774,5.329,6.514,7.552,4.59,5.3875,6.795,5.8245,6.023,7.298,7.775,5.5025,5.583,6.994,5.19,5.6485,7.259,7.6245,7.6505,8.905,-8.361,-6.001,-4.647,-17.49
1,0.75,0.84083886901595,4.42244485233228,0.234446474345839,-11.4884476741046,-2.15123552133136,0.673138762926954,417.313806375659,5.53780656735002,413.604848551645,4.9090250095898,421.156734933333,415.574932805473,4.96872320278337,422.320377696032,415.68622387164,5.04306929292507,421.555746130159,417.537815170107,5.13870540549807,422.730314830189,419.211010248694,5.59000533639377,429.262079665505,422.898142368192,5.92423504691125,428.935847285714,1.78446327968597,4.222903765734,0.219780932224875,1.425,1.115,0.76,0.75,0.45,3.31255,2.772,3.2668,3.0286,3.49135,2.43915,1.3438,95.34316,73.125,1.9503,2.855,3.305,3.345,2.935,3.64,1.4,-2.355,3,0.16,303.25,329.5,320.3,328.3,0.13,-0.045,-0.185,-0.15,0.21,-0.05,0.19,-0.02,-0.15,0,4.776,5.245,6.478,7.546,4.5135,5.3715,6.822,5.8725,5.962,7.29,7.7715,5.4665,5.5605,6.98,5.15,5.602,7.239,7.62,7.655,8.896,-7.966,-6.258,-4.909,-19.5
1,1.25,0.745247944669625,1.54724361309904,0.251321961639967,-16.2174588288964,-1.27158723489383,0.613697737519109,416.648120489235,5.54309708566556,414.975387725895,4.53291640235345,422.43185193852,415.64107022454,4.70396008704541,422.200212252037,415.394725588695,4.71557634137079,421.297771666667,415.652281529123,4.76619456853127,423.015308289425,420.128779382178,5.23037826463861,428.01780426368,422.308884172208,5.73195095972671,430.346929363107,1.76869761021602,4.00586208221122,0.189134205169637,1.425,1.08,0.745,0.755,0.44,3.5761,2.601,3.21965,3.0791,3.31105,2.20635,1.29405,95.33979,73.01,1.7386,2.76,3.205,3.315,2.89,3.555,1.5,-2.2,3,0.135,302.45,329.35,317.55,327.9,0.13,-0.04,-0.175,-0.15,0.21,-0.05,0.195,-0.02,-0.15,-0.005,4.76,5.236,6.449,7.54,4.433,5.3855,6.8465,5.925,5.975,7.2815,7.7675,5.4085,5.5535,6.945,5.0515,5.5565,7.216,7.6115,7.6595,8.8875,-7.805,-5.627,-4.6595,-16.28
1,1.75,1.20470219993311,3.27938172338732,0.266265847502074,-17.3292384198118,-3.59544604248285,0.694520392421467,416.916322729915,5.52181047739433,414.890014769123,4.58610843433682,421.549914152174,415.243689801224,4.56813692846595,422.439972516772,414.841942097076,4.57824474981409,421.50918958147,416.315590310366,4.84092680136341,422.647601841761,415.571437752164,5.13348901502282,426.634725513293,421.144123583018,5.25818303322713,427.657221833992,1.74798723464436,3.73159080635975,0.229446265011346,1.405,1.09,0.75,0.76,0.465,3.2322,2.4045,3.0551,2.93545,3.2054,1.981,1.2351,95.33702,71.71,1.8109,2.695,3.205,3.29,3.165,3.6,1.5,-2.29,3,0.14,304.9,328.9,321.75,330.45,0.125,-0.05,-0.18,-0.125,0.21,-0.05,0.195,-0.02,-0.15,-0.095,4.767,5.145,6.42,7.534,4.421,5.321,6.857,5.9415,5.9255,7.2715,7.763,5.375,5.5495,6.9205,4.9625,5.5325,7.192,7.601,7.6635,8.8805,-8.4155,-6.369,-5.0355,-16.83
1,2.25,0.986872121197898,2.15961618753805,0.24471627679341,-19.3694282609166,-3.48924647879151,0.614439631184587,417.094815842968,5.29500176367918,415.628850388552,4.812690139043,421.810667160256,416.446454173138,4.82879478190554,422.117325328026,414.656349864548,4.91223710572748,422.162263019048,416.996139645026,5.04648131347677,422.512992855263,419.106358296325,5.34337770375416,427.296530075307,422.378364153939,5.55566082675362,428.658519239365,1.55655919981493,3.70816381136461,0.231971699093348,1.295,0.99,0.735,0.715,0.42,2.99855,2.08,2.91835,2.778,3.20845,2.0124,1.38545,95.368715,71.325,1.85555,2.62,3.23,3.34,3.185,3.565,1.5,-2.345,3,0.185,303.85,328.85,323.15,328.05,0.13,-0.06,-0.175,-0.12,0.21,-0.05,0.19,-0.02,-0.15,-0.01,4.743,5.118,6.404,7.528,4.429,5.3155,6.843,5.951,5.9095,7.2615,7.7645,5.347,5.548,6.8945,5.0105,5.504,7.176,7.5875,7.6675,8.8805,-8.756,-6.727,-5.418,-18.735
1,2.75,0.848664539254039,4.42171620699097,0.244924788227409,-10.1278496750203,0.101273425117453,0.578672081586767,416.738709355427,4.93903091072849,416.751047546168,4.65628694992325,421.992377644693,416.460726843559,4.50743270685325,422.031873,416.95064801515,4.54924522931912,421.10686788461,416.504945363318,4.71467856657028,422.233327131086,419.040923668956,5.29633320524624,429.114651907348,421.876540125791,5.34178881619128,429.361203434921,1.57241422870735,3.75230278808959,0.239547819428601,1.32,1.02,0.67,0.705,0.415,3.23945,2.025,2.9822,2.76965,3.25445,2.0279,1.37465,95.376405,71.145,1.8177,2.635,3.14,3.22,3.005,3.54,1.5,-2.42,3.1,0.14,304,328.15,322.7,326.9,0.13,-0.055,-0.17,-0.125,0.21,-0.05,0.2,-0.02,-0.15,-0.08,4.693,5.133,6.367,7.609,4.382,5.2505,6.8265,5.9605,5.8975,7.25,7.768,5.2945,5.5485,6.8805,5.0545,5.4665,7.1435,7.5745,7.6595,8.8805,-8.6,-6.857,-5.3495,-16.96
1,3.25,1.00361017262514,5.49585896375163,0.225264062659135,-8.22842745944023,-1.14316114461602,0.6437861673522,416.891292625502,4.53831649628238,412.468443078805,4.86742387455955,421.992359472492,416.354901512929,4.85884094250695,422.21157272524,412.438523883307,4.99099704383591,421.78636256044,413.900968155203,5.28458936982095,422.168031745946,417.646327450038,5.40699006525574,428.239552064103,420.491913457028,5.60067886095486,429.096006328025,1.44745311077694,3.958765936389,0.26163148148365,1.21,0.965,0.68,0.695,0.4,3.2656,1.948,3.12505,2.85755,3.3229,2.08565,1.2949,95.372275,72.125,1.7639,2.68,2.99,3.03,2.84,3.07,1.35,-2.335,2.95,0.24,303.65,328.25,322.45,326.75,0.13,-0.035,-0.17,-0.125,0.205,-0.05,0.2,-0.02,-0.15,-0.11,4.669,5.1575,6.341,7.611,4.3495,5.225,6.8125,5.9245,5.8845,7.238,7.772,5.265,5.55,6.883,5.0385,5.427,7.1205,7.56,7.65,8.8805,-8.641,-6.909,-5.069,-13.73
1,3.75,0.789028038587439,7.54829427975344,0.209323390146668,-24.0782438539978,-2.50316289488587,0.613743886430979,416.879954154179,4.70622196969335,415.907878424062,4.93245545532612,421.735383570813,415.397190677436,4.9602094403611,421.783862111861,416.370862455673,5.07220786036744,421.708623850482,416.59614524855,5.18142452785105,422.803384205507,417.841002195639,5.23866853408054,427.798429303226,422.240294716721,5.7893231062623,428.949773392125,1.49431822144116,4.06074544912524,0.221030203391038,1.255,1,0.715,0.715,0.425,3.3666,1.863,3.2186,3.0589,3.15425,2.0175,1.29555,95.364845,73.98,1.7003,2.615,2.995,3.035,2.88,3.04,1.6,-2.46,3.1,0.15,302.9,327.95,321.1,327.15,0.13,-0.045,-0.195,-0.125,0.21,-0.05,0.2,-0.02,-0.15,-0.07,4.645,5.1475,6.333,7.557,4.341,5.209,6.7815,5.8815,5.8515,7.2245,7.7745,5.1935,5.5285,6.892,4.9735,5.4095,7.0995,7.545,7.6395,8.88,-9.187,-7.387,-5.441,-13.41
1,4.25,0.857935916973649,2.35307320114381,0.223171441421152,-8.46341704865834,-2.29185209250193,0.495651680576659,416.996957400845,5.11827554686154,415.763865575493,5.06208765498029,422.758926388298,413.221498641797,5.0054447614769,424.566556859425,416.367283669104,5.08992527415242,422.852876786517,416.566502262664,5.11574817666056,422.506509087301,417.927996451967,5.20403728917667,427.202858537127,421.712240541662,5.50242219198585,428.190530894495,1.49096212835201,3.93596994979205,0.236142012115392,1.23,0.985,0.65,0.67,0.38,3.2169,2.063,3.04035,2.9215,3.1964,2.0722,1.2319,95.356845,74.56,1.48945,2.635,2.835,2.905,2.63,3.12,1.4,-2.4,3,0.18,302.65,330.15,321.45,326.55,0.13,-0.05,-0.19,-0.13,0.195,-0.05,0.2,-0.02,-0.15,-0.08,4.746,5.1485,6.328,7.526,4.334,5.1965,6.749,5.827,5.8325,7.209,7.7775,5.1645,5.495,6.9085,5.05,5.375,7.0685,7.5385,7.6295,8.88,-8.596,-7.425,-5.2645,-12.555
1,4.75,0.805538336254113,2.78400231042751,0.192995509461038,-6.09480839104276,-4.58845257561827,0.514777424977641,417.121282698266,5.29899310025676,415.634733224572,4.99111618509964,421.748316464223,415.396114831319,5.00977199657828,421.636692733974,416.309898441788,5.15727101813547,421.287621877778,416.735223923657,5.17368110377273,423.186875197368,414.597655335067,5.27990045150354,426.998359487805,420.696668617276,5.4529984660723,427.329219891855,1.5960847627059,3.95702606823897,0.249066333508706,1.26,0.99,0.7,0.675,0.39,3.1202,2.102,2.98005,2.82245,2.99925,1.9662,0.89565,95.35702,73.61,1.72225,2.425,2.45,2.74,2.32,3.25,1.45,-2.24,2.95,0.13,305,328.4,323.95,326.75,0.13,-0.04,-0.175,-0.13,0.2,-0.05,0.2,-0.01,-0.15,-0.105,4.67,4.935,6.313,7.535,4.358,5.143,6.7175,5.7925,5.797,7.1925,7.7795,5.1305,5.463,6.9245,4.997,5.3325,7.045,7.5365,7.6185,8.8775,-8.592,-7.126,-5.264,-12.45
