DOY2,HR2,FC,LE,H,SW_IN,TA,TS_1,RH,USTAR,PA,SW_OUT,NETRAD,PPFD_IN,TS_2,WS,G_1,G_2,G_3,G_4,SG_1,SG_2,LW_IN,LW_OUT,VPD,CO2
1,0.25,0.120136,-0.41065315925,-12.2049,0,-28.88515,-1.221775,66.5899,0.0562,98.2915,0.0914398,-15.40825,0.001005095,-1.057825,0.40832,-9.3853,-9.734985,-11.572325,-12.787725,-8.71442625,-12.01401625,204.4225,214.2,0.150025,416.659975
1,0.75,0.18105814375,-1.15107,-13.73445659,0,-29.114825,-1.2244225,67.144275,0.059525,98.28595,0.065778725,-17.55855,0.001655635,-1.0809075,0.4042255,-9.421075,-9.902785,-11.665875,-13.24235,-8.93980375,-12.0907225,205.4,213.8625,0.16082,416.81465
1,1.25,0.129687431,-1.871443061,-12.910262875,0,-29.07495,-1.235505,67.0637,0.0577,98.247,0.037859675,-15.67065,0.00173374,-1.0767825,0.4091345,-9.79794,-9.9383525,-11.735175,-13.19205,-9.03030125,-12.18491875,204.745,215.64,0.16515,417.1369
1,1.75,0.10294405875,-0.663154333,-13.170331575,0,-28.88395,-1.2343075,66.8876,0.05585,98.2377,0.079405875,-14.8981,0.0026184925,-1.1046,0.40525975,-9.839665,-9.931175,-11.74955,-13.212125,-9.05262375,-12.1585975,203.625,216.1,0.160985,416.652325
1,2.25,0.136490025,-1.15198606725,-16.339075,0,-29.021025,-1.2499,66.939,0.059975,98.24215,0.090815275,-14.5091,0.00134713,-1.0896,0.41579,-9.893285,-9.92722,-11.751125,-13.16935,-9.109305,-12.16272125,203.065,212.5225,0.1447625,417.4989
1,2.75,0.040525,-1.4985912935,-15.4665,0,-28.969775,-1.2520875,67.159125,0.0568,98.2775,0.0972016,-15.0718,0.00130455,-1.1236025,0.4061285,-9.9204425,-9.9254675,-11.7592,-13.1789,-9.154725,-12.17304375,202.4825,212.3725,0.14137,416.80125
1,3.25,0.0739,-1.0033842615,-12.318137085,0,-28.984675,-1.26145,66.38295,0.052,98.288675,0.064497275,-13.9591,0.0011732,-1.1142025,0.4157975,-9.954905,-9.8673425,-11.777275,-13.183825,-9.12276125,-12.2105944,203.225,212.4225,0.1496275,416.62395
1,3.75,0.0541,-1.113515035,-13.9792,0,-29.003025,-1.26053,67.0308,0.05305,98.3176,0.05971665,-14.4764,0.000856472,-1.101135,0.41417725,-9.9750775,-9.89988,-11.78955,-13.2062,-9.1358175,-12.20625,201.9325,213.725,0.16121,416.514525
1,4.25,0.1608445,-1.43751307175,-11.30095,0,-29.078425,-1.25007,67.6838,0.0539,98.33165,0.033262325,-14.47875,0.00054569425,-1.10646,0.40416,-9.930375,-9.923435,-11.7918,-13.195575,-9.1398025,-12.21971375,202.64,215.535,0.15727,417.08005
1,4.75,0.1668813215,-0.8925964635,-13.7574,0,-29.27425,-1.2360275,67.342175,0.058875,98.30275,0.046953125,-14.1845,0.000606639,-1.11119,0.41094,-9.97699,-9.9075175,-11.77745,-13.2309,-9.15151125,-12.25390875,203.54,216.3,0.15149,417.025
1,5.25,0.2172660695,-1.145714479,-15.97630402,0,-29.5339,-1.24219,66.826,0.0584,98.331475,0.067672225,-14.3497,0.00104109,-1.10567,0.41633,-10.03305,-9.9244875,-11.805325,-13.231525,-9.16276625,-12.306405,203.2425,216.9275,0.15747,416.3732
1,5.75,0.159932367,-0.87847775,-15.04857871,0,-29.4084,-1.2644775,66.477,0.05705,98.33865,0.05123755,-14.2477,0.00096346,-1.12018,0.4004,-10.05225,-9.9385625,-11.768,-13.272975,-9.12247375,-12.3048125,203.53,216.3925,0.160355,415.0531
1,6.25,0.19075875,-0.89108914775,-14.049425,0,-29.497625,-1.259995,66.6043,0.05745,98.36495,0.0965505,-14.755975,0.00110462,-1.108125,0.410579,-10.05015,-9.92368,-11.688575,-13.347625,-9.085975,-12.3229125,202.16,221.5775,0.161425,414.82
1,6.75,0.118133219,-0.947295258,-15.6053042175,0,-29.44175,-1.262905,67.485775,0.0606,98.34935,0.0340985,-15.5957,0.001286325,-1.10825,0.409712,-10.0204,-9.9403725,-11.669225,-13.39745,-9.08860625,-12.27248125,203.79,219.315,0.15879,414.91825
1,7.25,0.146989,-0.56119,-15.7598193175,0,-29.701675,-1.267925,66.98565,0.058325,98.3474,0.031492,-14.08165,0.001233925,-1.079675,0.41267,-10.033175,-9.9535775,-11.667875,-13.37895,-9.0837875,-12.28845125,204.6175,218.775,0.16083,414.5166
1,7.75,0.119614698,-1.33875,-18.693890735,0,-29.6773,-1.258745,67.10615,0.05845,98.3225,0.04633945,-14.995,0.00130393,-1.1252925,0.40881,-10.004825,-9.9387125,-11.66075,-13.345125,-9.11041625,-12.26265,203.1225,218.34,0.1283025,414.99
1,8.25,0.075854187,-0.706842,-11.8027,0,-29.4272,-1.2619525,66.94765,0.057425,98.33535,0.0860246,-15.34645,0.003281205,-1.1073475,0.411275,-10.0105,-9.967895,-11.65405,-13.348475,-9.10601125,-12.31030375,204.085,216.6575,0.15409,415.2152
1,8.75,0.105156,-1.387720092,-15.18023348,0,-29.868475,-1.25582,66.752275,0.05685,98.3035,0.0877356,-15.07465,0.01606095,-1.1052825,0.399687,-9.970375,-9.955205,-11.64775,-13.357275,-9.10108125,-12.3457375,202.0825,216.7275,0.15049,415.1425
1,9.25,0.1408015,-0.70984675,-21.84900682,0,-29.43925,-1.269055,66.454475,0.0622,98.2587,0.270879,-14.592925,0.08753015,-1.1000025,0.39595,-9.973115,-9.948835,-11.657025,-13.365125,-9.1406775,-12.3872,201.775,215.9925,0.1478025,415.85295
1,9.75,0,-0.5821090025,-15.4525,0,-29.175025,-1.2642475,66.829025,0.0608,98.2557,0.8383585,-14.0691,0.79757,-1.1136025,0.4165945,-10.02775,-9.948195,-11.6603,-13.40785,-9.1541175,-12.4067875,201.4675,213.625,0.1303025,415.87
1,10.25,0.0978,-0.812665748,-16.31225,1.3034975,-29.26145,-1.250695,66.326325,0.06005,98.2764,2.535675,-13.46685,4.0699675,-1.10393,0.4050075,-10.05755,-9.93516,-11.69185,-13.4429,-9.1734575,-12.3649125,204.185,214.885,0.139755,415.0557
1,10.75,0.16395621225,-0.56949921925,-18.980725515,4.49496,-28.59285,-1.237735,66.0269,0.05705,98.297,6.12765,-12.45925,10.73125,-1.1126175,0.39038925,-10.0438,-9.931745,-11.7619,-13.4569,-9.19026,-12.32787125,207.64,216.34,0.1578775,415.06
1,11.25,0.1780066285,-0.82037,-16.24710264,9.34603,-28.070875,-1.2572675,66.1534,0.05365,98.3241,11.2184,-12.56265,18.22,-1.10445,0.401044,-10.0089625,-9.9602925,-11.670025,-13.486,-9.12815125,-12.33654625,204.96,217.66,0.169635,415.10825
1,11.75,0.19183175,-1.0034,-19.29335,14.7241,-27.1161,-1.2509225,66.532125,0.0579,98.32505,17.142275,-13.0722,26.4881,-1.112495,0.43559075,-9.960985,-9.9743525,-11.6053,-13.445025,-9.13827875,-12.3319125,205.335,220.2125,0.1746775,415.2075
1,12.25,0.183754135,-0.3976765,-16.028675,17.487,-26.4746,-1.272595,67.17845,0.056575,98.3294,21.206975,-12.475,30.908325,-1.106115,0.4356525,-9.95697,-10.04105,-11.636475,-13.40025,-9.14336875,-12.207625,209.3925,223.65,0.2031525,415.0234
1,12.75,0.0916,-0.416141797,-17.344165655,19.0335,-25.7632,-1.283975,66.6126,0.0582,98.396375,21.836725,-12.0165,34.416675,-1.1335225,0.420247,-9.9356975,-10.0038,-11.611675,-13.33225,-9.15554375,-12.16726125,207.69,222.4575,0.21905,415.31175
1,13.25,0.091880163,-0.38598825,-16.5014669425,17.462075,-25.4249,-1.2774425,66.09715,0.06075,98.395775,21.373,-12.04755,33.30675,-1.1296775,0.44827975,-9.9872775,-10.03565,-11.6941,-13.335925,-9.13308375,-12.16708875,211.9175,224.945,0.225925,415.1061
1,13.75,0.0856,-0.85748942075,-17.6218377875,14.564175,-24.944025,-1.2770225,66.2736,0.05815,98.3981,17.755125,-11.30155,26.19005,-1.1215375,0.464396,-10.00234,-10.066775,-11.747875,-13.348225,-9.1344375,-12.17162125,212.34,226.9025,0.2285875,415.1555
1,14.25,0.076625,-0.58944,-16.5094885675,10.9558,-25.39235,-1.246315,66.76825,0.055075,98.36295,12.4947,-12.568,18.6027,-1.11205,0.489159,-9.9568,-10.0917,-11.7535,-13.318,-9.104925,-12.220135,210.225,229.835,0.2237025,415.581775
1,14.75,0.129894665,-0.69117429875,-19.3384,5.0647575,-25.682625,-1.1984975,66.54835,0.061525,98.3612,6.30287,-13.71515,10.1039,-1.0648875,0.5160905,-9.938,-10.136275,-11.6691,-13.305925,-9.07551,-12.19499875,210.635,225.7425,0.2237875,415.96
1,15.25,0.1322735,-1.188352067,-18.98807647,1.13184,-25.8379,-1.1651925,66.75575,0.0613,98.357975,2.392835,-14.66085,3.569695,-1.039525,0.465659,-9.960075,-10.1642,-11.64785,-13.305025,-9.0922525,-12.165345,210.7425,223.8375,0.2062375,415.9075
1,15.75,0.1718218485,-1.63825,-21.104,0,-26.6451,-1.139585,67.2185,0.061875,98.32675,0.732985,-16.877825,0.637103,-1.020125,0.44174475,-9.91556,-10.17305,-11.6098,-13.3007,-9.0711,-12.077825,209.25,219.6125,0.18009,415.617
1,16.25,0.095945236,-1.68882,-15.2437,0,-27.03615,-1.15732,68.027,0.0587,98.31645,0.166719,-17.52915,0.0876469,-1.024165,0.443705,-9.972735,-10.1597,-11.726,-13.3002,-9.02546,-12.105735,207.97,220.6025,0.17872,414.4229
1,16.75,0.1379451395,-1.1607,-14.05881023,0,-27.33605,-1.173225,67.44055,0.058,98.321975,0.01444715,-17.03375,0.0252402,-1.028525,0.41745,-9.97493,-10.24025,-11.5935,-13.3009,-8.982805,-12.09955,205.115,221.3875,0.17018,415.103575
1,17.25,0.093875,-2.073867434,-18.431841995,0,-27.97105,-1.20442,68.522175,0.06025,98.319225,0,-16.636975,0.006949565,-1.03946,0.42685,-10.0026,-10.26555,-11.3902,-13.3021,-8.965305,-12.0899,203.3975,221.63,0.16322,415.9126
