DOY2,HR2,FC,LE,H,SW_IN,TA,TS_1_1_1,RH,USTAR,PA,SW_OUT,NETRAD,PPFD_IN,PPFD_OUT,TS_2_1_1,WS,G_1_1_1,G_1_1_2,G_2_1_1,G_2_1_2,SG_1_1_A,SG_2_1_A,CO2
1,0.25,0.85907156765,14.08222970375,47.7339088825,0.368525,-0.551875000000024,-0.73455,88.8175,0.47093995425,92.54,1.79805,12.775,0.1033928905,1.99644425,-0.65115,8.16175,-0.695700000000002,-1.38725,-1.245275,-0.731100000000003,-1.0688375,-0.9691875,433.96
1,0.75,1.32110070445,24.335761255,27.30555,0.387799999999999,-1.2041,-0.7023,89.285,0.501158888125,92.495,1.60675,12.86975,0.1762715718,1.72383,-0.6945,8.875,-0.582699999999999,-1.2962,-1.1332,-0.675499999999999,-1.0067,-0.861649999999999,431.6475
1,1.25,1.254038389075,30.7355284702498,24.634166442,0.433299999999999,-0.882799999999988,-0.752999999999999,89.475,0.529488502549999,92.525,2.01465,12.936,0.1801079398,1.7264275,-0.7565,8.5785,-0.819199999999999,-1.40405,-1.26295,-0.811899999999998,-1.229275,-0.962849999999999,431.04
1,1.75,1.007940019475,25.5885840617499,61.8102374999999,0.692874999999998,-0.394449999999996,-0.8299,89.395,0.480074906575,92.595,1.74595,12.3935,0.181907055125,1.700478,-0.7059,8.493,-0.898749999999999,-1.42745,-1.3031,-0.860599999999999,-1.31265,-1.0304,429.74145
1,2.25,0.905986839499999,29.43467006,67.9261911885,0.4939,-0.0118499999999926,-0.8262,89.605,0.5210634479,92.595,1.9376,11.7025,0.1785478215,1.7106105,-0.8153,8.586,-0.963799999999999,-1.4908,-1.33575,-0.92895,-1.38385,-1.110975,430.05595
1,2.75,1.065965974125,36.044192739,69.4344199999998,0.2952,0.0567500000000067,-0.8317,89.36,0.651421279,92.635,1.7162,9.39750000000001,0.18163124865,1.724574,-0.8017,8.48,-1.00475,-1.49375,-1.4061,-0.93995,-1.385675,-1.173075,430.9649
1,3.25,1.047331072725,22.195955106,36.28638914125,0.1951,-0.122699999999994,-0.8249,89.33,0.523284875,92.64,1.6584,10.8746999999999,0.180389042125,1.710123,-0.803399999999999,8.3855,-1.03045,-1.53015,-1.4772,-0.9409,-1.404425,-1.231475,431.149375
1,3.75,1.191406858425,29.5166065625,42.1462043395,0.617375,-0.233349999999997,-0.787,89.35,0.540309,92.64,1.7179,8.68022499999994,0.1839048728,1.724882,-0.7815,8.5315,-1.02805,-1.53635,-1.5075,-0.93795,-1.38815,-1.2765,431.17
1,4.25,1.01703224815,20.0124933785,55.5298543325,0.65825,-0.349749999999998,-0.7872,89.555,0.544537075,92.57,1.76915,11.383,0.18392326135,1.7236325,-0.785599999999999,8.137,-1.02195,-1.5476,-1.50625,-0.934699999999999,-1.3788,-1.31655,430.43695
1,4.75,1.564053685125,19.40052066225,63.044655,0.6735,-0.8247,-0.7642,89.62,0.607235765899999,92.6,1.5863,9.04760000000002,0.1850145494,1.739298,-0.7459,8.1485,-1.0112,-1.5677,-1.5186,-0.93965,-1.3457,-1.338825,429.4475
