DOY2,HR2,H,LE,NEE,TAU,USTAR,CO2,H2O,WS,PPFD_IN,PPFD_OUT,NETRAD,TA_1_2_1,RH,G_1_1_1,G_1_1_2,G_1_1_3,G_1_1_4,TA_1_1_1,TA_1_2_2,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,VPD,PA,SW_IN,SW_OUT
1,0.25,-3.125,1.518575,0.2492675,-0.008475,0.4926,386.16823,4.567725,7.50885,0.16975,0.1165,-7.8975,1.4945,81.625,-1.21675,-1.4255,-1.18875,-1.0775,0.0475,1.7165,-0.4185,-0.301,-0.23475,-0.2545,1.468,0.425,0.49275,0.6345,0.96225,1.47925,2.77,91.2,0,0
1,0.75,-2.336175,1.48325,0.23801,-0.00965,0.53045,385.966415,4.60347,7.891295,0.15,0.13825,-7.861,1.6605,81.95,-1.1725,-1.448,-1.4385,-1.041,0,1.697,-0.504,-0.3135,-0.2685,-0.257,1.4895,0.412,0.47,0.62,0.966,1.503,2.7025,91.2,0,0
1,1.25,-4.211625,1.33065,0.2603,-0.00715,0.52125,386.20765,4.64335,8.0358,0.1795,0.1525,-7.775,1.565,81.925,-1.338,-1.61,-1.867,-1.11875,0.01,1.6985,-0.5,-0.3165,-0.2675,-0.2675,1.44375,0.45675,0.5305,0.6485,0.96375,1.4675,2.65,91.2,0,0
1,1.75,-2.8582,1.4633,0.23265,-0.00625,0.5306,386.05,4.66283,7.83065,0.1815,0.1105,-7.37,1.47,82.125,-1.3165,-1.5305,-1.7365,-1.2415,0.09,1.589,-0.465,-0.2885,-0.251,-0.277,1.4525,0.4135,0.4555,0.59475,0.93275,1.47375,2.635,91.2,0,0.00075
1,2.25,-4.001375,1.5041,0.243625,-0.006,0.52015,386.06677,4.6438,8.046925,0.1645,0.11575,-7.23,1.4525,82.3,-1.3825,-1.5595,-1.8255,-1.182,0.32,1.441,-0.437,-0.301,-0.2775,-0.35,1.4615,0.42375,0.4895,0.65475,0.97975,1.482,2.6125,91.2,0,0.01075
1,2.75,-3.4257,1.2942,0.2306,-0.0053,0.49095,386.18038,4.55627,7.142355,0.181,0.12875,-7.213,1.4545,82.35,-1.606,-1.7695,-2.27075,-1.161,-0.15,1.51,-0.436,-0.296,-0.252,-0.3375,1.42075,0.42775,0.49475,0.6085,0.895,1.43375,2.575,91.2,0,0
1,3.25,-2.800275,1.711,0.21329,-0.004825,0.48225,386.32925,4.747225,7.6307925,0.1965,0.1495,-7.505,1.3505,82.25,-1.5575,-1.706,-2.267,-1.2525,0,1.1945,-0.463,-0.292,-0.269,-0.381,1.45425,0.38475,0.4925,0.621,0.93225,1.4675,2.67,91.2,0,0
1,3.75,-2.5312,1.4366,0.2473,-0.0057,0.491375,386.385,4.704625,7.497095,0.1825,0.107,-7.255,1.3565,81.95,-1.6225,-1.895,-2.16025,-1.502,0.31,1.305,-0.554,-0.3825,-0.29,-0.4,1.38425,0.385,0.481,0.58125,0.89225,1.40675,2.7475,91.2,0,0
1,4.25,-2.730225,1.5632,0.2402,-0.0065,0.51275,386.42331,4.6842,7.55358,0.174,0.1165,-7.0685,1.4235,81.5,-1.6375,-1.8115,-2.016,-1.7045,0.53,1.2045,-0.5275,-0.3745,-0.297,-0.4115,1.41025,0.44525,0.48475,0.5975,0.93325,1.43875,2.7975,91.2,0,0
1,4.75,-3.5043,1.448875,0.225175,-0.0054,0.52605,386.51081,4.6539,7.353345,0.1585,0.098,-6.719,1.3745,81.825,-1.446,-1.7365,-1.94625,-1.87525,0.59,1.0975,-0.58,-0.398,-0.2865,-0.4265,1.409,0.3585,0.46725,0.59575,0.89575,1.426,2.7175,91.2,0,0
1,5.25,-2.7496,1.4014,0.2353325,-0.0051,0.5146,386.227875,4.5567,7.43478,0.1615,0.1145,-6.34,1.1935,82.2,-1.4325,-1.597,-2.3105,-1.7155,0.48,0.96,-0.519,-0.3765,-0.3165,-0.4005,1.37725,0.368,0.49225,0.57925,0.90475,1.397,2.595,91.2,0,0.003
1,5.75,-2.4162,1.792275,0.258275,-0.0046,0.51545,386.0875,4.59995,7.5487,0.164,0.122,-6.5815,1.219,82.425,-1.498,-1.5515,-2.08425,-1.482,0.35,0.9085,-0.53,-0.3965,-0.36,-0.476,1.3925,0.393,0.475,0.60725,0.9205,1.4155,2.6925,91.2,0,0
1,6.25,-0.691925,1.7917,0.2657,-0.003875,0.512625,386.02429,4.618225,7.42009,0.1585,0.11875,-6.776,1.448,82.475,-1.448,-1.575,-2.126,-1.46075,0.49,1.23,-0.5025,-0.36,-0.3085,-0.467,1.44725,0.42875,0.49075,0.59825,0.92125,1.459,2.7075,91.2,0,0
1,6.75,-1.510125,1.7596,0.2675,-0.004525,0.50045,386.15224,4.5543,7.43255,0.1665,0.1205,-6.168,1.4365,82.85,-1.446,-1.5165,-2.28475,-1.49075,0.75,1.1285,-0.53,-0.385,-0.3545,-0.4585,1.359,0.35,0.4725,0.60125,0.91975,1.39075,2.5875,91.3,0,0
1,7.25,-1.0969,1.581,0.262175,-0.004,0.5087,386.287565,4.555525,7.51,0.1675,0.12475,-6.443,1.4215,82.25,-1.404,-1.4285,-2.674,-1.52625,0.24,1.2995,-0.531,-0.439,-0.3805,-0.493,1.36875,0.4005,0.43675,0.58425,0.9225,1.42025,2.505,91.2,0,0
1,7.75,-1.691475,1.6206,0.265085,-0.0039,0.542275,386.25599,4.635615,7.85648,0.5305,0.241,-6.491,1.5605,82.225,-1.4155,-1.169,-2.756,-1.82025,0.49,1.5995,-0.524,-0.409,-0.417,-0.532,1.39775,0.44225,0.479,0.62275,0.94325,1.4235,2.5325,91.2,0,0.01475
1,8.25,-1.7211,1.9162,0.2434,-0.0059,0.512675,386.564005,4.6522,7.37824,11.39,3.0725,-4.656,1.621,82.5,-1.1375,-1.2385,-2.9955,-1.9015,1.01,1.6745,-0.5725,-0.439,-0.44,-0.4685,1.34825,0.35625,0.48525,0.566,0.88975,1.393,2.625,91.225,3.5695,2.145
1,8.75,-1.9182,2.26725,0.233,-0.0061,0.49025,386.1039225,4.68518,7.1140325,56.575,20.585,1.1995,2.065,81.95,-1.425,-1.1965,-2.83425,-1.5515,1.09,2.1065,-0.6235,-0.4465,-0.4885,-0.5105,1.365,0.37625,0.49775,0.592,0.91125,1.39375,2.7475,91.3,33.03,16.24
1,9.25,-1.0179,3.5913,0.26086,-0.0133,0.499425,386.36201,4.669035,7.4852,151.8,58.0175,12.58,2.4225,81.525,-0.6905,-0.8375,-2.14775,-1.62925,1.54,2.3225,-0.568,-0.446,-0.468,-0.6115,1.34825,0.32825,0.44575,0.57625,0.88325,1.3805,2.8325,91.3,89.175,41.7775
1,9.75,3.010225,5.6262,0.2509,-0.0219,0.5459,386.515,4.742985,7.71915,263.55,101.9,35.585,2.8415,80.8,0.003,-0.2,-1.71325,-1.60475,2.15,2.523,-0.6,-0.4415,-0.495,-0.605,1.2805,0.303,0.391,0.497,0.81075,1.321,3.125,91.3,140.625,65.8625
1,10.25,14.19875,8.2482,0.249975,-0.0287,0.556675,386.5625,4.812965,8.23857,376.55,136.275,59.495,3.425,79.825,0.493,0.1415,-1.251,-1.259,2.4,3.305,-0.596,-0.491,-0.498,-0.651,1.2605,0.2205,0.2695,0.42675,0.71625,1.272,3.33,91.3,198.9,88.7
1,10.75,24.673,10.2086,0.260725,-0.03085,0.53825,386.3111775,4.7588225,7.9,471.3,187.45,80.8265,4.1095,78.925,1.2305,0.837,-0.77025,-0.43525,2.85,3.9025,-0.5815,-0.4965,-0.515,-0.715,1.1295,0.09075,0.171,0.33825,0.65425,1.1595,3.76,91.3,252.675,122.325
1,11.25,41.2947,12.4381,0.275495,-0.0346,0.5967,385.95,4.7623,8.452755,553.85,218.725,105.265,4.635,77.7,2.712,1.774,-0.02725,-0.113,3.3,4.371,-0.518,-0.501,-0.4945,-0.742,1.13225,0.044,0.16125,0.264,0.6195,1.1485,3.97,91.3,285.3,133.075
1,11.75,55.1627,13.3442,0.2553,-0.03555,0.6262,386.20229,4.7781,8.9506225,608.8,234.275,121.85,4.9515,76.4,3.487,3.2305,0.71775,0.377,3.56,4.9805,-0.5375,-0.5,-0.514,-0.7335,1.049,0.0375,0.08475,0.1935,0.54175,1.0945,4.4975,91.3,330.35,146.225
1,12.25,51.3112,14.5573,0.25,-0.0402,0.63185,385.89804,4.78993,9.416045,646.45,244.55,128.95,5.4335,74.8,5.1085,4.092,1.728,0.68825,3.94,5.1965,-0.5155,-0.4255,-0.5125,-0.6735,1.0225,0.0165,0.0845,0.15375,0.49225,1.04075,4.7925,91.3,343.7,161.85
1,12.75,55.888,15.2353,0.23185,-0.0389,0.6714,385.455,4.7605,9.5537,650.55,239.65,127,5.8,73.7,5.492,4.691,2.4105,1.092,4.16,5.5955,-0.543,-0.4805,-0.515,-0.6875,1.01075,0.009,0.059,0.18025,0.51325,1.046,5.0575,91.225,342.05,151.675
1,13.25,52.71715,13.602,0.2627,-0.0319,0.67445,385.3875,4.71322,9.98017,628.3,237.825,125.465,6.128,72.625,6.2215,5.425,2.937,1.31325,4.25,6.1445,-0.525,-0.4925,-0.5405,-0.6985,0.9215,-0.0325,0.01625,0.10475,0.4315,0.98175,5.3625,91.2,330.075,141.475
1,13.75,46.098025,14.786,0.246,-0.0364,0.6737,385.19279,4.7509875,9.7915,583.55,177.45,111.3,6.181,72.15,6.8295,5.796,3.4205,1.40025,4.25,6.2185,-0.469,-0.494,-0.532,-0.6865,0.8935,-0.00875,0.035,0.07375,0.4065,0.9585,5.4225,91.2,320.625,120.825
