DOY2,HR2,LE,H,FC,USTAR,TA,WS,CO2,VPD,H2O,RH,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,G
1,0.25,4.51862,-68.1828,-1.80065,0.220256,-12.2526375,1.1137275,410.732,0.316205289017548,3.02952,68.87248375,-39.37257625,-2.641801125,0.3125444625,231.004151278673,262.240352365639,-4.664
1,0.75,4.710955,-84.062225,-1.4210525,0.19275625,-12.38475,1.1843425,411.02775,0.311901701674223,2.9212625,70.28005,-38.940955,-2.5177595,0.41924255,239.357261885905,262.780342139411,-4.4515
1,1.25,2.06009,-67.8022,-1.3995,0.23063125,-12.7268875,1.2270075,411.463,0.346374513988537,2.9265,69.64128625,-37.59785125,-2.708740125,0.428421375,233.249447073343,259.898950196641,-4.52
1,1.75,3.74181,-66.44625,-0.95831725,0.2386345,-12.5655,1.3361675,411.8515,0.305784268902917,2.90019,70.702945,-38.927025,-2.7237575,0.4156678,237.779497826945,260.509896748815,-4.4985
1,2.25,2.44683,-61.5208,-1.0879025,0.216075,-12.744175,1.49484,411.193,0.333024108952191,2.9345775,70.83840875,-35.29473125,-2.636288,0.419258625,233.15039921217,259.35379814151,-4.535
1,2.75,3.2060775,-77.3739,-0.9030325,0.223253,-12.30555,1.54602,410.9975,0.313402058987901,2.982225,72.161945,-39.47796,-2.977299,0.395237,231.758754931317,261.321299397121,-4.56
1,3.25,-0.3144495,-67.77475,-1.00550375,0.21777275,-13.0886625,1.1663575,411.321,0.315746710535833,2.979465,72.9033,-38.5616525,-2.765329125,0.3149690375,229.476112994794,259.266838814897,-4.571
1,3.75,2.046435,-70.333075,-1.07791,0.20580025,-13.0764,1.1874825,410.28,0.301596343186984,2.96419,73.2622,-39.20934,-2.738639,0.33270475,232.967547015928,259.033604033609,-4.5935
1,4.25,0.79674525,-64.38745,-0.445952,0.2649785,-13.283425,1.660415,410.361,0.315104871421553,2.95364,73.90467125,-38.19482875,-2.4926665,0.3246686875,228.621422926708,258.110674633356,-4.6075
1,4.75,2.07529,-59.28165,-1.00614,0.22086,-12.6288,1.4280025,410.3825,0.299323771674448,3.003375,73.639345,-38.619975,-2.638729,0.3086291,233.946038678741,259.827730276004,-4.603
1,5.25,1.61922,-57.7433,-0.948812,0.23297425,-13.3542625,1.1941875,410.321,0.290902036876745,2.986245,72.73609625,-39.00340375,-2.669156375,0.20853371,229.332150023246,256.890073252544,-4.621
1,5.75,3.1120125,-63.4345,-0.8708235,0.1889115,-12.8952,0.941825,410.6285,0.268903488624599,3.02195,73.382545,-40.64028,-2.858171,0.33425625,231.236083757082,260.107804938081,-4.622
1,6.25,4.38613,-76.0394,-1.203,0.23173875,-13.5481625,1.025455,410.123,0.270566491317718,3.01679,73.98003375,-40.70024875,-2.736223375,0.3291736875,231.391224437942,255.634286146588,-4.6755
1,6.75,4.6463025,-79.9633,-1.22439,0.2097995,-12.6286,1.0551,411.439,0.260455878600706,3.036875,73.83694,-38.11572,-2.607559,0.3371567,232.224822029971,257.784626562437,-4.465
1,7.25,1.5532375,-92.11535,-0.248449,0.2115095,-14.2329125,1.262325,410.8405,0.299865349296826,2.9995,74.22696125,-33.34723875,0.4445937875,0.5831328625,225.942790964416,253.592543676025,-4.5315
1,7.75,4.09555,-91.076075,-0.92076,0.231627,-12.2145,1.20081,411.65325,0.310317118260259,2.972315,71.98084,-6.612762,6.9216185,2.221199,228.63207466938,260.066099438514,-4.5265
1,8.25,4.11865,-81.082,-3.154485,0.25678375,-12.2526,1.03475,410.57225,0.353235912249153,2.93313,67.01063625,10.13854275,21.531605,5.9663215,223.359210464404,258.440601730908,-4.553
1,8.75,4.66555,-31.9333,-1.23388,0.205159,-11.1005,0.76149825,410.313,0.337942199232809,2.95351,65.3492,23.431805,39.276815,8.560041,236.522479009122,265.100909316953,-4.57225
1,9.25,8.4909,-10.0466,-2.99232,0.2126305,-11.4578125,0.61210575,408.132,0.35252327794603,2.9537,64.78965875,31.51717875,52.83303625,13.7392475,232.710511533368,264.586838232572,-4.59125
1,9.75,8.1589475,17.923275,-5.84481,0.221565,-10.42235,0.644038,408.264,0.363033403405516,2.8988975,63.5254,59.48393,85.645125,18.320265,240.415934997508,271.489919521823,-4.596125
1,10.25,11.759125,16.2197,-4.3504825,0.225871,-11.4599875,0.773158,406.906,0.457814498703589,2.8063925,60.3043,73.33273625,92.79449375,23.4690325,235.505879477112,270.747198528452,-4.623125
1,10.75,10.71665,25.5623,-4.74817,0.219917,-10.4486,0.823428,406.817,0.508733649067592,2.942065,61.0165,78.333585,107.9245,24.84605,241.965235202417,275.980306523664,-4.618875
1,11.25,10.54255,27.8139,-6.16453,0.223311,-10.0237,0.84345675,406.978,0.591757028359628,2.902155,55.45444625,90.08394125,110.4729375,25.15785,239.547322528418,278.0110379636,-4.63925
1,11.75,11.2225,34.79425,-4.153675,0.258324,-9.0823,1.02859,406.7855,0.60537733613604,2.81903,56.75157,70.11139,99.395135,23.74018,249.831008345409,280.778525565259,-4.63725
1,12.25,9.430145,26.256275,-4.2073,0.299104,-9.386637,1.151305,407.1955,0.612790220381121,2.811005,53.72180875,72.17170125,98.77814,22.07676125,247.436584942025,279.483475458418,-4.6765
1,12.75,12.0108,43.3429,-4.3478025,0.32398625,-8.3402995,1.295075,406.34025,0.666242906939842,2.80751,51.957145,80.37081,119.2227,24.215735,250.480569182922,284.106536544207,-4.448
1,13.25,9.2747,40.366,-5.0902575,0.403297,-8.20434975,1.35301,406.153,0.648415852824426,2.7964025,50.6606875,56.75755125,82.47960375,19.6595,241.173656834184,282.719859966695,-4.55075
1,13.75,7.648765,26.25785,-4.111325,0.37714,-8.0249495,1.30237,406.201,0.843531053127007,2.90961,50.51229,52.54369,76.80369,18.001885,249.883473551705,284.945669748577,-4.516375
1,14.25,8.79631,13.1952,-3.70223,0.36223075,-8.792574625,1.4192825,406.138,0.709753134674745,2.95737,50.1363875,37.09405,56.59650375,11.8695375,242.87987206116,281.659266686271,-4.564
1,14.75,5.8811825,8.4574525,-3.00534,0.35635675,-7.9161495,1.27618,408.03125,0.741676646905767,2.955565,49.984,30.227655,46.12339,10.502,246.543343119618,283.07787234775,-4.574625
1,15.25,5.69011,-9.3753725,-2.87669,0.29838325,-8.87236225,1.0918525,409.72625,0.635152648520839,2.88767,54.00766125,17.92610375,34.9467025,7.91060325,240.130708584745,277.87816128393,-4.605375
1,15.75,2.918275,-38.883325,-2.02962,0.298577,-8.19305,1.36527,410.68725,0.747241611039856,3.00873,52.7132,2.6905465,16.702365,4.346755,246.045381618046,280.033126114878,-4.6065
1,16.25,7.48942,-47.0057,-1.2036625,0.270271,-9.81912425,1.36075,411.881,0.636458148252853,3.1448075,59.26765,-28.3031675,3.14104675,1.41271075,235.234877185189,273.072485297927,-4.608125
1,16.75,3.54415,-48.1053,-1.0511025,0.237066,-9.5215495,1.357305,411.5545,0.564032401571461,3.20575,60.175745,-40.5326,-0.81820745,0.51258375,239.567291085011,274.511107854281,-4.618375
