DOY2,HR2,USTAR,H,LE,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,T_SONIC_SIGMA_1_1_1,WS_1_1_1,TA_1_1_1,TA_1_2_1,RH_1_1_1,RH_1_2_1,PA,G_1_1_1,G_1_1_2,G_1_1_3,G_1_1_4,G_1_1_5,G_1_1_6,G_1_1_7,G_1_1_8,G_1_1_9,SW_IN_1_1_1,SW_OUT_1_1_1,NETRAD_1_1_1,PPFD_IN,PPFD_OUT,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1
1,0.25,0.306447385,4.457228595,3.709015883,1.086003,0.960326,0.413461,0.502507,1.981393,-14.4837,-14.6247525,88.9367475,89.9364325,98.696648,-4.888933607,-3.3266067365,-2.60421236725,-0.15804097775,-5.639911391,-2.503246556,-4.83405649575,-6.80766620825,-3.28456214625,-1.3211114435,-0.55652306875,-3.384964729,-0.02214898,0.95494445,-5.72338775,-5.349405,-4.55854,-4.25551475,-3.53131525
1,0.75,0.45765048375,2.457468836,4.420530115,0.99966675,0.87832,0.37946425,0.47499275,2.25156325,-14.4232325,-14.64925,87.6194525,89.9027275,98.693084,-4.93206710925,-3.35944243375,-2.62062266575,-0.16575315975,-5.7021416245,-2.5238586155,-4.843702497,-6.8027497555,-3.3092443925,-0.739452778,-0.6678702545,0.340346221,-0.021296555,0.9546639,-5.72930025,-5.35165175,-4.5510575,-4.2546215,-3.5176185
1,1.25,0.486573735,4.6647160765,0.11978772775,0.90693475,0.84164425,0.323175,0.46798975,2.851249,-14.5061,-14.80457,90.0120325,90.6622075,98.679536,-4.95889759825,-3.3950845085,-2.63699290175,-0.173506793,-5.76293909075,-2.54225633475,-4.8387235175,-6.7950598775,-3.29468972725,-1.0937827675,-0.69023790025,-1.63867945725,-0.02352778,0.94319215,-5.736018,-5.3554365,-4.54302575,-4.25696275,-3.50209825
1,1.75,0.361734709,2.34162039375,3.162224065,0.8534015,0.81798325,0.3190215,0.4928565,2.178684,-14.6471225,-14.808145,88.14645,89.6433025,98.652116,-4.95850354275,-3.4141804105,-2.64736522325,-0.17353494075,-5.81301017975,-2.5588773725,-4.81374782475,-6.7865256265,-3.310053099,-0.906897538,-0.67082635625,-1.08520620175,-0.017915781,0.95327635,-5.74512425,-5.3604005,-4.5404465,-4.27201675,-3.508483
1,2.25,0.2903784165,-0.78066191675,2.796685255,0.95019225,0.918781,0.36288575,0.56327275,1.748466,-14.56151,-15.00035,89.2901875,89.79277,98.627162,-4.94499047475,-3.44667923425,-2.657191258,-0.1503490925,-5.852703046,-2.57454555225,-4.81239264225,-6.778667312,-3.29637841325,-1.0236616765,-0.6279935295,-1.08524709275,-0.018196051,0.9258472,-5.74693525,-5.36323475,-4.539005,-4.28340375,-3.506664
1,2.75,0.36479978425,2.522631809,0.9873848065,0.98957,0.903636,0.366219,0.446741,1.8780765,-14.51849,-14.8375875,88.4462925,89.6852575,98.60018,-4.92822043275,-3.47465732175,-2.666332096,-0.14148455975,-5.88216016075,-2.59473391275,-4.793835273,-6.6992419955,-3.30672516475,-0.973772289,-0.74416651625,-0.61109920575,-0.017097166,0.9098932,-5.75672125,-5.36862175,-4.535733,-4.2872415,-3.4948415
1,3.25,0.396198183,-2.8683934185,2.76485917675,1.022024,0.858672,0.33724525,0.6121895,2.170849,-14.55684,-14.9054,88.3747475,89.27478,98.592038,-4.91062756825,-3.48514404225,-2.6725456785,-0.13182955575,-5.895301255,-2.61950386775,-4.7719626995,-6.66614687825,-3.288960391,-1.18107268775,-0.760036997,-1.5320670545,-0.0151387465,0.9040203,-5.7664805,-5.37603125,-4.53088525,-4.295867,-3.42710575
1,3.75,0.387299626,-0.342218354,1.3375090485,0.983186,0.864495,0.396426,0.515119,1.963715,-14.6652875,-15.17448,88.4148575,91.02772,98.56688,-4.9179312045,-3.4764121835,-2.677934403,-0.1230938485,-5.88291478175,-2.6383224955,-4.75880212425,-6.666144135,-3.27472830275,-0.939213573,-0.65302528775,-1.794632345,-0.02017897,0.8995495,-5.774265,-5.3798575,-4.53103075,-4.3070445,-3.4407325
1,4.25,0.32330006225,2.31210408925,1.073949845,0.94234725,0.81533625,0.363822,0.499155,1.7972055,-14.4063925,-15.20215,88.49093,89.89381,98.549588,-4.932577133,-3.44261337575,-2.67338251825,-0.141755918,-5.841881687,-2.65388459525,-4.744433742,-6.676553123,-3.25889610325,-0.8007546575,-0.56007567775,-0.159674961,-0.0201679515,0.88303545,-5.78491425,-5.38785975,-4.52756575,-4.32712275,-3.4584205
1,4.75,0.330932833,1.777176807,2.0856532575,1.153524,1.019306,0.35459825,0.671447,1.88531475,-14.614625,-14.727625,87.4043875,90.258795,98.535518,-4.91161093225,-3.4019540175,-2.674338051,-0.1588651075,-5.7732670295,-2.6707776565,-4.70783594175,-6.6913727085,-3.241154812,-0.8488013975,-0.601347535,-1.08860542675,-0.021853,0.90264155,-5.793834,-5.39175925,-4.526651,-4.349006,-3.4802415
1,5.25,0.36349240625,2.71205827025,2.1791053935,0.956261,0.82318275,0.31997125,0.48208825,2.077587,-14.855245,-15.6290975,90.018675,90.1777725,98.506022,-4.8588469335,-3.348581452,-2.67057695175,-0.1369569865,-5.68287730775,-2.6807566065,-4.66345303925,-6.708967365,-3.2236854245,-0.66604419475,-0.5483271775,-0.84583759675,-0.0173788845,0.90384115,-5.78911725,-5.398173,-4.55826775,-4.3534095,-3.47347475
1,5.75,0.3963256365,3.51030347275,1.457486122,0.893253,0.7190705,0.3177335,0.7248615,2.142292,-14.8777725,-15.4954,90.045005,90.8596175,98.473262,-4.83061101925,-3.29449346825,-2.66344340675,-0.11738175325,-5.58594497525,-2.6900004415,-4.68042742825,-6.72863098125,-3.21768871575,-0.7300480205,-0.530110148,-0.8263781205,-0.0282739,0.90742725,-5.77670525,-5.390104,-4.5849095,-4.3594265,-3.46580225
1,6.25,0.429596322,3.567043431,2.13945539075,0.841724,0.773398,0.349414,0.655681,2.675229,-14.625425,-14.9615775,89.28063,90.928745,98.458886,-4.792769064,-3.2483736305,-2.659034552,-0.10772411375,-5.4929149525,-2.6832349045,-4.66605156425,-6.731066438,-3.1760561705,-0.605657601,-0.42645071875,-0.12014234525,-0.02323458,0.92558405,-5.76835325,-5.33800175,-4.57781375,-4.353119,-3.46332725
1,6.75,0.37840274675,1.6014974,2.287136266875,0.95959375,0.8543205,0.3832145,0.46431225,2.18279475,-14.8809975,-15.114625,90.0578275,90.627335,98.45639,-4.758866481,-3.199316172,-2.648873781,-0.103051434,-5.43209304225,-2.67932887125,-4.66443716475,-6.741508345,-3.17792900875,-0.422235479,-0.557143447,0.69943918625,-0.020177705,0.93849475,-5.74717375,-5.2928825,-4.58037475,-4.3351865,-3.45571775
1,7.25,0.347162786,4.25216345,2.434817143,0.9876415,0.930683,0.37807,0.602982,1.778015,-14.4596825,-15.1769675,89.112865,91.94817,98.46152,-4.729411716,-3.177119469,-2.6512817085,-0.1092695855,-5.39586249475,-2.730999373,-4.64697276975,-6.68297397425,-3.17509832825,-0.4595138225,-0.4842585865,0.04208763975,-0.021005605,0.96984495,-5.72813575,-5.31020375,-4.58987925,-4.336912,-3.449309
1,7.75,0.269022959,4.36805601575,2.128441123625,0.991093,0.879779,0.39906,0.695955,1.5282,-14.7296175,-15.06197,88.8570125,90.5368725,98.481422,-4.701641253,-3.1604720395,-2.65418986725,-0.0966166525,-5.372980117,-2.821152978,-4.680247136,-6.65957240575,-3.16723660925,-0.3929823185,-0.47305127375,1.28675348875,-0.019050324,0.951636,-5.710711,-5.31241425,-4.60897625,-4.34846825,-3.43661025
1,8.25,0.325622481,-0.213460672,1.82206510425,1.03604075,0.848902,0.39860025,0.4863995,1.916666,-14.6527925,-15.0279325,89.1022775,90.7467575,98.479142,-4.69551583875,-3.14818138725,-2.65779221,-0.08429977425,-5.368368233,-2.86461966175,-4.68623792075,-6.615926201,-3.170961276,-0.56647959075,-0.5720372435,-0.29408374025,-0.02522981,0.95638315,-5.690217,-5.294541,-4.61697975,-4.4039635,-3.38589425
1,8.75,0.221348142,4.76447406725,1.376135723125,1.11316625,0.9168575,0.406583,0.47878875,1.060441,-14.6887275,-14.8452525,88.4891025,90.4967775,98.477486,-4.70296581575,-3.13428581125,-2.65727175975,-0.096058973,-5.3767155095,-2.84390121225,-4.71509101575,-6.582317548,-3.16499876125,-0.623225832,-0.451609388,-1.16893488375,-0.0207142435,0.94293525,-5.6770455,-5.28313725,-4.6220805,-4.41472375,-3.36422
1,9.25,0.199525245,0.625947745,0.930206342,0.9179775,0.8798775,0.38839,0.4357285,1.07033675,-14.57585,-14.699225,88.07698,88.965705,98.448344,-4.7208699015,-3.139860009,-2.618262665,-0.113501978,-5.38909465,-2.79460571975,-4.73000887725,-6.55471386925,-3.16519733325,-0.5422807055,-0.54900848425,-0.71275910875,0.058219565,1.00450655,-5.66627825,-5.272385,-4.6186235,-4.36938075,-3.3556655
1,9.75,0.240980811,1.280831042,1.67301237425,1.020325,0.881508,0.412665,0.391974,1.18523875,-14.628205,-14.7359075,89.248545,89.2647375,98.442446,-4.7226528155,-3.1483344405,-2.606041808,-0.12308193775,-5.40614887925,-2.78226199575,-4.70541845675,-6.52333877025,-3.18030528075,-0.1033049235,-0.255123151,-0.2107618605,1.72841245,2.1185035,-5.65408625,-5.2582335,-4.58929875,-4.3216625,-3.3722365
1,10.25,0.27596838525,1.8270242655,1.840338699,1.085677,1.0251435,0.414081,0.274125,1.565584,-14.3547025,-14.65691,87.538335,89.2145925,98.419346,-4.7200541785,-3.158117035,-2.60958049825,-0.1114269525,-5.42950477175,-2.8055508655,-4.70052550875,-6.500977991,-3.20059504925,1.46698236825,2.40776047625,0.28089709325,9.068596,7.022167,-5.64012775,-5.22678725,-4.56679775,-4.29072125,-3.372154
1,10.75,0.258780699,2.373217489,2.00766502375,1.00874825,0.8573925,0.3809685,0.33278625,1.5747805,-14.5823675,-15.166495,87.68647,88.9715375,98.401226,-4.716041833,-3.168449144,-2.614047389,-0.068529159,-5.44298982875,-2.771080187,-4.723097182,-6.5397039025,-3.2115305135,11.4285262775,9.7592481515,0.517968275,25.849615,17.6494165,-5.61530575,-5.19837325,-4.64105375,-4.36487675,-3.5168785
1,11.25,0.324428914,3.1020805325,2.192267198125,0.864473,0.758132,0.343463,0.266482,2.0693365,-14.71324,-15.25085,89.21608,89.61019,98.583008,-4.724789945,-3.226619733,-2.639858002,-0.083173515,-5.591516112,-2.699145331,-4.703099721,-6.625148459,-3.177096819,29.60870259,22.00103533,-0.885718605,46.66818,29.57786,-5.615226,-5.197262,-4.646008,-4.386985,-3.551775
1,11.75,0.297965013,2.58271949225,2.3768693725,0.8558435,0.87628875,0.322488,0.29613725,1.8144925,-15.282125,-16.0179,87.405525,89.82567,98.388356,-4.729630636,-3.557251099,-2.648634524,-0.11431119,-6.1507627055,-2.7553968085,-4.76232979,-6.5425843145,-3.211268498,30.62227545,23.824671325,-2.145883333,60.5569,35.58329,-5.558347,-5.2033545,-4.593508,-4.319137,-3.433007
1,12.25,0.28247389725,-2.733387813,2.160906680125,0.811213,0.860197,0.361773,0.372025,1.548138,-15.51381,-15.702145,86.8475775,89.81546,98.449436,-4.7220855965,-3.67780417825,-2.64552717075,-0.12418959675,-6.367145184,-2.7894220755,-4.83155933825,-6.52874297225,-3.244046053,45.776337325,32.0810764175,-2.083309884,76.222595,40.117495,-5.56800575,-5.20270975,-4.59920325,-4.34768675,-3.46532375
1,12.75,0.32521403325,2.4460568255,1.94494398775,0.96723475,0.90449275,0.39475875,0.26013175,1.93739625,-15.1291325,-15.48043,86.0576675,88.322855,98.472392,-4.71330237825,-3.64646552625,-2.65597812125,-0.118317815,-6.3005174745,-2.7635938035,-4.8448654185,-6.57632958125,-3.2626566115,51.3697188925,39.81266023,-1.54161686025,91.47722,40.3113,-5.618955,-5.24616575,-4.60500025,-4.3301025,-3.4496185
