DOY2,HR2,CO2,H2O,FC,H,LE,WS,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,TS_1_2_1,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT
3,8.75,390.255,11.13175,-0.581,101,67.5455,2.255,0.602,1.0865,1.168,0.686,100.52,89.8955,13.101,5.275,13.864,0.4935,10.247,10.4935,784.7575,441.7625,54.9255,330.13,380.6825
3,9.25,389.25,10.753,-2.645,142.575,85.796,2.345,0.661,1.162,1.23775,0.724,100.52,83.9225,14.17725,6.28,14.72525,0.54875,10.227,10.497,989.39,537.415,62.5035,329.335,386.8
3,9.75,389.04,10.5575,-2.829,191.23,105.84,2.367,0.693,1.17975,1.32,0.76075,100.52,79.1325,15.323,7.57,15.614,0.6055,10.3,10.497,1147.6,617.79,68.79575,328.7075,393.4025
3,10.25,387.585,10.344,-4.09675,229.7275,126.0375,2.463,0.714,1.26425,1.384,0.78225,100.51,75.812,15.64925,8.5675,16.821,0.667,10.28,10.4985,1287.25,692.18,73.65675,328.435,399.4875
3,10.75,386.665,10.391,-4.999,255.19,138.63,2.444,0.7165,1.30225,1.4255,0.77925,100.5,72.76325,16.55725,9.695,17.4745,0.71075,10.287,10.45,1399.625,750.5925,77.927,328.8275,405.71
3,11.25,386.51,11.0065,-3.964,294.495,153.5575,2.39225,0.72075,1.328,1.4065,0.802,100.46,70.301,17.56575,10.5625,18.2145,0.759,10.3,10.45,1470.75,789.61,80.58625,331.2975,411.335
3,11.75,386.9925,10.9965,-4.7455,299.19,172.025,2.423,0.74875,1.28625,1.49025,0.83275,100.405,68.218,18.27475,11.2925,18.579,0.75,10.32,10.45,1525.5,812.985,81.9625,333.7525,417.5925
3,12.25,385.1575,10.865,-4.36825,309.84,174.85,2.532,0.7735,1.3325,1.4995,0.84875,100.38,64.7315,18.69025,12.2025,19.01475,0.74375,10.35,10.45,1537.75,822.485,81.53125,336.5675,421.61
3,12.75,384.9875,11.1955,-6.29925,311.83,179.335,2.525,0.761,1.3105,1.535,0.8485,100.3525,64.805,19.18225,12.9325,19.517,0.7565,10.4,10.45,1538,816.285,82.5505,337.9475,423.8625
3,13.25,384.65,11.0445,-4.471,300.55,176.49,2.5065,0.79675,1.345,1.563,0.866,100.32,64.385,19.37925,13.345,20.188,0.716,10.45,10.443,1511.75,798.0175,81.771,338.2775,427.1525
3,13.75,383.6625,11.157,-5.435,268.725,164.83,2.53425,0.78325,1.342,1.56025,0.8705,100.2725,66.273,20.045,14.025,20.43475,0.67325,10.48,10.433,1429.25,756.53,79.82575,336.945,426.2175
3,14.25,382.075,10.93525,-5.316,234.63,161.4875,2.364,0.7615,1.296,1.531,0.847,100.24,65.5575,19.9925,14.725,20.975,0.624,10.50875,10.43375,1337.25,704.195,76.62575,336.1425,427.1025
3,14.75,384.925,10.7025,-3.2105,206.8875,151.685,2.5195,0.7575,1.301,1.5075,0.86475,100.24,60.954,20.44975,15.275,21.20225,0.545,10.59,10.4575,1218.5,637.31,73.8775,337.625,421.4975
3,15.25,383.8625,10.8465,-3.589,155.565,149.0525,2.4085,0.70325,1.24,1.4245,0.795,100.24,61.64175,20.5825,15.0725,21.25325,0.46725,10.625,10.5,1084.5,560.18,68.15525,335.7025,421.5225
3,15.75,382.75,10.92325,-0.224,105.42,140.315,2.36675,0.71775,1.2195,1.3645,0.8045,100.24,60.35675,20.425,15.3775,21.418,0.384,10.61,10.497,914.75,474.285,61.90175,334.79,416.4975
3,16.25,382.73,10.85025,1.31625,67.363,124.785,2.34025,0.70625,1.17125,1.37575,0.78625,100.24,64.56625,20.24975,15.065,21.602,0.30525,10.61,10.505,719.1075,374.98,54.2695,334.325,415.2525
3,16.75,384.6175,10.743,0.638,32.00725,102.095,2.166,0.66875,1.11075,1.26775,0.73875,100.24,66.85175,20.0085,14.815,21.4135,0.27225,10.62,10.587,478.95,274.5175,42.53075,333.525,410.35
3,17.25,384.88,11.15425,3.99,-2.52,82.80675,2.055,0.622,1.05375,1.17925,0.69725,100.23,71.27925,19.713,14.095,20.92,0.272,10.63,10.602,295.5925,173.835,30.8305,333.195,402.345
3,17.75,385.97,11.235,5.8645,-17.625,56.377,1.9635,0.534,0.947,1.02875,0.60875,100.22,76.2915,18.949,12.935,20.365,0.37375,10.75,10.6,144.025,53.47925,15.2195,332.185,397.5025
3,18.25,388.1425,11.39975,5.283,-11.947,37.1,1.75275,0.46625,0.74475,0.8845,0.5165,100.21,82.044,17.535,11.07,19.56575,0.48325,10.75,10.6,24.75,13.658,4.5265,333.2925,390.5475
3,18.75,388.75,11.4105,4.934,-7.268,22.70975,1.558,0.407,0.6755,0.7245,0.442,100.23,83.829,16.28,9.55,18.901,0.437,10.73,10.627,1,-1.29225,3.0825,330.72,387.3275
3,19.25,384.76,11.6415,2.3355,-5.462,14.756,1.52925,0.37125,0.6605,0.69075,0.4165,100.25,88.391,15.38675,8.7,18.27475,0.481,10.77,10.64,0.82375,-1.578,3.11925,331.12,383.9575
3,19.75,384.67,11.85575,1.57675,-7.975,12.9175,1.626,0.44325,0.66025,0.792,0.46525,100.25,87.742,14.982,7.67,17.7955,0.526,10.8,10.65,0.83125,-1.724,3.173,326.03,383.3375
3,20.25,384.52,11.6915,1.597,-8.347,12.8495,1.646,0.3995,0.696,0.775,0.445,100.26,90.906,14.46,7.14,17.67475,0.4795,10.788,10.65,0.83725,-1.572,3.146,324.54,379.7025
3,20.75,388.55,11.67875,2.0905,-6.49,12.98675,1.7195,0.468,0.7545,0.8165,0.4605,100.31,92.772,14.31,6.53,16.7775,0.465,10.778,10.65,0.83275,-1.279,3.148,322.52,377.79
3,21.25,388.505,11.38525,1.522,-7.999,14.9605,1.658,0.41025,0.72125,0.7925,0.4505,100.33,93.227,14.24,6.3,16.4255,0.42575,10.75,10.65,0.8375,-1.185,3.168,323.26,378.6875
3,21.75,389.0175,11.08,2.12725,-8.6055,13.8695,1.725,0.461,0.767,0.869,0.503,100.34,92.844,13.9,6.31,16.055,0.415,10.7,10.7,0,-0.953,3.06,325.77,379.6125
3,22.25,389.92,11.1555,1.78775,-10.665,11.2455,1.81475,0.4495,0.72975,0.84575,0.50875,100.33,92.338,13.822,6.26,16.537,0.3995,10.7,10.65,0,-1.305,3.041,323.73,379.9025
3,22.75,390.25,11.189,1.73025,-8.60375,10.643,1.62275,0.43,0.717,0.793,0.481,100.32,93.676,13.74,5.97,16.078,0.428,10.7,10.65,0,-1.233,3.033,324.13,377.6325
3,23.25,390.24,11.4835,2.2945,-9.276,13.029,1.63,0.435,0.6655,0.805,0.4705,100.34,94.455,13.37,5.59,15.55525,0.433,10.64,10.7,0,-1.448,3.038,323.05,374.695
3,23.75,390.11,11.293,2.101,-8.55675,11.69,1.63,0.463,0.746,0.828,0.5,100.33,95.901,13.06,5.14,15.382,0.417,10.63375,10.7,0,-1.279,3.028,324.12,373.49
4,0.25,394.92,13.838,2.878,-9.284,11.0945,1.6515,0.4345,0.7205,0.827,0.512,100.155,95.193,17.07,6.4,19.03225,0.447,13.91575,13.76275,0,-0.7135,3.04475,351.125,390.635
4,0.75,396.2825,13.605,2.3245,-7.063,13.669,1.6075,0.4475,0.7045,0.81325,0.48675,100.135,93.379,16.7405,5.92,18.68025,0.415,13.9075,13.76,0,-0.76675,3.01075,348.5275,391.0325
4,1.25,395.485,13.574,3.0405,-10.30175,12.858,1.66875,0.43475,0.685,0.824,0.481,100.1025,94.704,16.425,5.76,18.389,0.4095,13.8975,13.75975,0,-0.84675,2.94625,349.735,388.315
4,1.75,398.48,13.57275,2.708,-8.6575,13.387,1.7815,0.4275,0.70775,0.8035,0.49225,100.085,96.274,16.16925,5.51,18.112,0.397,13.85075,13.75775,0,-0.853,2.91175,348.9675,387.5825
4,2.25,399.3,13.61925,2.20075,-8.459,11.7555,1.653,0.41575,0.68575,0.8105,0.495,100.1025,97.448,15.9855,5.15,17.7395,0.3945,13.8225,13.7415,0,-0.6955,2.9385,347.1775,386.9475
4,2.75,396.65,13.59725,2.736,-9.7545,10.685,1.6965,0.4065,0.658,0.76825,0.4425,100.0975,97.793,15.64975,4.73,17.31725,0.39925,13.792,13.714,0.852,-0.863,2.994,343.3175,385.3575
4,3.25,400.1425,13.57025,2.42175,-7.4645,8.9515,1.62,0.405,0.665,0.7865,0.4585,100.09,97.53175,15.38375,4.3725,17.164,0.4235,13.76,13.6865,0.8545,-1.0635,3.04275,344.5975,385.3075
4,3.75,401.4825,13.501,2.218,-4.566,10.02325,1.5645,0.3965,0.613,0.74125,0.42825,100.09,98.49275,15.185,4.0375,17.184,0.39475,13.7375,13.659,0.8505,-0.81075,3.07875,345.2,385.41
4,4.25,402.03,13.6865,2.252,-4.899,8.964,1.478,0.3885,0.603,0.747,0.43,100.1,99.0745,14.9275,3.725,16.907,0.42,13.695,13.6315,0.8435,-0.88,2.99475,347.71,385.13
4,4.75,401.37,13.648,2.95975,-4.373,8.027,1.47375,0.3985,0.6375,0.6985,0.4265,100.105,99.33575,14.555,3.3675,16.536,0.38375,13.66825,13.6015,0.842,-0.48525,2.9265,347.4125,382.3
4,5.25,403.165,13.519,3.20675,-3.681,8.7545,1.3655,0.3625,0.56975,0.70925,0.40775,100.145,99.57275,14.537,3.095,16.4155,0.43525,13.64375,13.5665,0.933,-0.1785,3.125,350.8025,380.765
4,5.75,404.81,13.475,3.259,-4.02125,9.1245,1.44375,0.3595,0.577,0.664,0.4065,100.185,99.796,14.415,2.8125,16.077,0.42,13.61825,13.5365,19.565,10.53125,4.742,353.1425,379.0725
4,6.25,403.86,13.66675,5.0185,-2.207,15.9455,1.42,0.347,0.619,0.67,0.406,100.2375,99.6275,14.5075,2.655,16.21,0.373,13.59325,13.51475,114.05,65.9085,17.84,348.7075,382.2925
4,6.75,399.2775,13.8985,3.191,4.8195,30.587,1.41225,0.37225,0.652,0.721,0.4365,100.24,99.7295,14.9915,3.105,16.6755,0.3975,13.56225,13.50725,274.3,164.2025,35.491,348.1925,386.52
4,7.25,395.27,13.935,1.8145,22.013,58.0655,1.5865,0.444,0.77725,0.89825,0.52,100.2825,97.1355,15.94,4.3475,17.3275,0.46475,13.54275,13.45,469,269.9175,46.60725,351.1125,392.58
4,7.75,393.145,13.967,-2.562,59.514,87.597,1.852,0.53025,0.91525,1.00125,0.6005,100.2925,90.296,16.867,5.95,18.33925,0.506,13.5305,13.45,665,386.3275,55.50575,349.505,397.4925
4,8.25,388.085,14.08825,-4.1785,99.2925,112.6175,2.12125,0.5885,1.084,1.1575,0.659,100.3,85.713,17.845,7.45,19.1725,0.51575,13.5175,13.44,866.25,485.7675,63.34525,346.8625,403.805
4,8.75,386.405,14.37075,-5.41725,139.545,138.58,2.293,0.619,1.1235,1.23125,0.713,100.33,82.293,19.45275,9.23,20.306,0.56075,13.4875,13.41,1056.45,588.8025,71.85975,346.3225,413.3725
4,9.25,385.55,14.1625,-6.529,162.7375,167.2325,2.4325,0.65125,1.1875,1.2935,0.718,100.3475,76.691,20.422,10.79,21.54,0.565,13.4615,13.4,1225.75,672.49,77.51675,352.2725,419.115
4,9.75,383.47,13.93275,-8.96825,201.825,194.4475,2.3345,0.663,1.17075,1.36275,0.74975,100.33,72.314,21.52,12.19,22.108,0.63225,13.441,13.397,1374.05,755.77,81.796,355.21,425.09
4,10.25,381.365,14.007,-8.863,232.86,208.14,2.48,0.69,1.246,1.3905,0.7585,100.35,68.7295,22.28675,14.005,23.11,0.6605,13.4635,13.367,1496.5,821.5325,87.035,358.88,430.35
4,10.75,381.36,14.219,-9.74175,256.505,246.3125,2.37625,0.705,1.26825,1.34975,0.76325,100.3125,65.711,23.207,15.3925,23.897,0.688,13.485,13.364,1609.375,874.45,91.177,358.17,437.17
4,11.25,380.42,14.053,-9.559,260.68,255.1375,2.402,0.716,1.2195,1.4535,0.78675,100.2775,63.202,23.86525,16.3975,24.45075,0.71575,13.5655,13.38,1665.325,906.5075,92.863,360.76,440.99
4,11.75,379.9275,13.7445,-7.391,275.41,252.37,2.3635,0.692,1.27075,1.469,0.80825,100.26,62.217,24.4825,17.3775,24.924,0.729,13.608,13.394,1733.825,925.24,93.544,361.11,444.99
4,12.25,379.27,13.611,-7.994,294.635,264.4,2.404,0.698,1.2455,1.47875,0.7945,100.23,59.5655,24.804,18.0725,25.66675,0.7255,13.6465,13.4,1742.25,934.305,93.346,360.45,449.4
4,12.75,379.26,13.5295,-9.105,277.73,263.98,2.304,0.71,1.28825,1.45075,0.7935,100.2175,57.69575,25.225,18.795,25.911,0.723,13.704,13.4,1706.05,925.52,93.455,364.98,450.4
4,13.25,379.26,13.241,-7.59,260.45,253.105,2.409,0.7275,1.3025,1.51925,0.82825,100.1725,56.064,25.62525,20.06,26.3605,0.69,13.7515,13.46,1696.35,899.57,93.397,365.43,451.45
4,13.75,378.445,13.036,-5.78925,249.275,249.82,2.45425,0.71575,1.2965,1.49,0.8145,100.1475,53.96225,25.9615,20.8175,26.252,0.6695,13.805,13.487,1614.5,852.6575,89.986,367.26,451.52
4,14.25,378.3675,12.83775,-7.5705,210.4,229.1,2.43275,0.70325,1.24225,1.4595,0.81175,100.105,55.33125,26.0265,21.29,26.418,0.6025,13.86,13.5,1513.75,794.4425,88.191,365.17,453.6
4,14.75,379.785,12.58425,-5.8485,192.255,224.2025,2.6025,0.74,1.274,1.4785,0.814,100.05,55.498,26.20925,21.595,26.864,0.557,13.9,13.51,1419.75,730.68,86.57275,364.175,451.08
4,15.25,379.49,12.327,-5.8995,150.13,213.23,2.49,0.709,1.22675,1.439,0.81225,100.03,54.73175,26.205,21.5825,27.114,0.472,13.935,13.547,1273.5,650.525,80.8475,360.6525,449.815
4,15.75,379.2675,12.524,-2.7685,102.56,189.99,2.40725,0.69975,1.239,1.411,0.77025,100,55.53625,25.84,21.375,26.9555,0.398,14,13.59,1092.075,561.36,70.858,361.3625,445.3425
4,16.25,377.435,12.4645,-2.09175,70.93375,177.46,2.419,0.689,1.198,1.39375,0.7495,100.00725,57.13925,25.674,21.2475,26.819,0.341,14.045,13.63,904.25,461.5375,59.227,360.495,443.09
4,16.75,377.4925,12.1155,-0.2135,27.30825,137.72,2.178,0.635,1.1025,1.2865,0.6955,100.02175,56.8215,25.56025,20.7325,26.6755,0.28175,14.08,13.674,703.75,349.775,48.75125,357.725,439.795
4,17.25,379.0675,12.0365,1.93425,3.651,115.92,2.14,0.606,1.0335,1.166,0.6745,100.0075,59.78825,25.183,19.6325,26.431,0.299,14.115,13.71,501.4,244.79,38.74625,355.665,436.145
4,17.75,380.2,12.264,3.234,-12.3415,85.9535,1.91875,0.53075,0.915,1.012,0.5805,100.0135,64.02275,24.372,18.1975,25.74125,0.37075,14.1425,13.74,304,143.5575,27.6645,353.53,429.2375
4,18.25,382.03,12.4985,4.796,-9.8385,52.849,1.8365,0.47225,0.818,0.9255,0.521,100.0475,68.85,23.16725,15.6175,24.8745,0.457,14.1565,13.77,134,61.8535,15.24325,349.215,419.94
4,18.75,385.7825,12.95675,6.99975,-5.67275,31.7095,1.62525,0.43625,0.66025,0.7785,0.4315,100.0675,73.33775,21.76825,12.7225,23.65,0.5635,14.1555,13.80275,14,9.23175,4.2365,345.89,411.1275
4,19.25,387.96,13.235,5.40125,-5.8895,24.04525,1.575,0.4005,0.67075,0.783,0.42725,100.0975,76.98175,20.546,10.7525,22.661,0.566,14.1475,13.82925,1,-1.231,2.7065,345.45,404.695
4,19.75,386.87,13.58575,2.247,-6.94225,19.8665,1.5395,0.3775,0.68625,0.71975,0.42375,100.1125,81.5725,19.2665,10.0975,21.992,0.51,14.15,13.8605,0.82225,-1.44725,2.842,352.9725,400.825
4,20.25,386.93,13.8255,3.1715,-5.9495,17.072,1.651,0.435,0.69975,0.733,0.45725,100.1225,85.615,18.69275,9.315,21.473,0.498,14.15,13.8715,0.83325,-1.00025,2.9875,350.1625,398.565
4,20.75,389.125,13.69475,3.122,-12.4475,14.9165,1.649,0.493,0.774,0.86075,0.504,100.1475,86.92275,18.3915,9,21.079,0.488,14.14,13.8795,0.838,-1.118,3.15725,345.84,396.4875
4,21.25,390.12,13.53475,3.43575,-11.19975,19.228,1.771,0.466,0.762,0.84125,0.496,100.15,89.33325,18.17175,8.5625,20.647,0.437,14.12,13.8865,0.84325,-0.987,3.049,346.53,396.17
4,21.75,391.7925,13.637,2.779,-9.535,15.9535,1.594,0.413,0.734,0.775,0.479,100.16,89.40625,18.005,8.055,20.5265,0.467,14.1,13.888,0,-1.028,3.028,343.99,395.88
4,22.25,391.2975,13.7665,3.119,-9.35925,15.9585,1.70675,0.437,0.76025,0.8505,0.49975,100.15,90.997,17.555,7.72,20.175,0.43,14.07575,13.92225,0,-0.955,3.073,346.54,394.46
4,22.75,392.835,14.0275,3.38525,-8.55,14.7425,1.68275,0.477,0.73,0.87,0.5235,100.18,91.076,17.5475,7.33,19.792,0.41175,14.05,13.9195,0,-0.776,3.109,346.72,395.02
4,23.25,391.415,13.881,3.466,-9.305,11.88325,1.676,0.436,0.7045,0.83575,0.4845,100.16,92.165,17.4345,7.46,19.696,0.4145,14.0175,13.90175,0,-0.927,3.064,340.98,393.02
4,23.75,393.625,13.851,2.765,-8.618,12.112,1.7185,0.457,0.68925,0.804,0.4925,100.1725,93.695,17.325,7.25,19.462,0.418,14,13.88925,0,-0.85975,2.99875,344.2825,391.97
5,0.25,397.4075,17.59825,4.4095,-5.319,10.726,1.362,0.318,0.554,0.648,0.367,100.21,98.68875,18.292,3.795,21.05575,0.437,16.431,15.515,0,-0.639,2.8915,362.5675,401.795
5,0.75,397.415,17.9365,3.96825,-3.493,9.336,1.384,0.313,0.6,0.631,0.367,100.2,98.74825,18.0475,3.5075,20.69875,0.421,16.4225,15.5085,0,-0.7015,2.92875,362.5175,400.3925
5,1.25,396.7075,18.1365,3.991,-3.96675,10.051,1.35125,0.31125,0.58,0.653,0.382,100.1725,98.96225,17.71675,3.575,20.323,0.398,16.42,15.49725,0,-0.686,2.85925,360.95,398.8425
5,1.75,398.48,18.042,3.9915,-3.895,9.226,1.3125,0.291,0.5665,0.6095,0.36825,100.16,99.16175,17.6225,3.4575,20.161,0.397,16.41,15.48675,0,-0.71875,2.75575,360.4425,398.015
5,2.25,400.65,17.817,4.4095,-3.911,7.3075,1.2635,0.289,0.52875,0.61425,0.358,100.14,99.314,17.3725,3.0125,19.7235,0.38275,16.4,15.47,0,-0.94775,2.7425,361.285,396.5025
5,2.75,403.3575,17.762,3.92925,-3.809,7.5245,1.2555,0.2605,0.506,0.579,0.319,100.15,99.48775,17.16075,2.7675,19.49775,0.403,16.385,15.49425,0.85075,-0.82525,2.8675,361.35,395.2325
5,3.25,403.25,17.5605,3.677,-3.83475,8.4995,1.296,0.2725,0.51975,0.56275,0.341,100.15,99.5455,16.8815,2.385,19.131,0.40725,16.37575,15.49,0.86,-0.8025,2.90975,360.9425,394.065
5,3.75,401.015,17.509,3.849,-3.765,8.214,1.284,0.2895,0.537,0.616,0.356,100.1725,99.72375,16.743,2.175,18.842,0.418,16.365,15.485,0.851,-0.681,2.96875,362.1475,393.4975
5,4.25,401.905,17.544,3.27625,-3.73175,7.97275,1.3235,0.282,0.54,0.621,0.343,100.1725,99.797,16.489,2.0475,18.63625,0.371,16.331,15.48,0.864,-0.411,2.8895,363.69,393.2625
5,4.75,402.445,17.4275,3.958,-2.93925,9.6215,1.297,0.317,0.551,0.634,0.359,100.175,99.976,16.378,1.8175,18.53025,0.362,16.3025,15.475,0.9495,-0.338,2.97175,363.95,393.255
5,5.25,403.27,17.396,3.612,-2.21825,10.01075,1.289,0.319,0.544,0.652,0.369,100.19,100,16.4065,1.8775,18.3875,0.351,16.28275,15.475,20.767,10.76425,4.639,360.2825,393.32
5,5.75,402.23,17.519,3.831,-2.594,15.137,1.3805,0.319,0.57425,0.6455,0.38325,100.2225,100,16.57525,1.93,18.517,0.36425,16.27,15.45025,107,59.70975,15.755,360.92,395.29
5,6.25,399.975,17.6495,3.493,0.139,28.072,1.49575,0.376,0.62475,0.698,0.41575,100.2625,100,17.116,2.195,18.8,0.39975,16.23125,15.45775,255.25,140.6625,29.33875,360.8825,399.0525
5,6.75,394.2475,17.76225,1.304,18.36075,51.908,1.5945,0.402,0.671,0.753,0.45,100.26,99.856,17.63075,2.9925,19.5945,0.461,16.19825,15.433,436.985,245.33,40.9655,361.1975,404.82
5,7.25,387.8825,18.18,-0.637,45.254,86.9135,1.69075,0.44725,0.756,0.856,0.5155,100.27,97.49375,18.8385,4.2,20.36,0.46,16.174,15.433,636.5,349.5675,51.8305,362.0925,411.2475
5,7.75,383.09,18.44225,-3.199,75.8085,119.11,1.768,0.499,0.835,0.931,0.555,100.28,93.128,20.04,5.855,21.30575,0.46,16.14825,15.4,841.25,452.12,62.86425,362.905,416.8175
5,8.25,378.94,18.715,-7.2165,114.59,153.3625,1.8725,0.53,0.89,1.02425,0.591,100.29,88.42525,21.18,7.4175,22.30925,0.506,16.12575,15.4,1037.225,551.9425,72.0905,361.9775,424.03
5,8.75,377.0375,19.0125,-10.2315,135.71,189.69,2.0815,0.575,0.98475,1.0875,0.63825,100.31,84.1835,22.3825,9.06,23.23175,0.5315,16.105,15.4,1216.675,648.55,79.0425,363.295,431.05
5,9.25,374.555,19.1435,-10.51275,167.535,219.235,1.9695,0.5775,1.01425,1.152,0.65675,100.31,80.72375,23.33275,10.4425,24.091,0.583,16.1715,15.39375,1382,729.0225,84.414,364.66,436.9475
5,9.75,372.715,19.1145,-13.007,194.655,250.86,2.046,0.5965,1.0685,1.201,0.68925,100.3225,78.797,24.068,12.0075,24.807,0.623,16.171,15.38725,1527.25,805.615,90.259,363.8625,442.1225
5,10.25,372.83,19.18925,-13.97325,223.88,293.225,2.092,0.60175,1.11925,1.2225,0.7025,100.305,76.31525,25.03,13.4975,25.4195,0.67125,16.18,15.36025,1647.5,873.33,95.004,366.8075,446.49
5,10.75,371.52,18.98925,-14.002,244.44,322.52,2.131,0.609,1.115,1.26075,0.689,100.315,72.93625,25.7625,14.6625,26.0455,0.70475,16.191,15.34925,1728.575,916.87,98.26525,372.25,449.8825
5,11.25,370.425,18.758,-13.43875,254.195,328.19,2.03475,0.61875,1.108,1.25975,0.70125,100.29,71.736,26.3875,15.65,26.574,0.70525,16.18075,15.353,1806.25,952.4875,102,372.4025,454.6975
5,11.75,369.68,18.655,-13.41275,249.88,338.2525,2.04525,0.6055,1.113,1.26,0.712,100.27,67.4465,26.7075,17.035,27.1,0.705,16.1935,15.3575,1839,968.9125,101.04,376.27,457.63
5,12.25,368.0425,18.4265,-14.36,253.38,347.9425,2.154,0.59825,1.1805,1.2715,0.709,100.2525,66.716,27.157,17.8575,27.494,0.7035,16.2095,15.36975,1835.25,953.1675,98.92875,378.5825,459.855
5,12.75,368.015,18.0405,-14.229,248.06,336.19,2.0785,0.611,1.09425,1.289,0.697,100.2325,64.4075,27.2785,18.56,27.81275,0.70175,16.265,15.367,1817,952.91,99.83825,382.1125,461.1125
5,13.25,368.17,17.9535,-11.86925,227.44,331.26,2.098,0.629,1.133,1.319,0.717,100.22,64.704,27.75625,19.4575,28.086,0.666,16.279,15.37,1775,929.62,99.989,384.26,462.03
5,13.75,367.69,17.591,-11.0735,214.61,319.8675,2.141,0.618,1.10025,1.296,0.70025,100.185,63.1245,27.89,20.215,28.3175,0.63475,16.32,15.394,1702,883.035,99.65925,381.775,463.185
5,14.25,367.435,17.7835,-10.15625,190.205,317.16,2.1,0.603,1.091,1.296,0.697,100.14,62.7935,27.955,20.2425,28.416,0.587,16.3595,15.404,1615,829.07,96.66525,380.2175,462.645
5,14.75,366.87,17.756,-8.741,164.51,297.24,2.079,0.601,1.0695,1.2425,0.6805,100.12,62.99475,27.98825,20.58,28.3945,0.5405,16.3875,15.417,1483,765.0925,88.337,379.1875,462.1275
5,15.25,367.25,17.63825,-8.29675,131.4975,257.7075,2.02375,0.583,1.066,1.244,0.6695,100.105,62.637,28.03425,20.845,28.48275,0.49225,16.4215,15.45,1349,684.8525,80.224,383.6675,460.935
5,15.75,365.5975,17.768,-6.789,109.84,237.785,2.01825,0.5755,1.062,1.166,0.654,100.085,64.0135,27.85,20.635,28.525,0.434,16.46,15.4,1185,606.96,73.197,379.5975,460.12
5,16.25,366.795,17.7805,-5.4445,80.261,209.915,1.89375,0.537,0.95575,1.1275,0.61975,100.085,65.7855,27.505,20.405,28.46525,0.38375,16.5,15.41,1000,507.7575,62.56275,378.4375,457.365
5,16.75,367.8575,18.07075,-3.01275,48.951,174.87,1.753,0.4965,0.871,1.009,0.562,100.08,70.24,26.9145,19.58,28.12225,0.315,16.53,15.424,793,408.6275,52.62,379.225,452.18
5,17.25,369.14,18.19875,-0.78125,19.3865,129.9025,1.7345,0.45225,0.783,0.919,0.507,100.08,72.8165,26.508,18.475,27.79875,0.287,16.57,15.444,587,300.43,43.3675,376.7,447.0725
5,17.75,370.36,18.05575,0.74425,2.2785,95.357,1.514,0.396,0.69025,0.79775,0.4515,100.06,75.8875,25.8,16.725,27.3355,0.3075,16.595,15.457,403.7,207.85,35.50525,372.155,441.18
5,18.25,372.035,18.7715,3.1885,-2.4325,52.2475,1.328,0.3305,0.569,0.6515,0.3845,100.07,80.4145,24.634,13.99,26.588,0.43025,16.61,15.487,231,115.79,25.051,370.97,435.91
5,18.75,376.875,19.065,4.592,-1.561,27.87725,1.207,0.235,0.44,0.532,0.293,100.07,86.3135,23.6285,11.005,25.769,0.5795,16.61,15.514,88.974,41.937,10.6145,369.695,425.4625
5,19.25,383.79,18.8815,4.58625,-1.758,17.9545,1.144,0.21,0.43675,0.49725,0.279,100.09,88.59175,22.18,8.6225,24.684,0.5865,16.605,15.54,7,3.91375,2.447,370.21,417.9675
5,19.75,385.85,18.932,3.7475,-1.35125,12.696,1.084,0.2135,0.43625,0.5035,0.2845,100.11,92.003,21.1135,6.9425,24.005,0.519,16.595,15.56,0.90175,-1.31325,2.59675,369.115,413.745
5,20.25,386.06,18.485,2.8035,-1.19,9.92475,1.111,0.187,0.4295,0.5125,0.2675,100.11,94.733,20.436,5.68,23.5845,0.508,16.585,15.574,0.82875,-1.2565,2.75125,367.415,411.14
5,20.75,387.92,18.449,3.03325,-1.449,7.57625,1.128,0.2,0.4775,0.553,0.2905,100.12,96.26875,19.935,4.7825,22.9475,0.474,16.59,15.5965,0.83125,-1.22,2.92825,364.835,409.6775
5,21.25,386.985,18.218,2.9945,-1.62,12.147,1.1835,0.24,0.501,0.53075,0.3175,100.13,97.33025,19.665,4.8275,22.675,0.4575,16.57625,15.613,0.83775,-0.95075,2.91275,362.8275,408.7
5,21.75,392.325,18.251,3.549,-2.08375,10.738,1.246,0.268,0.487,0.596,0.332,100.16,97.6265,19.2205,4.4,22.27375,0.4385,16.541,15.612,0,-0.88925,3.027,366.655,406.945
5,22.25,392.445,18.2145,4.106,-4.73025,10.53325,1.255,0.272,0.49575,0.5975,0.33075,100.15,97.658,19.114,4.52,22.01325,0.444,16.52225,15.61875,0,-0.62675,2.992,363.5825,406.335
5,22.75,395.96,18.1785,5.112,-3.488,12.6795,1.34675,0.3015,0.518,0.59275,0.34375,100.16,98.202,18.938,4.55,21.849,0.4465,16.5575,15.614,0,-0.60025,2.911,364.3475,405.245
5,23.25,396.44,17.97,4.81175,-4.2635,11.006,1.4065,0.2865,0.5325,0.643,0.358,100.17,98.6445,18.905,4.585,21.4345,0.4305,16.545,15.607,0,-0.7815,2.972,362.855,404.69
5,23.75,396.4075,17.747,5.408,-3.58475,10.4115,1.372,0.317,0.53475,0.63775,0.36825,100.16,98.5735,18.7525,4.36,21.38275,0.435,16.5425,15.609,0,-0.68475,2.9775,361.7575,403.25
