DOY2,HR2,USTAR,TA,WS,FC,H,LE,RH,PA,NETRAD,PPFD_IN,SW_IN,PPFD_OUT,SW_OUT,TS_1_1_1,TS_2_1_1,SG_1_1_A,SG_2_1_A,G_1_1_1,G_1_1_2,G_2_1_1,G_2_1_2,CO2
1,0.25,0.119646,-19.37,1.885,0.089663623,-14.071,0.0541,70.67,89.4,-29.775,0,0,0.458391,0,-4.08,-2.991,-7.155,-6.799,-5.306,-7.104,-6.2595,-6.616,388.35
1,0.75,0.119565993,-18.98,1.79,0.07545,-10.56875189,0.0331,70.68,89.4,-29.66,0,0,0.5264165,0,-4.008,-2.939,-6.935,-6.641,-5.35,-7.06,-6.202,-6.593,388.4
1,1.25,0.12888,-18.8,1.744,0.08,-10.891,0.11065,71,89.4,-29.19,0,0,0.5085775,0,-4,-2.912,-6.982,-6.769,-5.327,-7.161,-6.2595,-6.713,388.45
1,1.75,0.1162472275,-19.05,1.7005,0.12,-11.643,-0.033675,71.125,89.4,-26.79,0,0,0.523935,0,-4.007,-2.8805,-7.1275,-6.802,-5.3405,-7.2675,-6.293,-6.7415,388.2
1,2.25,0.12104,-18.745,1.7115,0.08145,-9.593280662,0.0276,71.075,89.4,-25.91,0,0,0.519073,0,-4.016,-2.8945,-7.23,-6.778,-5.345,-7.288,-6.315,-6.7495,388.4
1,2.75,0.110004072,-18.39,1.657,0.0943,-10.169,0.02425,70.93,89.4,-26.41,0,0,0.509287,0,-4.0195,-2.9385,-7.33,-6.78,-5.3285,-7.2615,-6.31,-6.7595,388.2
1,3.25,0.1172538545,-18.82,1.712,0.08,-10.39,0.38828,70.93,89.4,-25.51,0,0,0.495598,0,-4.011,-2.961,-7.371,-6.7365,-5.334,-7.258,-6.2425,-6.795,388.2
1,3.75,0.12406,-18.57,1.675,0.0985,-8.4747,0.15781634,70.72,89.4,-24.21,0,0,0.5188435,0,-4.01,-2.955,-7.449,-6.69,-5.363,-7.372,-6.389,-6.764,387.85
1,4.25,0.128496661,-18.57,1.705,0.0909,-11.821,0.282241338,71.12,89.4,-22.85,0,0,0.4735915,0,-4.009,-2.95,-7.604,-6.811,-5.354,-7.353,-6.392,-6.713,387.9
1,4.75,0.12404,-18.62,1.835,0.087694043,-10.91145,0.217495,71.05,89.4,-21.8,0,0,0.5014065,0,-4.029,-2.953,-7.571,-6.8525,-5.351,-7.371,-6.366,-6.685,387.9
1,5.25,0.1162355,-18.8,1.839,0.097,-11.22935,0.0894,70.875,89.4,-23.69,0,0,0.511827,0,-4.106,-2.989,-7.587,-6.82325,-5.3565,-7.3775,-6.33875,-6.71475,387.8
1,5.75,0.110661,-18.145,1.8115,0.0976,-13.63836403,0.172471268,71.085,89.45,-23.43,0,0,0.523881,0,-4.1535,-2.984,-7.5375,-6.762,-5.343,-7.408,-6.3185,-6.7,387.9
1,6.25,0.121347647,-18.32,1.848,0.08,-12.389322135,0.103775306,71.145,89.5,-23.725,0,0,0.502922,0,-4.1545,-2.9985,-7.512,-6.70825,-5.329,-7.4295,-6.28975,-6.6695,387.8
1,6.75,0.109900705,-18.57,1.6035,0.1,-8.431409984,0.06728,71.14,89.5,-24.91,0,0,0.5494585,0,-4.214,-3.0505,-7.51075,-6.691,-5.328,-7.466,-6.29725,-6.667,387.7
1,7.25,0.117287973,-18.45,1.578,0.08715,-10.0379,0.084675,70.64,89.5,-22.75,0,0,0.530831,0,-4.247,-3.067,-7.5815,-6.64,-5.349,-7.485,-6.308,-6.656,387.7
1,7.75,0.116501218,-18.735,1.721,0.0969297165,-10.861,0.0287,70.76,89.4,-24.15,0,0,0.507229,0,-4.226,-3.0885,-7.5195,-6.609,-5.3445,-7.4495,-6.26825,-6.651,387.9
1,8.25,0.10345,-18.76,1.714,0.100304276,-13.1357,0.0476,70.68,89.45,-24.02,0,0,0.5030315,0,-4.267,-3.13,-7.581,-6.625,-5.332,-7.448,-6.233,-6.6565,387.7
1,8.75,0.1105871055,-18.89,1.646,0.1,-9.968005,0.0379,70.49,89.5,-25.975,0,0,0.4964805,0,-4.228,-3.128,-7.498,-6.673,-5.337,-7.355,-6.2445,-6.623,387.9
1,9.25,0.1044095035,-18.73,1.686,0.1027373765,-7.962315,0.024925,70.53,89.5,-25.07,0,0,0.532283,0,-4.248,-3.115,-7.7145,-6.71,-5.328,-7.537,-6.2805,-6.634,387.7
1,9.75,0.107007161,-18.5,1.633,0.09,-10.19584971,0.072,70.735,89.5,-26.05,0,0,0.637088,0.0445,-4.2415,-3.1125,-7.60425,-6.738,-5.3185,-7.506,-6.261,-6.62775,387.8
1,10.25,0.120115664,-18.43,1.7095,0.0773,-14.2649,0.03065,70.69,89.5,-26.58,0.09741015,0,1.02475,0.167,-4.2555,-3.116,-7.58925,-6.743,-5.2725,-7.5125,-6.24075,-6.647,387.6
1,10.75,0.1114085865,-18.74,1.587,0.1101367955,-12.21411251,0.1241495205,70.51,89.5,-28.24,0.5081,0,2.002095,0.669,-4.276,-3.132,-7.5745,-6.84,-5.253,-7.447,-6.301,-6.634,387.85
1,11.25,0.1167699195,-19.58,1.626,0.100120553,-12.167550625,0.02744,70.41,89.5,-28.175,3.141705,0.9065,4.879305,1.889,-4.273,-3.097,-7.5185,-6.886,-5.256,-7.377,-6.316,-6.629,388.1
1,11.75,0.10926,-19.12,1.542,0.08,-12.63074002,0.07818,70.52,89.5,-25.77,7.56828,2.611,9.15491,3.599,-4.238,-3.088,-7.4715,-6.8595,-5.262,-7.316,-6.312,-6.623,387.75
1,12.25,0.107482638,-18.86,1.52,0.09,-13.577945565,0.09093,70.77,89.5,-26.01,11.8494,4.635,14.0575,5.224,-4.27,-3.125,-7.681,-6.9255,-5.241,-7.318,-6.377,-6.618,387.9
1,12.75,0.11389247,-19.14,1.681,0.1,-9.0799,0.07885,70.65,89.5,-25.85,15.21615,5.843,17.4511,6.606,-4.271,-3.119,-7.6205,-6.95,-5.249,-7.375,-6.375,-6.614,387.8
1,13.25,0.10123,-18.95,1.6845,0.0913172155,-11.758,0.0202,70.89,89.5,-27.465,16.6782,6.2695,18.23285,7.187,-4.241,-3.1315,-7.5985,-6.90775,-5.2605,-7.403,-6.42025,-6.60625,387.8
1,13.75,0.108373373,-18.915,1.602,0.085,-10.8288,0.0118,70.945,89.5,-28.04,15.04925,5.8,16.73935,6.7365,-4.2355,-3.141,-7.453,-6.9225,-5.273,-7.3895,-6.336,-6.59925,387.6
1,14.25,0.119407046,-18.525,1.7505,0.08,-8.8137,0.00092,70.885,89.5,-29.03,11.0723,4.053,13.053,5.082,-4.2295,-3.1335,-7.45975,-6.92675,-5.2775,-7.3675,-6.3355,-6.621,387.5
1,14.75,0.11501,-18.52,1.79,0.085034077,-10.58335,0.09788,70.56,89.5,-28.69,6.21322,2.079,8.31253,3.228,-4.228,-3.132,-7.485,-6.9035,-5.287,-7.309,-6.3135,-6.6145,387.3
1,15.25,0.117449689,-18.42,1.849,0.1041328785,-10.1172457105,0.01775,70.72,89.5,-29.41,1.99235,0.352,3.96307,1.514,-4.251,-3.122,-7.513,-6.9075,-5.295,-7.339,-6.3175,-6.5925,387.7
1,15.75,0.11676,-18.555,1.8445,0.0902,-10.40884343,-0.014575,70.85,89.5,-28.85,0.291175,0,1.786295,0.5495,-4.2365,-3.092,-7.513,-6.9275,-5.3255,-7.3125,-6.2905,-6.60825,387.3
1,16.25,0.1122957645,-18.835,1.779,0.0736783235,-10.012,0.049685,70.655,89.5,-30.275,0,0,1.07654,0.128,-4.26,-3.0685,-7.5505,-6.8995,-5.3425,-7.374,-6.3525,-6.60725,387.2
