DOY2,HR2,NETRAD,G,LE,H,FC,USTAR,CO2,H2O,T_SONIC,PA,TA_1_3_1,RH_1_3_1,TA_1_2_1,RH_1_2_1,TA_1_1_1,RH_1_1_1,WS_1_3_1,WS_1_2_1,WS_1_1_1,SW_IN,SW_OUT,LW_IN,LW_OUT,T_CANOPY_1_1_1,T_CANOPY_2_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,NEE
1,0.25,-8.2745,-1.35735999999999,9.29137474999999,18.3042,1.4038395,0.68774855,417.5839,12.2911225,12.18715,88.9600825,11.9869525,88.758325,11.701625,100,11.9475,99.45813,1.0097118,1.773293,3.647381,0,3.39125,319.8675,367.24,12.032,15.7015,9.00275,10.0315,9.77525,9.75675,9.4611745,10.02625,1.332154
1,0.75,-7.98227500000002,-0.734084375,10.7014524999999,21.86481,2.1117565,0.703706575,417.5338,11.94791,12.2274725,88.9567375,11.79775,91.3445875,11.42,100,11.78375,99.98724,0.9500883,1.8327275,3.80634,0,3.033425,324.315,366.49,11.4075,15.473,8.9365,9.953,9.73575,9.76625,9.46734125,10.03625,1.269369
1,1.25,-7.92452500000001,-0.767875,10.3715925,20.4030199999999,1.57782525,0.6897158,418.1234,11.73562,12.342,88.94355,11.028125,91.85625,11.265,100,11.8765,100,0.9000345,1.668126,3.461563,0,3.4219,324.9175,363.9825,11.04775,15.324,8.891,9.8645,9.7005,9.7425,9.473508,10.032,1.30542175
1,1.75,-5.911925,-0.54147375,9.107305,19.5148325,1.18814025,0.54367965,420.3654,11.28478,11.8426275,88.9551,10.3729525,91.8255375,10.88497,100,11.28025,100,1.082887,1.435929,3.02408575,0,3.573425,330.515,361.68,10.967,14.061,8.7655,9.782,9.64525,9.742,9.47442475,10.022,1.24386175
1,2.25,-7.40107500000001,-0.204111425000005,13.27772,25.52066,1.321677,0.638199499999998,419.50375,10.833465,11.70352,88.9693625,10.7355125,92.4978475,10.591,100,10.96275,100,0.970633025,1.5968455,3.400263,0,2.937475,328.4575,359.34,10.5005,14.121,8.6465,9.67525,9.6005,9.7415,9.4805915,10.02725,1.13879575
1,2.75,-6.11050000000003,-0.099264025000118,6.79664549999997,11.19044,1.446941,0.548915349999999,418.6098,10.72739,11.11531,88.9709275,10.679125,94.6025,10.39857,100,10.67275,100,0.98231475,1.403225,3.25190425,0,2.943275,327.72,358.23,10.343,13.369,8.404,9.54,9.58,9.73625,9.4949435,10.03625,1.176423
1,3.25,-6.224275,0.459671000000007,9.377851,13.91225,1.6232505,0.555468125,419.044,10.29148,11.065455,88.9783675,9.912856,94.884035,10.36422,100,10.50275,100,0.9086614,1.373143,3.10852,0,2.876075,324.845,356.1325,10.624,13.885,8.3565,9.461,9.54525,9.741,9.49715175,10.02625,1.18325125
1,3.75,-5.31492500000001,-0.0543431999999903,12.6563199999999,12.96974,1.86832549999999,0.5207515,419.3456,10.84692,11.3027575,88.97582,9.889144,93.9146525,10.550815,100,10.68725,100,0.944258375,1.22689,2.77420075,0,3.374175,326.8725,358.965,10.85025,14.9725,8.224,9.3905,9.52525,9.72725,9.49936525,10.02625,1.23889125
1,4.25,-3.95430000000001,-0.50235075,12.06015,15.3326375,1.77906875,0.55338505,420.61335,10.25603,10.80911,88.97309,8.93525,94.71,10.25925,100,10.3655,100,0.93352575,1.2086755,2.731253,0,2.989725,322.335,352.03,10.61,12.77325,8.17774999999999,9.3515,9.4815,9.69,9.50157875,10.02675,1.260274
1,4.75,-4.32065000000001,-0.338542050000008,11.89496,17.4275,3.03779475,0.570539875,420.55435,10.28476,11.01271,88.96445,8.91348425,95.1256325,9.972125,100,10.2165,100,1.00287385,1.48400549999999,3.18512,0,3.050025,322.0375,345.3675,10.9465,12.18825,8.0955,9.281,9.4605,9.72,9.50379225,10.022,1.35649575
