DOY2,HR2,CO2_1_1_1,H2O_1_1_1,CH4_1_1_1,FC_1_1_1,FCH4_1_1_1,SCH4_1_1_1,G_1_1_1,H_1_1_1,LE_1_1_1,WS_1_1_1,USTAR_1_1_1,PA,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,T_BOLE_1_1_1,T_BOLE_2_1_1,NEE
1,0.25,396.940015,0.2697332,1957.3604,-0.9533383275,-12.616985,-3.546095,-53.3350025,-43.1831,-4.1921104,0.25378055,0.02686543,94.1407375,-28.62,-26.61,-27.6749975,-29.7625,-30.8816675,-17.145,-13.5908325,-10.1749975,-4.00458325,0.29525,2.0710835,2.90378515,-61.88725,0,0,-0.104966403,149.0732,194.1401625,-31.64,-32.2525,-1.0762511
1,0.75,397.166875,0.2629728925,1958.883875,-0.73733656,-31.90637375,-3.44937035,-53.7010885,-39.009281,-4.1820052,0.2782574,0.02406733425,94.149512,-29.1141695,-26.77975,-28.37358075,-30.29399925,-31.84974925,-17.29174925,-13.4756685,-10.009750225,-3.990842075,0.295558315,2.085292,2.9006508,-61.9332725,0,0,-0.032338245,150.31267,192.629825,-32.13524925,-32.39316225,-0.9297598
1,1.25,396.3809875,0.254950315,1960.296675,-1.1319504,-21.245173,-7.1727364,-53.71925075,-39.384884,-4.2514896,0.30846766,0.0247684295,94.209033,-29.57426,-27.417,-28.748,-30.14291925,-31.30775,-17.1265,-13.93700075,-10.07333075,-3.976049925,0.2943333,2.075592,2.899799325,-61.474501,0,0,-0.026923973,150.664,191.8886,-32.18925075,-32.55275,-0.803357925
1,1.75,396.868785,0.2429127,1959.581,-0.74175872,-15.781237,-2.8558214,-53.97274925,-36.91596,-3.2314743,0.24888943,0.025115131,94.20096875,-30.16825,-27.69733075,-29.15733075,-30.3065,-31.82849925,-17.07041925,-13.66191925,-9.989,-3.985250075,0.2940083,2.059749925,2.8984664,-60.542533,0,0,-0.04202462,151.492395,191.05065,-32.3516615,-32.5259985,-0.71840804
1,2.25,397.41683,0.24058011,1962.580175,-0.766047505,-13.68735175,-6.945474625,-54.45458575,-39.0291675,-4.84275855,0.277852065,0.026410537,94.1896395,-30.707499,-27.366,-29.61483575,-30.80266575,-32.1520815,-17.39475,-13.54216425,-10.17091425,-4.006416425,0.2977333425,2.076883425,2.875587725,-60.93290875,0,0,-0.056463453,150.8183,190.91825,-32.95925,-33.30983425,-0.87073548
1,2.75,397.5607,0.235676105,1963.638725,-0.7753895675,-17.55507875,-3.7111072,-54.304,-36.90026,-4.158555025,0.205579395,0.028355313,94.149206,-30.77,-28.446666,-29.63867,-31.123334,-32.530002,-17.376,-13.753998,-10.848,-4.0384,0.28800002,2.0528664,2.89568465,-60.8788175,0,0,-0.01464554775,150.63634,190.08774,-33.707334,-33.72933,-0.8703464
1,3.25,397.6752125,0.2287627375,1960.8451,-0.72430845,-9.6254555,-5.519494325,-53.468002,-34.02044125,-3.0986327,0.24323873,0.027568426,94.14607375,-31.04,-28.250666,-29.589334,-30.843336,-33.402002,-17.38,-14.446664,-10.5720028,-4.0611336,0.28253336,2.0496664,2.89538515,-59.7156815,0,0,-0.12202519,151.8845,190.80536,-33.908666,-33.73733,-0.6506891875
1,3.75,397.7059725,0.222321555,1958.655,-0.6393046625,-14.3471275,-4.1069047,-52.612666,-32.7738425,-2.855391525,0.3008508,0.02712117725,94.13268375,-31.3085,-28.791334,-29.929998,-30.936666,-31.879334,-17.602,-14.170002,-10.55067,-4.075933,0.28373334,2.0689998,2.8935574,-59.97735,0,0,-0.04940077875,151.503225,190.170255,-32.506666,-32.389332,-0.81808676
1,4.25,397.68682,0.20817122,1957.05485,-0.687588805,-17.1598815,-4.244113,-54.0133385,-34.448628,-3.0326453,0.25172594,0.0205609325,94.06848575,-31.37,-28.57099925,-29.79775,-30.59049925,-31.0507485,-17.7915,-14.0784185,-10.5805815,-4.089883075,0.2916917,2.05135815,2.891971,-58.359,0,0,-0.016902468,150.88234,189.1938,-31.43549925,-31.56199925,-0.65520433
1,4.75,397.69463,0.208273675,1954.863425,-1.665522,-8.421879625,-5.7626852,-55.415334,-33.846695,-2.64619475,0.26738108,0.0279381025,94.08249275,-31.4987725,-28.883334,-29.724,-30.248666,-30.62,-18.141334,-13.984666,-11.030664,-4.1086,0.31159998,2.0463334,2.8908203,-58.9673,0,0,-0.02364143625,151.11039,187.876015,-30.88,-30.868666,-1.448518625
