DOY2,HR2,CO2,CO2_SIGMA,FC,SC,H2O,H2O_SIGMA,H,SH,LE,SLE,PA,RH,TA,T_SONIC,T_SONIC_SIGMA,VPD,PPFD_IN,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,TAU,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,WS,G_1_1_1,G_1_2_1,G_1_3_1,G_1_4_1,TS_1_1_1,TS_1_2_1,CH4,FCH4,SCH4
1,0.25,394.726,1.467826159,1.44519,-0.189035,10.727875,0.062905205,-19.8912,-1.57807,-4.10073,-0.4493015,101.421,85.392125,9.75475,11.9588,0.192353841,0.487829,0,-54.761375,-2.4091195,0.476224825,304.9025,351.04705,-0.0494,0.0668,0.232163735,0.187882942,0.052345009,0.6387925,-15.0802075,-17.3413025,-14.9266025,-14.060245,15.7938125,15.4505,1843.54,-4.88291,-0.24908775
1,0.75,396.2335,1.347688553,1.26489,-0.209446,10.59565,0.063039321,-18.805825,-0.7784625,-2.745835,-0.653581,101.4065,85.83202,9.38475,11.56965,0.1713425,0.4184235,0,-53.277875,-2.35865475,0.456515,307.68475,351.986475,-0.04395,0.06815,0.2075228905,0.201115361,0.05392936,0.576188,-15.4502575,-17.91845,-15.7720775,-14.607585,15.63773,15.34,1837.45,-4.17646,-0.2249335
1,1.25,396.085,1.3393120485,1.25685,-0.26898125,10.586,0.0631069065,-17.0491,-0.692099,-3.649315,-0.6394425,101.378,86,9.26,11.29625,0.1793422065,0.3432135,0,-51.4348975,-2.29348,0.408132425,308.7761,351.42345,-0.05015,0.0697,0.216651218,0.2028763015,0.051284358,0.62764,-15.801975,-18.763725,-15.797225,-15.08044,15.48723,15.27425,1836.24,-4.88988,-0.185474
1,1.75,395.5845,1.37098485425,0.371974,-0.110246,10.07867,0.06945122225,-16.35725,-0.79072975,-4.1568375,-0.731618,101.368,87.1886275,9.017,10.860125,0.191438579,0.2890655,0,-51.781875,-2.4077375,0.48991625,308.516225,349.425825,-0.0477,0.07705,0.23584908275,0.20949825,0.054725,0.60330972125,-15.6203,-18.978405,-16.0375625,-15.417995,15.3906175,15.184,1831.3775,-4.0354375,-0.2177415
1,2.25,395.84,1.301975279,1.57637,-0.107211,10.421725,0.07041979575,-17.22865,-0.68935925,-3.9426275,-0.5930125,101.357,88.21695,8.953,10.99925,0.158236562,0.245745,0,-50.531325,-2.3095515,0.46981695,310.831925,350.144325,-0.04785,0.06185,0.210399989,0.19913854425,0.05405,0.62796996875,-15.7423,-19.458935,-16.6872525,-15.783955,15.30558,15.05625,1834.2575,-4.8293,-0.16863225
1,2.75,396.38625,1.3655296565,1.157755,-0.3265565,10.41995,0.08856291075,-19.01045,-0.48244175,-4.340165,-0.58195375,101.346,88.835325,8.8635,10.691,0.165294,0.233219,0,-50.82251,-2.13197775,0.47256475,310.60125,350.501575,-0.0601,0.0695,0.207846097,0.19291,0.0481,0.5503356555,-15.723675,-19.63305,-17.2216425,-15.912415,15.1795575,14.978,1834.3775,-4.761615,-0.14859525
1,3.25,396.50675,1.30236618325,1.2761675,-0.1450965,10.31775,0.06358375425,-17.22485,-0.649333,-4.615375,-0.72564375,101.326,89.24813,8.5765,10.6729,0.149215,0.201964,0,-46.1492625,-2.04959,0.4228961,309.64335,350.6841,-0.0472,0.065,0.207123152,0.191672,0.0422,0.6368855,-16.1707825,-20.20064,-17.576225,-16.10859,15.07348,14.94275,1831.2175,-4.540475,-0.165786
1,3.75,394.427,1.313343823,0.77715825,-0.37141025,10.189,0.07341378,-17.40135,-0.5767965,-4.341475,-0.684417,101.32775,87.341,8.40775,10.5796,0.1590643955,0.2098885,0,-39.9260625,-2.0591065,0.38647275,310.941225,350.571775,-0.057775,0.0766,0.2421301635,0.20912717975,0.058789352,0.66398190825,-16.3539625,-20.6085575,-17.808425,-16.482725,14.97187,14.9075,1829.7,-4.1541275,-0.1323385
1,4.25,397.726,1.405616238,1.32922,-0.13371525,10.303,0.077710864,-17.710675,-0.52078,-4.8064775,-0.6095335,101.32275,88.53385,8.23675,10.3846,0.15968680275,0.1831635,0,-42.54275,-2.084044,0.47484825,312.91435,350.62175,-0.045775,0.084625,0.2497617935,0.18834360925,0.05845,0.660300909,-15.7178425,-20.3996425,-17.8282975,-16.55564,14.91225,14.916,1830.22,-4.856925,-0.129346
1,4.75,397.65275,1.231695573,1.17047,-0.284809,9.790175,0.062894445,-18.6913,-0.682432,-3.8487475,-0.77945825,101.33475,89.43165,8.23425,10.375575,0.160439997,0.1478405,0,-44.5977475,-2.33030975,0.43780775,310.8226,349.3695,-0.052625,0.08325,0.22759581475,0.21100644125,0.047486047,0.615142,-15.7147625,-20.414725,-17.91917,-16.632015,14.8805,14.8485,1827.41,-4.4242,-0.091975
1,5.25,398.20375,1.345334966,1.36171,-0.20345875,10.0132075,0.0619028015,-18.7205,-0.648133,-4.8913175,-0.8848025,101.358,88.827405,8.25375,10.456,0.156524758,0.129515,0,-48.023275,-2.43519325,0.39392275,309.7665,349.24225,-0.0607,0.083,0.236854386,0.212381,0.054037024,0.696706,-15.73177,-20.5515,-18.0383875,-16.70608,14.8042425,14.8034675,1828.48,-6.15125,-0.1079335
1,5.75,398.41875,1.353294293,1.21438,-0.11835525,9.85598,0.087101398,-21.9372,-0.640054,-4.076805,-0.72913075,101.3625,88.6375,8.15775,10.05925,0.168052273,0.131896,0,-50.0064075,-2.474021,0.4024945,309.829,347.875425,-0.05815,0.08595,0.235724,0.2391620315,0.0523927255,0.672725,-16.41645,-20.624075,-18.2524625,-16.755095,14.78556,14.75875,1826.64,-5.70086,-0.201507
