DOY2,HR2,FC_1_1_1,CO2_1_1_1,H_1_1_1,LE_1_1_1,H2O_1_1_1,NEE_1_1_1,RH_1_1_1,T_SONIC_1_1_1,TAU_1_1_1,USTAR_1_1_1,WS_1_1_1,PA_1_1_1,TA_1_1_1,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,TS_1_1_1,TS_1_1_2,TS_1_1_3,TS_1_1_4
1,0.25,0.13272335,372.0264,-35.6258675,-0.744072325,2.190268,0.082883065,69.19,-13.314725,-0.32253365,0.1129786,1.407132,99.787,-13.9225,-69.875,0,-3.408,-1.022,181.8,250.8,-1.042,-0.754,-0.017,-0.94
1,0.75,0.053427835,372.2451,-37.2131825,-0.8094207,1.998472,0.137688975,69.33,-14.0004,-0.28963975,0.111256225,1.2661045,99.79518,-14.1975,-68.715,0,-3.373,-1.095,182.7,250.3,-1.0485,-0.7575,-0.019,-0.959
1,1.25,0.05010447,372.3264,-37.1530975,-0.60432855,2.00176725,-0.011976535,69.57,-14.24235,-0.3623469,0.11589,1.37730025,99.8,-14.1325,-68.53,0,-3.271,-1.119,185.5,249,-1.035,-0.7735,-0.0235,-0.964
1,1.75,0.10805425,372.3634,-37.517325,-0.9207399,1.90918875,0.133302775,70.9,-14.46205,-0.3692727,0.108790375,1.252987,99.8,-14.395,-69.0825,0,-3.35,-1.144,183.2,248.2,-1.022,-0.7765,-0.025,-0.976
1,2.25,0.081552395,372.00945,-39.50259,-1.1185845,1.840783,0.021338175,71.66,-14.583475,-0.33071225,0.1272007,1.41993,99.8,-14.63,-68.645,0,-3.363,-1.153,181.9,247.9,-1.04625,-0.81875,-0.0335,-0.9985
1,2.75,0.137301875,372.01085,-36.995675,-0.87701225,1.95946475,0.1484617,71.63,-14.4261,-0.34851855,0.12408275,1.324635,99.8,-14.6,-68.24,0,-3.314,-1.194,183.1,246.6,-1.05775,-0.76875,-0.03025,-1.02725
1,3.25,0.0936437075,372.25035,-40.27086,-0.9352203,1.972645,0.1652611,71.31,-14.507975,-0.3860939,0.1156226,1.30007725,99.8,-14.81,-68.25,0,-3.425,-1.187,181.6,246.1,-1.02925,-0.76975,-0.03225,-1.05625
1,3.75,0.0542648625,372.540325,-37.117105,-1.043857625,2.041393,0.027976755,71.26,-14.8649,-0.3736167,0.113017725,1.387761,99.8,-14.965,-68.6825,0,-3.435,-1.244,179.1,245.7,-1.11075,-0.8245,-0.029,-1.053
1,4.25,0.1284934,372.4173,-41.918625,-0.63417075,1.97080225,0.1455736,70.88,-15.41105,-0.3918834,0.11647655,1.425836,99.767,-15.055,-70.31,0,-3.43,-1.177,180.4,245.4,-1.09125,-0.81675,-0.02375,-1.06
1,4.75,0.09949569,372.087875,-43.169985,-1.01832,1.981417,-0.00136213,70.08,-15.2737,-0.38670485,0.11416,1.416509,99.8,-15.1825,-68.77,0,-3.294,-1.157,180.2,245.5,-1.109,-0.846,-0.017,-1.0675
1,5.25,0.09584888,372.0045,-43.2405125,-1.23796675,1.90218725,0.175715425,70.29,-15.4212,-0.3957134,0.12747405,1.3506195,99.8,-15.04,-67.945,0,-3.367,-1.059,181.3,245.4,-1.1215,-0.84725,-0.0155,-1.07825
1,5.75,0.06818005,372.417,-43.36321,-0.5336285,1.94069975,-0.0022298375,70.69,-15.55726,-0.3793918,0.1188192,1.391335,99.8,-15.27,-67.4375,0,-3.426,-1.066,183.7,245.2,-1.10175,-0.83825,-0.01075,-1.074
1,6.25,0.13231,372.2215,-41.2718975,-0.821441975,1.86648525,0.077757805,70.49,-15.5715,-0.36757565,0.115877775,1.3224825,99.80000305,-15.285,-65.65,0,-3.341,-0.988,182.3,244.7,-1.117,-0.839,-0.007,-1.0595
1,6.75,0.1119552,372.2403,-38.5001,-0.7976038,1.981111,0.0347166535,70.46,-15.8366,-0.3372978,0.1161051,1.379061,99.841,-15.4025,-63.95,0,-2.717,-1.008,181,244.5,-1.115,-0.839,-0.002,-1.066
1,7.25,0.156235925,372.3496,-32.127565,-0.97083105,1.90000025,0.054328155,70.86,-15.732005,-0.39014975,0.12850905,1.289291,99.9,-15.62,-56.7125,6.173917653,2.01825,-0.39825,179.1,244.4,-1.1395,-0.83475,-0.008,-1.06975
1,7.75,0.11271135,372.5707,-25.14397,-0.87225445,1.832468,-0.1018131,69.34,-15.4504,-0.4722022,0.1469447,1.18513375,99.9,-15.5,-25.265,31.225,13.46,1.109,178.5,245.9,-1.17125,-0.85775,-0.01675,-1.0985
