DOY2,HR2,USTAR,TA,WS,NEE,FC,SC,H,LE,SLE,G,TS_1,TS_2,TS_3,RH,PA,CO2,NETRAD,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O,TAU,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC,T_SONIC_SIGMA,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1
1,0.25,0.3579695,1.735,2.762535,0.81347666665,0.838961,0.0268777778,-10.344775,10.9659,0.1102339741,-0.39557336825,0.318,0.129,0.151,84.928999865,86.40175,411.02728033,-16.498,0.47725,0,0.811,288.6,315.3,6.23013063585,0.0228388,1.0947191421,0.9365441794,0.3988458349,1.4255,0.6336907763,-0.15,-0.05,0.825,2.7,4.55,8,-0.125,0.2,1.1,2.9,5,8.4
1,0.75,0.38148,1.61075,2.575085,0.853966805525,0.861593,0.03954791665,-10.46725,11.844575,0.0907303735,-0.44713015875,0.31175,0.13075,0.14,86.05594672325,86.394275,411.19893404,-15.85675,0.49,0,0.836,290.8,315.454725,6.070106695025,0.0312508,1.0800555541,0.9610083246,0.408089451,1.3725,0.6666535832,-0.2,-0.05,0.8,2.7,4.55,8,-0.125,0.2,1.1,2.9,5,8.4
1,1.25,0.386007,1.61425,2.6170225,0.948078944425,0.94965675,0.03308472225,-9.863495,11.5636,0.1048238186,-0.5074278685,0.3035,0.1395,0.15225,85.61840322325,86.39365,411.21692928,-11.93060725,0.452,0,0.787,293.775,315,6.04786251025,0.034199,1.06904832545,0.89148672015,0.4046599643,1.2295,0.6630603291,-0.1625,-0.0125,0.875,2.7,4.5,8,-0.15,0.2,1.1,2.9,5,8.4
1,1.75,0.379569,1.52,2.786395,0.881406,0.874112,0.029269444475,-10.526525,12.2266,0.0864437975,-1.4138900655,0.28075,0.121,0.137,85.173632589,86.39225,410.37866022,-14.648,0.50175,0,0.929,295.1,315.6,5.993607767475,0.022932,1.08045648415,0.9505004308,0.41555682015,1.2415,0.6533551867,-0.15,-0.0625,0.8875,2.7,4.5,8,-0.2,0.2,1.1,2.9,5,8.4
1,2.25,0.390034,1.489,2.84312,0.9254011667,0.91903825,0.03530555555,-8.584665,14.142225,0.084855211125,-0.437961663,0.26675,0.13375,0.1465,85.804161098,86.3961,411.1875840475,-13.558,0.519,0,0.84058,292,315,6.1266158596,0.019975875,1.1247135991,0.962600327325,0.43865302075,1.3105,0.6634282177,-0.15,-0.025,0.875,2.7,4.5,8,-0.2,0.2,1.1,2.9,5,8.4
1,2.75,0.3948214803,1.4595,2.6759775,0.9978288333,1.0258025,0.0384375,-10.88492508,12.7862,0.1006325134,-1.24230840475,0.248,0.103,0.116,85.059305041,86.4126,410.27926981,-14.293,0.498,0,0.87356975,293.075,315.00165,5.9287885962,0.0315863,1.1724929838,0.97903196625,0.4112609814,1.29,0.66149958105,-0.15,-0.1,0.875,2.7,4.5,8,-0.2,0.2,1.1,2.9,5,8.4
1,3.25,0.40605775,1.46225,2.6747275,0.8356073333,0.84484775,0.0265361111,-9.125575,13.438,0.100660618975,-0.92602308575,0.244,0.089,0.12425,84.304864305,86.4043,409.88592606,-15.347,0.508,0,0.8725,293.6,315.3,6.04432340425,0.0211729,1.073922722,0.9161755629,0.4213774607,1.419,0.6687493572,-0.2,-0.1,0.875,2.7,4.5,8,-0.1625,0.2,1.1,2.9,5,8.4
1,3.75,0.41651175,1.54425,2.5828,0.9353272222,0.92571575,0.024856250025,-10.88765,12.2323,0.1405644997,-1.02678212925,0.253,0.099,0.11875,84.63656585475,86.3932,410.19221664,-14.0175,0.4845,0,0.842435,294.575,315.3,6.075223506925,0.0318684,1.11107669775,1.018859222,0.4157892745,1.38675,0.6608381042,-0.2,-0.0625,0.875,2.7,4.5,8,-0.2,0.2,1.1,2.9,5,8.4
1,4.25,0.386324,1.434,2.78175,0.82263441665,0.82625075,0.0228916667,-9.90255,12.230625,0.139875593625,-1.109553729,0.25475,0.1,0.12,84.963519172,86.367825,410.71850805,-13.171,0.51,0,0.7995,295.85,314.80125,5.96225280135,0.01995225,1.159601827,0.977399743375,0.447441585925,1.3415,0.66138231885,-0.2,-0.0625,0.875,2.7,4.5,8,-0.2,0.2,1.1,2.9,5,8.4
1,4.75,0.399253,1.1875,2.81706,0.910833833325,0.909389,0.03129097225,-9.8889275,12.9087,0.114145853175,-0.712895157,0.2475,0.0855,0.129,84.8798546215,86.34719,410.6052528,-12.460714,0.5275,0,0.817,291.05,314.2,5.89773381695,0.0245575,1.24245272435,1.039871143775,0.44722812455,1.081,0.66106215685,-0.2,-0.0625,0.8875,2.7,4.5,8,-0.2,0.2,1.1,2.9,4.9875,8.4
