DOY2,HR2,FC,LE,H,FCH4,CO2,H2O,CH4,USTAR,WS,T_SONIC,TA,RH,PA,TS_1_1_1,PPFD_IN,FCH4_1_1_1,FCH4_1_1_2,CH4_1_1_1,CH4_1_1_2,SW_IN
1,0.25,0.398906,7.50654994999999,5.02926835,37.0906,440.0715162,6.9851125,2322.0762,0.3585625,3.372837775,1.393384,-0.208925000000002,100,97.98642485,1.88585,1.038655,55.1938,18.257,2555.9504,2442.815325,0.5925
1,0.75,1.19294575,6.68162904999999,4.937901,43.2678249999999,436.3700506,7.32726979999999,2310.484,0.348587,3.71121975,0.7246625,-0.162500000000004,100,98.019763,1.88295,1.0362,23.855,37.351,2679.3726,2308.0039,0.5725
1,1.25,0.725215549999999,10.9928038,9.267434375,31.14555,439.4116562,6.90491645,2314.3194,0.330787125,3.66106435,0.809386375,-0.299300000000002,100,98.02716805,1.87885,0.783968249999994,28.767975,17.951825,2788.747,2155.01275,0.83875
1,1.75,0.701352400000001,12.00353645,7.54727180000001,43.86295,431.9295283,6.660698,2303.7573,0.358474375,3.600178425,1.03102187499999,-0.313675000000005,100,98.014211,1.8807,0.884215999999996,23.53005,17.8309,2769.8771,2245.17165,0.661125
1,2.25,0.866072949999999,7.895693925,3.68412565,33.05775,439.877385925,6.7343983,2364.60335,0.3396222,3.5964057,1.32795444999999,-0.258925000000009,100,98.0187942,1.8807,1.072285,61.34425,16.348325,2775.2977,2323.291225,0.4755
1,2.75,0.861512375,8.99450295,7.70239007500001,31.997375,433.36698225,6.69031325,2341.4165,0.35743335,3.5658902,1.41702422499999,-0.416650000000004,100,98.0247994,1.88015,0.783433249999995,23.48175,16.04225,2731.3362,2301.0817,0.821
1,3.25,0.43867165,7.73296249999999,8.02305260000001,28.929,430.96781175,6.499496,2317.277725,0.3482512,3.3712829,1.758162,-0.360075000000003,100,98.0144852,1.880975,0.827285749999995,54.25775,18.978625,2776.0734,2520.826125,2.24525
1,3.75,0.595650375,6.889261075,4.78373790000001,34.491775,432.4167336,6.5454582,2403.203625,0.3569183,3.416235775,1.95928259999999,-0.406925000000005,100,98.007338125,1.877675,1.0369175,43.9587,15.66185,2863.48,2206.7884,0.440875
1,4.25,1.0948002,8.23224305000001,6.12372165,32.271275,430.452094975,6.254277375,2322.0084,0.36616025,3.31274149999999,1.859703425,-0.176975000000006,100,98.0079028,1.8752,1.0362575,20.778675,24.675,2822.383625,2226.13505,0.46725
1,4.75,0.98173995,5.42977902499999,6.55645675,54.92355,430.451551,6.4647394,2355.3052,0.35850655,3.3492593,1.44828015,-0.198675000000006,100,97.984992,1.872125,0.785059499999994,65.65755,20.734375,2660.19825,2263.499125,0.93325
1,5.25,0.724485200000001,10.59233575,6.767998,44.1686,435.5423043,6.2678938,2434.916475,0.3500054,3.472000925,1.72943949999998,-0.190350000000001,100,97.9776454,1.8649,0.786715749999994,48.043175,23.91975,2586.715875,2325.39015,2.261
1,5.75,0.94683,7.9949456,7.7253028,32.15075,432.912902025,6.246424125,2493.1883,0.351158725,3.468880225,1.5374772,-0.214600000000004,100,97.989898,1.866825,0.920747249999998,32.568925,69.0405,2724.367,2248.26485,0.8605
1,6.25,0.4019842,11.6337686,7.16281645,30.58025,432.5768395,6.33352225,2497.42215,0.3469178,3.33970115,2.000281,-0.245425000000003,100,98.0132113,1.868075,1.0392525,20.8095,17.85555,2700.82175,2135.15115,0.551375
1,6.75,0.49690775,7.75168419999999,7.11285904999999,39.97505,432.7200928,7.0068129,2525.0022,0.3531291,3.2972545,1.68220219999998,-0.209375000000002,100,98.023762825,1.86725,0.941350749999999,23.895125,16.833275,2646.119,2134.9611,1.12725
1,7.25,0.35263015,9.00047995,6.5560805,30.5631,431.312838225,6.5821687,2382.0055,0.345191675,3.333430825,0.911059149999995,-0.231600000000005,100,98.027216,1.86125,1.0744925,19.60525,15.424,2594.46575,2201.006675,1.60905
1,7.75,0.968454799999994,9.04253659999998,8.52651772499996,26.126125,435.30322725,6.576309,2407.3279,0.356733725,3.45464925,1.59512540000001,-0.257075000000001,100,98.0469744,1.85525,9.18542999999999,23.0656,17.2948,2633.0785,2170.4554,2.488875
1,8.25,0.74755145,7.58415382500001,6.34085405,30.321,448.0879886,7.1175802,2405.88,0.35782215,3.4620359,1.4896176,-0.371300000000003,100,98.0659946,1.8508,46.888225,21.315675,15.91325,2614.5475,2082.9942,17.81625
1,8.75,0.975485249999998,8.203426775,9.27350925,38.923925,432.90101475,6.8393585,2367.3551,0.34802135,3.45037165,2.49312385,-0.302200000000002,100,98.071036225,1.8478,107.31275,24.83385,18.7364,2503.663375,2076.718725,35.81375
1,9.25,0.287937399999999,11.74932415,18.7426902,27.06835,431.71675605,6.643305825,2294.812025,0.3696934,3.7960322,1.4179135,-0.133875,100,98.0580389,1.845525,179.415,30.31965,22.1454,2514.4695,2075.94,75.945
1,9.75,0.4613426,10.91660855,15.658466,86.9519749999999,429.6965029,7.0260354,2218.595,0.428540424999999,3.7747581,2.11706275,-0.0507000000000085,100,98.064982775,1.852775,266.59,37.52775,21.03095,2814.30629999999,2094.674175,139.225
1,10.25,0.5836028,12.1634174,23.9619201,41.269625,428.232742,7.10869084999999,2248.836325,0.38974705,3.8747135,1.887154,0.726449999999998,100,98.0454305,1.8583,490.81,81.31585,17.767525,3038.7775,2077.0064,226.4875
1,10.75,0.478832675,15.1736384,44.2689854,38.8155250000001,426.81743195,7.12986975,2286.674425,0.415082149999999,3.8661595,2.1770996,1.487475,100,98.0451415,1.8533,615.9975,20.513625,17.818,2756.5835,2078.18575,423.17
1,11.25,0.446956,18.907275425,48.984462,33.408125,420.796318325,7.0732579,2370.0302,0.389831799999999,3.89320554999999,2.8299814,1.78709999999999,100,98.0444778,1.8494,710.28475,89.7978,16.3247,2661.3855,2077.7069,451.34
1,11.75,0.479603749999999,21.901084525,52.80166285,32.0224,421.79490275,7.3835022,2481.625,0.41897105,3.9533539,3.38703055,1.986825,100,98.004334475,1.846525,784.0375,39.9654,17.0444,2281.541425,2072.805,481.3925
1,12.25,0.550142224999997,20.5388958,38.66067975,64.061375,423.901168075,7.3251581,2355.9498,0.424465,4.01672825,3.57557799999999,2.57107499999999,99.5825,97.9454496,1.8461,776.529999999999,29.4195,20.3877,2215.53825,2095.2234,474.595
1,12.75,0.445076,21.652771,44.087187125,50.895125,422.5659005,7.2065035,2428.08895,0.44097725,4.0174184,4.030259125,3.043175,99.4,97.915193375,1.844275,785.4125,31.0965,17.76815,2221.924,2089.1817,440.26
1,13.25,0.2383889,19.2056416,48.5202672,34.493,422.184301675,7.171154675,2383.022575,0.4266134,3.9252014,4.3948972,3.1552,98.8825,97.9582912,1.843175,779.3475,106.0154,20.160325,2222.16375,2080.8492,416.26
1,13.75,0.459702049999999,19.958434775,48.83544775,50.463375,422.951585875,7.022610875,2442.8095,0.38825025,4.10439475,4.3681425,3.0532,98.555,97.96472075,1.843175,676.65,29.714375,17.47275,2168.433625,2070.47315,408.44
1,14.25,0.591171249999999,19.273495125,45.30833135,27.1558,422.2671864,7.028368,2320.402,0.4288318,4.0143332,4.84059075,3.300375,98.2275,97.95929025,1.84235,647.9925,28.0432,16.9827,2207.8419,2068.981,368.12
1,14.75,0.410406,16.81002,33.426115125,38.921,420.9634111,7.21329559999999,2502.2181,0.39317625,4.11601385,4.707115,3.401625,97.6825,97.975655,1.8428,546.0025,28.4352,16.91985,2248.1026,2072.1582,309.42
1,15.25,0.3772618,12.937257,20.746102375,34.2548,420.735272,7.1143925,2395.803875,0.3936238,4.0219088,4.5253594,3.505425,97.9,97.9682884,1.842075,427.3825,30.49345,16.5368,2237.886725,2100.91705,229.36
1,15.75,0.391401,12.3930678,15.878132575,31.8435,424.28322945,7.11039794999999,2250.1023,0.38666665,3.7114307,4.431782625,3.36312499999999,97.8375,97.9674768,1.842075,301.855,28.8957,16.2794,2270.053625,2105.419,159.24
1,16.25,0.601980525,12.3279757,10.29620955,42.315325,425.16619175,7.04539825,2333.7986,0.358425375,3.737471875,3.5058702,2.77582499999999,98.1925,97.964296025,1.842075,186.14525,32.762725,17.584575,2304.47625,2104.8245,80.434
1,16.75,0.54799855,9.79286667499999,10.9072374,50.0927999999999,424.013876925,7.037592125,2312.10785,0.38548245,3.95608035,3.20479149999999,2.150475,98.7375,97.9757274,1.84425,77.2028499999999,54.31005,17.12485,2238.8079,2123.896475,21.612
1,17.25,0.681084375,9.67267472499999,7.791966,44.05435,425.2146735,6.93213275,2332.5451,0.355908325,3.9026695,2.73411245,1.18645,99.5,97.96052605,1.842025,46.29515,77.931275,34.1557999999999,2308.8118,2146.2998,1.97755
1,17.75,1.2315884,7.47181579999999,11.91712645,43.677125,428.6048088,6.7767016,2266.50565,0.3607226,3.8289308,2.00578859999997,0.852649999999986,99.6275,97.950746,1.8415,22.8439749999999,37.57975,19.0315,2307.7397,2209.06675,0.444149999999999
