DOY2,HR2,FC,H,LE,CO2,USTAR,TA,RH,PA,WS,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT
1,17.25,-3.3793,-11.57698258,25.178,350.265,0.159365,24.19,73.58,98.72212368,1.0565,6.4875,46.85,6.9245,414.15,444.2
1,17.75,-1.506185941,-11.93663411,7.794251196,351.77,0.12172591975,23.88,76.32,98.738667625,1.086,-12.63,20.735,3.451,411.05,442.3
1,18.25,-0.48141807525,-11.46414355,0.99078339,351.095,0.099082386,23.705,78.245,98.7621698,1.153,-35.7575,1.858,1.091,409.15,439.6
1,18.75,-0.445475,-12.87300844,1.970575,351.165,0.100430429,23.455,80.55,98.79125,1.1405,-39.11,0,0,408.35,438.6
1,19.25,-0.4500962585,-9.459472007,-0.98426,352.355,0.0971525215,23.235,81.8,98.813,1.1405,-38.115,0,0,407.55,437.45
1,19.75,-0.3303373025,-9.729,-0.820504627,351.775,0.09982827425,23.125,82.65,98.8435,1.09325,-36.685,0,0,407.55,436.9
1,20.25,-0.462048665,-10.681060485,-1.00148215875,352.64,0.08919721,23.12,83.1,98.88299872,1.105,-36.61,0,0,406.9,436.3
1,20.75,-0.217725741,-10.7987117575,-1.534094397,354.65,0.091207,23.05,83.85,98.9225,1.0995,-35.115,0,0,406.75,435.8
1,21.25,-0.344624736,-9.6082686475,-1.1981113375,356.16,0.094668918,23.02,84.5,98.959,1.04,-34.815,0,0,406.25,435.45
1,21.75,-0.267972499,-10.1061062475,-1.9939601065,357.37,0.0884525,22.88,85.05,98.985654895,1.07225,-34.485,0,0,406.55,435
1,22.25,-0.024687948,-7.8620137195,-1.5319,360.08,0.07503,22.835,85.225,99.012682385,1.056,-34.745,0,0,406.55,434.55
1,22.75,-0.0414635,-7.93667365625,-3.066134515,360.15,0.077687247,22.78,85.9,99.016,1.076,-33.95,0,0,408.5,434.3
1,23.25,0.11741,-8.23845469825,-1.945642856,362.255,0.077542582,22.65,86.75,99.0287265075,1.09975,-32.64,0,0,408.05,434.1
1,23.75,0.06820140675,-7.8363,-1.66225,361.3225,0.074647,22.5625,87.25,99.028606675,1.048,-32.2,0,0,408.85,433.6
2,0.25,0.0050954,-8.586,-2.160461927,362.88,0.08198965575,22.2,87.6,99.0371479575,0.993,-29.5475,0,0,411.475,432.2
2,0.75,-0.449209139,-7.939696489,-2.598077113,366.88,0.07471258075,22.1,88.55,99.022313595,0.9455,-29.5,0,0,410.875,431.9
2,1.25,-0.01588896475,-7.542812327,-1.813519969,369.77,0.084589,22.05,89.05,99,1.013,-29.0125,0,0,410.7,431.5
2,1.75,0.139105273,-8.698817942,-1.9755250355,369.07,0.083633,22.03,89.2,98.980314015,1.02125,-27.57,0,0,412.475,431.2
2,2.25,0.19575562325,-8.902525,-1.916528343,370.675,0.085228,21.98,89.95,98.956,0.9625,-27.8025,0,0,412.95,431.075
2,2.75,0.3659824015,-7.556631886,-2.3795,372.79,0.069765096,21.96,90.4,98.9423256425,0.925,-27.7231666675,0,0,412.3,430.7
2,3.25,0.277141237,-7.3783737515,-2.68267215575,374.75,0.08627975,21.88,90.475,98.93067609,0.963,-25.82,0,0,413.275,430.375
2,3.75,0.7926580115,-8.033031067,-2.51104390875,374.295,0.076404926,21.8,91,98.936,0.9265,-26.7,0,0,414.025,430
2,4.25,0.1968875,-6.98299371225,-3.700459018,375.07,0.074265361,21.745,91.5,98.94175,0.89,-25.58,0,0,415.675,429.875
2,4.75,0.851995,-8.25816714,-2.5839,376.66,0.076828,21.74,91.475,98.9455,0.95525,-24.8525,0,0,415.8525,429.875
2,5.25,0.244018598,-7.6206,-2.0125,377.97,0.07770056625,21.765,91.6,98.9683090775,0.965,-25.5675,0,0.153,415.7,429.475
2,5.75,0.55225280675,-7.488975,-1.7149,376.8675,0.069641214,21.71,91.775,98.989,0.941,-24.68,0,0.4565,416.9,429.275
2,6.25,0.8889775,-7.182051249,-1.199281083,379.29,0.075868,21.6825,92.05,99.01272058,0.91675,-17.5475,4.9165,1.26375,417.5,429.375
2,6.75,0.9519432,-7.1525,-0.202924423,383.2825,0.0905955075,21.6725,92.3,99.029,0.889,2.577,25.0925,4.17180000025,418.15,430.3
2,7.25,1.50728902,-4.3519,4.84325,386.61,0.12248,21.84,91.75,99.0545,0.833,27.6,59.355,8.73,417.675,432.075
2,7.75,0.193520849,-2.0099,13.184,388.265,0.15008712725,22.1425,89.95,99.100939435,0.947,56.93,100.75,13.8725,415.975,434.675
2,8.25,-7.1148,-0.93884,45.615,383.65,0.18832,22.45,87.95,99.1399598,1.057,83.075,144.225,18.8475,416.575,437.2
2,8.75,-12.083098275,0.28599413325,77.58575,375.82,0.23056277,22.8725,84.15,99.16212379,1.232,111.8,189.725,24.37,418.575,440.073333325
2,9.25,-16.07325,1.57885,75.13670132,375.8225,0.2552375,23.3625,80.85,99.165806145,1.351,144.45,234.35,28.87,421.3,443.975
2,9.75,-18.35325,1.746115432,110.01050615,372.709382925,0.2740825,23.615,77.5275,99.16999968,1.47025,170.49166665,259.975,31.82,424.25,446
2,10.25,-19.162,12.635996515,146.536177,372.96242705,0.290336732,24.055,74.82,99.179840135,1.65875,229.025,317.525,38.88,426.95,448.45
2,10.75,-21.8492620525,16.12025,170.12948595,372.08,0.31427307225,24.655,73.165,99.181,1.7045,251.975,353.25,43.465,428.65,451.475
2,11.25,-21.9235,15.95163987,198.11,368.0739744,0.34492,25.0775,70.77,99.157,1.7695,277.35,374.277499975,46.41,430.5,454.8
2,11.75,-21.812,17.7725,174.77,368.111824025,0.337676496,25.04,69.635,99.126,1.80025,252.550833325,359.8,43.638,432.15,453.85
2,12.25,-22.15152898,24.517870775,190.3392714,367.73817105,0.35755,25.0525,67.085,99.09025,1.778,249.125,367.5,45.405,433.425,453.95
2,12.75,-21.17497037,21.32878106,196.74,369.90753775,0.3662217605,24.9575,65.8375,99.0455,1.704,219.8,332.9,39.4175,433.45,452.354999975
2,13.25,-20.403160635,15.60675,208.7439014,364.9025,0.34572,25.08,65.13,98.984,1.63175,222.025,327.975,39.4675833325,433.025,452.95
2,13.75,-19.54535658,15.987881725,246.4409462,364.755,0.34276942375,25.075,64.91,98.92630292,1.62,188.4,281.925,34.185,432.25,453.45
2,14.25,-18.6125631525,9.0046489435,244.00764075,363.705,0.322543592,24.8575,64.75,98.86697983,1.567,133.3,235.8,29.445,431.225,450
2,14.75,-18.58244663,10.39448021,192,360.99,0.312225,24.59,64.965,98.808,1.467,123.75,215.45,26.29,429.5,450.375
2,15.25,-17.04659205,-0.065455,141.77,360.56,0.28875,24.63,66.1525,98.768151825,1.39,87.675,158.85,21.04,428.2,446.6
2,15.75,-14.7777263625,-2.7601823755,134.99,356.955,0.2716275,24.45,67.17,98.7328821925,1.334,75.3725,129.825,16.82,425.3,444.95
2,16.25,-13.00645804,-5.4215129005,92.901,359.68,0.2432115345,24.24,68.1625,98.711,1.1815,52.18,110.45,15.09,423.3,445
2,16.75,-8.8999596745,-10.68417379,72.46,357.86,0.22631,24.07,68.73,98.704,1.146,36.1275,84.775,11.4375,419.575,443.45
2,17.25,-4.299225316,-12.15799303,34.06175,356.4425,0.176518694,23.8675,69.93,98.71125,1.1125,13.135,53.4425,7.47525,415.475,442.375
2,17.75,-1.341630741,-11.1895,12.3094531625,355.99,0.130608328,23.6175,73.33,98.7285967425,1.1,-9.2575,23.8,3.522,411.9,440.3
2,18.25,-0.7362725,-12.29465776,2.52494037525,357.76,0.10642,23.32,75.365,98.756,1.10325,-32.51,2.87273333325,1.042,409.55,438.575
2,18.75,-0.451600462,-9.52909663225,1.614821164,358.12,0.1016616585,23.155,76.7,98.774,1.17025,-36.67,0,0,408.075,437.1
2,19.25,-1.09609635175,-11.0766791375,-0.535184598,357.03,0.10193437075,22.9675,79.775,98.8025,1.13,-35.7908333325,0,0,407.4,436.2
2,19.75,-0.7996,-12.019,-0.629875782,357.76,0.101041769,22.8,80.55,98.83,1.16075,-36.2015,0,0,408.3,435.575
2,20.25,-0.326888333,-9.81645716,-0.51869450225,356.715,0.099586,22.715,81.4,98.8671162825,1.14975,-35.4,0,0,406.875,435.275
2,20.75,-0.85921205325,-9.7655437795,-0.2484694785,357.49,0.096863,22.6325,82.4,98.911661295,1.062,-34.205,0,0,407.4,434.7
2,21.25,-0.726215,-10.961062965,-1.22556163825,356.9575,0.09448545225,22.59,84.5,98.9465,1.1475,-33.815,0,0,406.975,434.1
2,21.75,0.0037915,-11.1440266475,-2.04642276075,357.17,0.09606214875,22.5925,84.4,98.98225,1.08375,-33.805,0,0,407.275,434
2,22.25,-0.124930961,-10.7585,-2.8002252385,359.62,0.0892125535,22.525,85.325,99.019,1.0005,-32.745,0,0,408.175,433.575
2,22.75,-0.06218675,-9.1380678985,-2.600785016,364.0175,0.089398203,22.46,85.9,99.033,0.988,-33.685,0,0,407.775,433.075
2,23.25,-0.19593,-8.94320169475,-1.8618,363.54,0.0804395755,22.32,87.1,99.04325,1.0065,-32.0875,0,0,409.275,432.775
2,23.75,-0.0759523335,-8.42025,-1.870029366,363.1,0.0811091185,22.29,86.9,99.03416749,0.9825,-31.6175,0,0,409.675,432.675
3,0.25,-0.139431933,-6.8034742685,-1.785936519,390.6193624,0.08625954175,22.345,89.225,99.0505495125,0.953,-28.8075,0,0,413.3,433.8
3,0.75,-0.038696181,-8.54797939475,-2.6973,391.461203975,0.07830775,22.2425,89.4,99.0316979825,1.031,-29.77,0,0,413.5,433.4
3,1.25,0.0156659865,-8.216496801,-2.385368312,393.409495425,0.073382,22.175,89.05,99.01,1.02175,-30.43,0,0,413.4,432.9
3,1.75,0.35544317625,-5.82353817875,-3.47973111475,395.15,0.080831,22.1225,89.7,98.98539349,0.9945,-28.525,0,0,414.4,432.6
3,2.25,0.349886068,-6.375256115,-2.78403595175,395.01750775,0.08078975,22.03,90.525,98.976,0.979,-25.929833335,0,0,415.9,432.1133333
3,2.75,0.1734331425,-6.840962475,-1.325184954,394.738736425,0.08294596425,21.97,90.725,98.9505,0.9825,-28.1875,0,0,415.3,431.7
3,3.25,0.8209375,-6.9611,-2.49363359975,397.6925,0.080653035,21.985,90.6,98.94625,0.967,-27.095,0,0,416.8,431.4
3,3.75,0.2079175,-8.2214,-2.969223018,398.13,0.08489425,21.9625,91.1,98.9555959,0.9515,-26.4425,0,0,417.4,431
3,4.25,0.4797275,-7.38632626075,-1.40161626025,399.5025,0.0907722775,21.91,91.275,98.95075,0.94525,-27.28,0,0,417.1,430.9
3,4.75,0.610585,-7.074513824,-1.862025593,401.855,0.09076,21.84,91.625,98.96833795,1.021,-26.955,0,0,418.6,430.6
3,5.25,0.487987032,-8.707032801,-3.383903658,404.45535495,0.0932518625,21.87,92.2,98.98635522,0.981,-27.17,0,0.114,418.5,430.6
3,5.75,1.140515085,-8.734112774,-1.6505834085,405.915036675,0.0829979985,21.82,92.4,99.001,0.97875,-27.435,0,0.543,418.2,430.5
3,6.25,1.6924142725,-7.77627059,-1.659275,405.398968075,0.07429969,21.785,92.5,99.032,0.948,-17.3,6.263,1.466,419,430.3
3,6.75,2.2935,-6.085875,1.7619003,407.935,0.1154425,21.78,92.3,99.06925,0.96,7.271,30.33,4.819,420.2,431.4
3,7.25,3.21315494075,-3.274,14.2015,406.5475,0.153349539,21.91,92.075,99.0948332125,0.97325,39.17,65.76,9.3,419,433.7
3,7.75,-2.5809,-1.2541,29.313301,402.55,0.202357242,22.3,89,99.13925,1.01825,60.505,109.8,14.6,416,436.7
3,8.25,-7.4181,4.79721308675,67.25,396.7,0.225966986,22.545,86.25,99.1895,1.10725,82.997833335,154,19.79,416.6,439.4
3,8.75,-11.9831551825,9.942945951,83.197,391.9627122,0.2570150375,23.13,82.425,99.217,1.275,104.8,194.8,23.58,416.5,442.5
3,9.25,-16.86080761,14.7333785675,151.7575,386.6196723,0.3008975,23.555,79.125,99.2350413425,1.40425,174.6,258.1,31.02,420.6,445.9
3,9.75,-19.96575,16.826,157.1585488,382.51,0.29451944275,24.1925,76.36,99.234980095,1.442,212.4,301.3,34.57,423.9,449.7
3,10.25,-21.567771,25.890863535,192.3431036,379.26696635,0.33146859225,24.925,74.2375,99.22062354,1.543,272.9,344.6,40.63,428,451.6
3,10.75,-23.35375,24.999360595,228.0996142,377.032943,0.33632,25.095,72.26,99.20675,1.5775,287.7,375.8,42.82,430.3,454.1
3,11.25,-23.407,21.402657125,228.6775,374.541002625,0.36060957925,25.33,69.84,99.1892361575,1.5755,284.625,391,47.23,434,455.5
3,11.75,-23.099101855,22.002,235.52,373.64,0.35091,25.16,68.52,99.153,1.678,284.65,389.6,45.0675,435.375,457.25
3,12.25,-21.46825,29.10775,236.89,372.1443791,0.3581,25.14,67.5425,99.102,1.638,276.375,373.761666675,44.1275,435.675,456.725
3,12.75,-21.609,21.48826499,241.18,370.92371465,0.3624575,25.41,66.8075,99.039,1.597,264,357.7,42.175,434.9,456.85
3,13.25,-21.69575,11.82569499,219.316168325,370.3,0.324495,25.6925,66.01,98.97125,1.5805,229.25,331.05,39.395,434.1,456.85
3,13.75,-20.1017459575,8.352307087,196.64,369.36402205,0.3311809715,25.2975,65.94,98.9065,1.5835,193.275,292.9,35.7775,432.5,453
3,14.25,-19.1965,7.4403166215,187.208185875,367.9006272,0.3064,25.31,65.615,98.8465,1.434,163.2,262.75,32.01,431.3,453.25
3,14.75,-18.08,3.10705,152.15,366.860531475,0.282365,25.26,66.81,98.8071284275,1.469,146.3,225.75,26.855,429.1,452.45
3,15.25,-16.98975,-0.64299948625,136.13,365.18,0.2564,25.02,68.815,98.77175,1.397,93.65,156.35,20.125,427.55,448.7
3,15.75,-12.125248175,-6.3212502805,98.6346927525,365.365,0.2420599395,24.56,69.94,98.743,1.213,63.535,127.05,16.7125,423.525,447.775
3,16.25,-10.558,-7.1875125465,70.517,364.67,0.1987952995,24.45,71.7225,98.71925,1.1605,42.405,98.075,13.6925,420.6,445.75
3,16.75,-6.574844303,-10.9766952,41.9709186375,364.635,0.179265,24.2,72.25,98.715,1.1225,27.755,70.6125,9.7725,418.517499975,445.3525
3,17.25,-2.8371,-12.70183191,19.38549422,366.4105604,0.1633244665,24.03,74.06,98.73401346,1.015,5.988,44.2525,6.1045,415.275,443.875
3,17.75,-0.51398,-13.470387575,8.92335,367.058932575,0.1055575,23.8025,76.09,98.7593002975,1.05,-14.0775,18.6875,3.007,411.183333325,441.675
3,18.25,-0.24171857,-9.8717341,2.001413222,369.495,0.0889826845,23.55,78.4825,98.7892984125,1.073,-35.16,0.64875,0.943,408.35,440.05
3,18.75,-0.145910838,-9.0879,-0.952235467,371.426769325,0.093055,23.4225,79.19,98.823,1.0605,-35.9285000025,0,0,407.275,439.1
3,19.25,-0.33822247775,-10.3716743,-2.015972278,372.3479551,0.0860365,23.285,80.6,98.8490435125,1.098,-34.8,0,0,408.25,438.2
3,19.75,-0.131618929,-9.6573553805,-1.19914925125,374.322542025,0.0888875,23.2075,82,98.8886799875,1.08824999975,-34.29,0,0,408.575,437.275
3,20.25,-0.19567,-7.609170869,-1.626923533,375.878331175,0.087559495,23.09,82.825,98.928932355,1.07,-34.42,0,0,407.375,436.675
3,20.75,-0.003519153,-7.5479129585,-1.81595,376.99102085,0.091105,22.935,84.95,98.9735,1.10375,-33.82,0,0,407.9275,436.075
3,21.25,-0.035749821,-8.9174,-1.5567807,378.87644625,0.093853,22.86,85.9,99.01325,1.15675,-33.57233333,0,0,409.2,435.6
3,21.75,0.023896203,-8.119509367,-2.2356,379.69,0.0948320355,22.715,86,99.052,1.1075,-33.555,0,0,408.75,435.275
3,22.25,0.15624,-8.488299296,-2.51359129825,382.5851781,0.090049,22.685,87.475,99.081,1.097,-31.9225,0,0,410.15,434.9
3,22.75,0.3057537985,-6.95665,-2.65115,382.93392945,0.0831365865,22.5975,88,99.09581492,0.978,-31.105,0,0,411,434.7
3,23.25,0.0014745325,-7.7215469425,-2.7885,386.31,0.08281892,22.555,88.925,99.088406515,1.039,-30.355,0,0,411.2,434.4
3,23.75,0.099406,-6.2802784655,-1.913575,387.39,0.0834396535,22.48,88.825,99.075288125,0.982,-29.53,0,0,412.75,434.075
4,0.25,0.012555666,-7.0295,-3.11566213675,392.4778727,0.081410555,22.38,89.5,99.1101151,0.93925,-30.92,0,0,415.2,433.9
4,0.75,0.078963648,-8.0281,-3.5111126975,394,0.081739012,22.285,90.325,99.084,0.9225,-30.405,0,0,416.8,433.7
4,1.25,0.48454234425,-7.0725,-3.909151653,396.7405124,0.07530981075,22.1525,90.7,99.0595,0.8605,-29.8675,0,0,419.7,433.6
4,1.75,0.079729524,-6.35781127475,-3.4414,395.946272075,0.0826605,22.13,90.7,99.031,0.8535,-29.9775,0,0,419.4,433
4,2.25,0.5493911635,-6.289904769,-2.11315,397.180552,0.070197846,22.09,91.5,99.013,0.83975,-28.96,0,0,419.5,432.9
4,2.75,0.495295,-5.9010529165,-3.115501998,399.6966282,0.083050968,22.0525,91.9,99.0003088125,0.84,-28.1425,0,0,420.8,432.6
4,3.25,0.410535,-4.77745,-2.5401053765,401.71,0.083207091,21.97,92.1,98.9962154875,0.8145,-28.045,0,0,420.4,432.1
4,3.75,0.078085,-5.92194221,-4.347398745,402.4286232,0.07266829325,21.955,92.4,98.995968235,0.8645,-28.845,0,0,419.8,432.2
4,4.25,-0.104472043,-5.172042162,-3.49970091125,406.27,0.06967475,21.955,92.7,99.008,0.868,-28.27,0,0,420,431.7
4,4.75,0.87885,-5.6735082715,-2.46521599875,407.29,0.070200961,21.925,92.725,99.026893915,0.866,-29.56,0,0,421.5,431.3
4,5.25,0.8956,-5.53025,-3.786675,412.595,0.07801673625,21.87,93.1,99.053,0.847,-29.49,0,0.075,421.8,430.9
4,5.75,0.63999,-5.84715,-3.526649022,414.66593565,0.075231,21.7625,93,99.076,0.818,-27.8875,0.161,0.64,422.1,430.7
4,6.25,1.065925,-8.7677676505,-1.523075,414.65,0.086263,21.715,93.1,99.112,0.8655,-12.2125,12.36,2.475,422,430.7
4,6.75,2.5204,-5.31990407325,3.237859594,415.06,0.109864364,21.8675,93.1,99.145,0.781,15.34,41.31,6.347,423.3,432.4
4,7.25,0.295913134,-0.01,23.9851070475,414.9975,0.140438751,22.0375,92.5,99.19807662,0.75925,45.8125,82.3,11.45,423.1,435.1
4,7.75,-4.223839797,3.1485,53.668,409.513035875,0.18606,22.4125,90.6,99.23325,0.85475,80.45,135.2,17.65,423.5,438.4
4,8.25,-8.5900877865,12.83725,90.694,400.2670697,0.229951188,22.8225,87.5,99.2621091,0.981,104.05,185.3,22.46,420.7,442.2
4,8.75,-14.74074867,20.5605,119.205,391.7675,0.259185,23.445,83.5,99.2845,1.13075,144.3,235.3,28.22,421,445.8
4,9.25,-16.90317652,32.6849190225,161.91292985,386.07337285,0.274397457,23.96,79.95,99.304,1.1935,185.425,281.5,32.07,423.3,450.4
4,9.75,-19.09,34.14254619,179.1125,382.44,0.2942306015,24.58,76.4275,99.307,1.31725,230.1,330.3,38.64,426.9,453.2
4,10.25,-20.809,39.238,239.22728325,378.835,0.3264898445,25.0175,74.295,99.29125,1.41125,275.5,363.5,39.07,430.8,455.2
4,10.75,-21.498970625,41.752,212.325,376.50118415,0.286146804,25.46,71.77,99.2595,1.428,303.4,394.3,41.7,434.3,457.6
4,11.25,-21.338,33.7445,244.825,375.45,0.29926,25.34,70.0825,99.221568435,1.3715,290.1,370.75,42.5075,436.075,459.725
4,11.75,-21.14863867,34.621193555,247.7883637,373.6316976,0.3078870015,25.3775,68.47,99.163679895,1.39575,278.25,369.925,41.77,436.05,460.2
4,12.25,-20.9277965275,34.257361285,253.5656527,372.2158714,0.337415,25.44,67.2775,99.09975,1.406,280.8,375.4,42.935,436.6,458.75
4,12.75,-21.2196436625,22.5675,233.651238175,371.4193599,0.3028292445,25.19,66.23,99.0435,1.42025,230.8,332.75,37.52,436.2,459.1
4,13.25,-18.540787025,15.92425,195.0965634,371.548161775,0.314570453,25.1,65.575,98.9814130575,1.36475,169.45,282.4,30.735,435.6,456
4,13.75,-18.97420908,9.37381776075,155.3151677,370.6825,0.2849,24.98,65.8975,98.9203641225,1.3355,161.95,240.4,26.355,434.3,453.4
4,14.25,-17.48825,9.043975,159.9975,369.853839775,0.25,24.81,65.445,98.862357565,1.237,137.05,224.05,24.99,432.4,452.2
4,14.75,-14.93575571,2.38716972,134.3716462,369.607572275,0.23877343625,24.585,66.2325,98.814021315,1.271,127.6,196.3,20.62,429.45,452.35
4,15.25,-13.367,-3.525421984,103.435,368.6419364,0.24839,24.26,68.28,98.78248958,1.2555,93.85,166.375,18.615,428.125,450.575
4,15.75,-10.8567418,-4.533660234,82.953,369.059568925,0.2314875,24.46,69.0325,98.76775,1.17075,70.02,134.15,15.655,424,449.575
4,16.25,-8.2396209215,-7.46670999875,57.440298125,368.388994675,0.1915075,24.37,70.185,98.7569032525,1.11625,38.93,94.375,11.7475,420.5,446.725
4,16.75,-5.2536,-12.30837451,35.4696823775,369.4608299,0.162642521,24.04,71.7775,98.77325,1.0425,13.635,60.9875,7.976,418.25,444.75
4,17.25,-1.5556,-11.567,14.3825,369.92463345,0.1272125,23.715,75.645,98.77825,1,-2.951,29.34,4.789,414.3,443.1
4,17.75,0.021880497,-11.0692039175,3.4137,371.3,0.099635741,23.59,77.39,98.80957437,1.01075,-22.4075,8.22,2.031,412.9,440.7
4,18.25,0.0901905,-10.633411695,0.44305697,373.02197705,0.09026145575,23.3225,80.525,98.84025,0.9915,-36.565,0,0.798,412,439
4,18.75,0.09499285,-10.5999930475,-0.929508679,374.77455465,0.091942,23.215,82.625,98.876,1.02725,-35.86,0,0,409.3,438.4
4,19.25,-0.152250814,-10.208,-1.6476,376.31770225,0.085528499,23.0375,83.225,98.9215580425,1.06325,-35.2,0,0,409.3,437.7
4,19.75,-0.038068,-8.168625,-0.450372775,378.635,0.0871641085,23,84.85,98.9645,1.08475,-34.58,0,0,409.1,437.4
4,20.25,-0.01303746,-8.3731,-1.7546,380.75,0.0904066715,22.85,85.7,99.01800251,0.98275,-33.98,0,0,409.4,436.7
4,20.75,-0.26,-7.9395,-2.35769456125,381.68,0.08634425,22.7775,86.825,99.064,0.981,-33.1825,0,0,409.8,436
4,21.25,-0.178700717,-7.3518,-2.324679927,383.66958045,0.08468,22.85,86.7,99.101230585,0.9745,-32.46,0,0,410.4,435.7
4,21.75,-0.017352832,-7.56591926175,-3.467653123,385.72,0.085647572,22.705,87.8,99.125,0.999,-31.6325,0,0,411.5,435.4
4,22.25,0.03782044275,-7.53660340025,-2.34726308,386.69366455,0.08125265175,22.59,87.8,99.154281115,0.983,-31,0,0,412.2,435
4,22.75,-0.34802,-6.208220714,-3.5938,389.5025,0.080948,22.535,88.5,99.16247344,0.93975,-30.685,0,0,414.4,434.9
