DOY2,HR2,FC,LE,USTAR,H,V_SIGMA,CO2_1_1_1,H2O_1_1_1,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_2_3_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_4_1,TS_3_5_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,-0.28070691471329,-12.4844113972622,0.0911292312345671,-45.7767956951049,0.26591538363352,413.019176776834,18.3610985704994,1.54652251478615,23.756205731199,0.154046286003455,0.59625,0.2345,0.12,0.12,22.81768,22.2115,21.9724425,19.854825,19.3716,19.5316125,99.874832,63.924,4.93659,20.09025,20.34225,21.398,19.79125,0,-4.625,0.7,-1.89875,-1.188,351.38,424.6,402.345,414.79,-0.12,-0.14775,-0.45,0,-0.61,-0.64,0.01225,0.16225,-0.33775,22.68115,23.028375,23.588375,23.99025,24.419825,25.35735,25.7509,26.237575,22.109125,22.70685,23.521875,23.7593,24.263125,25.759125,26.124375,26.642575,21.6765,23.739775,23.59745,26.453575,22.154425,22.89845,23.402625,23.900225,24.7466,25.22425,25.49665,26.925725,21.9789,22.6997,23.4113,23.9628,24.65335,25.53525,25.88735,26.15635,26.7748,-4.237525,-6.2825,-7.59865,-83.15375
1,0.75,-1.77559780108495,-17.0490477209875,0.0862716527725311,-61.4519194686273,0.233081823598873,413.901380260906,18.5745071857562,1.67281208480635,23.7694485568962,0.137700273981398,0.6145,0.24,0.12,0.11925,22.85466,22.1205,21.9401125,19.744035,19.08452,19.4398375,99.864254,61.45875,5.08742,19.86225,19.88975,21.089,19.696,0,-4.485,0.7,-1.86775,-1.032,348.94,423.6,401.9725,413.9225,-0.112,-0.15,-0.44775,0.00225,-0.61,-0.63,0.02,0.16225,-0.34,22.59735,22.924725,23.540375,23.9734,24.418825,25.356575,25.7509,26.237575,22.0248,22.574425,23.478825,23.748275,24.25845,25.758125,26.123375,26.642575,21.520925,23.74185,23.59845,26.453575,22.016875,22.74505,23.3498,23.88345,24.74005,25.22425,25.497125,26.925725,21.80745,22.62135,23.354625,23.94105,24.646575,25.53525,25.887125,26.15635,26.7748,-4.4782,-7.52775,-8.879,-85.425
1,1.25,-0.619702099983735,-14.599456130859,0.120931676144261,-53.0982692114551,0.211461548925975,414.591869351854,18.85050086936,1.69383175906678,23.7293960856272,0.142044134878331,0.7,0.26225,0.12,0.10925,22.72004,22.0007,21.62013,19.8716475,18.9437175,19.043375,99.840016,59.474,5.0561,19.76975,20.03325,21.047,19.67575,0,-4.559,0.7,-1.81325,-1.192,348.34,425.88,403.7,414.0975,-0.12,-0.20875,-0.45,0.01,-0.61,-0.64,0.02,0.17,-0.34,22.49305,22.851025,23.497375,23.9585,24.4177,25.356575,25.7509,26.23735,21.9552,22.445875,23.40865,23.7309,24.252,25.7579,26.123375,26.64235,21.429625,23.735725,23.59945,26.453575,21.891025,22.6128,23.271675,23.86245,24.734825,25.224025,25.49665,26.925,21.7199,22.576625,23.29645,23.912475,24.63935,25.53525,25.88735,26.15635,26.7748,-4.6784,-7.018275,-8.052625,-85.806
1,1.75,-1.01573435482845,-17.76583528041,0.0878508427629173,-69.5277664719659,0.258844921095595,414.135334375375,18.9316756928405,1.22609234848796,23.3973305383914,0.157684618936981,0.626,0.238,0.11,0.1185,22.48192,21.9046,21.48428,20.04252,19.16915,19.0695125,99.8191175,58.2925,5.4969975,19.989,19.97075,21.0445,19.56575,0,-4.589,0.6,-1.846,-1.358,348.7,424.06,402.4125,413.455,-0.11,-0.19875,-0.45,0.01,-0.61,-0.62,0.01,0.17,-0.34,22.4579,22.758375,23.455525,23.949775,24.416025,25.356575,25.750125,26.236575,21.788925,22.421925,23.35485,23.701375,24.245,25.7576,26.123375,26.64235,21.309225,23.7235,23.601,26.4528,21.737275,22.501425,23.2066,23.840125,24.7296,25.223475,25.49565,26.924725,21.6514,22.517975,23.248675,23.88445,24.63235,25.534475,25.88735,26.15635,26.7748,-4.89935,-7.26975,-8.4808,-85.671
1,2.25,0.243797855651347,-12.2220704194666,0.0838542468790118,-57.1681021254327,0.175812534649387,413.704153169087,18.4897035889628,1.13221799769961,23.4852687103567,0.140089138076675,0.726,0.26,0.112,0.12,22.57052,21.9816,21.56618,19.795595,19.00136,18.927925,99.78185,56.6975,5.377465,19.6935,19.874,20.85,19.54975,0,-4.6745,0.8,-1.8,-0.846,348.7,423.22,402.345,414.0175,-0.11,-0.15,-0.45,0.01,-0.61,-0.62,0.01,0.16225,-0.34,22.3805,22.69165,23.435075,23.941925,24.4149,25.355575,25.7499,26.236575,21.646,22.4044,23.3096,23.6676,24.2422,25.7568,26.122,26.6414,21.18195,23.71935,23.601225,26.452575,21.72145,22.439325,23.161125,23.81525,24.724825,25.223,25.49565,26.924725,21.5515,22.423325,23.200725,23.854675,24.6269,25.534475,25.886575,26.15635,26.774575,-5.1995,-8.932,-9.80065,-84.00525
1,2.75,-0.58550285866422,-23.3130234827846,0.0885359826865546,-59.2405732736676,0.234846477694332,414.599712077809,18.7224817804463,0.695704344422886,23.4800786969064,0.161410608269095,0.5235,0.2545,0.132,0.11925,22.44016,22.053675,21.34442,19.13089,18.77196,18.6086,99.745214,58.654,4.99995,19.48225,19.5615,20.71,19.39875,0,-4.602,0.72,-1.821,-1.26,347.28,421.14,400.5025,414.18,-0.11,-0.158,-0.45,0,-0.61,-0.6245,0.01,0.16225,-0.34,22.293725,22.6245,23.41765,23.9247,24.413,25.355575,25.7499,26.236575,21.5286,22.32,23.2582,23.6512,24.2398,25.7566,26.122,26.6414,21.0876,23.71065,23.602,26.452575,21.659175,22.373225,23.1225,23.788925,24.7205,25.223,25.49565,26.923725,21.42745,22.337075,23.144475,23.8218,24.623,25.533475,25.88635,26.15635,26.7738,-5.4816,-9.377,-10.330125,-84.272
1,3.25,-0.892916350735982,-23.2805996584229,0.0665862800524714,-81.9367723567136,0.201410875498267,413.258624154655,18.5278428232656,0.487561576855569,23.3416721473139,0.148541482470843,0.4,0.25,0.122,0.10925,22.4599875,21.92975,21.60286,19.4403375,18.7605825,18.478775,99.719876,60.304,5.13405,19.556,19.632,20.662,19.28925,0,-4.518,0.8,-1.83325,-1.278,345.54,420.62,399.49,411.9925,-0.1125,-0.15,-0.45,0,-0.61,-0.6225,0.01225,0.17,-0.33,22.240925,22.550525,23.39545,23.904525,24.4111,25.355575,25.7499,26.236575,21.4226,22.221,23.2186,23.6202,24.2376,25.7564,26.122,26.6414,20.9576,23.699175,23.603,26.452575,21.623225,22.2916,23.0788,23.76205,24.718275,25.222475,25.49565,26.924175,21.29855,22.24315,23.07615,23.789375,24.6159,25.5327,25.88635,26.15635,26.7738,-5.31,-7.8794,-9.3138,-84.276
1,3.75,-2.66056469592981,-11.6358520269314,0.0717464841110716,-75.1564816341346,0.236249790185052,412.737001089078,18.1656672854395,0.714166531056068,23.3460679839649,0.162840594494336,0.508,0.26,0.14175,0.1,22.2753125,21.668925,21.56617,19.48741,18.8524025,18.5507375,99.694539,60.79825,4.79179,19.705,19.83,20.674,19.1335,0,-4.53125,0.7175,-1.8755,-1.32725,344,422.83,398.635,410.1925,-0.11,-0.15775,-0.45,-0.016,-0.61,-0.622,0.01225,0.16225,-0.34,22.170975,22.49215,23.373725,23.886775,24.4082,25.355575,25.7499,26.236575,21.3194,22.0924,23.1608,23.5934,24.2346,25.7562,26.121,26.6414,20.8101,23.686925,23.603,26.452575,21.506175,22.22515,23.024375,23.73495,24.714825,25.222475,25.495125,26.9239,21.1722,22.124025,23.01345,23.754075,24.6088,25.532475,25.88635,26.15635,26.7738,-5.494625,-8.2166,-8.6659,-85.94575
1,4.25,-0.283946648706404,-8.37458224794247,0.0733899910416815,-60.9713093466828,0.275229151380544,413.425924372272,18.3460593232837,0.463205365235776,23.5062137070769,0.15850811165191,0.5105,0.229,0.112,0.1185,22.2654875,21.683275,21.43329,18.920735,18.46959,17.9015375,99.68837,60.544,3.62024,19.14175,19.29625,20.522,18.97725,0,-4.57,0.8,-1.848,-1.3685,344.855,421.1375,397.4125,409.7225,-0.11,-0.16,-0.45,-0.0165,-0.61,-0.634,0.02,0.16225,-0.34,22.08305,22.448125,23.3512,23.870375,24.40575,25.3548,25.7499,26.23635,21.2446,21.9432,23.0942,23.5744,24.2316,25.7554,26.121,26.6412,20.738375,23.67335,23.603,26.452575,21.373825,22.125775,22.975125,23.707625,24.712375,25.22225,25.49465,26.9239,21.112475,21.988575,22.9423,23.72885,24.602025,25.5317,25.88635,26.15635,26.7738,-6.05025,-10.085175,-10.918775,-87.519
1,4.75,-4.8137510321019,-14.7609980516793,0.0731843111554442,-52.4131157093872,0.229733084537623,412.966210290037,18.0698091683347,0.874801109398522,23.4231200196853,0.154580753991834,0.572,0.23,0.11175,0.09925,22.3639875,21.765675,21.64846,18.7670175,18.5996425,18.1434,99.685764,59.32975,4.17398,19.26675,19.385,20.428,18.91025,0,-4.623,0.7225,-1.84,-1.288,341.34,420.86,397.3675,409.1125,-0.11,-0.16775,-0.45,-0.00775,-0.61,-0.622,0.02,0.16225,-0.34,22.013,22.357275,23.309225,23.85655,24.4033,25.3548,25.749125,26.23635,21.1556,21.8042,23.0418,23.561,24.228,25.7552,26.1208,26.6412,20.631875,23.66,23.603,26.451575,21.23395,22.0346,22.9383,23.6958,24.709925,25.22125,25.49465,26.9239,20.98905,21.857425,22.8693,23.706725,24.595475,25.5317,25.88635,26.15635,26.7738,-6.13975,-8.4234,-9.93105,-87.192
