DOY2,HR2,CO2_1_1_1,H2O_1_1_1,FC_1_1_1,SC_1,G_1_1_1,G_1_1_2,G_1_1_3,H_1_1_1,LE_1_1_1,SH_1_1_1,WS_1_1_1,USTAR_1_1_1,TAU_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,RH_1_1_1,TA_1_1_1,VPD_1_1_1,T_SONIC_1_1_1,TS_1_1_1,TS_1_2_1,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,NEE_1_1_1,PA_1_1_1
1,0.25,626.9096771,17.939293425,8.34152419999988,8.93493059999995,11.547633,8.8896372,7.18310919999998,2.5473985,49.5522034249999,7.01843825,3.8954165,0.69276975,-0.000447,1.6488735,1.38641675,0.82931025,100,17.0942,4.832867,18.2034385,18.736034,18.428078,4.403446625,0.412000875,0.48411225,3.6443412,391.44227,393.04658,11.2356103,103.404163375
1,0.75,609.8967759,18.884724375,8.26448600000001,10.0294126,12.140538,7.6827755,6.95244609999996,4.26379285,65.0917431999999,4.844350575,3.9604152,0.7311516,-0.0004456,1.575629,1.4929102,0.8248916,100,17.38215725,4.60850775,18.1048952,18.707339,18.350215,2.191074875,0.40975455,0.573952,3.25020895,386.2672725,393.881545,14.10790625,103.404849625
1,1.25,673.588583424999,19.2710136,6.888865,5.11811397500001,11.850931,6.75136664999998,6.79146364999997,6.43278729999997,59.6591075,5.35498684999999,3.944928,0.783182199999999,-0.000364600000000001,1.5728994,1.4956626,0.8372106,100,17.4704175,3.85432469999999,17.6878504,18.69078,18.3335755,3.133967725,0.42176,0.392723425,3.314340425,384.056935,390.5651925,7.948454625,103.412910125
1,1.75,619.281149,19.1375258,8.78214029999999,2.2141376,12.141937,8.18996379999999,6.10964259999998,5.36626425000003,56.65301535,7.6478665,4.22257899999999,0.7674587,-0.000491825,1.618210625,1.42087995,0.81122355,100,17.5279875,3.8364865,17.3194428,18.683515,18.303732,3.74599415,0.425067,0.57377025,3.457644625,387.6813,392.10936,10.608114,103.39975955
1,2.25,599.4368964,19.16500735,6.4467237,6.1819477,13.10387825,8.16517827499998,6.03856327499999,8.88110040000002,91.7299731249998,5.28702195,3.93135975,0.74122575,-0.000431125,1.579005125,1.40430975,0.777451875,100,17.4222205,3.60474525,17.508725,18.67917075,18.3565615,3.24288185000001,0.42694475,0.5224952,3.483575025,375.29155,395.599,6.5296475,103.399061175
1,2.75,618.34312055,19.242501,20.402872,4.55069359999999,13.209474,8.82248872499999,6.56930397499999,4.16352225,56.776407325,5.912211575,3.7164847,0.6749401,-0.000476975000000002,1.5049936,1.3558775,0.7778886,100,17.526804,3.61065685,17.3463,18.6293895,18.2997065,3.67135,0.42683735,0.678086599999999,3.3878542,375.31711,394.5477875,15.28328545,103.4001
1,3.25,575.77767585,18.962423525,12.6464186,8.2802605,13.1710015,9.107063975,6.6741413,8.75194264999993,56.035240875,6.8692953,3.824840275,0.69227385,-0.000328500000000001,1.52768435,1.411562625,0.783775175,100,17.3048705,3.655901495325,17.3877389,18.59085175,18.15905575,1.825546575,0.42275925,0.62208425,3.365630125,375.1690775,393.473105,12.662578475,103.4095
1,3.75,590.21828015,18.8700806,6.57217125,8.0346132,11.9322995,8.63443857499998,6.41816792499999,2.96044109999999,54.1048567999999,6.06556357499997,3.768292,0.643666,-0.000263,1.548318,1.256264,0.745038,100,17.34572175,3.67562159685,17.53873635,18.56478625,18.06904725,2.55272295,0.428405375,0.938662425,3.220004,380.3955,393.580275,8.32067145000001,103.4128255
1,4.25,684.189335125,18.7562791,6.28226784999999,5.6496754,13.10377175,10.95160365,7.28822814999999,6.40095957499998,43.0113325,3.37001515,3.686693,0.713757,-0.000533,1.55942,1.355802,0.831921,100,17.381669,3.923306,18.196,18.51671025,18.07402525,2.872581625,0.428429625,0.6987096,3.168039075,382.083105,394.7241875,6.619287875,103.42438925
1,4.75,660.838536,19.012652675,4.77154647499999,11.46716015,13.8396155,11.0176936,7.7428708,7.26901464999997,66.39867875,4.55840299999999,4.08906039999999,0.764245749999997,-0.000259875,1.932559,1.609094825,0.883984999999998,100,17.55765,3.480872104375,19.453935925,18.476276,18.105554,4.4370455,0.43581765,0.6484032,3.13473005,387.8375,396.931775,6.66929495,103.42373695
