DOY2,HR2,USTAR,FC,H,LE,CO2,H2O,TA,G,TS,NETRAD,RH,VPD,WS,SW_IN,PA,PPFD_IN
1,0.25,0.0235255,-1.084625246825,-40.3126916625,-6.4079230775,360.966033605,0.855648669,-22.4536,-45.2725733885,-7.50167825,-71.1203585225,61.6281,0.1936279854,0.663253615,0,96.38718913,0
1,0.75,0.0425745,-1.580609819525,-38.1622222375,-4.2019979275,361.206759635,0.8607459468,-22.582075,-47.07848230325,-7.572477666925,-71.77075466,62.349575,0.1994727009,0.5334008675,0,96.333015795,0
1,1.25,0.0372239,-0.83944358745,-47.73695532,-6.047324625,361.60956959,0.88048165765,-22.7777,-47.68606712175,-7.653389,-71.818646975,63.6558,0.213658460525,0.470354335,0,96.3106497,0
1,1.75,0.0273595,-0.5948668787,-37.76556584,-6.1622222875,359.92166072,0.894179788375,-22.961625,-46.98520155,-7.73209825,-69.2124200675,63.615425,0.1783332555,0.571726145,0,96.31087802,0
1,2.25,0.0358731,-0.956486047275,-38.32387086,-4.45464807,359.3822867975,0.9136204379,-23.1262,-48.8208186,-7.823742,-69.2533257725,62.91285,0.172475842675,0.5537160525,0,96.3131836,0
1,2.75,0.0494961,-1.051317836675,-33.088550815,-4.0599127,362.155495965,0.8624045535,-23.2062,-48.0200878975,-7.901025,-69.88427197225,63.2669,0.1700575938,0.5870829425,0,96.318142745,0
1,3.25,0.0336099,-0.7755087878,-39.7880580175,-7.242707485,362.19474756,0.91697591315,-23.320775,-47.49830456425,-7.986645583075,-72.03805079825,63.03925,0.1641938435,0.3806552425,0,96.30570505,0
1,3.75,0.03379327,-1.9505367957,-42.9967262,-5.447895575,362.16379259,0.91828054355,-23.5077,-48.684738686,-8.085566166925,-67.7474,62.9793,0.1639028288,0.4565450675,0,96.302425575,0
1,4.25,0.04702063,-1.501121158875,-34.4024911,-4.84190275,361.98404434,0.9027676816,-23.9090187675,-52.52580924,-8.136230083075,-66.0152,62.318125,0.143001024,0.4534381075,0,96.3055896875,0
1,4.75,0.04541523,-1.3928830936,-44.07889194,-3.5319496325,362.1075542825,0.8543662372,-24.11034148,-48.67318577,-8.186286166925,-67.8413,63.350175,0.099724836875,0.2376839775,0,96.3011884875,0
1,5.25,0.0246086,-0.6483481116,-43.32061912,-4.573366275,361.97574635,0.8571696661,-24.44594086,-49.700547975,-8.25947625,-67.222375,64.03735,0.120000353875,0.62772216,0,96.2930641125,0
1,5.75,0.037613,-1.388214820475,-43.4590451725,-4.660330395,361.31194048,0.8439790375,-24.55661798,-48.70711269325,-8.305790583075,-67.46725,62.792475,0.045366599475,0.365488235,0,96.30737308,0
1,6.25,0.0361743,-0.4968590546,-36.55154515,-7.533616815,361.13061226,0.6831070654,-24.6407245,-50.03565300325,-8.34581425,-64.79325,63.98275,0.101110263775,0.3610831325,0,96.3264065,0
1,6.75,0.0391828,-0.9423707454,-36.073887,-3.9510009,361.269865125,0.833575495075,-25.20346995,-49.5125067225,-8.339619916925,-66.21094938325,63.47985,0.17370712855,0.2975930775,0,96.3595877,0
1,7.25,0.0375107,-1.2892756549,-38.0809667175,-9.548393185,361.6819101725,0.74404758475,-24.662647465,-49.76151989925,-8.345892583075,-66.05578191625,64.385425,0.11456732,0.392191325,0,96.38064688,0.09912025
1,7.75,0.03090819,-1.1082399816,-37.81197704,-5.929577345,361.918701325,0.82226163175,-24.926227,-49.04522674675,-8.265237416925,-63.342971725,59.891825,0.0720868923,0.256301855,0.61692875,96.432515125,4.5485725
1,8.25,0.038311089,-1.1023787846,-38.2689779375,-5.4774951275,362.2420356375,0.8329581012,-24.94215246,-47.29451611,-8.14438125,-63.20066075,59.746825,0.121139806975,0.4568942275,6.31349,96.4592324825,26.182025
1,8.75,0.041021117,-0.78830842485,-39.4312095,-4.1859423425,361.0833896125,0.7836029341,-24.6021,-40.47239561,-8.15893125,-57.0264625,59.87865,0.1590156101,0.84029247,17.405190675,96.4899616125,52.497525
1,9.25,0.04518320375,-0.7135175412,-35.305573475,-3.8714283,360.27035918,0.914071376125,-23.468275,-35.26687902175,-8.180355,-44.2772825,59.72825,0.20331622545,0.91443278,30.97230114,96.47504582,103.611375
1,9.75,0.02969185025,-1.792286483775,-33.6813325,-2.488008785,361.441117345,0.759877442675,-22.9656,-29.1199401,-8.14935,-33.9182225,59.14605,0.30914571,0.94492965,48.842725,96.46067656,115.129775
1,10.25,0.040558826,-0.99413043435,-34.6008916,-2.52134899,361.208107635,0.8845341544,-22.93995,-25.0432234625,-8.1035525,-21.4138625,59.585225,0.3377332819,0.9657020875,51.97875,96.4522218375,151.527
1,10.75,0.05278937,-0.8456968081,-31.6939787875,-2.924783,360.8874014125,0.8757116628,-22.2783,-20.039417075,-8.0367875,-19.178665,52.559925,0.33390416955,0.8917256975,74.710525,96.41995738,185.219
1,11.25,0.0575366675,-0.7270358092,-39.6918963475,-1.548350625,361.24142746,0.856207743025,-21.301875,-16.6361,-7.9867225,-18.03044,54.43895,0.3426669975,0.9630679,80.5545,96.38834912,189.54
1,11.75,0.0512323,-0.5739727633,-41.47358107,-0.9225181,361.7730941775,0.8014281994,-20.9844,-12.9817,-7.96376,-10.7522,52.524675,0.41428748525,0.965435185,65.18495,96.34964103,133.20525
1,12.25,0.07743110925,-0.6345983669,-36.46352406,-2.68168135,361.920246905,0.8059956653,-20.37225,-12.24420085,-7.89567625,-17.37183,50.2756,0.340623874,1.0190662225,68.1742,96.32044828,167.801
1,12.75,0.05625857925,-0.626898457625,-31.85076009,-1.28606238,362.217778055,0.81002209595,-20.41375,-11.52009759075,-7.8119175,-20.1813275,49.07045,0.501792305375,1.199054495,86.452599475,96.316788845,235.93725
1,13.25,0.053074,-0.8006885816,-46.352878925,-0.4709121375,362.5310076,0.8302080678,-20.37025,-7.762739275,-7.72318875,-27.66853,46.13915,0.500531252325,0.928128935,60.91351716275,96.31929705,215.12875
1,13.75,0.0577489455,-0.8678922102,-40.6982415,-1.841510325,362.35009469,0.834363108,-20.33945,-11.99911001675,-7.6385575,-31.1114775,47.282925,0.5191366261,0.8976012175,50.902748,96.31675647,177.6225
1,14.25,0.0517608,-0.6358012474,-41.64318165,-3.7723802825,362.622215455,0.834504943,-19.863275,-21.26967248075,-7.5457125,-47.99844,46.967125,0.50277864945,0.9095551575,46.19913600725,96.342424985,175.517
1,14.75,0.0458697,-1.9512693048,-41.9788686925,-4.886888305,362.52316492,0.838861584375,-19.70335,-26.40391937,-7.4779175,-73.785165,46.33445,0.51134294885,0.8426068475,34.504625,96.360048275,138.1895
1,15.25,0.05356511025,-0.9793905884,-37.6210989,-2.052151325,362.21108248,0.832190872525,-19.6105,-25.89413864,-7.42399625,-73.884925,46.78905,0.5094325692,1.2086914,24.5507102,96.37900258,92.921
1,15.75,0.0471955115,-0.643933665775,-41.8449397775,-1.80405285,362.0821755775,0.82608861395,-19.824825,-39.59887547175,-7.37394125,-78.287010073,47.274075,0.3563789519,1.1497726975,13.951275,96.4046083775,47.2266
1,16.25,0.045090475,-0.381875995,-41.5865083075,-6.5058690875,361.91970122,0.8287357344,-20.116225,-45.83411192,-7.3288725,-76.407287306,48.919925,0.40870403095,1.14307355,6.964294060975,96.4297744625,22.6062
1,16.75,0.04285698025,-0.7621389273,-42.6311581375,-4.422855225,361.6198412925,0.84803753775,-20.3433,-48.50139850175,-7.2962625,-74.26625,50.5528,0.421772574625,0.9774441975,1.060531,96.45001315,4.6075375
1,17.25,0.0448916275,-1.22275541475,-38.173443155,-3.8329525525,362.231233915,0.879855361475,-20.8725,-54.22309295675,-7.27433875,-72.3895907775,52.3465,0.3885182847,0.8881803875,0,96.47141144,0.07455
1,17.75,0.0432936325,-0.8924213632,-36.695267725,-3.238186,361.89766513,0.906495626475,-21.213575,-54.9393774075,-7.2706675,-75.03690213,54.05775,0.36619663545,0.831459685,0,96.5317964625,0
1,18.25,0.03024106075,-0.5661621499,-39.90744729,-4.90361204,361.356677465,0.895508715425,-21.73525,-49.72036565075,-7.27156125,-73.1933630225,54.303175,0.31460783585,0.60791045,0,96.55234107,0
1,18.75,0.03208485075,-0.561874067,-45.669913,-5.7746317375,362.066052855,0.893287066875,-22.11185,-51.355027721,-7.26919125,-72.3416,54.662525,0.297916530375,0.5776122275,0,96.57280924,0
1,19.25,0.0365194455,-0.4653458613,-47.478171575,-5.4661411025,362.375527975,0.8706037883,-22.54801015,-48.16917309675,-7.2727725,-72.2423357725,55.998425,0.2947288072,0.572219825,0,96.59166183,0
1,19.75,0.03920270625,-0.3274293686,-49.530343445,-5.9784201225,362.158073845,0.8622219534,-22.53545,-47.51435339675,-7.2727325,-70.29648804375,57.363,0.3000281752,0.64227213,0,96.598197555,0
1,20.25,0.03267647125,-0.89273987945,-36.49412046,-4.0201997125,361.77913306,0.865211144875,-22.937475,-42.32865,-7.27608875,-69.805637484,57.127825,0.2867654261,0.892394075,0,96.61510468,0
1,20.75,0.026661055,-0.6813328041,-40.46632575,-3.11879558,359.36188572,0.8670909599,-23.003,-43.10943833325,-7.28010875,-70.527726541,57.7763,0.2692299139,0.59450216,0,96.64409332,0
1,21.25,0.03640229125,-0.9251775087,-34.9821152625,-3.67690906,362.7052732575,0.864534609375,-23.168775,-43.404227,-7.28830375,-69.6258664665,57.5557,0.2584913193,0.647381855,0,96.623272695,0
1,21.75,0.0324219375,-0.508076788675,-38.5288703,-3.539816125,362.579156425,0.860268088425,-23.27425,-42.67097125825,-7.31128375,-73.2065840225,57.906775,0.25831028215,0.82999626,0,96.565772265,0
1,22.25,0.0401847485,-0.541257172,-46.0828202075,-3.67952755,361.5842814,0.86109297575,-23.3245,-43.9313339725,-7.330095,-75.16164591,60.006475,0.23899365525,0.74912481,0,96.51676482,0
1,22.75,0.037031165,-0.6998796352,-35.61468695,-5.3117229875,361.6278981225,0.8578769144,-23.853375,-45.2052023375,-7.35035125,-73.1765990795,59.502625,0.244491309,0.846311315,0,96.4738693125,0
1,23.25,0.03283998525,-0.684322201975,-44.6443176875,-3.97134857,361.0616071675,0.853555523,-24.0643,-44.309818,-7.39396025,-67.5223108725,59.405475,0.215945708875,0.590063675,0,96.455534005,0
1,23.75,0.048587675,-0.777606219675,-45.728189325,-6.1777999,360.80007224,0.855176295,-24.08235,-45.68865831,-7.453772750075,-71.172811285,61.692425,0.21551491925,0.56255277,0,96.4369991675,0
2,0.25,0.03679901,-0.9324264657,-36.0952119125,-7.241298405,356.6768533125,0.57233218455,-24.18675,-43.6642,-8.507828366925,-77.219175,54.068625,0.063039080175,0.4400165825,0,96.7216335525,0
