DOY2,HR2,CO2,FC,H2O,H,LE,PA,T_SONIC,VPD,U_SIGMA,USTAR,V_SIGMA,W_SIGMA,WS
1,0.25,418.78586085,0.47972892875,5.491572162,-1.824865264,11.7167707875,102.16746655,2.1,2.26846583075,1.099499251,0.4154459165,0.917358447,0.5261947385,6.5037766905
1,0.75,419.588471325,0.46600599475,5.41208967875,-2.17590993,10.938,102.16259725,1.925,2.17822831525,1.0583851715,0.391992801,0.92670204225,0.543331647,6.35283807025
1,1.25,418.36161365,0.4878086125,5.454665019,-2.41501867075,10.632114165,102.1704067,1.9,2.165249963,1.0570610585,0.40228490325,0.9064919905,0.5290385465,6.0468175895
1,1.75,418.46617655,0.460076466,5.30926671,-2.779004335,10.3611731675,102.19070375,2,2.174298729,1.022976605,0.3897661245,0.8918473075,0.545605052,6.0955483745
1,2.25,417.6992757,0.403710135,5.372460172,-2.1014988645,12.099443,102.211938,1.9,2.14248956,1.0400345085,0.3936718745,0.8566908025,0.5238022205,6.042844459
1,2.75,418.01820815,0.420035379,5.298582572,-2.0748980895,10.77464242,102.212055025,1.7,2.050145418,1.0540644045,0.3950129755,0.918152868,0.540662966,6.151436504
1,3.25,417.8843537,0.42930451025,5.122573919,-1.9857743175,11.24615577,102.204065975,1.7,2.016563497,1.05291526975,0.398601676,0.8795066455,0.54686561025,5.9499368245
1,3.75,417.6784901,0.46657,5.0025,-0.997368481,11.07802664,102.1949528,1.725,1.9544416335,0.9985155,0.389176551,0.843322472,0.532380441,5.956295391
1,4.25,417.779365175,0.396945681,4.92964514825,-1.1995656785,11.05906645,102.19700165,1.4,1.9215399545,0.98456983975,0.3881116585,0.84453984475,0.53512115425,5.858893625
1,4.75,417.852039725,0.4333365365,4.92264448825,-0.747227242,11.8490132675,102.192326925,1.349,1.89311241875,1.0182106115,0.39051028625,0.84448591225,0.530547377,5.9240488555
1,5.25,417.938943875,0.432378649,5.050296439,-1.445957214,9.9672565005,102.2296241,1.4,1.906456661,1.02889972925,0.38280078,0.83535631375,0.55087288075,5.967890214
1,5.75,418.11438525,0.498942281,5.3999248965,-1.48261484,11.455,102.2389342,1.3763433,1.830987249,1.075064697,0.420426686,0.8759483605,0.5489415125,6.1476154965
1,6.25,418.53300645,0.4517960075,5.3245475755,-1.956754862,9.503156937,102.2665531,1.3,1.7925492125,1.0303493555,0.394429472,0.8471990115,0.5279873295,6.1160885445
1,6.75,417.60651695,0.46881361525,5.41707492,-1.561450229,8.54675645225,102.27725,1.3,1.77612016,1.10725351325,0.43321348875,0.91008313575,0.56647668175,6.30106851875
1,7.25,418.53461015,0.4663965645,5.2370297735,-1.232839272,9.5270214535,102.318566025,1.1,1.751157125,1.1207013015,0.4015224045,0.913606734,0.5332525265,6.0467156335
1,7.75,418.7025221,0.556875063,5.27387864,0.49956978525,11.67706661,102.34902815,1.25,1.80082892175,1.071951295,0.422579282,0.884153129,0.563093798,6.0739
1,8.25,419.040556,0.57663601675,5.33059759175,11.0345023175,17.70933056,102.3832538,1.6,1.9349263625,1.193513093,0.46483736375,0.9561628535,0.5918852445,6.70503670425
1,8.75,418.361415925,0.5641926715,5.424674121,19.1453681175,22.77710812,102.40725805,2.125,2.0977733485,1.21473062375,0.47217983975,1.0693609485,0.65152980025,6.7326180005
1,9.25,417.423841925,0.704422609,5.388677652,31.350882135,29.16884418,102.37327935,2.6,2.277266909,1.3593270875,0.479353824,1.1393776,0.670678909,7.776817644
1,9.75,416.2983582,0.679786412,5.361561137,49.563329025,36.85015224,102.383455,3,2.512878895,1.35733059125,0.50893451275,1.21248302475,0.6711826745,7.87361903125
1,10.25,414.92362395,0.4993673855,5.2472573045,57.848283455,45.05431199,102.3784875,3.275,2.76296881825,1.47626526825,0.53604147725,1.31501915825,0.71949097675,7.87226482675
1,10.75,414.2292654,0.369054777,5.29191747575,70.3602864575,52.84186379,102.3571336,3.390732325,2.99592384,1.47234208975,0.5170196465,1.352833433,0.6964325925,7.740936536
1,11.25,413.963039875,0.18001755,5.225933763,77.147177525,55.6266962275,102.3170558,3.5138135,3.283195097,1.456637726,0.526664084,1.4088660305,0.7185857665,7.929467352
1,11.75,413.8173706,0.21086356,5.173464664,79.88363959,59.44511048,102.2919968,4,3.4695552075,1.483315499,0.5143361915,1.4471985445,0.723724983,7.86151756
1,12.25,413.378398625,0.111965452,5.0485129945,64.55563014,56.41893011,102.25284215,4.3825,3.4973378365,1.564187931,0.53891367325,1.42008447575,0.7252411795,8.03708884475
1,12.75,413.217745025,0.16433041775,5.007810095,60.1297111925,58.936261085,102.2065967,4.425,3.66367167,1.502221443,0.530481427,1.440116358,0.733256231,8.071969789
1,13.25,413.1022199,0.0986238065,5.155110204,55.17814426,56.5798767825,102.1738865,4.8,3.702428111,1.473896629,0.542855895,1.405588679,0.69728,7.826179142
1,13.75,412.4469966,0.188978243,5.12422545125,44.962256655,53.6113263225,102.17071145,4.7900487,3.847186153,1.51318819025,0.51770619825,1.3776621765,0.70000143075,7.9008818405
1,14.25,412.141772875,0.0773,5.119417222,34.923550635,46.66186863,102.1493883,5,3.894814301,1.4128073955,0.508091883,1.365434554,0.659985429,7.672854214
1,14.75,412.255778925,0.1329495665,5.154666834,23.105,47.81317501,102.1761686,5.25,3.896692027,1.3379,0.497265896,1.2952,0.66447183,7.510401236
1,15.25,412.28805455,0.0783,5.1289,10.16534092,38.33370018,102.1854394,5.15,3.8774275565,1.423642386,0.476977388,1.204286697,0.672967822,7.328102461
1,15.75,412.467124575,0.165605637,5.1848128405,-0.0955866585,31.4451,102.177425525,5,3.820369456,1.2675675075,0.45060839,1.1032421495,0.6323881095,7.169531668
1,16.25,412.6567995,0.191144747,5.3258825885,-1.541827412,25.371538085,102.154,4.825,3.66654134925,1.22708681775,0.4400238905,1.0441513495,0.61145574125,6.7622789545
1,16.75,412.408641025,0.2403733465,5.344866593,-2.23394394925,18.93741853,102.1839552,4.625,3.56856438125,1.153591342,0.425451605,0.996995218,0.577649102,6.485071223
1,17.25,412.4647164,0.2739770435,5.3778950545,-2.015403739,18.160689475,102.2138645,4.4,3.435692335,1.204275,0.42376468425,0.91827946425,0.53333383425,6.53522832525
1,17.75,412.8001399,0.282000371,5.43701819225,-2.3046003415,13.988213105,102.248501375,4.4,3.3107639095,1.216126663,0.412854892,0.87896928375,0.53632851425,6.2938476345
1,18.25,414.3377082,0.37729092175,5.4719256325,-3.035906331,12.53975,102.256825125,4.275,3.1339,1.083483432,0.4056798465,0.963715349,0.5372725425,6.431548363
1,18.75,415.891367075,0.371591831,5.5616,-1.732582097,13.14739711,102.2742958,4.025,3.0133,1.1628653245,0.419421304,0.9423862355,0.5440484095,6.571818546
1,19.25,415.916868225,0.42168344425,5.5851462565,-1.8557068385,14.0133502,102.272435775,3.65,2.927294845,1.1627290875,0.4114814145,0.9530492405,0.569977121,6.6474608615
1,19.75,416.038773,0.4078910285,5.730475234,-1.82582993425,13.42238079,102.257,3.5,2.80447625425,1.18276678625,0.41994615475,0.99227065225,0.58924099,6.81602234525
