DOY2,HR2,H,LE,NEE,TAU,USTAR,CO2,H2O,WS,PPFD_IN,PPFD_OUT,NETRAD,TA_1_2_1,RH,G_1_1_1,G_1_1_2,G_1_1_3,G_1_1_4,TA_1_1_1,TA_1_2_2,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,VPD,PA,SW_IN,SW_OUT
1,0.25,17.144,10.883975,0.5415625,0.0052025,0.8938,396.496,6.9296475,12.846,17.69075,0.292225,0.387625,8.22575,95.615,11.702,11.87375,5.100775,4.664575,6.46875,8.65449999999999,0.869725,1.223075,1.255725,1.380775,1.89705,1.0092,1.051975,1.190775,1.495025,1.90855,6.24450000000001,92.1525,0.00767499999999999,0.116175
1,0.75,15.150675,12.93135,0.563202,0.0037025,0.8901975,398.0431515,6.9014,12.954775,17.7635,0.278499999999999,-0.600650000000002,8.254,95.1775,11.472,11.4335,5.25277499999999,4.44695,6.378,8.021,0.873100000000001,1.28695,1.24365,1.27385,1.892925,1.01605,1.014725,1.13915,1.4585,1.919275,5.64325,92.1525,0.0626499999999999,0.267299999999999
1,1.25,13.74025,13.32475,0.56138,0.0022075,0.9220075,396.8655,7.005325,13.442625,17.776,0.327025,0.695849999999983,7.8885,95.3575,10.265,10.9575,5.40152499999999,4.23099999999999,6.43,8.1135,0.846700000000002,1.1474,1.19645,1.2958,1.93445,1.06215,1.039,1.14685,1.4782,1.9572,5.61525,92.1525,0.0168,0.06925
1,1.75,5.86514999999995,11.4539775,0.5640015,0.00352999999999999,0.95358,396.9,7.019015,14.53637,18.016,0.298825,-0.0127500000000152,8.25600000000001,94.915,10.317,12.378,5.1017,4.04257499999999,6.548,7.974,0.81145,1.0644,1.2081,1.2872,1.89575,1.097125,1.058475,1.093875,1.4064,1.899075,5.65525,92.1,0.0454999999999999,0.2762
1,2.25,6.05882499999999,11.5646,0.76345825,0.00564249999999998,0.90591,395.30618,6.85148,13.451875,18.036,0.3438,-0.184800000000001,8.24750000000001,94.9525,9.85250000000002,10.5875,4.933225,3.845025,6.574,8.16250000000001,0.848450000000001,1.09325,1.2123,1.3531,1.955375,1.123675,1.098975,1.1595,1.460875,1.953775,5.76675,92.1,0.0682249999999999,0.34955
1,2.75,5.00661,12.972555,0.6009025,0.00312999999999999,0.88162,396.03175,6.8327,13.0212375,18.0645,0.367124999999999,0.232799999999998,8.39700000000001,94.2525,10.7095,10.126,4.94349999999999,3.64205,6.482,8.188,0.821600000000001,0.963850000000001,1.11985,1.317,1.8562,0.989599999999998,1.06795,1.04375,1.359525,1.8783,5.74525,92.1,0,0.062575
1,3.25,5.12648749999998,11.3446,0.595281999999999,0.00317499999999999,0.8994275,396.93775,7.099075,13.699625,18.379,0.41555,0.188549999999988,8.30900000000001,93.6525,11.1285,10.0595,5.07555,3.4041,6.376,8.36750000000001,0.845,1.089,1.1894,1.318,1.907875,1.0781,1.16525,1.107375,1.425,1.92295,5.74975,92.2,0,0.10835
1,3.75,7.23496749999996,10.55864,0.68888,0.00494499999999999,0.9036625,397.209,7.0661075,13.676834,18.5385,0.30135,1.47964999999998,8.47550000000001,93.305,11.307,10.0845,5.198425,3.140275,6.226,8.247,0.91515,1.0206,1.14925,1.3266,1.894725,0.9896,1.066425,1.1654,1.468525,1.907025,5.56975,92.1,0,0.0890249999999999
1,4.25,7.78173749999996,11.6288,0.700726,0.00638999999999999,0.9326225,395.72,7.1129875,13.69304,18.9235,0.38735,0.0404999999999942,8.5695,94.105,8.869,9.41550000000001,5.351775,3.0344,5.932,8.6115,0.876750000000002,1.00765,1.16985,1.3313,1.872175,1.022525,1.099025,1.106625,1.400675,1.89405,5.52775,92.1,0,0.02735
1,4.75,15.5724,12.33722,0.715419,0.00521,0.89313,395.5685,7.16255999999999,13.330644,19.2925,0.304425,0.816149999999993,8.402,94.02,8.217,9.61600000000001,5.46632499999999,2.981575,6.17,8.15300000000001,0.893850000000001,1.1039,1.17665,1.34285,1.88755,1.001,1.0874,1.118,1.4289,1.91725,5.533,92.1,0,0.174425
