DOY2,HR2,CO2,FC,H2O,H,LE,PA,RH_1_1_1,RH_1_2_1,T_SONIC,TA_1_1_1,TA_1_2_1,TA_2_1_1,VPD_1_1_1,VPD_1_2_1,USTAR,WS_1_1_1,WS_1_2_1,G_1_3_1,G_2_3_1,G_3_3_1,G_4_3_1,LW_OUT,SW_IN,SW_OUT,LW_IN
1,15.75,644.468,-0.255641,7.96687,206.649,80.3763,96.0078,33.085,33.0075,28.4022,27.7075,27.9625,27.36,31.201565595,31.3369407625,0.555191,1.9135,0.7895,27.8025,58.395,62.205,37.4675,476.4,520.7,57.25,369.8
1,16.25,644.669,-0.175446,8.08372,175.21,77.5087,95.9932,34.235,35.11,28.4888,27.3875,27.725,27.03,30.7758127375,31.018488835,0.530836,1.852,0.8055,27.4575,46.545,64.21,29.0525,475.4,442.3,49.75,369.5
1,16.75,644.143,-0.14566025,8.19477,127.307,69.353125,95.99295,35.6375,36.43,28.1854,27.095,27.2725,26.755,29.9794216425,30.7073309625,0.53295325,1.7865,0.73675,23.685,38.635,43.475,19.035,467.025,343.7,42.2875,365.925
1,17.25,644.4875,-0.0579905,7.9406725,82.382625,48.437975,96.003675,37.18,37.9925,27.884075,26.9325,27.0725,26.64,29.433825385,30.0209043475,0.5074395,1.77525,0.668,17.4325,28.5625,21.095,13.8,458.025,246.525,34.675,364.975
1,17.75,645.29325,-0.0074621125,7.89854,35.89665,37.79305,96.024875,39.1375,40.5525,27.5132,26.1175,26.065,26.03,27.93688648,27.4034420375,0.49506775,1.65975,0.686,12.2125,18.2125,14.035,10.38,448.025,152.35,27.5975,362.325
1,18.25,647.8545,0.02851455,8.355685,0.3154465,21.45875,96.0286,40.0675,41.855,26.7201,25.1925,25.035,25.17,25.9824357575,25.190795345,0.454704,1.36875,0.513,8.0975,1.5805,4.2125,6.82725,436.05,62.065,17.1775,356.55
1,18.75,649.9545,0.04315195,8.5862125,-4.75403,9.84556,96.03965,45.355,46.86,26.082525,23.615,23.2125,23.885,23.1877344,21.70748001,0.41908725,1.04275,0.13975,3.98475,-7.04825,-3.1565,2.6405,424.85,6.486,3.57275,352.15
1,19.25,654.14,0.0446045,8.653355,-3.243415,5.803555,96.06155,45.9925,51.86,25.13795,22.2025,21.3425,22.84,20.2948177225,18.89793826,0.3774025,0.8245,0.08825,0.77025,-12.9075,-7.805,-0.47675,415.9,-2.721,2.8765,346.1
1,19.75,656.356,0.04355525,8.88938,-2.928615,5.34488,96.08685,49.3175,56.7175,24.00295,21.16,19.8725,22.01,18.559599735,16.50533849,0.3226665,0.778,0.11775,-1.9735,-13.7925,-10.12,-3.5385,409.1,-2.0975,3.274,346.6
1,20.25,658.5795,0.05064775,8.782555,-2.71113,5.25793,96.1055,52.685,59.2225,23.7135,20.475,18.6425,21.395,17.499279535,15.0137086825,0.433582,0.768,0.129,-3.99775,-15.2375,-11.875,-5.627,405.3,-1.873,3.742,344.5
1,20.75,661.6805,0.05330105,9.04276,-0.1459115,4.698585,96.13445,55.13,61.86,22.7571,19.79,17.8475,20.61,16.871797905,13.466973445,0.428232,0.8345,0.14675,-5.4085,-15.1,-12.61,-6.713,401.95,-1.7405,3.398,342.6
1,21.25,663.4235,0.0486668,9.313675,0.50734275,5.8539075,96.149,57.1225,64.0525,22.669875,18.87,17.435,20.085,15.49238616,12.7760321675,0.463945,0.80925,0.177,-6.486,-15.8925,-12.485,-7.68,400.05,-1.6945,3.2155,338.075
1,21.75,666.03025,0.0447987,9.0958375,-0.73748975,3.245655,96.164575,60.785,68.33,22.183775,18.35,16.8775,19.64,14.3915440825,11.9626973925,0.391423,0.73425,0.14925,-7.32,-16.99,-12.4875,-8.6875,396.95,-1.51575,3.31225,337.175
1,22.25,668.14675,0.0448256,9.3494225,-0.46105325,3.5097675,96.178325,61.665,69.045,21.52045,17.83,16.5625,19.0825,13.47723494,11.3326828225,0.341816,0.69475,0.141,-7.63,-16.7075,-14.045,-9.645,394.575,-1.55025,3.50375,335.9
1,22.75,669.63125,0.050334425,9.24394,-1.5466525,3.530235,96.180525,62.0275,71.225,20.85915,17.4325,15.9675,18.68,13.07565697,10.5832752225,0.32514625,0.6815,0.179,-8.4775,-17.6075,-13.975,-10.17,392.925,-1.362,3.34825,332.225
1,23.25,672.8345,0.05365235,9.499595,1.33668,4.238535,96.18015,63.715,72.675,20.15595,16.9375,15.4375,18.235,12.333307345,9.9891272865,0.25340825,0.713,0.2285,-9.5,-16.8975,-14.2375,-10.6375,389.975,-1.24525,3.30075,332.55
1,23.75,672.5275,0.081103025,9.572525,-0.267354,5.2370625,96.1827,66.4875,74.075,19.91695,16.69,15.035,17.9675,11.496791385,9.18912814625,0.31637825,0.7155,0.19625,-10.07,-16.5125,-14.775,-10.98,388.275,-1.03775,3.4225,336.7
2,0.25,667.631,0.04732716,8.972632,0.176658,3.69514,96.1215,65.6575,74.525,20.84482,17.2525,15.395,18.65,13.34133415,10.0646270775,0.4747563,0.711,0.28425,-11.785,-22.51,-15.9625,-11.9525,392.3,-1.382,3.592,334.2
2,0.75,666.544,0.0483971,8.901422,0.89135,2.67426,96.1172,67.47,77.75,20.31376,17.0625,15.2675,18.63,12.7224859875,9.512602309,0.455633,0.65225,0.17875,-12.4525,-22.4775,-16.2525,-12.0125,390.6,-1.111,3.731,333.4
2,1.25,667.168,0.0570475,8.94349,-0.967417,3.15495,96.1,68.8625,78.325,19.9247,16.4975,14.9725,18.11,11.806361765,9.28260124075,0.4405541,0.71275,0.1525,-12.615,-23.165,-16.67,-12.45,388.3,-1.308,3.577,327.3
2,1.75,669.8763,0.0530231,8.8425,-1.12435,5.10937,96.08794,69.6675,78.575,19.7815,16.2875,14.9375,17.92,11.4643939975,8.837236227,0.476939,0.74875,0.115,-12.9,-22.515,-16.535,-12.3225,386.8,-1.164,3.522,330.8
2,2.25,668.71025,0.0482327525,8.80025,0.50044,3.553995,96.0828825,69.355,79.15,19.591965,16.15,14.385,17.5175,11.04451588,8.96583001475,0.46995225,0.7435,0.123,-13.3775,-22.065,-16.4275,-12.3175,385.375,-0.9125,3.61875,331.725
2,2.75,669.72925,0.04980245,8.8670725,1.525375,2.86549,96.075955,72,79.65,19.25665,15.77,14,17.37,10.9245457425,8.1987721355,0.456095675,0.82975,0.2735,-13.315,-22.455,-15.9625,-12.7175,384.275,-1.02175,3.448,330.975
2,3.25,670.728,0.0631051,8.820054,-0.29420675,4.0563475,96.061625,72.35,80,18.915865,15.4275,14.0525,16.995,10.3452156975,8.29902969925,0.46132385,0.79325,0.19225,-13.53,-21.9625,-15.7025,-12.5975,383.325,-1.0485,3.30825,332.45
2,3.75,669.114,0.07134895,8.66302075,-0.32466625,6.654965,96.043425,72.625,79.675,18.7835,15.22,13.4425,16.755,10.0596083025,7.808392421,0.46545895,0.83275,0.1455,-13.3275,-21.505,-15.935,-12.835,382.675,-1.026,3.542,331.25
2,4.25,669.75275,0.0685872,8.7509,-2.49491,4.747545,96.037645,73.3,81.525,18.56615,15.31,13.4925,16.6875,10.4151560175,7.77869932375,0.472020175,0.8745,0.1885,-13.4775,-21.615,-16.315,-13.3,382.65,-0.8445,3.56675,332.9
2,4.75,670.304575,0.09341275,8.5724825,-1.74999,5.07015825,96.037775,73.55,81.625,18.389175,15.22,13.42,16.7525,10.0147748115,7.9608459805,0.461738975,0.97825,0.2205,-13.7625,-21.86,-16.2575,-13.5925,382.075,-1.06375,3.376,328.15
2,5.25,671.6405,0.086082705,8.254715,-2.84355,3.700855,96.024885,73.425,83.35,18.0343475,14.8925,13.4225,16.4025,9.8869570605,7.91584242,0.4623737,0.87975,0.3175,-13.9275,-21.8275,-16.4575,-13.255,380.85,-1.17775,3.36625,325.175
2,5.75,670.1448,0.085564125,8.3116675,-1.1830775,4.2167225,96.0306,76.625,82.925,18.09585,14.375,13.29,16.295,9.50168212625,8.04883385225,0.4709728,0.87975,0.3385,-14.175,-21.21,-16.05,-13.2575,379.35,-1.0745,3.2695,324.4
2,6.25,672.8485,0.09908615,8.31244,-3.434505,5.781085,96.03771,75.7,83.425,18.01735,14.43,13.0075,16.04,9.649778166,7.6466619455,0.43825515,0.98075,0.36475,-14.1075,-20.9025,-16.5025,-13.09,378.55,-1.0805,3.339,327.3
2,6.75,674.7225,0.0861564,8.2976175,-2.178215,5.3601705,96.0407,75.2,83.65,17.7550325,14.4925,13.43,15.64,9.085388979,7.40697677425,0.460356925,0.9615,0.24875,-14.48,-20.5475,-16.5,-12.8925,377.825,-0.79675,3.07025,326.025
2,7.25,674.33725,0.09701845,8.3380625,-5.8486825,4.08374,96.073145,77.975,85.05,17.592425,14.2425,13.125,15.7225,9.0511332115,7.3504906775,0.4375991,0.95775,0.3175,-14.4225,-20.8225,-16.1275,-13.1325,378.05,-0.926,3.08625,327.375
2,7.75,674.053275,0.077258635,8.2532825,-1.684185,4.254755,96.110225,78.075,86.025,17.328675,14.1125,12.79,15.455,8.6470198305,7.338830739,0.445631525,0.8795,0.17625,-14.2325,-21.09,-16.3825,-13.06,376.7,1.04125,3.4205,323.775
2,8.25,674.283,0.0826732,8.14001,-4.30863,6.12796,96.14,76.6,85.825,17.2906,14.195,12.86,15.2425,9.2219200455,7.53920367,0.4728427,1.0085,0.2825,-14.07,-18.4225,-15.5575,-11.6625,378.225,41.27,15.4175,324.15
2,8.75,672.95825,0.0614694325,8.328286,-3.374215,9.5028625,96.16271,72,78.775,17.5666,15.5225,14.3525,15.66,10.615350535,9.14460532025,0.5016005,0.98325,0.379,-13.1025,-10.8275,-13.105,-8.3675,385.7,126.5,29.58,323.1
2,9.25,669.109,0.0136848,8.33045,26.507925,19.665025,96.193875,65.92,69.1225,18.6561,17.5725,17.01,17.21,12.8019277325,12.1078718825,0.5207975,0.945,0.409,-10.535,2.113,-6.992,-5.36725,398.8,241.7,36.26,326.8
2,9.75,664.588,-0.0538935,8.600899,94.39912,34.098225,96.20604,58.405,60.4,20.2373,19.8825,19.5075,19.12,16.40927017,15.9575221175,0.5310795,1.06925,0.3665,-5.51175,16.73,5.07225,0.061,417.8,354,41.89,335.4
2,10.25,660.095,-0.140367,8.65919,139.74,42.1499,96.2347,51.59,54.46,22.4953,21.8975,21.67,21.4,19.27144329,19.105890935,0.5198912,1.221,0.373,0.5545,41.5375,16.0525,10.465,435.8,451.4,48.62,342.4
2,10.75,656.4825,-0.20319,8.184915,172.34575,54.044795,96.251875,47.7325,48.6225,24.0841,23.5625,23.68,22.8,21.7022354075,21.79595957,0.5168095,1.2905,0.4685,6.068,65.4025,27.7925,21.525,453.025,557.4,58.13,351.5
2,11.25,653.0655,-0.31920075,7.868795,219.7615,62.176125,96.25566,43.22,43.735,25.107425,24.695,25.1925,24.08,24.3164423425,25.11854135,0.56029465,1.30625,0.57575,13.345,66.59,43.505,32.3875,466.875,645.225,67.1525,355.1
2,11.75,649.871,-0.37672675,7.640635,260.1565,76.3582125,96.248785,37.9375,37.795,26.36495,25.6175,26.2075,25.12,26.514930205,27.657285875,0.5257899,1.50075,0.63425,21.3875,64.795,49.0675,38.5975,480.075,709.175,74.26,360.575
2,12.25,648.0785,-0.450369,7.54938,281.763,105.91605,96.22531,35.0925,34.725,27.22035,26.2175,27.0125,25.975,28.398924575,29.6060938625,0.549297,1.61575,0.7285,42.25,59.77,65.3375,39.1,491,763.2,80.2,363.9
2,12.75,646.584,-0.463475,7.74006,308.415,99.06926,96.19234,32.16,32.2475,28.0148,26.8175,27.5525,26.6,29.88899399,31.3132882525,0.579518,1.895,0.8205,43.8725,73.5,72.575,44.835,500.2,805,84.6,367.5
2,13.25,644.839,-0.461249,7.51791,319.3308,101.814,96.1515,30.0075,30.1325,28.44053,27.4925,28.1575,27.11,31.171395175,32.6108201175,0.554682,2.05425,0.90575,42.83,82.35,79.3,37.1375,508.1,814,85.8,372
2,13.75,644.023,-0.474445,7.57311,327.054,97.3405,96.0993,29.7425,30.1375,28.71895,27.7725,28.6575,27.57,32.46635499,33.9215527775,0.594581,2.137,0.9205,40.1325,129.225,77.05,39.1325,511.5,820,86.1,373.7
2,14.25,642.92475,-0.4557575,7.196485,325.732975,93.83755,96.048775,30.1625,29.365,29.2592475,28.205,29.0475,27.905,33.0952297075,34.841025775,0.5942495,2.209,0.93275,33.375,129.625,65.915,39.4125,514.8,804.5,84.025,372.675
2,14.75,641.4105,-0.439797,7.20514325,327.7615,96.380085,96.003575,28.4825,28.385,29.3970975,28.725,29.51,28.3125,34.628929805,36.2122279525,0.633784325,2.1095,0.97975,35.1675,113.325,39.0925,40.3575,514.025,768.425,80.625,374.425
2,15.25,640.684,-0.42786075,7.083505,306.6295,92.168025,95.9798,29.2975,29.01,29.7101275,28.815,29.615,28.73,35.121419495,36.6616912275,0.635697,2.246,0.9365,46.6275,82.9,34.74,41.68,511.175,713.825,76.4375,372.8
2,15.75,640.393,-0.35651225,7.12913,274.746625,83.63515,95.9499,28.6725,28.19,29.7015425,28.8625,29.51,28.97,35.4693678025,36.5391252525,0.6111295,2.2415,0.9505,48.9475,64.9025,48.4675,40.615,507.475,658.325,70.02,372.65
2,16.25,640.85025,-0.2727323,7.108405,254.5845,72.024575,95.9337225,28.545,28.485,29.75625,28.87,29.595,28.8725,35.4571993575,36.8240599625,0.587193575,2.20825,1.00175,49.815,54.57,47.7375,39.995,500.275,580.7,62.1725,371.125
2,16.75,640.61725,-0.2769835,7.1510175,208.19925,70.174475,95.92585,27.9075,27.75,29.9000825,28.8175,29.5125,28.845,35.402847115,36.176438725,0.60129275,2.20025,0.87175,44.0675,51.6375,35.3825,33.585,492.175,488.275,53.76,369.25
2,17.25,641.037725,-0.17577115,7.3510495,162.863,54.810135,95.921825,28.34,27.685,30.0094125,28.4725,28.985,28.5125,34.172868415,35.5704094625,0.6067425,2.11425,0.853,30.375,35.11,31.39,27.71,482.225,382,43.7425,367.325
2,17.75,641.98675,-0.107233075,7.5420625,105.741,38.656175,95.936595,30.2925,30.1775,29.867635,27.95,28.245,28.16,33.1839471975,33.5659542,0.566310025,2.05175,0.74375,21.445,22.33,22.73,16.5975,471.55,272.1,35.93,366.45
2,18.25,642.788,-0.0173345,7.6187625,54.145575,28.13117,95.9393525,32.295,32.4975,29.54078,27.39,27.46,27.465,31.767291875,31.28691375,0.5275488,1.88725,0.645,14.7925,3.0845,8.0725,10.39,460.9,161.95,29.0775,358.95
2,18.75,645.3195,0.04357811,8.01931,8.25084575,15.477225,95.951255,35.94,36.81,28.8268825,26.2175,26.13,26.6025,29.470482115,28.28264796,0.49276325,1.54975,0.373,9.5325,-3.91125,-1.06675,6.163,449.9,56.64,15.7675,356.225
2,19.25,647.502,0.055897875,8.2236,-4.90624,6.60397,95.98025,40.21,43.3825,27.2771225,24.67,24.4125,25.1325,25.12075166,24.4973336225,0.4265945,1.10725,0.2405,4.04475,-9.94,-6.41075,2.07925,435.675,1.49425,3.09625,351.675
2,19.75,649.705,0.04661585,8.1555025,-4.17366,3.29293,96.0058,44.715,49.1125,25.894375,23.23,22.32,23.925,22.1928375825,20.31925778,0.41418885,0.898,0.0835,0.04125,-14.18,-9.7975,-1.6095,426.55,-3.3095,3.11475,349.225
2,20.25,651.68375,0.039400545,8.4236575,-2.114625,2.742205,96.032025,47.42,55.2025,24.92805,22.3425,20.7125,23.255,20.6181461575,18.5143405725,0.4272275,0.84525,0.0625,-2.80225,-17.2375,-12.075,-4.32525,419.725,-2.58125,3.7275,345.7
2,20.75,652.68975,0.04228685,8.643745,-2.05686,1.95468,96.0633,49.895,60.6725,24.71673,21.715,19.86,22.68,19.194067625,16.6921392025,0.41961155,0.858,0.05825,-4.90125,-18.8025,-13.5225,-6.251,415.1,-2.3855,3.7695,342.925
2,21.25,655.835,0.056602525,8.759095,-1.8270125,3.07747175,96.086525,52.8375,64.335,23.996595,20.8875,19.0375,22.275,18.11291779,15.38015032,0.42323365,0.7895,0.0825,-6.62475,-19.93,-14.25,-7.71,411.375,-2.3915,3.5795,340.8
2,21.75,658.5285,0.0415337,8.9585625,-1.16682025,2.1044915,96.098325,58.4,65.345,23.531425,20.2025,18.455,21.4875,17.38931485,14.091807485,0.457924875,0.819,0.163,-7.96,-20.48,-14.7225,-9.0425,407.45,-2.12375,3.5505,340.525
2,22.25,659.438375,0.046777075,9.0917625,-0.5167955,3.99543725,96.1114975,58.2475,67.335,23.21915,19.4825,17.7475,20.795,16.1971975575,13.4308673425,0.45872415,0.82525,0.13275,-9.12,-20.76,-15.2525,-9.7075,404.4,-1.94375,3.79675,335.675
2,22.75,662.22205,0.035475775,9.04593325,-0.81170125,3.22194,96.127555,60.9925,69.59,22.362725,18.6825,17.1625,20.305,15.677623275,12.2561369975,0.471521925,0.75025,0.07475,-9.97,-21.9425,-15.56,-10.1925,401.2,-1.72625,3.59275,336.7
2,23.25,664.273525,0.0372422575,8.98413,1.3165625,2.992325,96.1268,62.46,71.35,21.937625,18.3775,16.44,19.8025,14.562655045,11.34669831,0.45674715,0.6775,0.109,-10.705,-21.905,-15.775,-10.985,398.85,-1.69,3.652,334.375
2,23.75,665.17275,0.047299575,8.92514825,0.47507625,2.53541875,96.130875,64.8575,73.45,21.4739225,17.795,15.955,19.5275,13.47716884,10.47905369,0.475254875,0.6895,0.101,-11.4825,-22.86,-16.21,-11,395.85,-1.4345,3.53075,334.625
3,0.25,661.1996,0.0480914,8.5876,0.0300793,2.326232,95.978,48.6275,56.5825,22.903,19.5425,17.335,20.86,16.3651693925,13.4568031725,0.4477979,0.75575,0.113,-13.77,-29.335,-17.9175,-15.91,401.3,-2.038,3.739,323.9
3,0.75,662.023,0.05535156,8.70278,-0.750715,3.4745,95.97036,51.09,58.4925,22.5005,18.715,16.76,20.11,15.748498555,12.5493914025,0.4362038,0.6775,0.127,-14.5875,-29.3475,-18.2925,-16.655,398.5,-1.815,4.094,322.9
3,1.25,663.986,0.0467257,8.43971,0.360749,3.0062,95.9595,51.7775,61.625,22.0986,18.3325,16.1175,19.96,15.096620305,11.8837640575,0.4438472,0.6855,0.118,-15.2825,-29.6025,-18.3325,-16.1775,395.9,-1.75,4.009,322.5
3,1.75,666.781,0.0402878,8.22512,-1.17023,1.46568,95.9509,52.7925,62.24,21.7778,17.66,15.4725,19.4,14.312703205,11.3950843775,0.4275221,0.667,0.131,-15.805,-29.3675,-18.4075,-16.5925,394.1,-1.695,3.952,321.5
3,2.25,668.207,0.05075841,8.24813,-1.7116,2.071537,95.9421,55.2475,64.1625,21.42297,17.37,15.11,19.22,14.077476815,11.2388434925,0.4209725,0.699,0.15175,-16.08,-29.3425,-18.5525,-16.775,391.2,-1.614,3.875,320.4
3,2.75,667.926,0.0507191,8.23627,1.02301,3.69445,95.9283,57.1375,64.6175,21.0227,17.1725,14.8,19.03,13.858801655,10.624581145,0.4196677,0.73175,0.099,-16.4375,-29.0725,-18.7725,-17.09,390.4,-1.308,3.951,319.9
3,3.25,668.032,0.04765472,8.18401,0.492503,2.59518,95.91355,57.065,64.5425,20.5649,16.9,14.625,18.44,13.5921888575,10.36202026,0.4190263,0.723,0.131,-16.81,-28.4025,-18.7575,-17.08,389,-1.509,3.915,318.1
3,3.75,668.948,0.05335611,8.357273,-0.631237,3.63303,95.9142,58.38,64.275,20.4427,16.8025,14.62,18.23,13.4302344925,10.239982995,0.3903405,0.8045,0.289,-17.0725,-28.1075,-18.855,-16.67,387.3,-1.358,3.925,319.3
