DOY2,HR2,FC,SC,LE,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_5_1_1,TS_5_2_1,TS_5_4_1,TS_5_5_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,0.409915621384981,0.125241131404258,3.23737878111698,0.645096965221383,0.311622898921397,-4.00007048249145,0.0303769116149693,0.734423141036926,421.839480327544,7.68061847393503,451.631964431936,7.32753643028717,420.270601427814,451.619058903489,7.37591776821522,420.447045996416,452.049382624723,7.40969900410928,420.469224722222,451.991187623991,7.34218476369856,420.512163837236,4.83819145184938,6.17310664888441,0.348020230407353,4.4375,3.995,1.825,5.77465,5.80875,5.1711,5.0493,3.82695,96.430395,85.1325,3.177675,4.29,4.87,4.86,1.325,-1.63,2.9,0.15,295.525,342.9,297.175,340.25,0.15,0.04,0.14,0.12,0.57,-0.08,-0.05,-0.09,4.89775,5.6365,6.6665,7.33475,7.76175,5.658,5.512,6.784,7.012,7.433,5.18625,5.90775,6.752,7.2465,7.4555,4.8855,5.7495,6.68875,6.9725,7.4215,4.68,5.705,7.11025,7.47075,-11.717,-12.266,-11.267,-31.7775
1,0.75,0.522853454997565,0.0798850625521207,3.11779124780623,0.412107549701182,0.287221129524961,-4.02844222872519,0.418200336180899,0.69688003617,421.799868000913,7.96324591820231,439.837000189338,7.67082020704586,419.448807048214,439.980731796589,7.69685486891598,420.038719672297,440.083741346585,7.7119256791172,420.066641878136,440.135195491122,7.66535815731178,420.184021211726,5.12916384477223,6.0535686135787,0.346131715497173,4.7825,4.05,1.82,5.62285,5.7165,4.928,4.68925,3.84685,96.43585,85.84,3.0722,4,4.66,4.895,1.3,-1.7075,2.9,0.2325,294.55,341.5,297.975,338.175,0.1425,0.04,0.14,0.1225,0.65,-0.1,-0.05,-0.09,4.789,5.6255,6.63575,7.3455,7.7725,5.55375,5.494,6.7525,6.9865,7.42725,4.8635,5.77925,6.664,7.20975,7.45725,4.79575,5.66425,6.66925,6.96075,7.425,4.67925,5.63,7.0965,7.4665,-12.0775,-12.87,-11.74575,-37.94
1,1.25,0.49510450265637,0.0105378678494979,4.08088493787769,0.334143398741024,0.260561633600072,-4.58079256662735,0.369396984645813,0.745888434888231,422.122621197639,7.98258982295655,442.780291630351,7.37586557433616,419.962850752668,442.891222719718,7.36854074698248,420.194246833333,442.556743068856,7.37241739963895,420.42524984,442.865865663935,7.41041343075764,419.791628809211,4.81064187074528,5.87009908187395,0.354466607591298,4.4575,3.855,1.795,5.2535,5.371,4.955075,4.6914,3.55245,96.41545,86.1,3.013025,3.665,4.2875,4.51,1.325,-1.97,2.9,0.23,297.95,339.5,305.175,337.65,0.14,0.0325,0.14,0.12,0.64,-0.0875,-0.05,-0.09,4.6745,5.453,6.5925,7.3265,7.77875,5.435,5.379,6.717,6.955,7.463,4.71375,5.698,6.6105,7.1755,7.44275,4.70075,5.50325,6.6575,6.97175,7.4415,4.6395,5.4575,7.0785,7.45075,-12.5565,-13.552,-13.235,-35.465
1,1.75,0.370120734772862,0.192166161012976,3.02635110377723,0.371837418876818,0.258923337804835,-5.59415361942417,0.0402358231081983,0.709329931005285,421.430557210323,7.76255284440684,441.027534081505,7.3628361041745,420.082225811547,441.521274936535,7.35086761156714,420.662789680501,441.773730301569,7.33231664845017,420.398467022727,441.669245477016,7.37679388871107,421.68864194642,4.75477839404826,5.46230647798093,0.352431178329939,4.4575,3.815,1.79,4.91395,4.95725,4.80265,4.5178,3.56975,96.4225875,84.4125,2.9594,3.5875,4.065,4.385,1.4,-1.695,2.9,0.2075,298.125,339.25,302,338.025,0.15,0.04,0.14,0.12,0.63,-0.08,-0.05,-0.0975,4.611,5.4445,6.55025,7.31175,7.77275,5.244,5.395,6.678,6.93,7.477,4.665,5.69625,6.56875,7.16625,7.4405,4.52975,5.33175,6.64125,6.974,7.455,4.525,5.36725,7.065,7.435,-11.661,-13.222,-13.224,-26.9575
1,2.25,0.43148513743823,0.105399366246673,2.40194779407354,-0.0861111779665154,0.242769721687986,-7.37000682540422,1.05711664543243,0.713810992540471,422.400083072128,7.74230858138152,440.497433674492,7.48763659774573,421.210693307692,440.948696990461,7.49381930453469,420.753368956524,440.675894857294,7.49423205746873,422.37090725,441.10945699714,7.47818332473011,421.835173690164,4.77722403251734,5.17836764602859,0.383351984224503,4.2275,3.605,1.645,4.65045,4.9335,4.519775,4.152925,3.309,96.41581,86.3525,2.978375,3.3475,3.76,3.7575,1.4,-1.93,2.925,0.285,300.1,338.4,302.575,334.475,0.15,0.04,0.14,0.12,0.59,-0.08,-0.05,-0.1,4.4815,5.3585,6.5045,7.288,7.76925,5.097,5.415,6.645,6.913,7.472,4.586,5.574,6.52025,7.16775,7.439,4.4025,5.22875,6.537,6.947,7.46525,4.5305,5.265,7.05425,7.42525,-12.42675,-13.584,-13.219,-26.475
1,2.75,0.455877706009654,0.051277223506557,3.37057584612006,0.420829791529752,0.258848862875507,-10.3516245785805,0.767296139970912,0.758961437169629,421.053751721627,8.22963327084852,440.160474809277,7.40823727782086,420.555889126601,442.084753827985,7.40743362451578,421.109979501672,440.500725457179,7.39300330654812,422.146871425311,440.564842650199,7.34338780063445,422.135747314743,4.97343734088469,5.41709850368647,0.328426513220627,4.335,3.67,1.8225,4.72495,4.763,4.379325,3.612425,2.71805,96.40599,86.875,2.8474,3.665,4.005,3.7175,1.3,-1.47,2.825,0.265,303.2,336.15,305.75,333.225,0.1425,0.04,0.14,0.12,0.6,-0.0975,-0.05,-0.1,4.4045,5.28975,6.484,7.27925,7.74825,5.099,5.395,6.595,6.887,7.463,4.60725,5.37575,6.49025,7.152,7.434,4.1905,5.0115,6.43725,6.90525,7.47175,4.478,5.182,7.04375,7.41625,-13.3,-14.755,-13.389,-20.72
1,3.25,0.498631148160356,0.0897185611982396,2.23924977946683,0.433203945600716,0.262216719273122,-3.7894156544364,0.693938879249803,0.771129134144482,421.032186870808,7.63646371113597,442.694566874662,7.48826002691643,420.700339443488,442.769284660486,7.50507070542978,421.164493920573,443.084766934346,7.44867988552712,421.895265672662,442.87954088123,7.38811705563004,420.469735781689,4.58184759322438,5.04504740705749,0.370822473516807,4.25,3.89,1.7575,4.194875,4.21,3.764775,3.426425,2.6421,96.4114625,87.4725,2.78385,3.425,3.71,3.59,1.4,-1.445,2.9,0.255,300.825,335.575,302.25,333.675,0.15,0.04,0.14,0.12,0.6,-0.08,-0.05,-0.1,4.402,5.2205,6.48625,7.266,7.72975,4.991,5.388,6.576,6.857,7.464,4.625,5.319,6.46625,7.12425,7.435,4.05325,4.9275,6.3445,6.88,7.47325,4.4165,5.077,7.02575,7.4105,-11.37075,-13.492,-12.963,-20.6825
1,3.75,0.584298128427367,0.0480597796447101,2.06037787618161,0.0248664145305476,0.285136235372596,-8.50154409237224,0.58853190166411,0.820233619635226,422.842568622976,7.88145047323167,441.562167991612,7.30822880929995,420.779777833333,442.175975080182,7.33673084078723,421.492775322655,442.440779707579,7.34164649963832,420.893565121908,442.200761105906,7.09667936865718,421.817015442185,4.77922060508189,4.39621354841958,0.363458999483738,4.63,3.94,1.865,3.7867,3.8635,3.50915,3.313975,2.40235,96.41528,86.3975,2.555425,3.685,3.855,3.7025,1.4,-1.6275,2.9,0.3025,303.45,335.275,305.55,332.725,0.15,0.04,0.14,0.12,0.59,-0.08,-0.05,-0.1,4.36725,5.211,6.44325,7.26,7.7225,4.861,5.342,6.549,6.842,7.47,4.48775,5.2285,6.4085,7.11725,7.43325,3.939,4.7745,6.22575,6.86075,7.471,4.40125,5.08025,7.012,7.401,-11.8305,-13.896,-13.333,-26.4725
1,4.25,0.674032766603704,0.0981239494263253,1.9828436914103,0.180179548507784,0.310446579312194,-2.97819424125331,0.563996014149784,0.756208346315716,423.326841891778,7.98173638313431,441.817498536217,7.04665753480864,421.088019988905,442.120004098593,7.18734847247437,420.982215017301,442.199577540911,7.12088167153887,421.9703242208,442.434015713019,6.90308979120522,422.21679564,4.68701875620238,4.13254246784203,0.352089149069304,4.6325,4.09,1.94,3.57135,3.63975,3.30895,2.979375,2.31435,96.3824825,86,2.488,3.62,3.98,3.7125,1.325,-1.725,2.9,0.3,298.275,334.825,299.95,331.7,0.15,0.04,0.14,0.12,0.58,-0.0875,-0.05,-0.1,4.3325,5.1315,6.40025,7.24425,7.7145,4.63025,5.14375,6.4745,6.836,7.478,4.345,5.123,6.35025,7.107,7.42775,3.77075,4.6695,6.18225,6.848,7.4665,4.24275,4.96175,6.99325,7.39775,-11.981,-14.543,-13.55,-25.275
1,4.75,0.623878864573751,0.0983024938501507,2.86967768418699,0.33060428581609,0.334232521295735,-7.55475732565509,0.658670350433454,0.777219885186702,421.336933517674,7.75729240119556,442.679358417572,7.00042141803848,420.689613079412,444.019959587473,6.71003070993225,421.245625357616,442.697188126793,6.98255248250303,420.5443541725,442.884658642607,6.85612489730959,420.616085703412,5.25346571568146,3.56183037553128,0.357730533520065,4.665,3.97,1.99,3.3907,3.4835,3.13315,2.862625,2.3415,96.391965,86.605,2.537725,3.6675,3.93,3.6875,1.325,-1.175,2.825,0.35,302.325,334.625,305.325,331,0.1425,0.04,0.14,0.12,0.56,-0.1,-0.0575,-0.1,4.1835,5.049,6.36475,7.22725,7.71075,4.5805,5.055,6.41125,6.7865,7.478,4.2385,4.99775,6.27425,7.097,7.41975,3.75425,4.685,6.158,6.815,7.46125,4.06,4.86475,6.97625,7.4,-13.259,-15.5755,-15.4555,-20.185
