DOY2,HR2,WS_1_1_1,WS_1_2_1,WS_1_3_1,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,RH_1_1_1,RH_1_2_1,RH_1_3_1,RH_1_4_1,PA,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,SW_IN,SW_OUT,LW_IN,LW_OUT,USTAR,H,LE,WS_2_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,T_SONIC_SIGMA_1_1_1,FC,FCH4,SCH4,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,CO2_1_4_1,CH4_1_1_1,CH4_1_2_1,CH4_1_3_1,CH4_1_4_1,CH4_1_1_2
1,0.25,0,0,0,-40.6445496485,-41.06955703125,-42.20589020225,-41.80275412625,56.976385606,58.7490004,56.56854995,56.5849998,96.57722476,-11.490639,-7.890034260025,-12.380385375,-17.82893533,-6.0351401578,-3.6090335332,145.176917145,158.73156411,0.01669744035,-59.5172531505,-6.91830589525,0.1086353,0.140109,0.1467414,0.0365904,0.02849035,-1.7435192916,-5.36705631915,-4.1448102576,377.924,407.01,379.008,407.06,1206.35645565,1708.09312125,1209.869936275,1690.228427,2103.65
1,0.75,0,0,0,-40.906681897,-41.13439446125,-42.21145660775,-41.996084763,56.5165519,58.4424012,56.7815008,56.3975978,96.59922656,-11.565504,-7.86561392865,-12.3460665,-17.4640378555,-5.961394851675,-3.417996578,145.513282095,159.21472464,0.0168446422,-60.18662336875,-9.1398343956,0.0849475,0.1286874,0.1163148,0.0384238,0.0382158,-1.686606624125,-2.199265608,-4.62552779425,378.192,407.11,379.192,407.19,1236.53355595,1681.29319825,1191.31259055,1675.31212975,2103.1
1,1.25,0,0,0,-41.070511459,-41.273943336,-42.2238934745,-42.136245596,56.419298744,58.0230006,56.7678,56.6764,96.5889968395,-11.6443365,-7.8672169059,-12.24986325,-17.2619085175,-6.0412356755,-3.3838236525,145.76079506,159.30607231,0.0077092985,-68.79817830025,-7.51164114135,0.12324175,0.132628,0.15577475,0.03798575,0.035805,-1.778036621,-0.8963831123,-3.733159027125,378.304,407.28,379.436,407.35,1293.44150805,1643.4166745,1347.55443275,1636.95947175,2103.55
1,1.75,0,0,0,-40.948894718,-41.246960842,-42.341761055,-42.07495022875,56.2446481,58.050398,56.5738,56.7655996,96.57829288,-12.3533115,-7.865711228475,-12.1677015,-17.2033122995,-5.85879830375,-3.317616205,146.04015709,159.457224035,0.0184589,-63.99283934675,-8.534127855675,0.080085,0.13824165,0.155278,0.038156,0.0369352,-1.6397652636,-0.80247946155,-5.325658042025,378.428,407.46,379.34,407.5,1411.99452375,1634.424924525,1357.80191225,1622.266070575,2105
1,2.25,0,0,0,-41.117612918,-41.23024381,-42.295460374,-41.8780591325,56.57069905,58.5821988,56.76695,56.672401,96.56247072,-12.519981,-7.869132973775,-12.19832025,-17.6420346975,-5.9525483948,-3.314066092625,146.33216645,159.571060005,0.0172546251,-58.5250153835,-8.5431491907,0.1176121,0.136574,0.14980005,0.0412305,0.0346345,-2.1107150581,-0.9372158304,-3.12891594905,377.316,407.7,379.208,407.74,1401.742155,1609.379655475,1377.14683575,1595.135381375,2104.725
1,2.75,0,0,0,-41.140573954,-41.15145077375,-42.195277574,-41.75540018875,56.20205,57.9138002,56.4809501,56.8495998,96.5596178,-12.050229,-7.8806006323,-12.3488265,-17.31518927175,-5.837270669375,-3.4385477545,146.404438855,159.79764361,0.01195792025,-66.185757762,-6.07596989535,0.123717125,0.141456375,0.127257675,0.03223395,0.035084225,-1.5814443604,-0.0754073716,-3.25863540445,378.62,407.84,379.416,407.89,1379.702643,1603.943036875,1355.6730215,1587.5423659,2104.725
1,3.25,0,0,0,-41.010362264,-41.083727775,-42.4211778225,-41.745124795,56.8677981,58.061102372,56.10645095,56.7464004,96.5417698,-12.1010475,-8.11751470075,-12.221418,-17.6216876965,-5.946691308575,-3.4400416168,145.9279671,159.46776106,0.019337371975,-64.482261868,-7.8385279052,0.0956559,0.14232705,0.142846775,0.0330638,0.0330978,-1.527604097325,-0.5505754015,-2.302055795575,379.02,407.98,379.656,408,1473.49081075,1597.5827125,1381.05843825,1575.256233675,2097.475
1,3.75,0,0,0,-41.231512977,-41.1959446225,-42.36711814475,-42.037422151,55.35425,57.6816014,55.7435,56.779801,96.53238948,-11.883111,-8.4936453856,-12.12321375,-17.523217667,-5.98440130195,-3.3906511227,145.528186915,159.32744295,0.014328426775,-56.8321791725,-7.9826785754,0.1109969,0.134471875,0.135198825,0.0361463,0.02723515,-1.53616171925,1.531485983,-3.512875766575,379.588,408.04,379.952,408.01,1407.93562125,1578.8393499,1446.83277075,1573.70936425,2095.3
1,4.25,0,0,0,-41.113232691,-40.87828512,-42.140048807,-42.078942847,56.1082499,57.709402,55.3486019,56.9974012,96.52496508,-11.6413005,-8.3007064352,-11.858064,-17.850457414,-5.83259227765,-3.3726175148,144.24214975,159.22023399,0.0196527556,-56.722006235,-6.524011503875,0.0883587,0.13808555,0.14170905,0.04002285,0.0343473,-1.5892931204,-1.6147299372,-2.514776613275,379.612,408.12,379.692,408.08,1387.069818,1578.3440037,1349.14417625,1580.857099175,2094.125
1,4.75,0,0,0,-40.93006217275,-40.9902723905,-42.173517862,-42.167874214,56.40928521,58.629943256,55.05245015,57.9462012,96.4922784,-11.5453905,-8.195799934575,-12.121713,-18.213611988,-5.8534423986,-3.4868756736,144.545319965,159.204840815,0.0127021792,-62.4251621215,-9.441659107975,0.0929434,0.1320878,0.1228496,0.0377664,0.0314202,-1.52153471305,0.3589507735,-2.5482939222,378.888,408.14,379.956,408.14,1294.46361075,1574.438468875,1306.2414425,1563.98575865,2097.4
