DOY2,HR2,WS,U_SIGMA,V_SIGMA,W_SIGMA,TA,T_CANOPY,RH,PA,T_SONIC,T_SONIC_SIGMA,CO2,H2O,FC,NEE,H,LE,USTAR,SW_IN,SW_OUT,LW_IN,LW_OUT,SW_DIF,PPFD_IN,PPFD_OUT,NETRAD,G_1_1_1,G_1_1_2,G_1_1_3,G_1_1_4,G_1_1_A,TS_1_1_1,TS_1_1_2,TS_1_1_A,TS_1_2_1,TS_1_2_2,TS_1_2_A
1,0.25,1.02535,0.21175,0.20865,0.02975,-3.8,-3.432,61.685,95.85725,-2.50505,0.0233,404.49142,3.8556,-2.03663,-2.03663,-62.6346,-4.43251,0.0224625,0.26365,0.102,214.3,289,0.8605,0,0,-83.2079,-25.89,-42.505,-28.86,-36.925,-32.96125,0,0,0,0,0,0
1,0.75,0.98395,0.19455,0.2824,0.02295,-3.6785,-3.03,62.685,95.87535,-2.496195,0.07543,401.8191425,3.85986,-0.55357,-0.55357,-52.23826,-31.97075,0.07449,0.26365,0.3795,213.7,290.95,0.775,0,0,-82.8046,-25.82,-42.595,-28.875,-36.64,-32.99875,0,0,0,0,0,0
1,1.25,0.54245,0.23365,0.3757,0.031,-3.6445,-2.957,63.985,95.87345,-2.51475,0.006695,349.2797775,3.883775,-1.7023125,-1.7023125,-48.6239,-4.631245,0.04135,0.26365,0.04,213.85,291.35,0.675,0,0,-83.6207,-26.095,-42.21,-29.225,-36.705,-32.91375,0,0,0,0,0,0
1,1.75,0.26755,0.2151,0.30435,0.03255,-3.9615,-3.201,63.475,95.89215,-2.77647,0.0305075,363.894725,3.912325,-0.63285,-0.63285,-63.4962975,-11.06785,0.037795,0.26365,0.3022,212.5,290.1,0.79,0,0,-83.39465,-25.645,-41.89,-29.67,-37.535,-32.79625,0,0,0,0,0,0
1,2.25,1.0269,0.22745,0.2085,0.01815,-3.7705,-3.111,64.765,95.85035,-2.7140525,0.0497975,391.3017225,3.9533,-1.44029,-1.44029,-46.3308125,-4.57647,0.02685,0.26365,0.056,211.9,289.45,0.795,0,0,-83.1845,-25.69,-41.445,-27.765,-36.905,-32.66125,0,0,0,0,0,0
1,2.75,0.60915,0.20165,0.21465,0.0224,-3.764,-2.8925,66.565,95.87,-2.66165,0.02575,384.836095,2.80268,-4.06652,-4.06652,-41.6450525,-39.6428,0.05479,0.26365,0.135425,211.7,290.6,0.722,0,0,-84.38835,-25.915,-40.89,-28.98,-37.36,-32.38125,0,0,0,0,0,0
1,3.25,0.59835,0.2046,0.1749,0.02285,-3.6625,-2.9725,67.77,95.91765,-2.51565,0.0329,388.55365,2.44848,-0.77571,-0.77571,-59.11909,-16.49992,0.01735,0.26365,0.124325,211.25,290.7,0.8735,0,0,-85.23075,-27.545,-40.49,-30.635,-39.485,-34.0725,0,0,0,0,0,0
1,3.75,0.8401,0.1781,0.3013,0.019,-3.205,-2.782,68.335,95.9383,-2.2540425,0.054325,380.0439975,3.70246,-1.45974,-1.45974,-36.632475,-39.50748,0.043515,0.26365,0.1684,211,290.7,0.795,0,0,-85.06135,-28.385,-40.495,-31.215,-41.015,-35.18125,0,0,0,0,0,0
1,4.25,1.32935,0.1599,0.13655,0.0314,-3.8795,-3.437,68.91,95.9557,-2.793925,0.03146,396.15996,4.0353,-0.39571,-0.39571,-46.2847625,-16.68192,0.05701,0.26365,0.118,209.2,287.95,0.882,0,0,-84.34065,-27.325,-40.405,-30.515,-40.605,-34.53,0,0,0,0,0,0
1,4.75,0.90865,0.1755,0.2282,0.02065,-4.079,-3.7345,69,95.94425,-2.8715325,0.0552375,397.85508,4.03758,-0.73589,-0.73589,-29.61179,-6.62168,0.0323425,0.26365,0,207.75,286.95,0.942,0,0,-84.71865,-26.775,-40.075,-29.96,-39.63,-33.85625,0,0,0,0,0,0
1,5.25,0.48575,0.12945,0.1818,0.01795,-4.597,-4.096,68.98,95.94055,-3.035015,0.066875,402.9149,4.02396,-1.15014,-1.15014,-55.01252,-4.8518725,0.0404925,0.26365,0,206.3,285.5,0.8445,0,0,-84.6697,-26.165,-39.635,-29.065,-38.66,-33.05875,0,0,0,0,0,0
1,5.75,1.1600925,0.174165,0.1561,0.02775,-4.6205,-4.1755,69.355,95.89815,-3.05974,0.067115,362.093165,2.18449,-3.96419,-3.96419,-34.5510125,-3.28954,0.04489,0.26365,0,205.55,285.35,0.7875,0,0,-85.2048,-25.675,-39.825,-28.365,-37.79,-32.3475,0,0,0,0,0,0
1,6.25,0.6358125,0.19205,0.198055,0.0617,-4.3155,-3.9925,71.045,95.93925,-3.01046,0.07006,399.396685,3.3325175,-2.04505,-2.04505,-31.28368,-23.98883,0.074825,0.26365,0.02715,205,286.15,0.811,0,0,-86.7501,-25.385,-40.255,-27.73,-37.01,-32.13375,0,0,0,0,0,0
1,6.75,0.804665,0.234195,0.190425,0.0587175,-4.277,-3.9725,69.83,95.9867,-3.056525,0.03526,381.1222375,3.12419,-0.3278625,-0.3278625,-42.76372,-9.04748,0.0407625,0.26365,0.0027,204.8,285.95,0.689,0,0,-86.90675,-25.96,-42.04,-28.29,-37.385,-33.2,0,0,0,0,0,0
1,7.25,0.600665,0.3171275,0.21688,0.0352,-4.308,-3.9475,68.99,96.0121,-3.053925,0.04102,324.3571025,3.667265,-5.32245,-5.32245,-45.895495,-6.17103,0.042475,0.26365,0.10455,204.8,285.95,0.9215,0,0,-86.59625,-26.5,-42.925,-28.5,-38.215,-33.8525,0,0,0,0,0,0
1,7.75,0.83843,0.1664675,0.07705,0.01325,-4.502,-3.9125,69.57,96.0071,-3.1790725,0.0195075,337.45365,2.561415,-3.64469,-3.64469,-37.3869425,-65.145065,0.02651,0.779725,0.23775,204.5,285.65,2.089,1.212,0,-77.29585,-26.685,-43.095,-27.9,-38.06,-33.83625,0,0,0,0,0,0
1,8.25,0.6690475,0.323895,0.10605,0.03065,-4.131,-2.831,67.855,95.98415,-3.9351975,0.040855,350.06975,3.22525,-3.2235,-3.2235,-67.5217,-33.12448,0.08181,5.1815,0.851,205.6,290.45,6.4525,15.13,0,-34.4475,-25.735,-41.185,-26.785,-36.89,-32.55125,0,0,0,0,0,0
