DOY2,HR2,FC,SC,LE,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,-0.155960272637742,-0.187600569346036,-1.44819376556995,-1.32240264653369,0.0513166333760425,-88.7898535505501,-7.20366550274083,0.244588504501399,413.710371357558,1.87656572477216,417.631418277634,2.23040176034444,409.766573529135,1.26508158354922,417.194590926316,2.13000212916875,409.612146760291,1.18044340922162,417.634008969732,2.18922373422064,409.27358941137,1.19484158055596,417.235046136641,2.25580378462515,409.220228965302,0.955061200346123,1.01666503339725,-14.9341923573019,0.0767698657255973,0.899,0.83375,0.262,-12.70256,-14.983125,-13.03204,-16.782455,-18.82008,81.786715,32.55175,0.21665,-17.22,-16.49,-16.775,0,-4.08675,0.7,-1.783,-1.096,173.44,229.13,176.98,228.75,-0.15,-0.773,-0.41,-0.113,-0.2,-0.39075,-0.04,-0.38,-9.5429,-7.0836,-5.3129,-3.0812,-0.9971,0.9288,3.6846,6.045,7.8229,-8.8109,-7.1305,-3.9298,-2.5554,-0.8421,0.5993,2.67445,4.9517,6.3558,-9.3534,-7.4455,-4.6187,-3.1111,-1.4849,-0.05555,2.1632,4.7905,6.1857,-9.6033,-7.3745,-4.2961,-2.7177,-1.1187,0.3527,2.576475,4.8976,6.6172,-8.302975,-6.400425,-4.0356,-2.744325,-1.03345,0.46675,2.932725,5.15435,6.512775,-39.837175,-33.191325,-18.53,-102.827
1,0.75,-0.555291096810959,-0.223870292871452,-4.60772972863048,-2.0947386357282,0.0454488128004559,-78.6291641856592,-8.01746327498464,0.197867345547939,413.833762462395,1.86241680698424,417.491496216447,1.92008971278986,409.678296655512,1.32515224826556,417.68149573389,1.92523379570357,409.078046796197,1.27869198383066,417.780268792544,2.09969704217008,408.979270357646,1.20616352745878,417.438164907405,1.85918878604915,409.347913828637,0.980719100736299,1.0687789955859,-15.6024938307693,0.0788073563324387,1.008,0.924,0.306,-13.1776625,-15.956225,-12.93382,-16.60926,-18.559005,81.790022,31.527,0.22885,-16.955,-16.694,-16.365,0,-4.025,0.6,-1.836,-0.8205,171.07,228.925,177.28,228.97,-0.15,-0.78,-0.41,-0.1,-0.19,-0.38025,-0.033,-0.38,-9.6976,-7.202,-5.5322,-3.1775,-0.9986,0.9299,3.6832,6.0433,7.8212,-8.9707,-7.2105,-4.0768,-2.6336,-0.8355,0.6,2.6749,4.9507,6.3545,-9.6373,-7.5274,-4.6791,-3.1363,-1.4917,-0.05375,2.1642,4.7905,6.184,-9.795,-7.686,-4.4197,-2.7596,-1.1215,0.3521,2.574775,4.8969,6.6162,-8.713625,-6.690825,-4.0913,-2.877375,-1.031575,0.463425,2.932425,5.1534,6.511775,-37.720725,-32.691125,-18.524025,-103.68775
1,1.25,-0.38149086556546,-0.353525953330256,-6.50140138959039,-1.44581143628735,0.0484933780452665,-78.0953247245877,-9.05860149549815,0.202959880339926,413.851683529729,1.97707954270851,417.777677586999,2.19548611281501,409.63970359985,1.29261581740069,417.910912386435,2.07585150503697,409.632728391218,1.24748979036506,417.897336617788,2.00401589645179,409.901610795557,1.16851838807576,417.615616081418,2.01145604426849,409.512434799478,0.945529312299795,1.0774214166765,-15.1609558913509,0.0703963266279871,1.064,0.8775,0.342,-12.219625,-15.389325,-13.4121725,-16.1322125,-17.82254,81.771832,32.8915,0.257335,-17.101,-16.382,-16.656,0,-4.2345,0.6,-1.802,-0.92175,176.07,229.435,177.75,228.65,-0.15,-0.78,-0.42,-0.1,-0.19,-0.4,-0.04,-0.37,-9.7325,-7.3231,-5.6414,-3.2908,-0.9984,0.9307,3.6824,6.043,7.8202,-9.1836,-7.3553,-4.16,-2.7031,-0.8288,0.6004,2.6734,4.95,6.3535,-9.9854,-7.5447,-4.7495,-3.1526,-1.4972,-0.0503,2.1659,4.7895,6.1823,-9.8753,-7.9392,-4.6261,-2.8053,-1.1249,0.3508,2.5753,4.8969,6.6152,-8.80105,-7.022775,-4.184975,-2.9222,-1.029,0.460425,2.93245,5.1527,6.510125,-37.4425,-32.549,-19.0036,-104.01325
1,1.75,-0.587615191319577,-0.343943289807649,-3.88237712306032,-2.33260746777327,0.0368706962472711,-72.2237175124664,-8.80887445820227,0.215878611433079,413.854515601996,2.03392180973057,417.527243659271,2.04536199388371,409.53996690574,1.4940318640303,417.914098218829,1.96393780773413,409.556125973981,1.47970338904176,417.913624435993,1.92420939483016,409.780568338959,1.47532659834489,417.747999877717,1.82813267100653,409.313760356227,1.58856261668517,1.31621390781719,-15.0782320030024,0.0596297116050127,1.079,0.82425,0.366,-12.5002,-15.2936,-13.54946,-15.974225,-18.0461575,81.82256275,31.776,0.2453,-17.125,-16.604,-16.925,0,-4.31,0.6,-1.906,-1.072,176.0425,237.5625,178.65,228.33,-0.143,-0.79,-0.43,-0.11,-0.2,-0.37,-0.04,-0.38,-9.7603,-7.4352,-5.701,-3.3815,-0.9942,0.9335,3.681,6.0416,7.8185,-9.2342,-7.5072,-4.3093,-2.784,-0.8255,0.6015,2.6735,4.949,6.3528,-10.1376,-7.6089,-4.8019,-3.1919,-1.4987,-0.0453,2.1672,4.7895,6.182,-10.0243,-7.9771,-4.7903,-2.8588,-1.133075,0.3505,2.5742,4.8962,6.6142,-8.82515,-7.283575,-4.310725,-2.977425,-1.036975,0.458,2.931475,5.152375,6.5745,-40.63575,-34.2679,-20.5325,-105.434
1,2.25,-0.200651916201633,-0.107425079191496,-10.2620839670818,-2.41279470800097,0.0432245915961977,-90.1232665777298,-5.41270005469533,0.254389815832963,413.898001274819,1.94743308388567,418.090390593077,2.17883248070455,409.147068635045,1.4783421602973,417.007543405569,2.0523520979126,409.30108097226,1.47155750752211,417.174921387727,1.91690076734367,409.532230552108,1.65220035688348,417.463207003797,1.86758283495739,409.198441610028,1.47189087832772,1.39835754022925,-15.2433202571534,0.0506303791108682,1.078,0.90425,0.326,-12.82159,-15.343275,-13.88386,-15.64954,-17.52594,81.83623,32.016,0.27135,-17.548,-16.83,-17.456,0,-4.31325,0.5,-1.913,-0.93625,174.21,232.11,179.67,227.36,-0.15,-0.783,-0.42,-0.11,-0.203,-0.39,-0.04,-0.38,-9.7605,-7.5517,-5.7497,-3.4449,-0.9854,0.9377,3.6799,6.0413,7.8172,-9.3642,-7.6635,-4.4427,-2.8681,-0.8232,0.6043,2.6733,4.948,6.3511,-10.2863,-7.8118,-4.8537,-3.2542,-1.4945,-0.04,2.1682,4.7885,6.18,-10.1713,-8.104,-4.9222,-2.9298,-1.144725,0.3508,2.5731,4.8959,6.6132,-8.97825,-7.496525,-4.48585,-3.0533,-1.049325,0.461,2.930525,5.151375,6.507125,-39.4035,-32.439,-21.2437,-105.294
1,2.75,-0.138775286445731,-0.138181268730933,-2.41674254538298,-0.82346931149421,0.0417065092335266,-74.3948277477742,-6.38643540278193,0.235485928631791,413.944807775232,1.96005247514094,417.160102709231,2.20839658051329,409.029635336423,1.44467042832689,417.354847280467,2.06943445223183,409.078935089032,1.58309183772271,417.281982358945,1.97088821779392,408.898681138134,1.46968741347212,416.758949124264,1.78852999318005,408.494544596803,1.47727173182102,1.44623387087684,-15.4521524879376,0.0562571935131604,1.239,1.04375,0.376,-10.9611625,-15.3132,-13.70484,-16.07424,-17.585695,81.85489975,31.555,0.318675,-17.706,-16.708,-17.268,0,-4.28,0.6,-1.91,-0.962,173.8,232.675,179.2,229.18,-0.15,-0.78,-0.423,-0.11,-0.19,-0.38025,-0.04,-0.38,-9.7129,-7.6515,-5.7764,-3.4937,-0.9764,0.9409,3.6785,6.0403,7.8162,-9.5721,-7.9336,-4.5558,-2.9408,-0.821,0.6085,2.671925,4.9477,6.3501,-10.4768,-8.0059,-4.9393,-3.3072,-1.4894,-0.0357,2.1692,4.7878,6.179,-10.387,-8.325,-5.0713,-2.9909,-1.15805,0.3507,2.5716,4.8952,6.6112,-9.199125,-7.67845,-4.61745,-3.105275,-1.061325,0.4647,2.93055,5.1881,6.506125,-41.9401,-32.96235,-21.285325,-104.23
1,3.25,-0.387889504775641,-0.131360941382236,-5.24731306089258,-1.95663893914289,0.0462704140077378,-76.5908988889909,-10.2394443917382,0.21651099403109,414.044060063862,2.25811262502511,418.351764716392,2.14758514901187,409.142358028977,1.51956770071645,418.288571552483,2.22738595576427,409.183521275057,1.48627496225329,418.18520780043,1.95748248613453,409.105039591449,1.4554401845888,416.618243137083,1.78938944429479,409.062711415984,1.34450873586357,1.27104708026288,-15.2449157393794,0.0776330310167847,1.145,0.8825,0.33,-11.697205,-15.5674,-13.9529,-15.3414,-17.635625,81.86950575,33.791,0.31743,-17.106,-16.33,-16.978,0,-4.05,0.57,-1.816,-1.118,171.835,233.47,178.84,227.1,-0.15,-0.79,-0.423,-0.11,-0.2,-0.39,-0.04,-0.38,-9.8467,-7.6617,-5.8041,-3.5397,-0.9703,0.9448,3.6781,6.0393,7.8142,-9.8332,-8.1824,-4.7453,-3.0151,-0.8133,0.6124,2.6726,4.9467,6.3484,-10.8373,-8.2392,-5.1032,-3.368,-1.4795,-0.0304,2.1702,4.7875,6.178,-10.6921,-8.5346,-5.1793,-3.0695,-1.1663,0.3512,2.5712,4.8952,6.6102,-9.384775,-7.849575,-4.77455,-3.148375,-1.07295,0.468,2.93025,5.150375,6.50445,-42.92645,-33.404875,-21.8488,-104.5365
1,3.75,-0.514422780336536,-0.50279676492335,-7.98756669925386,-4.36673198701498,0.0389316418216225,-85.6076671596856,-8.97747008821134,0.2146993157537,413.998673741231,1.92438554243171,417.555686932384,2.05429037827293,409.054420588066,1.38333275611862,417.667734757118,2.1044422313491,408.837471341982,1.37614773346026,417.253523237172,2.0358938493273,408.951135214349,1.14984401220874,418.597722694755,1.85723844275518,409.294248150283,1.00249534330588,1.15420966999074,-15.2094890575763,0.0834590692346425,1.085,0.928,0.324,-11.2233375,-15.846,-13.32416,-15.498165,-18.2289825,81.882768,32.816,0.32845,-17.663,-16.728,-17.794,0,-4.141,0.5,-1.881,-1.06575,171.67,233.07,178.98,225.44,-0.15,-0.793,-0.41,-0.103,-0.2,-0.39025,-0.04,-0.38,-10.0545,-7.6496,-5.8388,-3.5834,-0.9678,0.949,3.6767,6.0386,7.8132,-10.1155,-8.3936,-4.903,-3.0976,-0.8062,0.6184,2.672925,4.9457,6.3474,-11.1537,-8.4788,-5.3091,-3.4233,-1.4657,-0.0261,2.170125,4.81695,6.1763,-11.0398,-8.7166,-5.2846,-3.1838,-1.1703,0.3523,2.5697,4.8949,6.6092,-9.567875,-8.018425,-4.980625,-3.228875,-1.0832,0.467225,2.930275,5.149375,6.503125,-40.64215,-37.327625,-22.9285,-104.831
1,4.25,-0.240497728225647,-0.450584346774526,-5.1593809799102,-3.43342464478177,0.0402826264357908,-71.6902518478849,-9.72190652763674,0.250441988872994,414.050595691523,1.88815781959806,417.847086213227,2.12438749090775,408.954220688906,1.15943978350251,417.999608777408,2.10345618636697,408.877648484974,1.14846897001429,418.060827996514,2.07517014225861,408.756292263978,1.36135312539283,418.686961100437,1.95834106895308,408.65042665418,1.21803305223221,1.1883095144668,-15.1862346388317,0.0633730328354808,1.07025,0.91675,0.37,-11.2496375,-15.9709,-12.48762,-15.5982,-18.314595,81.861398,32.499,0.306875,-17.802,-16.876,-17.956,0,-4.09625,0.5,-1.868,-0.9725,175.6,229.75,177.25,222.69,-0.15,-0.783,-0.42,-0.103,-0.2,-0.39025,-0.043,-0.38,-10.2567,-7.7395,-5.8303,-3.6368,-0.9811,0.9508,3.6771,6.0376,7.8115,-10.3658,-8.5554,-5.0489,-3.1896,-0.8089,0.6241,2.6747,4.9453,6.3478,-11.4663,-8.7126,-5.5085,-3.4793,-1.4603,-0.0242,2.1725,4.81595,6.1753,-11.33,-8.8517,-5.4052,-3.3044,-1.1725,0.353,2.5686,4.8942,6.6075,-9.6948,-8.1534,-5.187175,-3.3263,-1.097475,0.469475,2.9296,5.14805,6.501475,-36.8044,-34.7183,-21.436875,-103.7525
1,4.75,-0.504876911635666,-0.201864256927363,-4.03452411693241,-2.50011730254857,0.0423789448324581,-77.664357766834,-6.50734115181294,0.260978995610311,413.88006351838,1.8679112342342,418.089376721478,2.16550807110137,408.844349680357,1.47574598145089,418.120442338903,2.01265873395282,408.707756553418,1.70901077318341,418.051323720565,1.99887537466798,408.951100012399,1.49339917639205,418.574728316097,1.992352803226,408.894450412167,1.40908829945033,1.21566049990929,-15.1560884223062,0.0699660784472859,0.97,0.80025,0.276,-12.4094375,-16.0861,-13.84146,-15.58768,-18.7811225,81.819862,30.646,0.2472875,-17.197,-16.816,-17.517,0,-4.11375,0.6,-1.796,-1.0085,175.92,229.125,177.67,225.22,-0.14325,-0.78,-0.42,-0.103,-0.2,-0.39,-0.04,-0.37675,-10.3808,-7.8808,-5.8301,-3.6625,-0.9997,0.9516,3.6765,6.0366,7.8102,-10.4313,-8.6516,-5.1688,-3.2801,-0.8132,0.6299,2.6747,4.944,6.3451,-11.4863,-8.8121,-5.6563,-3.5513,-1.4715,-0.022475,2.172125,4.81595,6.1736,-11.5453,-8.9363,-5.5261,-3.4085,-1.1769,0.3587,2.5675,4.8942,6.6065,-9.789075,-8.25915,-5.381375,-3.430425,-1.116475,0.476325,2.92965,5.14805,6.5008,-39.3855,-36.6718,-23.844325,-101.81
