DOY2,HR2,USTAR,TA,WS,H,LE,RH,PA,CO2,H2O,CH4,PPFD_IN,FC,SC,NEE,TS_1_1_1,FCH4
1,0.25,0.878223999999999,10.3137,4.1428325,21.0915999999999,32.238125,100,100.862475,507.15125,11.907375,2989.285,1.1500375,9.40923749999999,6.92293749999999,14.5495,6.3688625,19.907275
1,0.75,0.86492,10.3484,4.06361,19.088,28.93925,100,100.869205,508.528499999999,11.200375,2800.47,1.143925,8.1415,9.5704875,10.4159,6.346525,21.116
1,1.25,0.859432,10.301,4.1394775,10.9052,37.7327999999999,100,100.8753075,510.622,11.329325,2916.9,1.1481625,5.593635,4.44103,5.71861,6.3207375,26.171
1,1.75,0.8460195,11.0155,4.201055,17.419975,36.8894,100,100.9097325,512.445,11.977,2913.29,1.1457625,6.43284999999997,3.632925,9.6126625,6.30192,28.0478999999999
1,2.25,0.85063925,10.9103,3.9273175,16.823125,24.070975,100,100.91836,511.635,11.5075,2807.35,1.153175,10.24499,2.52007499999999,6.091355,6.2837,21.554575
1,2.75,0.764051,10.4603,3.69711,14.80126,34.2853749999999,100,100.9352625,498.724,10.31655,2792.9875,1.1421375,8.30005,2.40877,7.95344,6.266125,25.6822000000001
1,3.25,0.773290999999998,10.6085,3.92938,11.2182,26.8891,100,100.93085,486.0335,10.554885,2671.7625,1.1489625,6.6466225,3.52596,6.6738,6.2508,29.1804
1,3.75,0.8238335,10.6266,3.9784,10.281925,19.2904,100,100.92105,482.048,9.52315999999999,2696.255,1.1513625,10.4907,6.47613,10.3759,6.2348375,30.706625
1,4.25,0.884422,10.6291,4.1293625,10.115325,30.8042999999999,100,100.903105,485.93925,11.5158,2629.925,1.1616125,5.3929,5.86403749999995,9.30339999999998,6.219175,35.8284
1,4.75,0.8551045,10.913325,4.0914275,9.8839,20.9525,100,100.8977475,497.825,9.3228,2590.1925,1.1463375,7.39859000000001,4.6922225,8.96700500000001,6.208775,49.0274000000001
1,5.25,0.938269,11.04055,4.214855,11.3686,36.276775,100,100.8665925,492.4925,10.120155,2587.05,1.1521,22.1685999999999,3.8523475,25.0901,6.1975875,40.165525
1,5.75,0.929737999999999,11.33375,4.69183499999999,16.74565,27.178875,100,100.9233175,498.7775,11.67725,2516.2875,1.141425,12.00612,4.65122,13.7107249999999,6.19114,36.3953
1,6.25,0.854002,10.99725,3.7160225,9.32580749999999,24.4948,100,100.9658475,509.1595,10.460575,2531.195,1.1447125,9.0076,6.1308425,11.773125,6.18852,62.838975
1,6.75,0.8698885,10.593,3.782875,12.93895,44.8945,100,101.00331,533.708,10.01377,2588.4575,1.15335,10.613475,5.02186,8.65105250000001,6.1895,43.9048499999999
1,7.25,0.89499,10.8215,3.974,12.37725,33.429,100,101.04156,549.44275,9.2961275,2684.3675,1.1482,14.0212399999999,5.28089749999997,16.483625,6.20142,38.0961
1,7.75,0.829621,11.4766,3.95847,13.1777,30.13755,100,101.113295,558.286,9.25322,2646.17,10.1820625,9.5811,3.62941,10.141285,6.19794,47.842975
1,8.25,0.886331,11.122125,3.9586825,20.59525,30.216675,100,101.1618225,494.55225,8.9125175,2621.6875,78.271875,14.7952,4.266645,8.04958499999999,6.19075,46.09075
1,8.75,0.908073,11.24775,4.08009,54.4747999999999,45.49575,100,101.1963075,490.9845,8.37742,2465.84,212.385,11.9677,4.50729,9.7858975,6.1859625,41.4956
1,9.25,0.8143725,11.7192,4.1029075,86.758125,50.2505999999996,100,101.1993725,519.2875,9.224475,2690.375,342.25375,19.0825,2.141885,15.1085,6.1969875,38.214625
1,9.75,0.82598525,12.18145,4.2283025,127.8825,49.3028,100,101.2139425,484.39525,9.50255,2571.545,477.10625,9.91253999999996,3.074325,9.2621825,6.2031,41.37115
1,10.25,0.866528,12.59545,4.3996,152.233,43.920125,100,101.17898,444.3625,9.976725,2481.3,577.466,13.8824,1.180525,6.22196,6.20494,78.157
1,10.75,0.969722,12.9513,4.49438,166.53225,57.9334,100,101.15159,436.104,10.3462025,2388.65,717.098,11.557375,1.38182,8.54264,6.20862,40.75335
1,11.25,0.99744425,13.07895,4.5924525,202.4025,83.206025,100,101.11323,428.52875,10.957,2366.95,819.176,11.3663,2.258025,8.4530125,6.21738,49.875025
1,11.75,0.9607525,13.66885,4.600595,187.68625,60.8402999999999,100,101.08422,424.346,9.6214325,2297.195,857.684,14.282,2.21044,9.82619999999999,6.206,45.377825
1,12.25,0.98000075,14.1755,4.7168025,212.62,66.44335,100,101.04895,422.70375,12.725925,2257.265,860.61,6.69531499999999,0.642496749999999,4.68956,6.17062,27.42365
1,12.75,0.972102999999998,14.4519,4.96062,201.908,49.069975,100,100.99918,420.02,12.0258,2261.1025,877.618,7.12925000000001,0.730686,6.37254,6.16658,43.9439
1,13.25,0.986366,14.5439,4.6959875,194.29,52.829975,100,100.94264,420.846,11.57055,2267.825,910.616,8.12744499999994,1.599635,6.4880075,6.17432,38.9832
1,13.75,1.0332,14.75125,4.8388,197.043,62.341,100,100.90632,421.53,11.6926,2266.545,839.108,11.5179,1.02593,8.8518,6.1888,40.781625
1,14.25,1.0165,14.176625,5.0508,183.25725,59.79625,100,100.89401,421.478,10.15688,2275.6625,760.94,7.17054999999997,1.0904,6.32187250000001,6.20644,43.935225
1,14.75,1.022725,14.215625,4.8646825,154.27425,59.6635,100,100.91266,421.46525,9.8724075,2276.71,681.732,6.5853875,0.66152125,6.94381,6.22674,42.245
1,15.25,1.0634,14.541,4.9879,135.576,63.8514999999999,99.9867,100.8770025,421.19075,10.611575,2281.28,570.638,5.21036249999999,1.45559,4.8750375,6.20368,36.987
1,15.75,1.0618325,14.86725,5.12532,113.682,56.36565,99.98635,100.875705,419.0355,11.00395,2282.7,509.178,8.08818749999998,1.212885,7.60752499999999,6.16566,33.311875
1,16.25,0.98047475,14.8254,4.3762775,78.2082,47.1441,99.99545,100.8703325,419.0615,10.117305,2274.08,387.7905,5.019455,1.45004999999999,5.478525,6.1551925,24.6994
1,16.75,0.97098,14.519375,4.4619,34.6566499999999,31.2009499999999,100,100.8833825,417.7955,10.052355,2274.375,222.4005,6.134045,1.5360925,6.55085,6.260105,26.058
1,17.25,0.93548,14.074375,4.1815,28.602925,32.3222,100,100.883405,418.622,9.94522,2275.025,76.4197,6.5941175,2.120125,6.752165,6.25017,17.6757
1,17.75,0.91087,13.9125,4.0894,27.92705,25.0147,100,100.9153275,423.804,10.59565,2286,11.586025,6.23279499999999,3.69553,8.328575,6.17566,27.03625
1,18.25,0.9913475,13.483825,4.5745525,35.2203,40.792975,100,100.9486125,436.0365,10.5701,2298.54,1.1602525,7.1688375,6.38277999999996,17.0415,6.180345,26.23875
1,18.75,0.90181125,13.1907,4.106075,26.0195999999999,34.6533999999999,100,100.9330425,451.904,10.5671,2354.7125,1.16164,6.3773,5.53138,7.690445,6.18714,35.1217249999999
1,19.25,0.891943,12.8087,4.02153,16.7088,24.78875,100,100.9048225,471.9525,10.7805,2376.27,1.14666,9.09835999999997,7.58327999999999,11.1074,6.19086,18.3697
1,19.75,0.85657925,12.366375,4.08385,27.898225,43.0795,100,100.901465,498.005,10.92595,2407.04,1.1455425,6.10804,10.5025,10.32995,6.20413,19.623
1,20.25,0.8648295,11.543375,4.32047,22.1262,24.69085,100,100.9279425,507.03775,10.20379,2412.52,1.1477625,9.82718,8.50717499999997,11.779,6.1886625,23.785975
1,20.75,0.9546795,10.36935,4.72212,16.7435,31.4147499999999,100,100.84735,515.9255,10.4506,2515.6,1.15872,4.7279775,4.9070875,7.441025,6.16364,50.6443
1,21.25,0.898416,10.342875,4.15734,24.157375,33.487225,100,100.844135,479.147,10.822025,2506.05,1.14946,8.58668249999999,4.5615125,9.95138,6.13082,35.7514
1,21.75,0.8779275,11.10575,4.085725,32.0608999999999,28.857725,100,100.832885,473.555,10.5483,2452.62,1.14544,7.5895925,4.57225499999999,8.39885,6.10209,27.96725
1,22.25,0.894052,11.10875,4.20373,12.5684,27.87745,100,100.833125,465.432,10.549625,2458.95,1.15694,5.75908999999999,3.15924999999999,6.77967,6.0691,30.75385
1,22.75,0.8853295,11.127875,4.40094,19.4595,28.96235,100,100.8342575,494.90475,10.748275,2532.4475,1.14364,6.94254000000001,8.077105,15.5383,6.055015,30.8497499999999
1,23.25,0.8759375,11.03575,4.19004,20.1988499999999,23.7496,100,100.847565,487.402,10.7456,2591.5275,1.15028,8.4321,4.71835,8.44188,6.03512,27.6996
1,23.75,0.86382875,10.97675,4.1885625,17.96475,26.875275,100,100.8807975,515.7345,11.2134,2782.4,1.1459375,6.02880749999998,8.03939499999999,8.96848999999997,6.02055,32.915325
2,0.25,0.876388,13.031,4.06346,6.64743499999997,32.75725,100,100.7839,504.2435,10.21105,2842.46,1.9502,12.4923,4.11881,12.2156,7.989105,13.7619
2,0.75,0.938418,12.6498,4.3594,14.2568,52.5252,100,100.8051,498.64375,9.49531,2735.61,1.9548,8.027905,4.19230499999999,8.833225,7.93205,28.33035
2,1.25,0.9146675,11.22545,4.4813375,10.8381,51.1911250000001,100,100.8011,474.781,9.79306,2721.44,1.963615,10.1731875,1.90605,8.11666,7.8920425,61.059475
2,1.75,0.86932375,10.44165,3.978975,14.149875,53.0953750000001,100,100.7839,466.868,10.02958,2856.28,1.958895,4.1564325,6.6095375,6.166305,7.8367225,19.4958
2,2.25,0.839605,9.744425,3.8146625,15.20165,32.7784499999999,100,100.7837,465.33175,9.6109875,2903.39,1.9743975,10.7642,6.9793,12.56185,7.7785225,42.07005
2,2.75,0.88817,9.7541,4.13125,19.237175,32.3532499999999,100,100.807,463.328,9.44768,2907.85,1.9662475,6.32415,4.4256,5.74382,7.7768425,13.352
2,3.25,0.91292125,9.47645,4.204975,21.5103999999999,33.9660999999998,100,100.8095,479.918,9.20366,2897.73,1.99508,3.9581375,3.6532225,4.64995,7.8663375,33.866425
2,3.75,0.930671,8.7738,4.025515,15.039475,28.7214499999999,100,100.8225,474.6165,9.18341,2618.55,2.0022725,8.61794500000001,6.31463249999998,9.479335,7.96591,25.6594
2,4.25,0.777974,8.6973,3.854735,34.401125,33.95565,100,100.8388,494.009,9.61193499999999,2645.1025,2.0140525,5.47044,5.82265499999998,6.8291575,8.0204925,25.31225
2,4.75,0.81573125,8.728675,3.846875,20.174,33.63475,100,100.8701,492.06375,9.51245,2588.38,1.97403,5.21973499999999,3.0399225,6.23170500000001,7.99762,18.4812
2,5.25,0.837210499999999,9.04652,3.83510999999999,17.316375,35.3208,100,100.8842,502.56475,9.1461025,2655.88,1.9583975,7.3153375,4.23902249999999,8.8643125,7.94169,25.3372
2,5.75,0.81925075,9.007025,3.8005075,27.1018,35.76775,100,100.8962,497.425,10.053075,2680.19,1.9633625,5.732355,5.79110249999999,9.97399999999999,7.90081,22.460475
2,6.25,0.881954999999999,8.808525,4.39265999999999,30.9204,26.284,100,100.8941,498.2825,10.61375,2668.55,1.9470325,5.5873,7.61499499999999,11.830245,7.855855,37.842
2,6.75,0.793315999999999,8.951025,3.9200725,23.760875,25.5715,100,100.9132,501.598,11.2352,2665.3,1.9562275,6.514675,4.34415,6.20955,7.7932725,26.925675
2,7.25,0.8365615,9.265475,3.47587,21.03145,28.681375,100,100.9516,508.37425,11.1388,2738.215,16.826425,12.734875,6.85278999999999,12.47245,7.735735,26.0722
2,7.75,0.879995,9.42499999999999,4.28865,26.23805,39.322925,100,100.996385,509.8545,10.551925,2707.43,97.2095,10.57875,5.6442,8.1868875,7.6671,34.9131
2,8.25,0.924955,9.91016,4.42931,50.604,34.9545999999999,100,100.9726875,511.5425,9.91625,2701.39,237.165,10.56294,3.9597,13.59135,7.58725,50.581
