DOY2,HR2,FC,LE,H,CO2,H2O,USTAR,TA,RH,PA,VPD,WS,NETRAD,PPFD_IN,SW_IN,LW_IN,SW_OUT,LW_OUT
1,0.25,0.766275,0.25699062,-35.544337,395.93838,4.893605,0.2514296,-4.15341,65.44691,75.26428,1.5899493,0.95720079,-77.8196855,0,0,218.465155,3.16972225,291.218795
1,0.75,0.83904,0.281110165,-27.016533,394.82052,4.88722015,0.2221934,-4.20902,66.29367,75.24085,1.5745218,0.88124607,-75.82452,0,0,219.616695,3.0820905,290.81887
1,1.25,0.88512,0.2468863,-25.871713,394.13063,4.8808684,0.20903053,-4.359745,67.33738,75.23916,1.5549018,0.85559339,-74.3614435,0,0,219.73021,3.1038595,290.52381
1,1.75,0.97627,0.14915359,-21.392261,394.76539,4.9654341,0.22445832,-4.56645,66.99578,75.26208,1.5132178,0.888968045,-75.20745,0,0,219.76928,3.1640705,289.84854
1,2.25,1.0761,0.88233048,-18.78964,392.99472,4.98292205,0.21941493,-4.6202,66.84695,75.26544,1.53117485,0.82070717,-75.000698,0,0,219.69711,3.161641,288.98061
1,2.75,0.78854,0.713736195,-27.809004,396.413085,4.9288407,0.21379256,-4.77341,68.16885,75.26421,1.4801506,0.80382975,-73.6449005,0,0,219.86776,3.19898,287.96577
1,3.25,0.90477,0.025627063,-22.094018,394.841915,4.9526687,0.20412219,-5.061465,69.5405,75.2539,1.39422295,0.78207521,-73.233106,0,0,220.42217,3.163578,287.588355
1,3.75,0.80588,0.44758816,-22.1235865,395.97152,4.9787835,0.20265874,-4.83812,69.03103,75.264695,1.4017495,0.82202226,-72.290673,0,0,219.50546,3.184642,287.39279
1,4.25,0.77074,0.25500591,-21.606071,394.56919,5.0008706,0.20641681,-5.07274,69.52462,75.26512,1.3387856,0.75558342,-72.48338,0,0,219.692405,3.056797,285.93029
1,4.75,0.908215,0.35647256,-22.387799,394.18936,4.99401755,0.200524945,-5.100755,69.01797,75.27176,1.3078544,0.77083203,-72.192625,0,0,218.82706,3.142733,286.149565
1,5.25,0.79332,0.0780192815,-21.353894,396.0726,4.9096926,0.20248503,-5.06552499999995,69.47172,75.263215,1.3137787,0.786098835,-71.825699,0,0,219.27219,3.12149825,285.97281
1,5.75,0.63764,0.19854363,-20.854792,395.268635,4.87631495,0.18626606,-5.04415,70.32099,75.271605,1.2570782,0.76278588,-71.250079,0,0,220.26248,3.1868295,287.21196
1,6.25,0.81388,0.233598685,-18.719995,397.363755,4.9005793,0.19710772,-5.18431,70.51665,75.272125,1.2779988,0.81024193,-70.409098,0.01256256,0,220.55545,3.1652585,285.85253
1,6.75,0.71757,0.66789715,-20.769547,394.53126,4.8400527,0.19228669,-5.28347,70.255725,75.26849,1.2948869,0.76511313,-69.88794,3.4069169,0,221.13026,3.41335405,285.85049
1,7.25,0.45717,2.0624454,-18.6078365,394.29547,4.8631871,0.18693926,-5.20825,70.762605,75.27789,1.2501185,0.774589765,-44.170846,19.5022845,2.4204657,221.95313,4.0015515,285.864295
1,7.75,0.37201,3.1642525,-13.733835,394.68496,4.8944448,0.1861822,-4.979725,69.88553,75.29884,1.30487235,0.75907678,-41.235854,63.070452,26.443511,221.664535,6.13349605,287.229195
1,8.25,0.41017,4.2803856,-12.753878,393.77821,4.8591615,0.17166797,-4.36689,67.756585,75.31332,1.44952605,0.812321135,-11.976601,118.54125,58.458885,220.55357,9.88266035,289.634945
1,8.75,0.0805035,7.77369275,6.7264221,394.66615,4.9030691,0.1870855,-3.096715,63.99139,75.322195,1.84923915,0.783932065,85.396915,304.621,147.6036,222.822535,23.34356,296.639385
1,9.25,-0.68936,12.8369305,37.148538,391.78753,4.8769789,0.211297105,-1.2247,54.758105,75.31806,2.6536206,0.67091845,213.511675,651.11475,340.23596,223.94298,42.74778,305.37043
1,9.75,-1.7235,20.0603085,93.748694,391.19601,4.9080408,0.30369345,0.222890000000035,47.047455,75.30426,3.4378519,0.80821956,271.281,806.750455,416.44636,226.57147,46.27481,313.51829
1,10.25,-1.7718,30.272689,156.341815,390.67513,4.9012764,0.435956385,1.019575,40.519305,75.29346,3.9130946,1.1782562,334.39601,936.58695,488.1827,229.7181,54.21173,318.552845
1,10.75,-1.6295,37.131586,215.52722,390.43338,4.8516238,0.49528233,1.44519,37.19277,75.27217,4.2831376,1.3396393,378.97463,1042.4858,543.82675,230.8148,62.98246,322.04045
1,11.25,-2.0234,38.56608,247.5492,390.73193,4.8740715,0.53912745,2.053595,33.22398,75.24171,4.5811195,1.5331657,401.0855,1111.5427,578.21334,232.179845,71.9783,325.66781
1,11.75,-2.27145,35.932935,274.70109,390.85466,4.9614288,0.549901905,2.33304,33.02684,75.19514,4.7754012,1.6712458,426.48647,1154.8878,608.7029,234.061275,76.95443,327.96811
1,12.25,-2.4009,37.3735315,286.671885,391.112125,5.0169182,0.56866874,2.56929,33.18246,75.16222,4.7946663,1.6418421,430.547355,1168.2061,619.95488,235.108705,80.65952,329.76506
1,12.75,-2.1309,36.0794505,273.5569,391.04672,5.0580284,0.57249371,2.5144,33.17639,75.1387,4.62340145,1.6458901,421.723405,1142.8112,610.507165,235.14313,82.06065,330.45354
1,13.25,-2.34115,34.314207,264.296065,390.93374,5.08195355,0.57454397,2.641555,33.63161,75.11982,4.7037573,1.6553757,399.62352,1072.845,580.78406,235.016675,74.9754,331.49644
1,13.75,-2.529,27.1297805,237.3109,390.86027,5.05878395,0.56027892,2.621635,34.4558,75.11207,4.6438783,1.5998325,363.42955,991.69093,541.06059,235.51155,67.7848,332.00514
1,14.25,-2.2137,24.418237,199.32755,391.238975,5.0985684,0.54730177,2.58815,34.53755,75.09754,4.6603143,1.5585998,303.84708,846.225625,473.6704,234.89621,57.04423,330.78606
1,14.75,-2.0495,20.522798,150.837005,391.59839,5.14693455,0.50950926,2.50722,36.08767,75.10862,4.5066942,1.4994715,239.70826,711.401105,393.3131,236.28359,49.11511,329.066275
1,15.25,-2.0609,17.178245,103.18245,391.353105,5.1278899,0.52051959,2.27812,36.37708,75.12259,4.3671291,1.4051021,160.97257,526.71921,301.094135,233.300415,40.620105,326.9678
1,15.75,-1.6869,11.143429,52.175857,391.461385,5.1562408,0.43497367,2.13612,38.14814,75.14633,4.27158805,1.2780933,78.0406965,337.482,208.59205,232.38051,33.03012,323.74143
1,16.25,-1.226,7.6216109,14.698934,391.70131,5.2534306,0.36219464,1.64625,41.568945,75.15299,3.9422038,1.10829145,12.0817995,161.591535,113.8811,230.98624,21.93613,319.2136
1,16.75,-0.8557,4.8471106,-9.1269503,394.47263,5.39115045,0.29695131,0.84560000000002,47.11094,75.174835,3.4562562,0.97061272,-50.404548,37.2077645,40.34381,228.7654,6.219874,315.09293
1,17.25,0.308005,2.42151735,-22.571165,395.134675,5.50046875,0.27905398,-0.425734999999975,53.35359,75.19193,2.750552,0.993976215,-86.9581205,1.9477542,0,225.1655,2.010391,309.01387
