DOY2,HR2,USTAR,TA_1_1_1,WS,FC,H,LE,RH,CO2,VPD,NETRAD,PPFD_IN,SW_IN,PPFD_OUT,SW_OUT,H2O_1_1_1
1,0.25,0.39975,-20.2835,2.47575,0.215,-1.284,0.31725,81.035,381.49575,0.215,-1.12,0.26825,-0.476,-0.0575,0.2835,0.86125
1,0.75,0.40975,-20.5105,2.49975,0.224,-2.805,0.1625,81.092,381.51775,0.21,-0.784,0.26,-0.54175,-0.05975,0.25325,0.89725
1,1.25,0.394,-20.743,2.4905,0.1775,-1.723,0.1575,80.757,381.74625,0.21,-1.098,0.23475,-0.51075,-0.05875,0.29125,0.86275
1,1.75,0.4045,-21.2465,2.43025,0.207,-2.788,0.10175,80.9255,381.86375,0.2,-0.867,0.23825,-0.4185,-0.0605,0.294,0.83725
1,2.25,0.4095,-21.47,2.4075,0.1565,-3.062,0.1655,81.5535,381.87225,0.205,-1.218,0.2385,-0.30425,-0.0595,0.3175,0.8075
1,2.75,0.41475,-21.499,2.51775,0.206,-0.595,0.06175,81.9305,381.86575,0.2,-1.321,0.229,-0.3005,-0.063,0.331,0.7815
1,3.25,0.3865,-21.4235,2.49425,0.205,-1.64,0.15375,82.3615,381.935,0.2,-0.916,0.25525,-0.31175,-0.063,0.35075,0.76025
1,3.75,0.388,-21.576,2.296,0.23,-1.97125,0.205,82.0715,382.01375,0.2,-0.762,0.2575,-0.2465,-0.062,0.35925,0.76325
1,4.25,0.4105,-21.89275,2.3065,0.22,-1.6885,0.13575,81.967,382.90525,0.2,-0.20975,0.258,-0.276,-0.0615,0.37375,0.68975
1,4.75,0.38275,-21.96525,2.25775,0.248,-2.093,0.258,81.82225,383.16925,0.2,0.30175,0.25775,-0.27425,-0.0595,0.3565,0.687
1,5.25,0.3495,-21.9465,2.20325,0.232,-2.76375,0.061,81.661,383.8835,0.2,0.1155,0.24725,-0.20275,-0.063,0.41075,0.69975
1,5.75,0.34875,-21.93275,2.28175,0.22475,-2.4265,0.159,81.763,383.964,0.1925,0.12725,0.24275,-0.1915,-0.0625,0.3925,0.691
1,6.25,0.353,-22.0505,2.257,0.19775,-1.39425,0.129,81.62775,383.91,0.1925,-0.0105,0.238,-0.256,-0.058,0.3515,0.683
1,6.75,0.376,-22.09,2.345,0.27075,-1.567,0.094,81.4275,383.7395,0.1925,-0.2815,0.22725,-0.23525,-0.062,0.38,0.6995
1,7.25,0.36175,-22.10175,2.09625,0.221,-2.0015,0.09,81.39925,383.16625,0.19,-0.08625,0.22,-0.3705,-0.0585,0.4445,0.7325
1,7.75,0.3495,-22.06325,2.19575,0.217,-2.7775,0.0475,81.66425,382.73625,0.1925,-0.22275,0.22625,-0.44425,-0.064,0.48175,0.72625
1,8.25,0.36,-22.48,2.295,0.18,-1.734,0.09025,81.671,383.219,0.19,-0.195,0.54675,-0.21225,0.0205,0.5455,0.716
1,8.75,0.3715,-22.38725,2.33725,0.26325,-2.4275,0.135,81.55775,382.879,0.19,2.1655,8.64425,3.65025,1.989,1.8765,0.684
1,9.25,0.39075,-21.80575,2.549,0.283,-0.542,0.148,81.35575,383.438,0.19,22.7505,39.297,26.05325,9.636,9.3235,0.679
1,9.75,0.40525,-21.56925,2.57225,0.40875,6.31175,0.574,81.861,383.377,0.2,36.637,86.926,71.608,21.7975,20.861,0.711
1,10.25,0.4845,-21.31975,2.70625,0.471,20.9355,1.4295,81.89725,383.458,0.2025,59.588,169.69325,116.223,36.189,31.985,0.804
1,10.75,0.52625,-20.7525,2.94325,0.3785,47.441,1.62725,81.269,383.041,0.21,76.97525,224.88625,165.75825,48.921,41.181,0.8435
1,11.25,0.54275,-20.26025,2.96175,0.3945,62.806,1.66475,81.5995,382.38225,0.22,91.91025,309.6285,189.34775,61.4075,44.39525,0.87025
1,11.75,0.53775,-19.5625,3.21425,0.4205,83.165,2.66125,80.25525,382.291,0.23,100.794,354.617,217.9695,68.297,48.25075,0.93075
1,12.25,0.5755,-18.824,3.1355,0.278,99.593,3.20375,80.08075,382.22225,0.25,104.24425,386.80325,224.25425,77.3655,48.70625,0.9425
1,12.75,0.599,-17.88125,3.26275,0.454,102.5625,3.6325,79.78575,382.2295,0.27,110.9985,378.6965,231.446,82.7115,49.50375,0.975
1,13.25,0.5955,-17.1595,3.40375,0.309,106.9755,3.5505,79.99175,382.141,0.28,107.2605,396.1035,233.907,82.765,50.00625,1.016
1,13.75,0.59125,-16.996,3.30675,0.382,98.339,4.0345,79.304,382.03,0.29,106.292,383.81925,231.4665,78.3495,49.617,1.0195
1,14.25,0.5985,-16.75275,3.33425,0.381,89.0995,4.031,79.217,381.936,0.3,97.783,304.0685,209.8565,64.7495,44.8295,1.069
1,14.75,0.58575,-16.83,3.44,0.341,66.29,3.54025,79.03425,381.90825,0.3,73.30425,249.8175,178.84675,50.9085,40.057,1.04525
1,15.25,0.5845,-16.83625,3.36675,0.303,45.191,2.6165,79.2535,381.8905,0.2925,58.0915,183.02625,132.28075,37.737,30.8975,1.06525
1,15.75,0.54625,-17.02275,3.234,0.294,23.4005,1.8455,79.281,381.9465,0.29,27.998,116.15075,85.7095,23.3495,21.33375,1.0495
1,16.25,0.5185,-17.23875,2.902,0.2155,1.44275,0.52,79.8425,381.98,0.28,10.432,55.06275,36.9495,12.29225,9.8795,1.011
1,16.75,0.4705,-17.4235,2.7405,0.21825,-1.838,0.23,80.768,382.042,0.2625,-2.3875,16.00925,6.121,4.14025,1.7785,1.023
1,17.25,0.448,-17.8805,2.68425,0.169,-2.76,0.32875,80.6255,382.0585,0.25,-2.35675,1.699,-0.4795,0.3405,0.13775,0.95775
1,17.75,0.4675,-18.33625,2.71975,0.1685,-3.645,0.16625,80.97625,382.07375,0.24,-2.58175,0.26425,-0.7615,-0.0485,0.1115,0.93725
1,18.25,0.506,-18.802,2.80025,0.1915,-4.9405,0.1145,80.72775,382.2215,0.24,-2.53,0.24025,-0.69275,0,0.1335,0.8725
1,18.75,0.55775,-19.09225,3.08325,0.18025,-4.89775,0.0935,81.36,382.227,0.2325,-1.959,0.22575,-0.728,-0.05675,0.175,0.858
1,19.25,0.52425,-19.40025,2.97825,0.2955,-5.2565,0.1055,80.81675,382.14225,0.24,-2.105,0.2335,-0.65,-0.055,0.17575,0.857
1,19.75,0.48575,-19.46875,2.792,0.24925,-5.37775,0.1525,80.1855,382.025,0.2325,-1.703,0.242,-0.7005,-0.055,0.176,0.864
1,20.25,0.49675,-19.52525,2.975,0.27025,-4.27925,0.0945,81.01875,382.056,0.23,-1.44825,0.238,-0.6745,-0.056,0.17625,0.8585
1,20.75,0.4655,-19.43675,2.85275,0.24875,-3.0035,0.242,81.535,382.049,0.23,-1.39575,0.24525,-0.73825,-0.059,0.20725,0.8545
1,21.25,0.44025,-19.53025,2.75675,0.214,-3.528,0.091,80.5355,381.9205,0.2225,-1.3555,0.24725,-0.85775,-0.05975,0.1785,0.874
1,21.75,0.4295,-19.36175,2.6875,0.21525,-2.223,0.1965,80.8265,381.683,0.21,-1.297,0.2405,-0.72275,-0.062,0.21675,0.8615
1,22.25,0.435,-19.56675,2.6005,0.212,-2.14575,0.129,80.25175,381.634,0.22,-1.5075,0.262,-0.7375,-0.0585,0.23,0.8965
1,22.75,0.44,-19.82275,2.7115,0.24975,-2.45625,0.123,80.54025,381.6115,0.2125,-0.78,0.26875,-0.681,-0.05775,0.2495,0.847
1,23.25,0.456,-20.0785,2.6705,0.23525,-2.55625,0.1455,80.62075,381.562,0.2125,-0.95275,0.2805,-0.57275,-0.0595,0.2715,0.8555
1,23.75,0.428,-20.3795,2.471,0.241,-2.02975,0.1535,80.63425,381.5185,0.22,-1.279,0.27975,-0.499,-0.0605,0.27875,0.851
2,0.25,0.4,-13.7565,2.483,0.132,-3.88,0.137,85.596,381.079,0.295,-7.581,0.2595,-0.27325,-0.07575,0.15425,1.588
2,0.75,0.375,-13.472,2.367,0.2175,-2.226,0.122,85.7495,381.226,0.285,-8.0185,0.241,-0.31075,-0.06875,0.142,1.5575
2,1.25,0.386,-13.6755,2.355,0.171,-2.163,0.17,85.8445,381.3885,0.28,-7.6995,0.2545,-0.27025,-0.07175,0.07425,1.4815
