DOY2,HR2,USTAR,TA_1_1_1,WS,FC,H,LE,RH,CO2,VPD,NETRAD,PPFD_IN,SW_IN,PPFD_OUT,SW_OUT,H2O_1_1_1
1,0.25,0.10075,-32.959,1.26075,0.0105,-19.26,-0.128,71.449,377.07275,0.11,-26.29,-0.103,-3.1025,-0.1005,-0.0765,0.35825
1,0.75,0.10025,-33.31,1.098,0.027,-23.858,-0.18275,71.4035,377.054,0.11,-29.602,-0.10525,-3.2185,-0.1015,-0.0805,0.411
1,1.25,0.10175,-33.616,1.33475,0.0365,-22.134,-0.15825,70.8235,376.996,0.105,-29.232,-0.1095,-3.03175,-0.0975,-0.01025,0.3775
1,1.75,0.10425,-33.925,1.30675,0.0365,-24.164,-0.1195,71.1935,377.0475,0.1,-29.364,-0.0985,-3.0915,-0.104,-0.0315,0.3745
1,2.25,0.0955,-34.232,1.33475,0.0225,-21.464,-0.1875,71.15,377.3205,0.105,-29.418,-0.1205,-2.89,-0.1035,0.00775,0.363
1,2.75,0.1045,-34.249,1.37525,0.0085,-26.34,-0.11775,70.678,377.416,0.105,-29.637,-0.10575,-2.9305,-0.101,-5e-04,0.3715
1,3.25,0.10575,-34.1635,1.222,0.039,-21.271,-0.15675,70.454,377.1775,0.11,-29.759,-0.13725,-2.982,-0.1055,0.01275,0.37375
1,3.75,0.101,-34.2725,1.131,0.02825,-22.817,-0.112,71.1105,377.4845,0.1,-26.998,-0.142,-2.9255,-0.103,0.0215,0.3675
1,4.25,0.0945,-34.512,1.1485,0.0195,-17.1205,-0.065,69.469,377.32575,0.1,-26.72525,-0.13125,-2.8905,-0.099,0.02075,0.26625
1,4.75,0.10025,-34.39175,1.16325,0.0275,-13.94,-0.10675,70.01475,377.3215,0.1,-25.112,-0.12625,-2.89,-0.1005,0.04475,0.2645
1,5.25,0.098,-34.47325,1.13975,0.034,-20.5395,-0.207,69.9175,377.605,0.1,-22.53275,-0.1255,-2.7525,-0.1005,0.053,0.31575
1,5.75,0.113,-34.47375,1.18525,0.00625,-20.5395,-0.103,69.59425,377.687,0.1,-21.5415,-0.13125,-2.606,-0.093,0.064,0.275
1,6.25,0.11275,-34.575,1.042,0.036,-14.87375,-0.146,69.332,377.773,0.1,-20.114,-0.13725,-2.76275,-0.0915,0.0185,0.268
1,6.75,0.11725,-34.5195,1.03175,0.03875,-16.87025,-0.147,69.6255,377.6375,0.1,-19.85075,-0.1385,-2.627,-0.0945,0.04075,0.2535
1,7.25,0.09,-34.8095,1.15275,0.042,-17.0875,-0.09925,68.9315,377.82275,0.1,-18.89725,-0.12075,-2.616,-0.0985,0.039,0.26425
1,7.75,0.085,-34.78525,1.05275,0.014,-17.20425,-0.074,69.3365,377.8755,0.1,-19.31925,-0.10025,-2.6115,-0.0935,0.077,0.29225
1,8.25,0.086,-34.6615,1.112,0.013,-12.786,-0.09125,69.1185,378.001,0.1,-17.37175,0.1175,-2.307,-0.052,0.0775,0.318
1,8.75,0.0995,-34.80325,1.073,0.0415,-13.9385,-0.111,68.8815,377.87,0.1,-12.20575,2.0515,-0.0955,0.416,0.49275,0.33
1,9.25,0.1175,-34.52525,1.00975,0.06225,-13.4315,-0.1,68.7835,377.65,0.1075,-4.31175,14.7675,5.40225,3.428,2.24225,0.342
1,9.75,0.12,-34.0925,1.11725,0.12075,-7.72725,-0.14,68.4645,377.66,0.11,4.824,42.2055,19.86125,10.4055,6.5575,0.346
1,10.25,0.186,-33.572,0.99625,0.109,-3.8025,-0.1945,69.6405,377.6715,0.1175,15.979,67.97575,33.87825,19.2065,11.0365,0.384
1,10.75,0.24325,-32.1935,1.265,0.083,15.38,-0.27525,70.11625,377.256,0.12,24.99025,91.841,48.70175,27.9015,15.46325,0.433
1,11.25,0.2505,-30.918,1.29725,-0.029,22.48,0.119,69.89675,377.19125,0.14,32.9765,125.72675,66.48675,37.399,20.727,0.49225
1,11.75,0.2825,-29.78525,1.3435,0.019,34.503,0.06375,69.83,376.87775,0.16,42.45175,136.71625,71.381,43.5125,24.25325,0.5165
1,12.25,0.282,-29.1115,1.4175,0.026,48.725,-0.041,69.28175,376.724,0.1675,49.959,161.8605,81.895,46.4075,26.4765,0.57125
1,12.75,0.30075,-28.37525,1.4075,0.072,52.89,0.263,68.74925,376.68,0.17,51.007,167.21125,81.1395,46.353,25.5185,0.5875
1,13.25,0.3035,-27.7265,1.423,0.0195,44.5395,0.5515,68.33675,376.791,0.19,48.559,176.5305,83.363,45.5625,25.339,0.619
1,13.75,0.31675,-27.19825,1.4835,-0.01275,44.141,0.1005,68.18975,376.568,0.1975,43.5345,161.613,77.5605,40.9675,23.42725,0.6455
1,14.25,0.311,-26.96625,1.62275,0.01075,31.27275,0.152,68.11825,376.5755,0.2,35.884,140.32075,69.62325,33.6905,19.5405,0.6495
1,14.75,0.31075,-26.7965,1.6835,-0.002,23.451,0.3095,67.6475,376.65075,0.2075,26.52,110.43125,50.78775,26.91,16.52475,0.64925
1,15.25,0.2835,-26.8115,1.507,-0.028,11.316,0.403,67.87525,376.73575,0.2,10.92125,77.046,31.65775,18.822,10.61325,0.63625
1,15.75,0.23975,-26.812,1.4015,0.021,-3.37075,0.09125,68.80225,376.75875,0.19,-0.36,41.48325,20.0375,10.72075,5.94175,0.62925
1,16.25,0.20725,-27.02575,1.41075,0.008,-18.1115,-0.137,69.20775,376.527,0.1875,-20.261,12.767,4.606,3.4775,1.941,0.611
1,16.75,0.15175,-27.5835,1.3985,0.0125,-22.57,-0.2,69.98725,376.477,0.1775,-41.43675,1.94725,-0.915,0.49125,0.1315,0.569
1,17.25,0.124,-28.0875,1.372,0.023,-27.855,-0.2485,70.66575,376.4255,0.17,-44.4485,0.1845,-3.4515,-0.035,-0.232,0.51675
