DOY2,HR2,H,LE,WS,USTAR,VPD,SW_IN,NEE,FC,CO2,SW_OUT,LW_IN,LW_OUT,NETRAD,TA,RH,H2O,CH4,FCH4,SC,SLE,SH,SCH4,PA,U_SIGMA,V_SIGMA,W_SIGMA
1,0.25,-33.658758,-19.44542475,0.02561625,0.020574,0,0,-3.5688585,-3.40815725,396.0255415,-0.47368,153.7036,186.51233,-59.332725,-30.9551635,71.0382345,0.24216125,2015.676,-6.874014,-0.5277190825,-0.61089025,-2.078970625,-1.521404,93.972782,0.09666510425,0.14275875,0.02627325
1,0.75,-33.018205,-27.7832365,0.02247775,0.0291622055,0,0,-4.04286605,-4.52513425,399.907545,-0.488828,156.29265,188.720175,-62.835262,-30.49595,73.3595,0.2500275,2019.652625,-10.486467,-0.14039125,-0.4792567525,-2.380742925,-1.078748,94.04282975,0.093308399,0.112515245,0.021925713
1,1.25,-32.5130375,-14.3277175,0.027044,0.01790175,0.02935524075,0,-2.43889705,-2.52257125,397.7229675,-0.3460125,157.7479,190.2818,-62.9860905,-28.311317,73.186251,0.2983575,2024.694275,-3.411922,-0.3269935,-0.406134705,-2.0495825,-0.8026635,94.0695205,0.09906225,0.147909,0.02324625
1,1.75,-30.302734,-11.38775475,0.04263675,0.017774,0.026025912,0,-2.093911,-2.104301,398.25799975,-0.4358625,158.28732,186.82002,-62.754675,-28.9475805,73.601643,0.288045,2021.955,-10.6212155,-0.10139987475,-0.486870105,-1.438062,-0.31772875,94.1149805,0.1213810575,0.12372975,0.0254125
1,2.25,-25.50557875,-14.1032265,0.0309605,0.023388,0.030186287,0,-5.9718005,-5.973,399.4671475,-0.48298625,158.093275,186.26692,-60.6645165,-31.07661675,74.395564,0.237356,2018.924125,-17.75335,-0.1741502125,-0.543333,-1.82720825,-0.640117,94.1395675,0.112025,0.112623,0.03021025
1,2.75,-30.3501575,-18.8968285,0.030934,0.01920025,0.0152960925,0,-2.060609,-2.2684441,398.412354,-0.40825525,156.56,185.98848,-60.559725,-31.8339095,73.63215575,0.220997,2020.4209,-15.416359,-0.506373,-0.451542,-1.587934,-0.834711,94.196504,0.129218975,0.105965,0.023135
1,3.25,-32.685229,-18.697584,0.03276375,0.02345125,0.04607188175,0,-2.7750515,-2.85234375,399.22472,-0.350932,164.28445,188.2196,-59.457675,-30.290432,67.25538575,0.25029825,2022.68285,-2.499253,-0.15221,-0.612188,-2.89201,-0.9491225,94.169287,0.097984,0.112242,0.021596
1,3.75,-31.458339,-21.828971,0.0486885,0.0228435,0.06795075,0,-2.332537,-2.316839,397.02737875,-0.3812995,163.6404475,188.03685,-57.71200475,-30.801425,69.0999125,0.239108,2027.52125,-13.02268125,-1.39601125,-0.4392406,-1.521237,-1.2247825,94.112743,0.13233375,0.115115,0.02454875
1,4.25,-31.46257825,-12.62659025,0.04696617225,0.0236325,0.036139558,0,-1.827485,-1.838004,399.66540125,-0.3938625,167.255035,188.20236,-55.8320555,-30.9525925,71.1193745,0.2397095,2028.335625,-6.365919,-0.26727175,-0.34553875,-1.307095,-0.6782775,94.07613125,0.12385875,0.1215982375,0.02327375
1,4.75,-31.6764705,-16.5285985,0.031574,0.022032,0.0300571585,0,-5.0319628,-4.8038694,400.181357,-0.383625,166.028025,189.6101,-56.13685,-30.1620855,71.603294,0.2538175,2019.8444,-17.01388,-1.26079175,-0.3041175,-1.93936525,-0.506282,94.097135,0.1444918875,0.121281,0.0310275
1,5.25,-32.16644475,-11.8116075,0.04622475,0.02045425,0,0,-2.94573,-2.997812,399.357928,-0.4291095,164.37287,188.92306,-55.874775,-30.4264845,69.770585,0.252296,2022.17575,-4.147038,-1.34131125,-0.91222,-1.6381635,-1.3590825,94.08547775,0.1069355,0.108565375,0.0211215
1,5.75,-28.38699925,-9.053502,0.0374528035,0.0205575,0,0,-1.7154,-1.7186292,401.05120575,-0.4857385,161.6760625,188.8236975,-60.6647315,-30.332545,67.10412125,0.26047225,2021.8718,-4.56481425,-0.524164,-0.5183033,-1.5132515,-0.12426675,94.09129625,0.10729,0.1198291,0.02654
1,6.25,-28.82191375,-5.2440256,0.031254,0.022623,0.01430825145,0,-3.12446,-3.11979375,400.9317875,-0.4236125,160.3171,186.710775,-58.0951625,-29.81626875,69.976,0.264286,2019.85175,-4.394658,-0.2301955,-0.730078,-2.352191,-0.64694425,94.083598,0.071323317,0.101166,0.020911
1,6.75,-24.00983375,-12.878285,0.032194454,0.0186915,0.0123260761,0,-3.44004,-3.265954,400.84035025,-0.416964,158.10686,184.63384,-54.084108,-29.665806,70.323798,0.276473,2020.100875,-12.01259925,-0.79743875,-0.5354375,-1.87060675,-1.018834,94.10657875,0.096107726,0.14098827,0.024191638
1,7.25,-26.84285125,-23.531599,0.035565785,0.020962,0.0634988875,0,-1.90354175,-1.7675915,399.50674975,-0.0835,159.05671,183.17475,-51.9475,-29.9563,70.524965,0.2686405,2020.2778,-6.05698625,-2.781355,-0.41410428,-1.945091,-0.958744,94.1123975,0.1291926875,0.08279539125,0.02454061125
1,7.75,-30.38121,-18.10110225,0.058928,0.0239286475,0.066970467,0,-1.94672,-1.9685225,399.48060575,1.11278555,165.34233,184.18193,-39.14807775,-30.01509025,72.0121515,0.2646195,2019.66105,-1.2196775,-1.305243,-0.29936,-0.83325575,-1.1979175,94.128441,0.1279498435,0.101045113,0.0216758975
1,8.25,-33.8258525,-13.98843875,0.05699983025,0.01535725,0.072439821,0,-2.410968,-2.367698,399.47195125,0,180.73211,195.896175,-36.4705875,-26.75805975,73.0504585,0.329518,2023.266,-2.1249065,-0.400596,-0.284182,-0.726551,-1.73338225,94.20182,0.1117473945,0.10103344,0.027435498
1,8.75,-25.28652625,-6.4518235,0.1336072,0.031478441,0.0964974155,0,-5.637296,-5.816978,401.801301,0,157.6351,200.6659,-15.081243,-26.95725,72.14894125,0.33765533,2020.8726,-1.015323,-0.497127,-0.181353,-0.08486,-3.047791,94.226285,0.106383075,0.116408925,0.0434525
