DOY2,HR2,CO2,FC,G_1,H,H2O,LE,NEE,NETRAD,PA,PPFD_IN,SC,SW_IN,RH,SW_OUT,TA,TS_1_1_1,TS_2_1_1,USTAR,VPD,WS,CO2_SIGMA,CH4,FCH4,SCH4,H2O_SIGMA,G_2,SH,SLE,T_SONIC,T_SONIC_SIGMA,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,U_SIGMA,V_SIGMA,W_SIGMA
1,0.25,420.93175,1.13982525,1.05,-3.17069,18.8955,41.189425,1.198,-16.375,102.2,0,0.104,0.121,84.46575,3.225,19.99,21.7,21.39,0.25206475,5.649687,2.17,0.099990558482843,2238.76,13.6641,1.40313,7.69203993226757,1.98925,0.1031562,0.351202775,21.28765,0.197290028718923,22.7275,22.6525,22.5825,22.4175,22.4825,22.54,22.7375,22.3425,0.783588036403312,0.584160550084536,0.354645412743632
1,0.75,421.634,1.1331865,0.601,-3.9273175,19.0261,38.42375,1.235,-15.985,102.2,0,0.1308285,0.116,84.489,3.2,20.085,21.615,21.34,0.25429875,5.6933190916569,2.2,0.099537487166487,2283.44,15.2802,1.4943685,7.42273756712677,1.5365,0.07478116,0.408438,21.165420177535,0.182642358591077,22.7825,22.64,22.56,22.305,22.3175,22.4625,22.645,22.1825,0.792683911820047,0.58350594009424,0.36395182792883
1,1.25,422.52029637073,1.08325,0.1,-3.10349,18.7125,40.89,1.48075,-15.3275,102.1986,0,0.101,0.141,84.60475,3.22,20.00925,21.54,21.33,0.271503,5.6286075,2.385,0.083757805606403,2272.29,13.7054,1.2442355,7.52275979701048,1.126,0.104403,0.3236733,21.313,0.198613191908292,22.7225,22.66,22.5625,22.255,22.3125,22.4425,22.5125,22.1625,0.86371559277947,0.600770876354878,0.365449164003131
1,1.75,424.36625,1.311286,-0.426,-3.93691804822525,19.14025,40.42004,1.278,-14.7075,102.1488,0,0.12185675,0.146,84.4884675,3.1775,19.9755,21.465,21.29,0.271282,5.61192309934601,2.31,0.10268547117466,2287.852,13.4306,1.497009,7.50605755373618,0.8025,0.1456275,0.392998108036799,21.16635,0.201296050631899,22.7325,22.66,22.625,22.15,22.16,22.4025,22.4425,21.9975,0.822995066536282,0.597370086189939,0.367596337598315
1,2.25,423.6765,1.36527825,-0.675,-4.444919,19.0284776319877,37.77762,1.394,-14.3725,102.1175,0,0.1399438,0.166,84.568,3.2375,19.82,21.4,21.2275,0.264329,5.61,2.146,0.0848725456198882,2325.1235,16.57105,1.87581108125616,7.62392138469395,0.49125,0.06396806,0.306496,20.96,0.191401807458299,22.675,22.61,22.595,22.0575,22.0925,22.2875,22.395,21.9975,0.813144267642588,0.613847311176806,0.357562642212539
1,2.75,424.95325,1.211501,-1.029,-3.36193978497264,18.8581,39.607575,1.603,-12.68,102.101,0,0.134,0.196,85.0026425716479,3.1,19.854775,21.3,21.16,0.259,5.75944325,2.16,0.100581178158002,2323.1775,16.5949425,1.7387475,7.42901085003558,0.00675,0.0696608881325423,0.318348971176399,20.69875,0.188353807167438,22.6425,22.6025,22.61,22.0125,21.985,22.25,22.35,21.86,0.82725167884988,0.596031345459473,0.346721780694324
1,3.25,424.2421,1.12942,-1.134,-4.95360586827181,19.041,38.9029604859851,1.3785,-12.35,102.101,0,0.14547925,0.161,84.857,3.215,19.793,21.3,21.09,0.25263,5.76796132449812,2.224,0.0883143249988358,2280.875,15.3662925,1.2597545,7.64460790361415,-0.2575,0.0726335706792858,0.415047925,20.6522,0.17968539755304,22.65,22.595,22.5825,21.915,21.9175,22.1625,22.29,21.78,0.802039005295525,0.609349791994677,0.355131790371909
1,3.75,424.7695,1.09931357277724,-1.403,-3.30224198125838,18.606,38.985,1.39425,-12.61,102.101,0,0.167038925,0.201,84.70575,3.18,19.56575,21.24,21.02,0.244254,5.66552322588017,2.224,0.0958626100208001,2278.96,14.24727,1.3167,7.29784347689815,-0.66925,0.07844095,0.25326518638574,20.47025,0.20004895871085,22.61,22.6,22.6025,21.7625,21.8425,22.1425,22.19,21.6125,0.871416058267424,0.619170536435034,0.387389353782115
1,4.25,426.145,1.185,-1.7,-3.77748,18.772,38.3532,1.474,-12.3375,102.101,0,0.189759,0.221,84.549,3.1,19.5635,21.17,20.95,0.247780075,5.62,2.175,0.113043265739331,2277.255,18.5402,1.77626970664334,7.10934928823358,-1.022,0.018430475,0.2200005,20.4055,0.194363101082004,22.5425,22.6025,22.6125,21.5825,21.73,22.065,22.06,21.46,0.847556523105267,0.597759939396024,0.354687470153123
1,4.75,426.98325,1.280535,-1.836,-4.07294387791651,18.483975,33.415425,1.48225,-11.95,102.101,0,0.154101125,0.241,85.1521725,3.1,19.4225,21.105,20.92,0.2612005,5.53962259160372,2.19,0.113409639793635,2308.9725,14.741435,1.8904865,7.41713691312773,-1.31,0.0827851,0.5747691,20.41955,0.187889488795941,22.5225,22.6025,22.5925,21.4525,21.6175,22.0025,22.0375,21.4025,0.831066708999163,0.590965376340191,0.360029541260184
1,5.25,427.563,1.188,-1.959,-3.54454058055351,18.44875,36.879,1.417,-11.43,102.1235,0,0.186,0.216,85.327,2.9925,19.45025,21,20.85,0.263580169736297,5.49499804401828,2.213,0.114339445589612,2312.625,16.574015,1.7688585,7.47934040155376,-1.627,0.0667199975,0.306370794171674,20.425225,0.190176391805082,22.4875,22.59,22.6425,21.385,21.58,21.87,21.9725,21.3225,0.851773530575173,0.602609786024695,0.371808266166925
1,5.75,425.819,1.20325,-2.1,-1.9961842925802,18.5855,41.4477194263628,1.3545,-11.4125,102.2,0,0.14246555,0.191,85.29875,3.0975,19.5205,20.855,20.78,0.2751934,5.61852777529595,2.167,0.0911692930761229,2330.05,15.7627215005289,1.534435,7.75723899153539,-1.968,0.0514228,0.200193,20.47805,0.191035168648037,22.3925,22.525,22.585,21.305,21.4625,21.7825,21.86,21.2025,0.85539430130523,0.63594325325887,0.359571947357582
