DOY2,HR2,FC,H,LE,TAU,TA,RH,NETRAD,SW_IN,SW_OUT,PPFD_IN,PPFD_OUT,APAR,FAPAR,WS,USTAR,PA,G,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1
1,0.25,2.4075,10.695,24.6625,-0.00012,6.66,100.24,3.47999999999999,0,0,0,0,0,0,6.18575,0.679,101.096,3.93999999999999,5.3,5.1,5.26,5.8
1,0.75,3.1,10.245,20.4899999999999,-0.00012,6.5,100.3,3.4,0,0,0,0,0,0,6.2435,0.67,101.08,4.63999999999997,5.26,5.06,5.26,5.8
1,1.25,1.925,8.8,20.825,-0.00012,6.77999999999999,100,3.56,0,0,0,0,0,0,6.1255,0.67,101.066,4.95999999999996,5.16,5,5.26,5.8
1,1.75,1.7,10.8,19.9,-0.00012,6.8,100,3.26,0,0,0,0,0,0,6.0905,0.66975,101.09,3.77999999999999,5.06,4.9,5.26,5.86
1,2.25,2.245,8,20.9599999999999,-0.00012,7.33999999999999,100,3.2,0,0,0,0,0,0,6.1075,0.6685,101.108,4.66,5,4.91999999999999,5.26,5.86
1,2.75,1.83,6.875,22.61,-0.00012,7.26,100,2.99999999999998,0,0,0,0,0,0,6.0215,0.65675,101.112,5.09999999999997,4.86,4.86,5.2,5.86
1,3.25,2.3175,8.425,18.86,-0.00012,7.46,100,3.63999999999999,0,0,0,0,0,0,5.92775,0.66,101.11,7.11999999999999,4.86,4.86,5.2,5.86
1,3.75,2.7475,7.18999999999999,18.2174999999999,-0.00012,7.6,100.06,2.86,0,0,0,0,0,0,5.99074999999999,0.64,101.112,5.5,4.86,4.9,5.2,5.86
1,4.25,2.1,9.01499999999999,19.1399999999999,-0.00012,7.56,100.16,3.37999999999997,0,0,0,0,0,0,5.67,0.619,101.124,4.83999999999997,4.8,4.9,5.1,5.86
1,4.75,2.1,8.21249999999999,15.15,-0.00012,7.76,100.1,4.2,0,0,0,0,0,0,5.58,0.6195,101.124,5.53999999999997,4.8,4.96,5.1,5.86
1,5.25,2.66,8.76500000000001,16.2125,-0.00012,7.97999999999999,100.2,3.76,0,0,0,0,0,0,5.69625,0.61925,101.138,6.73999999999995,4.8,4.91999999999999,5.1,5.86
1,5.75,2.72499999999999,8.7,16.805,-0.00012,7.97999999999999,100.36,3.8,0,0,0,0,0,0,5.59525,0.62925,101.154,5.41999999999999,4.8,4.91999999999999,5.1,5.86
1,6.25,1.58,9.11,18.175,-0.00012,7.96,100.18,4.01999999999999,0,0,0,0,0,0,5.7215,0.6485,101.18,6.47999999999999,4.76,4.91999999999999,5.1,5.86
1,6.75,2.0675,8.82999999999999,16.8,-0.00012,7.71999999999999,100.3,3.57999999999999,0,0,0,0,0,0,5.892,0.669,101.184,7.03999999999997,4.7,4.91999999999999,5.06,5.86
1,7.25,1.7,10.405,16.745,-0.00012,7.66,100,4.76,19.38,6.87999999999999,25.68,13.28,17.455,88.711,6.162,0.63,101.2,4.23999999999995,4.7,4.86,5.06,5.86
1,7.75,2.18,19.73,22.58,-0.00092,7.7,100.5,19.6,102.3,40,125.065,73.6,86.615,93.2845,6.181,0.66,101.212,5.79999999999998,4.66,4.86,5.06,5.86
1,8.25,2.005,40.51,21.435,-0.00449,7.57999999999997,100.6,57.96,195.32,90.66,290.55,171.16,210.585,94.4765,6.032,0.66,101.236,6.09999999999997,4.6,4.8,5.06,5.86
1,8.75,2.75,71.8299999999999,32.5,-0.00884,7.06,100.24,112.26,274.14,143.52,464.8575,293.22,347.4225,94.493,6.03675,0.67,101.26,8.36,4.56,4.8,5,5.86
1,9.25,2.2,112.94,38.3124999999999,-0.0154395,7.41999999999999,100,158.36,352.48,187.28,627.525,443.2,466.625,94.41325,6.3605,0.7,101.252,13.3999999999999,4.56,4.8,5,5.86
1,9.75,3.4475,153.6125,42.7,-0.01025,7.31999999999999,100,202.52,426.02,224.72,768.755,562.019999999998,584.94,94.343,6.52525,0.73,101.238,15.7599999999999,4.6,4.8,5,5.86
1,10.25,2.1,174.2125,52.25,-0.0207725000000001,7.26,100,237.72,470.02,252.88,901,669.899999999999,687.965,94.464,6.545,0.73,101.196,19.54,4.6,4.76,5,5.86
1,10.75,2.35,192.4125,48.7,-0.02459,8.27999999999999,100,270.16,506.64,272.2,1001.835,676.52,774.9575,94.032,6.652,0.729499999999999,101.148,31.56,4.6,4.7,5.06,5.86
1,11.25,2.04,212.105,62.485,-0.0224065,8.56,100,292.68,530.66,284.86,1060.4625,720.18,848.385,94.0935,6.811,0.74,101.12,28.9599999999999,4.71999999999999,4.7,5.06,5.86
1,11.75,2.4125,216.905,52.03,-0.0246525,8.86,100,308.96,544.36,294.6,1111.2675,811.899999999999,881.1175,94.204,7.01575,0.78,101.0975,34.8999999999999,4.86,4.7,5.06,5.86
1,12.25,2.3,211.405,59.575,-0.0243055000000001,9.46,99.86,305.72,540.64,290.62,1123.61,766.419999999998,860.1,94.0895,7.0325,0.76,101.08,33.1799999999999,4.96,4.7,5.06,5.86
1,12.75,2.1,200.2625,56.07,-0.02222,9.45999999999998,99.74,301.92,524.16,278.62,1086.62,715.56,856.02,94.0475,6.80625,0.79,101.06375,36.52,5.01999999999999,4.7,5.01999999999999,5.86
1,13.25,2.095,196.635,52.565,-0.02537,9.83999999999997,99.66,278.82,499.74,270.559999999999,1039.9025,679.319999999999,794.835,94.07425,7.2315,0.79,101.05,37.16,5.01999999999999,4.76,5.06,5.86
1,13.75,2.185,171.1225,48.4375,-0.0266355,10.2,99.56,253.34,456.24,229.72,951.8625,700.279999999999,743.4675,94.0505,7.22925,0.77,101.02375,30.68,5.16,4.8,5.06,5.86
1,14.25,1.5,144.22,42.9,-0.0273105,10.68,99.22,215,411.5,205.72,842.21,570.959999999996,633.4675,94.012,6.956,0.78,101.03375,28.98,5.31999999999999,4.8,5.06,5.8
1,14.75,1.7025,116.5,37.825,-0.031515,10.22,99.16,171.6,342.42,155.14,696.94,397.56,533.115,94.163,6.89775,0.74,101.03125,26.1,5.47999999999999,4.86,5.11999999999999,5.8
1,15.25,1.6,76.3699999999999,34,-0.024405,10.22,99.62,111.5,265.74,114.24,526.2625,278.86,388.0725,94.31025,6.641,0.7095,101.03,20.46,5.46,4.96,5.16,5.8
1,15.75,1.6,43,26.11,-0.019447,9.49999999999998,99.58,57.0599999999999,180.78,68.6399999999999,355.3,158.479999999999,269.25,93.615,6.56575,0.75925,101.05,18.28,5.5,4.96,5.16,5.86
1,16.25,1.71999999999999,20.1575,24.9325,-0.00736400000000001,8.66,99.68,14.5,101.88,39.04,176.44,87.88,137.6,92.9685,6.33,0.71,101.04,15.0599999999999,5.5,5,5.1,5.86
1,16.75,1.45,8.3,21.5949999999999,-0.0012785,8.3,99.86,4.13999999999999,36.8199999999999,10.56,52.565,20.54,37.28,90.8585,6.78499999999999,0.757,101.076,11.64,5.46,5,5.1,5.8
1,17.25,2.01,6.84499999999996,19.4125,-0.00012,8.31999999999999,100,2.6,0.7,0,5.73,2.26,2.82499999999999,66.5055,6.86725,0.73,101.076,7.73999999999999,5.4,5,5.1,5.8
1,17.75,1.4,4.41749999999998,26.3275000000001,-0.00012,8.03999999999999,100,2.61999999999999,0,0,0,0,0,0,6.71675,0.72925,101.082,6.65999999999998,5.4,5,5.1,5.8
1,18.25,1.805,7.6,24.665,-0.00012,7.56000000000001,100,2.81,0,0,0,0,0,0,6.6805,0.75,101.09,5.32,5.355,4.955,5.2,5.8
1,18.75,1.815,8.38,24.68,-0.00012,7.43000000000001,100,2.565,0,0,0,0,0,0,6.95274999999999,0.729,101.1,5.41000000000003,5.3,4.955,5.2,5.8
1,19.25,2.1,6.38249999999998,19.98,-0.00012,7.31,100,2.655,0,0,0,0,0,0,6.8805,0.749,101.1,6.41,5.3,5,5.2,5.8
1,19.75,2.3,13.2,19.7625,-0.00012,7.365,100,2.355,0,0,0,0,0,0,6.696,0.73875,101.09,6.68500000000001,5.255,5.055,5.2,5.8
1,20.25,1.9,15,21.23,-0.00012,7.42,100,2.355,0,0,0,0,0,0,6.7275,0.739,101.0855,6.25000000000001,5.1,5.055,5.2,5.8
1,20.75,2.7925,8.71249999999999,19.1649999999999,-0.00012,7.32,100,2.765,0,0,0,0,0,0,6.70525,0.716999999999999,101.081,6.45500000000002,5,5.055,5.2,5.8
1,21.25,4.235,10.1975,22.53,-0.00012,7.3,100,2.9,0,0,0,0,0,0,6.5805,0.71775,101.101,5.21500000000001,5.01,5.055,5.2,5.8
1,21.75,2.43999999999999,8.7975,19.445,-0.00012,7.07500000000001,100,2.855,0,0,0,0,0,0,6.6975,0.72875,101.1055,7.665,5.065,5.055,5.2,5.8
1,22.25,2.65249999999999,7.795,27.3049999999999,-0.00012,6.965,100,3,0,0,0,0,0,0,6.3795,0.71,101.1,5.47500000000001,5.12,5,5.2,5.755
1,22.75,1.945,7.68,23.28,-0.00012,6.655,100,3.155,0,0,0,0,0,0,6.753,0.71,101.101,7.1,5.065,5,5.2,5.8
1,23.25,3.0475,7.8775,24.03,-0.00012,6.71,100,2.455,0,0,0,0,0,0,6.38,0.7,101.091,5.51,5.065,5,5.2,5.8
