DOY2,HR2,LE,H,FC,G,NETRAD,T_SONIC,TA,RH,VPD,PA,USTAR,WS,CO2,H2O,TS
1,0.25,-1.07818063225,-41.563039305,-0.098868357,-24.58048125,-103.07905,-13.19056,-13.7614175,44.210017075,0.23057967075,65.265255,0.671806675,7.6523235,376.2808558,1.925071941,-8.553341
1,0.75,-1.62261220475,-44.91204136,-0.04889896875,-24.09926125,-103.561675,-13.21997,-13.714835,46.174849295,0.2213477495,65.23966,0.6617454,7.651541,377.396260025,1.87323534975,-8.517432
1,1.25,-0.694593374,-40.01324613,-0.118248855,-23.65727,-102.577,-13.24404,-13.78284,48.8046177,0.218002203,65.22021,0.6733361,7.6152765,377.116836725,1.93090894675,-8.5619
1,1.75,-1.204811518,-39.3495895975,-0.1737140725,-23.23095,-101.67,-13.3819775,-13.79548,47.04598824,0.225454854,65.217895,0.707209775,7.66194625,377.27800325,1.933104228,-8.657932
1,2.25,-2.4374619415,-38.74406112,-0.1737341445,-23.005555,-103.4299,-13.320755,-13.78534,47.1852272325,0.236042473,65.23007,0.732484625,7.62535825,376.49161675,1.901602218,-8.667237
1,2.75,-0.84391531875,-42.01331524,-0.0737600215,-23.1843225,-101.370625,-13.25339,-13.769435,49.11631469,0.2358009115,65.21331,0.6854465,7.887359,377.424041725,1.82729248575,-8.738611
1,3.25,-2.219969186,-40.391246605,-0.0036830875,-23.38586,-102.943,-13.233385,-13.5784,50.340751695,0.236322213,65.22283,0.726997875,8.0157815,377.335624575,1.87790632375,-8.831485
1,3.75,-2.353757337,-43.87667156,-0.046864848,-22.43462,-103.5925,-13.268985,-13.70189,48.40664679,0.230634137,65.21821,0.71177565,8.3822635,377.82605905,1.92694068225,-8.881454
1,4.25,-2.239537008,-42.715866605,0,-22.296805,-101.5814,-13.64854,-13.76873,48.77319719,0.231696582,65.228815,0.749213925,8.4328805,377.22608405,1.998489043,-8.919385
1,4.75,-2.386691798,-45.065571155,-0.1159048815,-22.51597,-100.0915,-13.48968,-13.89037,50.1678746225,0.235475042,65.2246075,0.7152875,8.395787,377.5441961,2.050297681,-8.951496
